date,market,symbol,name,open,high,low,close,volume,source
2010-03-11,us,SOXS,,596736016384.0,596736016384.0,580032004096.0,580032004096.0,0,Yahoo Finance daily
2010-03-12,us,SOXS,,579743973376.0,592272031744.0,569664012288.0,591984001024.0,0,Yahoo Finance daily
2010-03-15,us,SOXS,,608831995904.0,616752021504.0,604368011264.0,613440028672.0,0,Yahoo Finance daily
2010-03-16,us,SOXS,,572400009216.0,572400009216.0,563471974400.0,563471974400.0,0,Yahoo Finance daily
2010-03-17,us,SOXS,,563471974400.0,563471974400.0,563471974400.0,563471974400.0,0,Yahoo Finance daily
2010-03-18,us,SOXS,,563471974400.0,563471974400.0,563471974400.0,563471974400.0,0,Yahoo Finance daily
2010-03-19,us,SOXS,,587088003072.0,587807981568.0,587088003072.0,587807981568.0,0,Yahoo Finance daily
2010-03-22,us,SOXS,,598320021504.0,598320021504.0,539568013312.0,539568013312.0,0,Yahoo Finance daily
2010-03-23,us,SOXS,,530207997952.0,530207997952.0,513215987712.0,513792016384.0,0,Yahoo Finance daily
2010-03-24,us,SOXS,,513072005120.0,527184003072.0,512784007168.0,527184003072.0,0,Yahoo Finance daily
2010-03-25,us,SOXS,,512639991808.0,534815997952.0,507600011264.0,534095986688.0,0,Yahoo Finance daily
2010-03-26,us,SOXS,,519695990784.0,554111991808.0,517247991808.0,544464011264.0,0,Yahoo Finance daily
2010-03-29,us,SOXS,,547200008192.0,547200008192.0,525312000000.0,527184003072.0,0,Yahoo Finance daily
2010-03-30,us,SOXS,,524591988736.0,524591988736.0,524591988736.0,524591988736.0,0,Yahoo Finance daily
2010-03-31,us,SOXS,,530928009216.0,530928009216.0,510048010240.0,525744013312.0,0,Yahoo Finance daily
2010-04-01,us,SOXS,,498960007168.0,535103995904.0,492768002048.0,528335994880.0,0,Yahoo Finance daily
2010-04-05,us,SOXS,,486000001024.0,486000001024.0,477216014336.0,478223990784.0,0,Yahoo Finance daily
2010-04-06,us,SOXS,,487727988736.0,491471994880.0,480383991808.0,486000001024.0,0,Yahoo Finance daily
2010-04-07,us,SOXS,,492911984640.0,494495989760.0,473760006144.0,476639985664.0,0,Yahoo Finance daily
2010-04-08,us,SOXS,,485279989760.0,511775997952.0,485279989760.0,501408006144.0,0,Yahoo Finance daily
2010-04-09,us,SOXS,,496800006144.0,496800006144.0,495216001024.0,495360016384.0,0,Yahoo Finance daily
2010-04-12,us,SOXS,,480095993856.0,480095993856.0,459360010240.0,471455989760.0,0,Yahoo Finance daily
2010-04-13,us,SOXS,,472896012288.0,473760006144.0,462384005120.0,462384005120.0,0,Yahoo Finance daily
2010-04-14,us,SOXS,,431136014336.0,431136014336.0,400751984640.0,402480005120.0,0,Yahoo Finance daily
2010-04-15,us,SOXS,,400320004096.0,405504000000.0,391824015360.0,398591983616.0,0,Yahoo Finance daily
2010-04-16,us,SOXS,,407231987712.0,424511995904.0,407231987712.0,413135994880.0,0,Yahoo Finance daily
2010-04-19,us,SOXS,,423791984640.0,451296002048.0,417888010240.0,427247992832.0,0,Yahoo Finance daily
2010-04-20,us,SOXS,,413568008192.0,418176008192.0,407951998976.0,408239996928.0,0,Yahoo Finance daily
2010-04-21,us,SOXS,,396000002048.0,432719986688.0,396000002048.0,422927990784.0,0,Yahoo Finance daily
2010-04-22,us,SOXS,,435599998976.0,447120015360.0,393840001024.0,393840001024.0,0,Yahoo Finance daily
2010-04-23,us,SOXS,,403919994880.0,409391988736.0,391824015360.0,391824015360.0,0,Yahoo Finance daily
2010-04-26,us,SOXS,,381600006144.0,393119989760.0,381455990784.0,393119989760.0,0,Yahoo Finance daily
2010-04-27,us,SOXS,,403200016384.0,432000008192.0,398303985664.0,432000008192.0,0,Yahoo Finance daily
2010-04-28,us,SOXS,,411839987712.0,443519991808.0,408960008192.0,432143990784.0,0,Yahoo Finance daily
2010-04-29,us,SOXS,,438623993856.0,438623993856.0,398880014336.0,407807983616.0,0,Yahoo Finance daily
2010-04-30,us,SOXS,,417600012288.0,463823994880.0,417600012288.0,463823994880.0,0,Yahoo Finance daily
2010-05-03,us,SOXS,,447408013312.0,449423998976.0,421488001024.0,427968004096.0,0,Yahoo Finance daily
2010-05-04,us,SOXS,,442800013312.0,499967983616.0,442800013312.0,484272013312.0,0,Yahoo Finance daily
2010-05-05,us,SOXS,,582335987712.0,582335987712.0,477071998976.0,499967983616.0,0,Yahoo Finance daily
2010-05-06,us,SOXS,,509040001024.0,647855996928.0,403200016384.0,533376008192.0,0,Yahoo Finance daily
2010-05-07,us,SOXS,,569231998976.0,631008002048.0,539423997952.0,569375981568.0,0,Yahoo Finance daily
2010-05-10,us,SOXS,,488880013312.0,503856005120.0,472031985664.0,472319983616.0,0,Yahoo Finance daily
2010-05-11,us,SOXS,,498527993856.0,500544012288.0,457488007168.0,481679998976.0,0,Yahoo Finance daily
2010-05-12,us,SOXS,,468864008192.0,468864008192.0,439056007168.0,439056007168.0,0,Yahoo Finance daily
2010-05-13,us,SOXS,,458639998976.0,481535983616.0,436032012288.0,475344011264.0,0,Yahoo Finance daily
2010-05-14,us,SOXS,,501408006144.0,544464011264.0,501408006144.0,518543998976.0,0,Yahoo Finance daily
2010-05-17,us,SOXS,,528911990784.0,547343990784.0,491328012288.0,494783987712.0,0,Yahoo Finance daily
2010-05-18,us,SOXS,,487296008192.0,542304010240.0,482543992832.0,537408012288.0,0,Yahoo Finance daily
2010-05-19,us,SOXS,,547776004096.0,566063988736.0,512351993856.0,529920000000.0,0,Yahoo Finance daily
2010-05-20,us,SOXS,,572976005120.0,601200001024.0,540144009216.0,573408018432.0,0,Yahoo Finance daily
2010-05-21,us,SOXS,,610416001024.0,633600016384.0,505007996928.0,533376008192.0,0,Yahoo Finance daily
2010-05-24,us,SOXS,,531647987712.0,562608013312.0,518688014336.0,562319982592.0,0,Yahoo Finance daily
2010-05-25,us,SOXS,,586512007168.0,626399969280.0,550224003072.0,550799998976.0,0,Yahoo Finance daily
2010-05-26,us,SOXS,,523439996928.0,556415975424.0,500544012288.0,553392013312.0,0,Yahoo Finance daily
2010-05-27,us,SOXS,,514656010240.0,514656010240.0,468864008192.0,469152006144.0,0,Yahoo Finance daily
2010-05-28,us,SOXS,,472463998976.0,508464005120.0,469152006144.0,491040014336.0,0,Yahoo Finance daily
2010-06-01,us,SOXS,,508031991808.0,525024002048.0,479807995904.0,523872010240.0,0,Yahoo Finance daily
2010-06-02,us,SOXS,,512639991808.0,519695990784.0,467568001024.0,468000014336.0,0,Yahoo Finance daily
2010-06-03,us,SOXS,,466847989760.0,473184010240.0,446976000000.0,450720006144.0,0,Yahoo Finance daily
2010-06-04,us,SOXS,,484703993856.0,514080014336.0,460512002048.0,509615996928.0,0,Yahoo Finance daily
2010-06-07,us,SOXS,,497664000000.0,569231998976.0,493919993856.0,565055979520.0,0,Yahoo Finance daily
2010-06-08,us,SOXS,,528047996928.0,613727993856.0,528047996928.0,571392000000.0,0,Yahoo Finance daily
2010-06-09,us,SOXS,,548496015360.0,590688026624.0,520991997952.0,583919992832.0,0,Yahoo Finance daily
2010-06-10,us,SOXS,,552095973376.0,567647993856.0,516383997952.0,518111985664.0,0,Yahoo Finance daily
2010-06-11,us,SOXS,,540144009216.0,540144009216.0,493631995904.0,495936012288.0,0,Yahoo Finance daily
2010-06-14,us,SOXS,,477216014336.0,487296008192.0,458639998976.0,485567987712.0,0,Yahoo Finance daily
2010-06-15,us,SOXS,,475199995904.0,475199995904.0,401759993856.0,405648015360.0,0,Yahoo Finance daily
2010-06-16,us,SOXS,,417743994880.0,424223997952.0,390383992832.0,399599992832.0,0,Yahoo Finance daily
2010-06-17,us,SOXS,,395279990784.0,422208012288.0,391680000000.0,402335989760.0,0,Yahoo Finance daily
2010-06-18,us,SOXS,,404928004096.0,410399997952.0,394127998976.0,405216002048.0,0,Yahoo Finance daily
2010-06-21,us,SOXS,,417600012288.0,422496010240.0,374256009216.0,415152013312.0,0,Yahoo Finance daily
2010-06-22,us,SOXS,,414144004096.0,440928010240.0,397296009216.0,437327986688.0,0,Yahoo Finance daily
2010-06-23,us,SOXS,,432000008192.0,456479997952.0,416447987712.0,432719986688.0,0,Yahoo Finance daily
2010-06-24,us,SOXS,,443664007168.0,475632009216.0,436896006144.0,471888003072.0,0,Yahoo Finance daily
2010-06-25,us,SOXS,,461663993856.0,495791996928.0,461520011264.0,471024009216.0,0,Yahoo Finance daily
2010-06-28,us,SOXS,,466416009216.0,479087984640.0,448560005120.0,463680012288.0,0,Yahoo Finance daily
2010-06-29,us,SOXS,,489599991808.0,535103995904.0,489599991808.0,525744013312.0,0,Yahoo Finance daily
2010-06-30,us,SOXS,,529199988736.0,554831970304.0,506447986688.0,551664025600.0,0,Yahoo Finance daily
2010-07-01,us,SOXS,,546912010240.0,593711988736.0,534095986688.0,548927995904.0,0,Yahoo Finance daily
2010-07-02,us,SOXS,,532512014336.0,581616009216.0,532512014336.0,555695996928.0,0,Yahoo Finance daily
2010-07-06,us,SOXS,,523584012288.0,568367972352.0,511632015360.0,556560023552.0,0,Yahoo Finance daily
2010-07-07,us,SOXS,,550511968256.0,551232012288.0,469007990784.0,471455989760.0,0,Yahoo Finance daily
2010-07-08,us,SOXS,,452880007168.0,494064009216.0,452880007168.0,471888003072.0,0,Yahoo Finance daily
2010-07-09,us,SOXS,,472608014336.0,480383991808.0,454607994880.0,455471988736.0,0,Yahoo Finance daily
2010-07-12,us,SOXS,,454319996928.0,456624013312.0,435744014336.0,440640012288.0,0,Yahoo Finance daily
2010-07-13,us,SOXS,,424223997952.0,432143990784.0,406655991808.0,413999988736.0,0,Yahoo Finance daily
2010-07-14,us,SOXS,,398303985664.0,422496010240.0,388656005120.0,415871991808.0,0,Yahoo Finance daily
2010-07-15,us,SOXS,,417167998976.0,442223984640.0,416304005120.0,418752004096.0,0,Yahoo Finance daily
2010-07-16,us,SOXS,,430271987712.0,459936006144.0,425663987712.0,459072012288.0,0,Yahoo Finance daily
2010-07-19,us,SOXS,,452447993856.0,455183990784.0,423360004096.0,425808003072.0,0,Yahoo Finance daily
2010-07-20,us,SOXS,,460800000000.0,471024009216.0,423503986688.0,423791984640.0,0,Yahoo Finance daily
2010-07-21,us,SOXS,,415295995904.0,452159995904.0,415295995904.0,449136001024.0,0,Yahoo Finance daily
2010-07-22,us,SOXS,,431712010240.0,436896006144.0,398015987712.0,405791997952.0,0,Yahoo Finance daily
2010-07-23,us,SOXS,,415583993856.0,422063996928.0,396863995904.0,399744008192.0,0,Yahoo Finance daily
2010-07-26,us,SOXS,,394848010240.0,409824002048.0,382751997952.0,383615991808.0,0,Yahoo Finance daily
2010-07-27,us,SOXS,,380879994880.0,397008011264.0,377856000000.0,392976007168.0,0,Yahoo Finance daily
2010-07-28,us,SOXS,,392543993856.0,418752004096.0,388656005120.0,413280010240.0,0,Yahoo Finance daily
2010-07-29,us,SOXS,,413135994880.0,453599985664.0,407951998976.0,437184004096.0,0,Yahoo Finance daily
2010-07-30,us,SOXS,,452159995904.0,474624000000.0,443231993856.0,450720006144.0,0,Yahoo Finance daily
2010-08-02,us,SOXS,,427968004096.0,445536010240.0,422351994880.0,428256002048.0,0,Yahoo Finance daily
2010-08-03,us,SOXS,,428399984640.0,451151986688.0,427823988736.0,440783994880.0,0,Yahoo Finance daily
2010-08-04,us,SOXS,,436896006144.0,451008004096.0,426239983616.0,427823988736.0,0,Yahoo Finance daily
2010-08-05,us,SOXS,,432000008192.0,441359990784.0,423791984640.0,435312001024.0,0,Yahoo Finance daily
2010-08-06,us,SOXS,,449568014336.0,460655984640.0,427247992832.0,437904015360.0,0,Yahoo Finance daily
2010-08-09,us,SOXS,,426816012288.0,442368000000.0,424223997952.0,429552009216.0,0,Yahoo Finance daily
2010-08-10,us,SOXS,,449711996928.0,474479984640.0,449711996928.0,462239989760.0,0,Yahoo Finance daily
2010-08-11,us,SOXS,,492192006144.0,530207997952.0,492192006144.0,519552008192.0,0,Yahoo Finance daily
2010-08-12,us,SOXS,,554111991808.0,572400009216.0,531504005120.0,539136000000.0,0,Yahoo Finance daily
2010-08-13,us,SOXS,,534528000000.0,555120001024.0,521424011264.0,554687987712.0,0,Yahoo Finance daily
2010-08-16,us,SOXS,,560304029696.0,573408018432.0,532943994880.0,547343990784.0,0,Yahoo Finance daily
2010-08-17,us,SOXS,,531216007168.0,539423997952.0,509472014336.0,526896005120.0,0,Yahoo Finance daily
2010-08-18,us,SOXS,,525167984640.0,533088010240.0,500975992832.0,508752003072.0,0,Yahoo Finance daily
2010-08-19,us,SOXS,,516816011264.0,541440016384.0,506880000000.0,534528000000.0,0,Yahoo Finance daily
2010-08-20,us,SOXS,,530352013312.0,539280015360.0,514368012288.0,528480010240.0,0,Yahoo Finance daily
2010-08-23,us,SOXS,,520991997952.0,548496015360.0,513072005120.0,547343990784.0,0,Yahoo Finance daily
2010-08-24,us,SOXS,,570096025600.0,585647980544.0,556847988736.0,574127996928.0,0,Yahoo Finance daily
2010-08-25,us,SOXS,,594576015360.0,604079980544.0,550367985664.0,557280002048.0,0,Yahoo Finance daily
2010-08-26,us,SOXS,,548064002048.0,595295993856.0,545040007168.0,589824000000.0,0,Yahoo Finance daily
2010-08-27,us,SOXS,,579888021504.0,619199987712.0,546912010240.0,553535995904.0,0,Yahoo Finance daily
2010-08-30,us,SOXS,,553968009216.0,597599977472.0,553824026624.0,597599977472.0,0,Yahoo Finance daily
2010-08-31,us,SOXS,,610416001024.0,638783979520.0,586223976448.0,631440015360.0,0,Yahoo Finance daily
