date,open,high,low,close,adj_close,volume,symbol,market,source,fetched_at
2025-09-05,313.8500061035156,315.739990234375,292.55999755859375,299.07000732421875,299.07000732421875,11367000,COIN,us,Yahoo chart,2026-05-26 16:01:39 KST
2025-09-08,301.8800048828125,306.6000061035156,297.1499938964844,302.20001220703125,302.20001220703125,8824100,COIN,us,Yahoo chart,2026-05-26 16:01:39 KST
2025-09-09,303.7699890136719,319.3900146484375,303.6000061035156,318.7799987792969,318.7799987792969,10361300,COIN,us,Yahoo chart,2026-05-26 16:01:39 KST
2025-09-10,321.3999938964844,328.6700134277344,312.5299987792969,315.3399963378906,315.3399963378906,8664800,COIN,us,Yahoo chart,2026-05-26 16:01:39 KST
2025-09-11,319.0,326.0,315.5299987792969,323.95001220703125,323.95001220703125,7702700,COIN,us,Yahoo chart,2026-05-26 16:01:39 KST
2025-09-12,328.0299987792969,329.489990234375,319.79998779296875,323.0400085449219,323.0400085449219,6929400,COIN,us,Yahoo chart,2026-05-26 16:01:39 KST
2025-09-15,322.8699951171875,328.44000244140625,320.9599914550781,327.0199890136719,327.0199890136719,6896900,COIN,us,Yahoo chart,2026-05-26 16:01:39 KST
2025-09-16,332.25,333.6000061035156,321.29998779296875,327.9100036621094,327.9100036621094,7434900,COIN,us,Yahoo chart,2026-05-26 16:01:39 KST
2025-09-17,325.9599914550781,328.489990234375,311.29998779296875,320.55999755859375,320.55999755859375,8921200,COIN,us,Yahoo chart,2026-05-26 16:01:39 KST
2025-09-18,325.82000732421875,351.8900146484375,323.5199890136719,343.1300048828125,343.1300048828125,17324500,COIN,us,Yahoo chart,2026-05-26 16:01:39 KST
2025-09-19,342.760009765625,349.70001220703125,337.6600036621094,342.4599914550781,342.4599914550781,13272100,COIN,us,Yahoo chart,2026-05-26 16:01:39 KST
2025-09-22,333.44000244140625,336.20001220703125,328.19000244140625,331.95001220703125,331.95001220703125,8720700,COIN,us,Yahoo chart,2026-05-26 16:01:39 KST
2025-09-23,333.3800048828125,335.67999267578125,317.70001220703125,320.07000732421875,320.07000732421875,8245900,COIN,us,Yahoo chart,2026-05-26 16:01:39 KST
2025-09-24,323.760009765625,327.32000732421875,320.760009765625,321.7699890136719,321.7699890136719,4869800,COIN,us,Yahoo chart,2026-05-26 16:01:39 KST
2025-09-25,314.3299865722656,317.989990234375,304.3599853515625,306.69000244140625,306.69000244140625,8865300,COIN,us,Yahoo chart,2026-05-26 16:01:39 KST
