date,open,high,low,close,volume,source,updated_at
2026-06-23,11410.0,11850.0,10065.0,10100.0,24104663.0,KIS 국내주식기간별시세,2026-07-20 15:45:29 KST
2026-06-24,10245.0,10480.0,9545.0,10250.0,15513755.0,KIS 국내주식기간별시세,2026-07-20 15:45:29 KST
2026-06-25,10985.0,11505.0,10540.0,10855.0,10565364.0,KIS 국내주식기간별시세,2026-07-20 15:45:29 KST
2026-06-26,10695.0,10810.0,9825.0,10240.0,13922508.0,KIS 국내주식기간별시세,2026-07-20 15:45:29 KST
2026-06-29,10090.0,10240.0,9730.0,10080.0,9608296.0,KIS 국내주식기간별시세,2026-07-20 15:45:29 KST
2026-06-30,10055.0,10670.0,9840.0,10510.0,10042192.0,KIS 국내주식기간별시세,2026-07-20 15:45:29 KST
2026-07-01,10600.0,10750.0,10065.0,10410.0,11961907.0,KIS 국내주식기간별시세,2026-07-20 15:45:29 KST
2026-07-02,9615.0,9820.0,9050.0,9205.0,12594527.0,KIS 국내주식기간별시세,2026-07-20 15:45:29 KST
2026-07-03,9150.0,9660.0,8495.0,9620.0,13463095.0,KIS 국내주식기간별시세,2026-07-20 15:45:29 KST
2026-07-06,9705.0,9815.0,8980.0,9205.0,8131974.0,KIS 국내주식기간별시세,2026-07-20 15:45:29 KST
2026-07-07,9050.0,9175.0,8150.0,8460.0,10372548.0,KIS 국내주식기간별시세,2026-07-20 15:45:29 KST
2026-07-08,8050.0,8675.0,7885.0,7965.0,11548574.0,KIS 국내주식기간별시세,2026-07-20 15:45:29 KST
2026-07-09,8345.0,8510.0,7885.0,8245.0,5903167.0,KIS 국내주식기간별시세,2026-07-20 15:45:29 KST
2026-07-10,8695.0,8800.0,8375.0,8570.0,5183601.0,KIS 국내주식기간별시세,2026-07-20 15:45:29 KST
2026-07-13,8430.0,8505.0,7325.0,7355.0,13142063.0,KIS 국내주식기간별시세,2026-07-20 15:45:29 KST
2026-07-14,7325.0,7635.0,6820.0,7475.0,12226146.0,KIS 국내주식기간별시세,2026-07-20 15:45:29 KST
2026-07-15,8115.0,8440.0,8020.0,8250.0,6612686.0,KIS 국내주식기간별시세,2026-07-20 15:45:29 KST
2026-07-16,7690.0,7695.0,7330.0,7435.0,6992954.0,KIS 국내주식기간별시세,2026-07-20 15:45:29 KST
2026-07-20,6995.0,7555.0,6960.0,7125.0,8501255.0,KIS 국내주식기간별시세,2026-07-20 15:45:29 KST
