date,market,symbol,open,high,low,close,volume,tradingValue,source,updatedAt
2014-04-28,kr,000990,6810,6830,6650,6730,124776,,FinanceDataReader,
2014-04-29,kr,000990,6650,6780,6590,6770,166113,,FinanceDataReader,
2014-04-30,kr,000990,6810,6960,6610,6960,229963,,FinanceDataReader,
2014-05-02,kr,000990,7050,7120,6670,6710,404118,,FinanceDataReader,
2014-05-07,kr,000990,6720,6720,6520,6550,149254,,FinanceDataReader,
2014-05-08,kr,000990,6550,6610,6440,6480,120718,,FinanceDataReader,
2014-05-09,kr,000990,6410,6670,6400,6530,103937,,FinanceDataReader,
2014-05-12,kr,000990,6470,6510,6220,6340,182125,,FinanceDataReader,
2014-05-13,kr,000990,6390,6600,6250,6600,116880,,FinanceDataReader,
2014-05-14,kr,000990,6620,6660,6410,6410,151973,,FinanceDataReader,
2014-05-15,kr,000990,6470,6550,6390,6520,84049,,FinanceDataReader,
2014-05-16,kr,000990,6460,6530,6370,6400,125710,,FinanceDataReader,
2014-05-19,kr,000990,6330,6410,6220,6240,200741,,FinanceDataReader,
2014-05-20,kr,000990,6180,6350,6150,6180,127525,,FinanceDataReader,
2014-05-21,kr,000990,6180,6270,6130,6210,106391,,FinanceDataReader,
2014-05-22,kr,000990,6290,6320,6180,6180,116354,,FinanceDataReader,
2014-05-23,kr,000990,6220,6300,6160,6170,170500,,FinanceDataReader,
2014-05-26,kr,000990,6500,6730,6270,6350,802035,,FinanceDataReader,
2014-05-27,kr,000990,6360,6360,6180,6200,296117,,FinanceDataReader,
2014-05-28,kr,000990,6210,6320,6180,6300,191433,,FinanceDataReader,
2014-05-29,kr,000990,6280,6280,6180,6190,211295,,FinanceDataReader,
2014-05-30,kr,000990,6190,6280,6130,6170,153781,,FinanceDataReader,
2014-06-02,kr,000990,6050,6110,5730,5740,453159,,FinanceDataReader,
2014-06-03,kr,000990,5650,5730,5390,5560,342602,,FinanceDataReader,
2014-06-05,kr,000990,5480,5680,5480,5590,142164,,FinanceDataReader,
2014-06-09,kr,000990,5690,5720,5460,5560,180552,,FinanceDataReader,
2014-06-10,kr,000990,5510,5590,5490,5500,133250,,FinanceDataReader,
2014-06-11,kr,000990,5600,5630,5230,5290,416216,,FinanceDataReader,
2014-06-12,kr,000990,5300,5420,5260,5280,296059,,FinanceDataReader,
2014-06-13,kr,000990,5270,5290,5110,5150,253296,,FinanceDataReader,
2014-06-16,kr,000990,5120,5440,5090,5420,370375,,FinanceDataReader,
2014-06-17,kr,000990,5390,5400,5140,5140,242945,,FinanceDataReader,
2014-06-18,kr,000990,5130,5340,5110,5300,233865,,FinanceDataReader,
2014-06-19,kr,000990,5290,5310,5120,5150,231075,,FinanceDataReader,
2014-06-20,kr,000990,5160,5220,5050,5050,211897,,FinanceDataReader,
2014-06-23,kr,000990,5060,5080,4630,4690,474402,,FinanceDataReader,
2014-06-24,kr,000990,4590,4675,3990,3990,1075607,,FinanceDataReader,
2014-06-25,kr,000990,3770,3810,3420,3590,3790178,,FinanceDataReader,
2014-06-26,kr,000990,3645,3835,3370,3545,2713873,,FinanceDataReader,
2014-06-27,kr,000990,3485,3540,3375,3405,1114094,,FinanceDataReader,
2014-06-30,kr,000990,3580,3915,3560,3915,4050687,,FinanceDataReader,
2014-07-01,kr,000990,3785,4250,3600,3850,6102875,,FinanceDataReader,
2014-07-02,kr,000990,4010,4115,3785,3875,2410237,,FinanceDataReader,
2014-07-03,kr,000990,3930,4090,3840,3995,1770414,,FinanceDataReader,
2014-07-04,kr,000990,4005,4050,3865,3905,1002309,,FinanceDataReader,
2014-07-07,kr,000990,4150,4400,4040,4290,2340633,,FinanceDataReader,
2014-07-08,kr,000990,4230,4280,4010,4075,1047405,,FinanceDataReader,
