date,open,high,low,close,adj_close,volume,symbol,market,source,fetched_at
2025-09-05,247.85000610351562,248.5,244.1300048828125,247.0500030517578,246.01931762695312,17105500,SOXX,us,Yahoo chart,2026-05-26 16:01:23 KST
2025-09-08,248.41000366210938,249.9199981689453,247.55999755859375,248.85000610351562,247.81179809570312,10290500,SOXX,us,Yahoo chart,2026-05-26 16:01:23 KST
2025-09-09,249.11000061035156,249.67999267578125,247.22999572753906,249.05999755859375,248.0209197998047,9305200,SOXX,us,Yahoo chart,2026-05-26 16:01:23 KST
2025-09-10,253.02999877929688,254.2100067138672,251.86000061035156,253.4499969482422,252.39259338378906,13398400,SOXX,us,Yahoo chart,2026-05-26 16:01:23 KST
2025-09-11,254.80999755859375,256.510009765625,254.6199951171875,255.19000244140625,254.12533569335938,10286200,SOXX,us,Yahoo chart,2026-05-26 16:01:23 KST
2025-09-12,255.80999755859375,256.3999938964844,254.16000366210938,255.63999938964844,254.57347106933594,7144200,SOXX,us,Yahoo chart,2026-05-26 16:01:23 KST
2025-09-15,255.1999969482422,257.8399963378906,254.52999877929688,257.79998779296875,256.7244567871094,7239200,SOXX,us,Yahoo chart,2026-05-26 16:01:23 KST
2025-09-16,258.2900085449219,259.04998779296875,256.5799865722656,258.5799865722656,258.0426940917969,7543300,SOXX,us,Yahoo chart,2026-05-26 16:01:23 KST
2025-09-17,257.94000244140625,260.739990234375,254.8300018310547,258.5299987792969,257.9928283691406,6566900,SOXX,us,Yahoo chart,2026-05-26 16:01:23 KST
2025-09-18,265.05999755859375,268.9800109863281,264.1400146484375,267.57000732421875,267.0140075683594,12601600,SOXX,us,Yahoo chart,2026-05-26 16:01:23 KST
2025-09-19,267.29998779296875,267.3999938964844,263.6000061035156,265.8599853515625,265.30755615234375,5839100,SOXX,us,Yahoo chart,2026-05-26 16:01:23 KST
2025-09-22,266.6499938964844,270.6600036621094,266.5799865722656,269.8299865722656,269.2693176269531,5721400,SOXX,us,Yahoo chart,2026-05-26 16:01:23 KST
2025-09-23,270.7900085449219,272.1300048828125,267.9100036621094,269.510009765625,268.9499816894531,6068300,SOXX,us,Yahoo chart,2026-05-26 16:01:23 KST
