date,symbol,name,open,high,low,close,volume,source
2024-06-10,,,418.1288206635897,421.45649821147657,417.3313558315188,421.249755859375,13982900,
2024-06-11,,,418.89671156901073,426.1231387794062,418.67025946007556,425.98529052734375,14551100,
2024-06-12,,,428.58444890305617,436.5394165910894,426.54647009815636,434.2356262207031,22366200,
2024-06-13,,,434.02890334988575,436.5296113185569,432.57179200487434,434.7475891113281,15960600,
2024-06-14,,,431.4986893853765,436.2835084137765,429.9628289677156,435.7223205566406,13582000,
2024-06-17,,,435.7419285968911,443.96273745711665,433.90086737641116,441.4324951171875,20790000,
2024-06-18,,,442.7517817727517,443.17515136355723,438.00638282722565,439.4339294433594,17112500,
2024-06-20,,,439.3945559147101,439.6210080275433,434.4423844149745,438.8038635253906,19877400,
2024-06-21,,,440.4578496032106,443.6083190884872,439.6013156180092,442.8207092285156,34187100,
2024-06-24,,,442.8404877183308,445.7448560597947,439.50295488905437,440.74346923828125,15913700,
2024-06-25,,,441.3143898379412,444.4353547941903,439.83759879553867,443.9726257324219,16413400,
2024-06-26,,,442.05283004707155,446.58166237734525,441.2553652071883,445.1639404296875,16507000,
2024-06-27,,,445.18358463488477,449.1118693221635,444.7799248025884,445.8432312011719,14806300,
2024-06-28,,,446.05981801420484,448.33407381119525,439.5028621939787,440.0345153808594,28362300,
2024-07-01,,,441.7180347396165,450.293259356771,438.76445275458883,449.6631774902344,17662800,
2024-07-02,,,446.1877931726741,452.478907120072,446.099159273985,452.1737060546875,13979800,
2024-07-03,,,451.1005881786126,453.88678735468443,450.79538710423196,453.6406555175781,9932800,
2024-07-05,,,452.4986178155469,461.10340760685847,451.8685359116121,460.32562255859375,16000300,
2024-07-08,,,459.33123257528905,460.46346308739743,457.2735739768986,459.0260314941406,12962300,
2024-07-09,,,459.77431483044427,460.09919566591896,450.9135678636905,452.42974853515625,17207200,
2024-07-10,,,454.0837473649462,459.24266153927346,451.76024698147666,459.0359191894531,18196100,
2024-07-11,,,455.81652839633193,457.58866578342753,444.5633568384772,447.6646423339844,23111200,
2024-07-12,,,447.3003093014831,449.29889867197954,443.67725577045155,446.5323791503906,16324300,
2024-07-15,,,446.28627396172595,450.185024234339,444.44521246679955,446.9360656738281,14429400,
2024-07-16,,,447.19204922721934,447.27079820143007,439.7490242805094,442.56475830078125,17175700,
2024-07-17,,,435.74195902538145,437.9670004651751,432.38471713490526,436.6575622558594,21778000,
2024-07-18,,,437.46491051123894,437.7701116080265,427.6787055457858,433.55633544921875,20794800,
2024-07-19,,,426.3988669076758,434.31447643242683,425.3158806469495,430.3468017578125,20940400,
2024-07-22,,,434.95434740544323,437.72086686190295,432.1189038234256,436.0865478515625,15808800,
2024-07-23,,,437.0316974699668,441.45224583194545,436.24408758502966,437.9670104980469,13107100,
2024-07-24,,,433.6350720518326,434.649133994153,420.9740350363965,422.2637634277344,26805800,
2024-07-25,,,422.1653487650477,423.14987619224735,411.05005574464656,411.92626953125,29943800,
2024-07-26,,,411.7293557750341,422.28349032231534,410.8137224917234,418.68994140625,23583800,
2024-07-29,,,424.9022832711689,425.4634710488169,418.12876061583677,420.1273498535156,15125800,
2024-07-30,,,421.10212402070425,422.4115324395336,410.90240300010083,416.37640380859375,32687600,
2024-07-31,,,413.9938339320011,415.2540279916192,405.83209214640954,411.8771057128906,42891400,
2024-08-01,,,414.27930323794226,420.8460843318748,406.69843005351635,410.6562194824219,30296400,
2024-08-02,,,406.10769576372263,408.5788691410044,398.08380349930894,402.1695861816406,29437900,
2024-08-05,,,383.1485558976655,394.83489176821496,379.6140759587015,389.0360107421875,40709200,
2024-08-06,,,393.8109209877184,399.39320401269043,392.3341300340145,393.42694091796875,24946500,
2024-08-07,,,402.3173368345742,403.73502880977026,391.32015130804484,392.2652893066406,20650900,
2024-08-08,,,396.2132187300544,399.58028569311574,393.7519001712231,396.4593505859375,20203000,
2024-08-09,,,397.7786234799922,401.736413003281,396.0360207139592,399.7378234863281,19276700,
2024-08-12,,,400.76172633567404,402.43543495594565,397.98535182009545,400.5155944824219,16762900,
2024-08-13,,,403.2525929980432,408.52967573215994,403.23291326546496,407.6042175292969,19414300,
2024-08-14,,,408.38197108714223,411.2568044389076,406.0683556338293,410.41009521484375,18267000,
2024-08-15,,,414.0495331175792,415.34158622213624,411.9388626649199,415.2626953125,20752100,
2024-08-16,,,414.8386210132459,415.56847485047064,411.58380640221424,412.73779296875,22775600,
2024-08-19,,,413.22102581055816,415.97281647426513,410.7552711189502,415.7558288574219,15234000,
2024-08-20,,,415.9235063802004,420.0264956299884,415.864330676567,418.98101806640625,16387600,
2024-08-21,,,418.27087232284174,420.5590998224222,415.9432144212139,418.330078125,16067300,
2024-08-22,,,418.54710638332296,420.9438431425212,408.9306617888671,409.8577880859375,19361900,
2024-08-23,,,411.26821033098173,413.51697764071497,406.4451792024677,411.080810546875,18493800,
