decision_datetime,market,name,ticker,current_price,support,resistance,stop_loss,target_price,risk_reward_ratio,rsi,macd_status,volume_status,trend_score,volume_score,rsi_score,macd_score,risk_reward_score,news_momentum,total_score,final_decision,scenario_type,reason,source_menu
2026-05-13 01:02:38,미국주식,PLTR,PLTR,134.08999633789062,131.14999389648438,152.67999267578125,126.04459655761718,157.2603924560547,2.879955844453582,29.739783153740348,약세,거래량 감소,30.0,42.0,25.0,35.0,92.0,뉴스 모멘텀 긍정,44.2,관망 우위,관망,"장전 리포트 자동 생성: 제외, 신규 매수 금지",장전 리포트
2026-05-13 01:02:38,미국주식,AVGO,AVGO,412.9200134277344,385.5700073242188,437.6799926757813,377.8586071777344,450.8103924560547,1.0806862325529312,45.76478589608031,약세,거래량 감소,68.0,42.0,88.0,35.0,34.0,뉴스 모멘텀 긍정,54.7,관망 우위,관망,"장전 리포트 자동 생성: 제외, 신규 매수 금지",장전 리포트
2026-05-13 01:04:42,미국주식,NVIDIA,NVDA,217.3650054931641,194.7400054931641,223.75,190.8452053833008,234.7542059326172,0.6557063163151712,61.43198156788019,강세,거래량 감소,95.0,42.0,72.0,88.0,34.0,뉴스 모멘텀 긍정,68.9,관망 우위,관망,"장전 리포트 자동 생성: 관심 유지, 주의 신호 없음",장전 리포트
2026-05-13 01:04:53,한국주식,SK하이닉스,000660.KS,1880000.0,996000.0,1949000.0,976080.0,2030400.0,0.1663864058766265,97.71573604060912,강세,거래량 증가,95.0,90.0,25.0,88.0,34.0,뉴스 모멘텀 긍정,66.7,비중 축소 우선,비중축소,급등 감지: 등락률 11.51% / RSI 과열 / 손익비 1.0 미만,장중 체크
2026-05-13 01:04:53,미국주식,NVIDIA,NVDA,217.42999267578125,194.7400054931641,223.75,190.8452053833008,234.82439208984377,0.6542989877140198,61.4934487065154,강세,거래량 감소,95.0,42.0,72.0,88.0,34.0,뉴스 모멘텀 긍정,68.9,관망 우위,관망,손익비 1.0 미만,장중 체크
2026-05-13 01:04:53,한국주식,삼성전자,005930.KS,285500.0,198200.0,288500.0,194236.0,308340.0,0.2502629733520337,82.32558139534883,강세,거래량 증가,95.0,78.0,25.0,88.0,34.0,뉴스 모멘텀 긍정,64.9,관망 우위,관망,급등 감지: 등락률 6.33% / RSI 과열 / 손익비 1.0 미만,장중 체크
2026-05-13 01:04:53,한국주식,대한항공,003490.KS,25750.0,23800.0,27350.0,23324.0,28170.5,0.9977328936521024,54.929577464788736,강세,보통,95.0,62.0,88.0,72.0,34.0,뉴스 부족으로 판단 보류,70.8,관망 우위,관망,눌림목 후보 / 손익비 1.0 미만,장중 체크
2026-05-13 01:04:53,한국주식,LG에너지솔루션,373220.KS,468000.0,399000.0,493000.0,391020.0,507790.0,0.5168875032475968,64.28571428571428,약세,보통,95.0,42.0,72.0,35.0,34.0,뉴스 리스크 주의,54.2,관망 우위,관망,MACD 약세 전환 / 손익비 1.0 미만 / 뉴스 리스크 주의,장중 체크
2026-05-13 01:04:53,한국주식,DL이앤씨,375500.KS,91300.0,88600.0,106600.0,85822.0,109798.0,3.376779846659365,42.55813953488372,약세,거래량 감소,68.0,42.0,88.0,35.0,92.0,뉴스 부족으로 판단 보류,65.3,눌림목 매수 가능,눌림목,눌림목 후보 / MACD 약세 전환,장중 체크
2026-05-13 01:04:54,한국주식,한국항공우주,047810.KS,169500.0,163400.0,205500.0,159330.0,211665.0,4.146017699115045,33.955857385398986,약세,거래량 감소,30.0,42.0,48.0,55.0,92.0,뉴스 부족으로 판단 보류,51.8,관망 우위,관망,MACD 약세 전환,장중 체크
2026-05-13 01:04:54,한국주식,현대차,005380.KS,646000.0,474500.0,654000.0,465010.0,697680.0,0.2855406376042875,71.95121951219512,강세,거래량 증가,95.0,90.0,48.0,88.0,34.0,뉴스 부족으로 판단 보류,70.2,관망 우위,관망,급등 감지: 등락률 5.38% / 돌파 후보: 저항선 2% 이내 / 손익비 1.0 미만,장중 체크
2026-05-13 01:04:55,한국주식,HD한국조선해양,009540.KS,474000.0,383500.0,488000.0,375830.0,511920.00000000006,0.3862687175308145,65.26610644257703,강세,거래량 증가,95.0,90.0,72.0,88.0,34.0,뉴스 모멘텀 긍정,76.0,돌파 확인 후 접근,돌파,거래량 증가: 최근 5일 평균 대비 1.7배 / 손익비 1.0 미만,장중 체크
2026-05-13 01:04:55,미국주식,AMD,AMD,434.3837890625,251.8500061035156,469.2200012207031,246.8130059814453,483.29660125732426,0.2607698885262298,72.35748876760685,강세,거래량 감소,95.0,42.0,48.0,72.0,34.0,뉴스 모멘텀 긍정,60.9,관망 우위,관망,급락 감지: 등락률 -5.32% / 손익비 1.0 미만,장중 체크
2026-05-13 01:04:56,미국주식,MSFT,MSFT,408.8900146484375,396.7300109863281,433.7000122070313,384.3566137695312,446.7110125732422,1.541612518846626,35.54673030829996,약세,거래량 감소,68.0,42.0,72.0,35.0,62.0,뉴스 모멘텀 긍정,57.1,관망 우위,관망,MACD 약세 전환,장중 체크
2026-05-13 01:04:56,미국주식,AAPL,AAPL,294.67999267578125,257.8099975585937,294.89990234375,252.65379760742184,318.25439208984375,0.5609453669483192,75.44352233224195,강세,거래량 감소,95.0,42.0,48.0,72.0,34.0,뉴스 영향 중립,60.9,관망 우위,관망,RSI 과열 / 손익비 1.0 미만,장중 체크
2026-05-13 01:04:56,미국주식,TSLA,TSLA,427.31781005859375,362.5,449.1600036621094,355.25,462.6348037719727,0.4900522672281134,66.48052061596991,강세,거래량 감소,95.0,42.0,72.0,72.0,34.0,뉴스 리스크 주의,61.7,관망 우위,관망,손익비 1.0 미만 / 뉴스 리스크 주의,장중 체크
2026-05-13 01:04:57,미국주식,META,META,600.3900146484375,592.6500244140625,691.52001953125,564.3666137695312,712.2656201171875,3.1056369676151108,24.073933725162263,약세,거래량 감소,30.0,42.0,25.0,55.0,92.0,뉴스 모멘텀 긍정,48.2,관망 우위,관망,MACD 약세 전환 / 종합점수 50점 미만,장중 체크
2026-05-13 01:04:57,미국주식,GOOGL,GOOGL,386.7799987792969,330.8999938964844,402.0,324.28199401855466,417.72239868164064,0.4950942037397658,78.77758693495196,강세,거래량 감소,95.0,42.0,25.0,72.0,34.0,뉴스 모멘텀 긍정,56.2,관망 우위,관망,RSI 과열 / 손익비 1.0 미만,장중 체크
2026-05-13 01:04:57,미국주식,AMZN,AMZN,264.8399963378906,244.1999969482422,278.5599975585937,239.3159970092773,286.9167974853516,0.864942866642067,61.301882831563866,약세,거래량 감소,95.0,42.0,72.0,35.0,34.0,뉴스 모멘텀 긍정,58.2,관망 우위,관망,MACD 약세 전환 / 손익비 1.0 미만,장중 체크
2026-05-13 01:04:58,미국주식,PLTR,PLTR,134.2758026123047,131.14999389648438,152.67999267578125,126.2192544555664,157.2603924560547,2.852907895117128,29.861112274418417,약세,거래량 감소,30.0,42.0,25.0,35.0,92.0,뉴스 모멘텀 긍정,44.2,관망 우위,관망,MACD 약세 전환 / 종합점수 50점 미만,장중 체크
2026-05-13 01:04:58,미국주식,AVGO,AVGO,412.7900085449219,385.5700073242188,437.6799926757813,377.8586071777344,450.8103924560547,1.088429963386665,45.71304984714674,약세,거래량 감소,68.0,42.0,88.0,35.0,34.0,뉴스 모멘텀 긍정,54.7,관망 우위,관망,눌림목 후보 / MACD 약세 전환,장중 체크
2026-05-13 01:37:11,미국주식,NVIDIA,NVDA,217.60000610351562,194.74000549316406,223.75,190.84520538330077,235.00800659179689,0.6506496037972157,61.65483666876932,강세,거래량 감소,95.0,42.0,72.0,88.0,34.0,뉴스 모멘텀 긍정,68.9,관망 우위,관망,"장전 리포트 자동 생성: 관심 유지, 주의 신호 없음",장전 리포트
2026-05-13 01:37:14,미국주식,AMD,AMD,431.8699951171875,251.85000610351562,469.2200012207031,246.81300598144531,483.29660125732426,0.2778960491052545,71.74155377632567,강세,거래량 감소,95.0,42.0,48.0,72.0,34.0,뉴스 모멘텀 긍정,60.9,관망 우위,관망,"장전 리포트 자동 생성: 제외, 주의 신호 없음",장전 리포트
2026-05-13 01:37:15,미국주식,MSFT,MSFT,409.4100036621094,396.7300109863281,433.70001220703125,384.8454034423828,446.7110125732422,1.518486300508905,35.77047940053876,약세,거래량 감소,68.0,42.0,72.0,35.0,62.0,뉴스 모멘텀 긍정,57.1,관망 우위,관망,"장전 리포트 자동 생성: 제외, 신규 매수 금지",장전 리포트
2026-05-13 01:37:15,미국주식,AAPL,AAPL,294.3399963378906,257.80999755859375,294.89990234375,252.65379760742186,317.8871960449219,0.5648680000611435,75.24440232786303,강세,거래량 감소,95.0,42.0,48.0,72.0,34.0,뉴스 영향 중립,60.9,관망 우위,관망,"장전 리포트 자동 생성: 제외, 비중 축소 검토",장전 리포트
2026-05-13 01:37:15,미국주식,TSLA,TSLA,425.2200012207031,362.5,449.1600036621094,355.25,462.63480377197266,0.5347263384097102,65.34547279859183,강세,거래량 감소,95.0,42.0,72.0,72.0,34.0,뉴스 리스크 주의,61.7,관망 우위,관망,"장전 리포트 자동 생성: 제외, 변동성 주의",장전 리포트
2026-05-13 01:37:16,미국주식,META,META,601.3699951171875,592.6500244140625,691.52001953125,565.2877954101563,712.2656201171875,3.073416418633426,24.589461665327534,약세,거래량 감소,30.0,42.0,25.0,55.0,92.0,뉴스 모멘텀 긍정,48.2,관망 우위,관망,"장전 리포트 자동 생성: 제외, 신규 매수 금지",장전 리포트
2026-05-13 01:37:16,미국주식,GOOGL,GOOGL,384.7550048828125,330.8999938964844,402.0,324.28199401855466,415.5354052734375,0.5089940115552862,76.88939186621606,강세,거래량 감소,95.0,42.0,48.0,72.0,34.0,뉴스 모멘텀 긍정,60.9,관망 우위,관망,"장전 리포트 자동 생성: 제외, 비중 축소 검토",장전 리포트
2026-05-13 01:37:16,미국주식,AMZN,AMZN,263.0849914550781,244.1999969482422,278.55999755859375,239.31599700927734,286.9167974853516,1.0026425848437093,58.83969382477723,약세,거래량 감소,95.0,42.0,88.0,35.0,34.0,뉴스 모멘텀 긍정,61.5,관망 우위,관망,"장전 리포트 자동 생성: 제외, 신규 매수 금지",장전 리포트
2026-05-13 01:37:17,미국주식,PLTR,PLTR,134.35499572753906,131.14999389648438,152.67999267578125,126.2936959838867,157.2603924560547,2.841402435947359,29.913125777160985,약세,거래량 감소,30.0,42.0,25.0,35.0,92.0,뉴스 모멘텀 긍정,44.2,관망 우위,관망,"장전 리포트 자동 생성: 제외, 신규 매수 금지",장전 리포트
2026-05-13 01:37:17,미국주식,AVGO,AVGO,410.55999755859375,385.57000732421875,437.67999267578125,377.85860717773437,450.8103924560547,1.2308465918017997,44.84347214669262,약세,거래량 감소,68.0,42.0,88.0,35.0,62.0,뉴스 모멘텀 긍정,60.3,관망 우위,관망,"장전 리포트 자동 생성: 제외, 신규 매수 금지",장전 리포트
