summary_type,updated_at,trades,win_rate,avg_return,suggestion
status,2026-06-24 22:05:41,0,검증 데이터 부족,검증 데이터 부족,가상 운용 스냅샷과 outcome_history가 쌓이면 자동 보정 요약을 계산합니다.
