createdAt,market,agentId,generation,symbol,quantity,price,totalValue,decisionId,candidateKey,signalDate,metaPolicyFingerprint,riskPolicyVersion,riskPolicyFingerprint,allocationFingerprint,targetWeight,recordHash
2026-08-20T22:31:47+09:00,us,ml_rank_conservative_swing,2,SMR,9.6899,9.29,90.0192,2d9ffb752f8f148b35f4,d2f7a53778301aa8cf490bbf,2026-08-19,paper-discovery-only-v1,paper-discovery-risk-v1,paper-discovery-risk-v1,7b734c5e7b714097b9c9a67fd899f8e01d6844ad40eb99c51650634a43d52ef3,0.01800388,db34f95c2aaead22452140a644ee1487a2d70ea5ddfcd9f6d3253926b646723b
2026-08-21T22:05:42+09:00,us,ml_rank_conservative_swing,2,LMT,0.4372,571.48,249.8511,75f5a9c3a1b8f85c11b6,5ac6feeda2a2f6902962e368,2026-08-20,paper-discovery-only-v1,paper-discovery-risk-v1,paper-discovery-risk-v1,fc94c716bd860e65d2cf5ee46aad7b06e99cc10f20368fc47b9a9c60027534a5,0.05,94f57514a77110c6f3709417ea129d3f7a77e2b9016188dd101946b14824d343
2026-08-31T22:05:47+09:00,us,ml_rank_conservative_swing,2,TSLA,0.6651,345.78,229.9783,5f7f664dab8496887477,08aaf6f1b15336641e84d924,2026-08-28,paper-discovery-only-v1,paper-discovery-risk-v1,paper-discovery-risk-v1,b00f5ccdda4f4292731f7670600913c571b20f3c9c8739ba6a8db518ce4cb93b,0.04603035,26184114b6c84fce109fa5e50ef24cb5b7397c6215e7fc5bb960dc75f3cbbd88
