symbol,name,name_kr,sector,source,note
056190.KQ,에스에프에이,에스에프에이,Display,전체종목마스터,코스닥 후보군
056360.KQ,코위버,코위버,Telecom,전체종목마스터,코스닥 후보군
057030.KQ,YBM넷,YBM넷,Education,전체종목마스터,코스닥 후보군
058400.KQ,KNN,KNN,Entertainment/Media,전체종목마스터,코스닥 후보군
058470.KQ,리노공업,리노공업,Semiconductor,전체종목마스터,코스닥 후보군
058610.KQ,에스피지,에스피지,AI/Software,전체종목마스터,코스닥 후보군
058630.KQ,엠게임,엠게임,Game,전체종목마스터,코스닥 후보군
058820.KQ,CMG제약,CMG제약,Bio/Healthcare,전체종목마스터,코스닥 후보군
059090.KQ,미코,미코,Oil/Chemical,전체종목마스터,코스닥 후보군
059100.KQ,아이컴포넌트,아이컴포넌트,Display,전체종목마스터,코스닥 후보군
059210.KQ,메타바이오메드,메타바이오메드,Bio/Healthcare,전체종목마스터,코스닥 후보군
059270.KQ,해성에어로보틱스,해성에어로보틱스,Defense/Aerospace,전체종목마스터,코스닥 후보군
060250.KQ,NHN KCP,NHN KCP,Bank/Finance,전체종목마스터,코스닥 후보군
060280.KQ,큐렉소,큐렉소,AI/Software,전체종목마스터,코스닥 후보군
060310.KQ,3S,3S,Machinery/Equipment,전체종목마스터,코스닥 후보군
060560.KQ,HC홈센타,HC홈센타,Construction,전체종목마스터,코스닥 후보군
060590.KQ,씨티씨바이오,씨티씨바이오,Bio/Healthcare,전체종목마스터,코스닥 후보군
060850.KQ,영림원소프트랩,영림원소프트랩,AI/Software,전체종목마스터,코스닥 후보군
060900.KQ,에이전트AI,에이전트AI,AI/Software,전체종목마스터,코스닥 후보군
061040.KQ,알에프텍,알에프텍,Telecom,전체종목마스터,코스닥 후보군
061090.KQ,세나테크놀로지,세나테크놀로지,Machinery/Equipment,전체종목마스터,코스닥 후보군
061250.KQ,화일약품,화일약품,Bio/Healthcare,전체종목마스터,코스닥 후보군
062970.KQ,한국첨단소재,한국첨단소재,Materials/Parts,전체종목마스터,코스닥 후보군
063080.KQ,컴투스홀딩스,컴투스홀딩스,Holding,전체종목마스터,코스닥 후보군
063440.KQ,SM Life Design,SM Life Design,Bank/Finance,전체종목마스터,코스닥 후보군
063570.KQ,NICE인프라,NICE인프라,Bank/Finance,전체종목마스터,코스닥 후보군
064290.KQ,인텍플러스,인텍플러스,Semiconductor,전체종목마스터,코스닥 후보군
064520.KQ,테크엘,테크엘,Machinery/Equipment,전체종목마스터,코스닥 후보군
064550.KQ,바이오니아,바이오니아,Bio/Healthcare,전체종목마스터,코스닥 후보군
064800.KQ,포니링크,포니링크,Internet/Platform,전체종목마스터,코스닥 후보군
065130.KQ,탑엔지니어링,탑엔지니어링,Construction,전체종목마스터,코스닥 후보군
065150.KQ,대산F&B,대산F&B,Food/Beverage,전체종목마스터,코스닥 후보군
065350.KQ,신성델타테크,신성델타테크,Machinery/Equipment,전체종목마스터,코스닥 후보군
065440.KQ,이루온,이루온,Internet/Platform,전체종목마스터,코스닥 후보군
065450.KQ,빅텍,빅텍,Defense/Aerospace,전체종목마스터,코스닥 후보군
065570.KQ,삼영이엔씨,삼영이엔씨,Game,전체종목마스터,코스닥 후보군
065680.KQ,우주일렉트로,우주일렉트로,Defense/Aerospace,전체종목마스터,코스닥 후보군
065710.KQ,서호전기,서호전기,Power/Utility,전체종목마스터,코스닥 후보군
065950.KQ,웰크론,웰크론,AI/Software,전체종목마스터,코스닥 후보군
066130.KQ,하츠,하츠,Construction,전체종목마스터,코스닥 후보군
066410.KQ,버킷스튜디오,버킷스튜디오,Entertainment/Media,전체종목마스터,코스닥 후보군
066670.KQ,디티씨,디티씨,Display,전체종목마스터,코스닥 후보군
066700.KQ,테라젠이텍스,테라젠이텍스,Display,전체종목마스터,코스닥 후보군
066790.KQ,씨씨에스,씨씨에스,Entertainment/Media,전체종목마스터,코스닥 후보군
066900.KQ,디에이피,디에이피,Semiconductor,전체종목마스터,코스닥 후보군
066980.KQ,한성크린텍,한성크린텍,Display,전체종목마스터,코스닥 후보군
067000.KQ,조이시티,조이시티,Game,전체종목마스터,코스닥 후보군
067080.KQ,대화제약,대화제약,Bio/Healthcare,전체종목마스터,코스닥 후보군
067280.KQ,멀티캠퍼스,멀티캠퍼스,Education,전체종목마스터,코스닥 후보군
067290.KQ,JW신약,JW신약,Bio/Healthcare,전체종목마스터,코스닥 후보군
067310.KQ,하나마이크론,하나마이크론,Semiconductor,전체종목마스터,코스닥 후보군
067370.KQ,선바이오,선바이오,Bio/Healthcare,전체종목마스터,코스닥 후보군
067630.KQ,HLB생명과학,HLB생명과학,Insurance,전체종목마스터,코스닥 후보군
067770.KQ,세진티에스,세진티에스,Auto,전체종목마스터,코스닥 후보군
067990.KQ,도이치모터스,도이치모터스,Materials/Parts,전체종목마스터,코스닥 후보군
068050.KQ,팬엔터테인먼트,팬엔터테인먼트,Entertainment/Media,전체종목마스터,코스닥 후보군
068330.KQ,일신바이오,일신바이오,Bio/Healthcare,전체종목마스터,코스닥 후보군
068760.KQ,셀트리온제약,셀트리온제약,Bio/Healthcare,전체종목마스터,코스닥 후보군
068790.KQ,DMS,DMS,Display,전체종목마스터,코스닥 후보군
068930.KQ,디지털대성,디지털대성,Education,전체종목마스터,코스닥 후보군
068940.KQ,셀피글로벌,셀피글로벌,Bank/Finance,전체종목마스터,코스닥 후보군
069080.KQ,웹젠,웹젠,Game,전체종목마스터,코스닥 후보군
069330.KQ,유아이디,유아이디,Auto,전체종목마스터,코스닥 후보군
069410.KQ,엔텔스,엔텔스,Telecom,전체종목마스터,코스닥 후보군
069510.KQ,에스텍,에스텍,Machinery/Equipment,전체종목마스터,코스닥 후보군
069540.KQ,빛과전자,빛과전자,Materials/Parts,전체종목마스터,코스닥 후보군
070300.KQ,엑스큐어,엑스큐어,Bank/Finance,전체종목마스터,코스닥 후보군
071200.KQ,인피니트헬스케어,인피니트헬스케어,Bio/Healthcare,전체종목마스터,코스닥 후보군
071280.KQ,로체시스템즈,로체시스템즈,Display,전체종목마스터,코스닥 후보군
071670.KQ,에이테크솔루션,에이테크솔루션,Machinery/Equipment,전체종목마스터,코스닥 후보군
072020.KQ,중앙백신,중앙백신,AI/Software,전체종목마스터,코스닥 후보군
072470.KQ,우리산업홀딩스,우리산업홀딩스,Machinery/Equipment,전체종목마스터,코스닥 후보군
072870.KQ,메가스터디,메가스터디,Education,전체종목마스터,코스닥 후보군
072950.KQ,빛샘전자,빛샘전자,Materials/Parts,전체종목마스터,코스닥 후보군
073110.KQ,엘엠에스,엘엠에스,Auto,전체종목마스터,코스닥 후보군
073490.KQ,LIG아큐버,LIG아큐버,Telecom,전체종목마스터,코스닥 후보군
073570.KQ,리튬포어스,리튬포어스,Battery/EV,전체종목마스터,코스닥 후보군
073640.KQ,테라사이언스,테라사이언스,Machinery/Equipment,전체종목마스터,코스닥 후보군
074600.KQ,원익QnC,원익QnC,Semiconductor,전체종목마스터,코스닥 후보군
075970.KQ,동국알앤에스,동국알앤에스,Materials/Parts,전체종목마스터,코스닥 후보군
076080.KQ,웰크론한텍,웰크론한텍,Materials/Parts,전체종목마스터,코스닥 후보군
076610.KQ,해성옵틱스,해성옵틱스,Defense/Aerospace,전체종목마스터,코스닥 후보군
077360.KQ,덕산하이메탈,덕산하이메탈,Display,전체종목마스터,코스닥 후보군
078020.KQ,LS증권,LS증권,Securities,전체종목마스터,코스닥 후보군
078070.KQ,유비쿼스홀딩스,유비쿼스홀딩스,Holding,전체종목마스터,코스닥 후보군
078130.KQ,국일제지,국일제지,Paper/Wood,전체종목마스터,코스닥 후보군
078140.KQ,대봉엘에스,대봉엘에스,AI/Software,전체종목마스터,코스닥 후보군
078150.KQ,HB테크놀러지,HB테크놀러지,Machinery/Equipment,전체종목마스터,코스닥 후보군
078160.KQ,메디포스트,메디포스트,Bio/Healthcare,전체종목마스터,코스닥 후보군
078600.KQ,대주전자재료,대주전자재료,Materials/Parts,전체종목마스터,코스닥 후보군
079170.KQ,한창산업,한창산업,Machinery/Equipment,전체종목마스터,코스닥 후보군
079370.KQ,제우스,제우스,Semiconductor,전체종목마스터,코스닥 후보군
079650.KQ,서산,서산,Construction,전체종목마스터,코스닥 후보군
079810.KQ,APS이노베이션,APS이노베이션,Display,전체종목마스터,코스닥 후보군
079940.KQ,가비아,가비아,Internet/Platform,전체종목마스터,코스닥 후보군
079950.KQ,인베니아,인베니아,Display,전체종목마스터,코스닥 후보군
079970.KQ,투비소프트,투비소프트,AI/Software,전체종목마스터,코스닥 후보군
080160.KQ,모두투어,모두투어,Leisure/Travel,전체종목마스터,코스닥 후보군
080220.KQ,제주반도체,제주반도체,Semiconductor,전체종목마스터,코스닥 후보군
080420.KQ,모다이노칩,모다이노칩,Semiconductor,전체종목마스터,코스닥 후보군
080470.KQ,성창오토텍,성창오토텍,Oil/Chemical,전체종목마스터,코스닥 후보군
080520.KQ,오디텍,오디텍,AI/Software,전체종목마스터,코스닥 후보군
080530.KQ,코디,코디,Display,전체종목마스터,코스닥 후보군
080580.KQ,오킨스전자,오킨스전자,Materials/Parts,전체종목마스터,코스닥 후보군
080720.KQ,한국유니온제약,한국유니온제약,Bio/Healthcare,전체종목마스터,코스닥 후보군
081150.KQ,티플랙스,티플랙스,Power/Utility,전체종목마스터,코스닥 후보군
081580.KQ,성우전자,성우전자,Materials/Parts,전체종목마스터,코스닥 후보군
082210.KQ,옵트론텍,옵트론텍,Auto,전체종목마스터,코스닥 후보군
082270.KQ,젬백스,젬백스,Semiconductor,전체종목마스터,코스닥 후보군
082800.KQ,비보존 제약,비보존 제약,Bio/Healthcare,전체종목마스터,코스닥 후보군
082850.KQ,우리바이오,우리바이오,Bio/Healthcare,전체종목마스터,코스닥 후보군
082920.KQ,비츠로셀,비츠로셀,Battery/EV,전체종목마스터,코스닥 후보군
083310.KQ,엘오티베큠,엘오티베큠,Semiconductor,전체종목마스터,코스닥 후보군
083450.KQ,GST,GST,Oil/Chemical,전체종목마스터,코스닥 후보군
083470.KQ,이엠앤아이,이엠앤아이,Display,전체종목마스터,코스닥 후보군
083500.KQ,에프엔에스테크,에프엔에스테크,Machinery/Equipment,전체종목마스터,코스닥 후보군
083550.KQ,케이엠,케이엠,Display,전체종목마스터,코스닥 후보군
083650.KQ,비에이치아이,비에이치아이,Nuclear,전체종목마스터,코스닥 후보군
083660.KQ,CSA 코스믹,CSA 코스믹,Construction,전체종목마스터,코스닥 후보군
083930.KQ,아바코,아바코,Materials/Parts,전체종목마스터,코스닥 후보군
084110.KQ,휴온스글로벌,휴온스글로벌,AI/Software,전체종목마스터,코스닥 후보군
084180.KQ,수성웹툰,수성웹툰,Machinery/Equipment,전체종목마스터,코스닥 후보군
084370.KQ,유진테크,유진테크,Machinery/Equipment,전체종목마스터,코스닥 후보군
084650.KQ,랩지노믹스,랩지노믹스,Bio/Healthcare,전체종목마스터,코스닥 후보군
084850.KQ,아이티엠반도체,아이티엠반도체,Semiconductor,전체종목마스터,코스닥 후보군
084990.KQ,헬릭스미스,헬릭스미스,Bio/Healthcare,전체종목마스터,코스닥 후보군
085660.KQ,차바이오텍,차바이오텍,Bio/Healthcare,전체종목마스터,코스닥 후보군
085910.KQ,네오티스,네오티스,Machinery/Equipment,전체종목마스터,코스닥 후보군
086040.KQ,바이오톡스텍,바이오톡스텍,Bio/Healthcare,전체종목마스터,코스닥 후보군
086060.KQ,진바이오텍,진바이오텍,Bio/Healthcare,전체종목마스터,코스닥 후보군
086390.KQ,유니테스트,유니테스트,Semiconductor,전체종목마스터,코스닥 후보군
086450.KQ,동국제약,동국제약,Bio/Healthcare,전체종목마스터,코스닥 후보군
086520.KQ,에코프로,에코프로,Battery/EV,전체종목마스터,코스닥 후보군
086670.KQ,비엠티,비엠티,Machinery/Equipment,전체종목마스터,코스닥 후보군
086820.KQ,바이오솔루션,바이오솔루션,Bio/Healthcare,전체종목마스터,코스닥 후보군
086890.KQ,이수앱지스,이수앱지스,Bio/Healthcare,전체종목마스터,코스닥 후보군
086900.KQ,메디톡스,메디톡스,Bio/Healthcare,전체종목마스터,코스닥 후보군
086960.KQ,MDS테크,MDS테크,Machinery/Equipment,전체종목마스터,코스닥 후보군
087600.KQ,픽셀플러스,픽셀플러스,Auto,전체종목마스터,코스닥 후보군
088130.KQ,동아엘텍,동아엘텍,Display,전체종목마스터,코스닥 후보군
088390.KQ,이녹스,이녹스,Materials/Parts,전체종목마스터,코스닥 후보군
088800.KQ,에이스테크,에이스테크,Machinery/Equipment,전체종목마스터,코스닥 후보군
088910.KQ,동우팜투테이블,동우팜투테이블,AI/Software,전체종목마스터,코스닥 후보군
089010.KQ,켐트로닉스,켐트로닉스,Auto,전체종목마스터,코스닥 후보군
089030.KQ,테크윙,테크윙,Semiconductor,전체종목마스터,코스닥 후보군
089140.KQ,넥스턴앤롤코리아,넥스턴앤롤코리아,Machinery/Equipment,전체종목마스터,코스닥 후보군
089600.KQ,KT나스미디어,KT나스미디어,Entertainment/Media,전체종목마스터,코스닥 후보군
089790.KQ,제이티,제이티,Semiconductor,전체종목마스터,코스닥 후보군
089850.KQ,유비벨록스,유비벨록스,Bank/Finance,전체종목마스터,코스닥 후보군
089890.KQ,코세스,코세스,Semiconductor,전체종목마스터,코스닥 후보군
089970.KQ,브이엠,브이엠,Semiconductor,전체종목마스터,코스닥 후보군
089980.KQ,상아프론테크,상아프론테크,Machinery/Equipment,전체종목마스터,코스닥 후보군
090360.KQ,로보스타,로보스타,Robot,전체종목마스터,코스닥 후보군
090410.KQ,덕신이피씨,덕신이피씨,Construction,전체종목마스터,코스닥 후보군
090470.KQ,제이스로보틱스,제이스로보틱스,Semiconductor,전체종목마스터,코스닥 후보군
090710.KQ,휴림로봇,휴림로봇,Robot,전체종목마스터,코스닥 후보군
091440.KQ,한울소재과학,한울소재과학,Materials/Parts,전체종목마스터,코스닥 후보군
091580.KQ,상신이디피,상신이디피,Materials/Parts,전체종목마스터,코스닥 후보군
091590.KQ,남화토건,남화토건,Construction,전체종목마스터,코스닥 후보군
091700.KQ,파트론,파트론,Auto,전체종목마스터,코스닥 후보군
092040.KQ,아미코젠,아미코젠,Bio/Healthcare,전체종목마스터,코스닥 후보군
092070.KQ,디엔에프,디엔에프,Semiconductor,전체종목마스터,코스닥 후보군
092190.KQ,서울바이오시스,서울바이오시스,Bio/Healthcare,전체종목마스터,코스닥 후보군
092300.KQ,현우산업,현우산업,Machinery/Equipment,전체종목마스터,코스닥 후보군
092730.KQ,네오팜,네오팜,Cosmetics,전체종목마스터,코스닥 후보군
092870.KQ,엑시콘,엑시콘,Semiconductor,전체종목마스터,코스닥 후보군
093320.KQ,케이아이엔엑스,케이아이엔엑스,Internet/Platform,전체종목마스터,코스닥 후보군
093520.KQ,매커스,매커스,Semiconductor,전체종목마스터,코스닥 후보군
093640.KQ,케이알엠,케이알엠,Semiconductor,전체종목마스터,코스닥 후보군
093920.KQ,서원인텍,서원인텍,Materials/Parts,전체종목마스터,코스닥 후보군
094170.KQ,동운아나텍,동운아나텍,Auto,전체종목마스터,코스닥 후보군
094360.KQ,칩스앤미디어,칩스앤미디어,Semiconductor,전체종목마스터,코스닥 후보군
094820.KQ,일진파워,일진파워,Power/Utility,전체종목마스터,코스닥 후보군
094850.KQ,참좋은여행,참좋은여행,Leisure/Travel,전체종목마스터,코스닥 후보군
094860.KQ,네오리진,네오리진,Machinery/Equipment,전체종목마스터,코스닥 후보군
094940.KQ,푸른기술,푸른기술,Machinery/Equipment,전체종목마스터,코스닥 후보군
095190.KQ,신화프리텍,신화프리텍,Machinery/Equipment,전체종목마스터,코스닥 후보군
095340.KQ,ISC,ISC,Semiconductor,전체종목마스터,코스닥 후보군
095500.KQ,미래나노텍,미래나노텍,Auto,전체종목마스터,코스닥 후보군
095610.KQ,테스,테스,Semiconductor,전체종목마스터,코스닥 후보군
095700.KQ,제넥신,제넥신,Bio/Healthcare,전체종목마스터,코스닥 후보군
095910.KQ,에스에너지,에스에너지,Renewable/Energy,전체종목마스터,코스닥 후보군
096240.KQ,크레버스,크레버스,Education,전체종목마스터,코스닥 후보군
096350.KQ,대창솔루션,대창솔루션,Power/Utility,전체종목마스터,코스닥 후보군
096530.KQ,씨젠,씨젠,Bio/Healthcare,전체종목마스터,코스닥 후보군
096630.KQ,에스코넥,에스코넥,Materials/Parts,전체종목마스터,코스닥 후보군
097800.KQ,윈팩,윈팩,Semiconductor,전체종목마스터,코스닥 후보군
097870.KQ,효성오앤비,효성오앤비,Food/Beverage,전체종목마스터,코스닥 후보군
098120.KQ,마이크로컨텍솔,마이크로컨텍솔,Semiconductor,전체종목마스터,코스닥 후보군
098460.KQ,고영,고영,AI/Software,전체종목마스터,코스닥 후보군
099430.KQ,바이오플러스,바이오플러스,Bio/Healthcare,전체종목마스터,코스닥 후보군
099440.KQ,스맥,스맥,Machinery/Equipment,전체종목마스터,코스닥 후보군
100030.KQ,인지소프트,인지소프트,AI/Software,전체종목마스터,코스닥 후보군
100130.KQ,동국S&C,동국S&C,Renewable/Energy,전체종목마스터,코스닥 후보군
100660.KQ,서암기계공업,서암기계공업,Machinery/Equipment,전체종목마스터,코스닥 후보군
100700.KQ,세운메디칼,세운메디칼,Bio/Healthcare,전체종목마스터,코스닥 후보군
100790.KQ,미래에셋벤처투자,미래에셋벤처투자,Securities,전체종목마스터,코스닥 후보군
101160.KQ,월덱스,월덱스,Semiconductor,전체종목마스터,코스닥 후보군
101170.KQ,우림피티에스,우림피티에스,Machinery/Equipment,전체종목마스터,코스닥 후보군
101240.KQ,씨큐브,씨큐브,Cosmetics,전체종목마스터,코스닥 후보군
101360.KQ,에코앤드림,에코앤드림,Materials/Parts,전체종목마스터,코스닥 후보군
101390.KQ,아이엠,아이엠,Auto,전체종목마스터,코스닥 후보군
101400.KQ,엔시트론,엔시트론,Semiconductor,전체종목마스터,코스닥 후보군
101490.KQ,에스앤에스텍,에스앤에스텍,Display,전체종목마스터,코스닥 후보군
101670.KQ,하이드로리튬,하이드로리튬,Battery/EV,전체종목마스터,코스닥 후보군
101680.KQ,한국정밀기계,한국정밀기계,Machinery/Equipment,전체종목마스터,코스닥 후보군
101730.KQ,위메이드맥스,위메이드맥스,Game,전체종목마스터,코스닥 후보군
102120.KQ,어보브반도체,어보브반도체,Semiconductor,전체종목마스터,코스닥 후보군
102710.KQ,이엔에프테크놀로지,이엔에프테크놀로지,Machinery/Equipment,전체종목마스터,코스닥 후보군
102940.KQ,코오롱생명과학,코오롱생명과학,Insurance,전체종목마스터,코스닥 후보군
103840.KQ,우양,우양,Food/Beverage,전체종목마스터,코스닥 후보군
104040.KQ,디에스엠,디에스엠,Entertainment/Media,전체종목마스터,코스닥 후보군
104460.KQ,디와이피엔에프,디와이피엔에프,Machinery/Equipment,전체종목마스터,코스닥 후보군
104480.KQ,티케이케미칼,티케이케미칼,Oil/Chemical,전체종목마스터,코스닥 후보군
104620.KQ,노랑풍선,노랑풍선,Leisure/Travel,전체종목마스터,코스닥 후보군
104830.KQ,원익머트리얼즈,원익머트리얼즈,Semiconductor,전체종목마스터,코스닥 후보군
105330.KQ,케이엔더블유,케이엔더블유,Auto,전체종목마스터,코스닥 후보군
105740.KQ,디케이락,디케이락,Machinery/Equipment,전체종목마스터,코스닥 후보군
106190.KQ,하이텍팜,하이텍팜,Bio/Healthcare,전체종목마스터,코스닥 후보군
106240.KQ,파인테크닉스,파인테크닉스,Machinery/Equipment,전체종목마스터,코스닥 후보군
106520.KQ,노블엠앤비,노블엠앤비,Defense/Aerospace,전체종목마스터,코스닥 후보군
107640.KQ,한중엔시에스,한중엔시에스,Renewable/Energy,전체종목마스터,코스닥 후보군
108230.KQ,톱텍,톱텍,Display,전체종목마스터,코스닥 후보군
108380.KQ,대양전기공업,대양전기공업,Power/Utility,전체종목마스터,코스닥 후보군
108490.KQ,로보티즈,로보티즈,Robot,전체종목마스터,코스닥 후보군
108860.KQ,셀바스AI,셀바스AI,AI/Software,전체종목마스터,코스닥 후보군
109740.KQ,디에스케이,디에스케이,Display,전체종목마스터,코스닥 후보군
109820.KQ,진매트릭스,진매트릭스,Bio/Healthcare,전체종목마스터,코스닥 후보군
109860.KQ,동일금속,동일금속,Steel/Metal,전체종목마스터,코스닥 후보군
110020.KQ,전진바이오팜,전진바이오팜,Bio/Healthcare,전체종목마스터,코스닥 후보군
110790.KQ,크리스에프앤씨,크리스에프앤씨,Textile/Apparel,전체종목마스터,코스닥 후보군
110990.KQ,디아이티,디아이티,Materials/Parts,전체종목마스터,코스닥 후보군
111710.KQ,남화산업,남화산업,Machinery/Equipment,전체종목마스터,코스닥 후보군
112040.KQ,위메이드,위메이드,Game,전체종목마스터,코스닥 후보군
112290.KQ,와이씨켐,와이씨켐,Semiconductor,전체종목마스터,코스닥 후보군
114190.KQ,강원에너지,강원에너지,Renewable/Energy,전체종목마스터,코스닥 후보군
114450.KQ,그린생명과학,그린생명과학,Insurance,전체종목마스터,코스닥 후보군
114840.KQ,아이패밀리에스씨,아이패밀리에스씨,Cosmetics,전체종목마스터,코스닥 후보군
115180.KQ,큐리언트,큐리언트,Bio/Healthcare,전체종목마스터,코스닥 후보군
115450.KQ,HLB테라퓨틱스,HLB테라퓨틱스,Bio/Healthcare,전체종목마스터,코스닥 후보군
115480.KQ,씨유메디칼,씨유메디칼,Bio/Healthcare,전체종목마스터,코스닥 후보군
117670.KQ,알파칩스,알파칩스,Semiconductor,전체종목마스터,코스닥 후보군
117730.KQ,티로보틱스,티로보틱스,AI/Software,전체종목마스터,코스닥 후보군
119500.KQ,포메탈,포메탈,Machinery/Equipment,전체종목마스터,코스닥 후보군
119830.KQ,아이텍,아이텍,Retail,전체종목마스터,코스닥 후보군
119850.KQ,지엔씨에너지,지엔씨에너지,Game,전체종목마스터,코스닥 후보군
121440.KQ,골프존홀딩스,골프존홀딩스,Holding,전체종목마스터,코스닥 후보군
121600.KQ,나노신소재,나노신소재,Materials/Parts,전체종목마스터,코스닥 후보군
122450.KQ,KX,KX,Textile/Apparel,전체종목마스터,코스닥 후보군
122640.KQ,예스티,예스티,Semiconductor,전체종목마스터,코스닥 후보군
122870.KQ,와이지엔터테인먼트,와이지엔터테인먼트,Entertainment/Media,전체종목마스터,코스닥 후보군
122990.KQ,와이솔,와이솔,Telecom,전체종목마스터,코스닥 후보군
123010.KQ,알엔티엑스,알엔티엑스,Auto,전체종목마스터,코스닥 후보군
123040.KQ,엠에스오토텍,엠에스오토텍,Battery/EV,전체종목마스터,코스닥 후보군
123330.KQ,제닉,제닉,Cosmetics,전체종목마스터,코스닥 후보군
123420.KQ,위메이드플레이,위메이드플레이,Game,전체종목마스터,코스닥 후보군
123570.KQ,이엠넷,이엠넷,Entertainment/Media,전체종목마스터,코스닥 후보군
123860.KQ,아나패스,아나패스,Auto,전체종목마스터,코스닥 후보군
125210.KQ,아모그린텍,아모그린텍,Battery/EV,전체종목마스터,코스닥 후보군
126600.KQ,BGF에코머티리얼즈,BGF에코머티리얼즈,Retail,전체종목마스터,코스닥 후보군
126640.KQ,화신정공,화신정공,Auto,전체종목마스터,코스닥 후보군
126700.KQ,하이비젼시스템,하이비젼시스템,Auto,전체종목마스터,코스닥 후보군
126730.KQ,코칩,코칩,Semiconductor,전체종목마스터,코스닥 후보군
126880.KQ,제이엔케이글로벌,제이엔케이글로벌,Oil/Chemical,전체종목마스터,코스닥 후보군
127120.KQ,제이에스링크,제이에스링크,Bio/Healthcare,전체종목마스터,코스닥 후보군
127710.KQ,아시아경제,아시아경제,Entertainment/Media,전체종목마스터,코스닥 후보군
129920.KQ,대성하이텍,대성하이텍,Machinery/Equipment,전체종목마스터,코스닥 후보군
130500.KQ,GH신소재,GH신소재,Materials/Parts,전체종목마스터,코스닥 후보군
131030.KQ,옵투스제약,옵투스제약,Bio/Healthcare,전체종목마스터,코스닥 후보군
131100.KQ,티엔엔터테인먼트,티엔엔터테인먼트,Entertainment/Media,전체종목마스터,코스닥 후보군
131220.KQ,대한과학,대한과학,Retail,전체종목마스터,코스닥 후보군
131290.KQ,티에스이,티에스이,Semiconductor,전체종목마스터,코스닥 후보군
131400.KQ,이브이첨단소재,이브이첨단소재,Materials/Parts,전체종목마스터,코스닥 후보군
131760.KQ,파인텍,파인텍,Display,전체종목마스터,코스닥 후보군
131970.KQ,두산테스나,두산테스나,Machinery/Equipment,전체종목마스터,코스닥 후보군
133750.KQ,메가엠디,메가엠디,Education,전체종목마스터,코스닥 후보군
134060.KQ,이퓨쳐,이퓨쳐,Education,전체종목마스터,코스닥 후보군
134580.KQ,탑코미디어,탑코미디어,Entertainment/Media,전체종목마스터,코스닥 후보군
136540.KQ,윈스테크넷,윈스테크넷,Machinery/Equipment,전체종목마스터,코스닥 후보군
137400.KQ,피엔티,피엔티,Materials/Parts,전체종목마스터,코스닥 후보군
137950.KQ,제이씨케미칼,제이씨케미칼,Oil/Chemical,전체종목마스터,코스닥 후보군
138070.KQ,신진에스엠,신진에스엠,Entertainment/Media,전체종목마스터,코스닥 후보군
138080.KQ,오이솔루션,오이솔루션,Telecom,전체종목마스터,코스닥 후보군
138360.KQ,앤로보틱스,앤로보틱스,Bio/Healthcare,전체종목마스터,코스닥 후보군
138610.KQ,나이벡,나이벡,Bio/Healthcare,전체종목마스터,코스닥 후보군
140070.KQ,서플러스글로벌,서플러스글로벌,Semiconductor,전체종목마스터,코스닥 후보군
140410.KQ,메지온,메지온,Bio/Healthcare,전체종목마스터,코스닥 후보군
141000.KQ,비아트론,비아트론,Display,전체종목마스터,코스닥 후보군
141080.KQ,리가켐바이오,리가켐바이오,Bio/Healthcare,전체종목마스터,코스닥 후보군
142210.KQ,유니트론텍,유니트론텍,Semiconductor,전체종목마스터,코스닥 후보군
142280.KQ,녹십자엠에스,녹십자엠에스,Bio/Healthcare,전체종목마스터,코스닥 후보군
144510.KQ,지씨셀,지씨셀,Bio/Healthcare,전체종목마스터,코스닥 후보군
145020.KQ,휴젤,휴젤,Bio/Healthcare,전체종목마스터,코스닥 후보군
146320.KQ,비씨엔씨,비씨엔씨,Game,전체종목마스터,코스닥 후보군
147830.KQ,제룡산업,제룡산업,Power/Utility,전체종목마스터,코스닥 후보군
148150.KQ,세경하이테크,세경하이테크,Machinery/Equipment,전체종목마스터,코스닥 후보군
148250.KQ,알엔투테크놀로지,알엔투테크놀로지,Machinery/Equipment,전체종목마스터,코스닥 후보군
148780.KQ,비큐AI,비큐AI,AI/Software,전체종목마스터,코스닥 후보군
150900.KQ,파수AI,파수AI,AI/Software,전체종목마스터,코스닥 후보군
153710.KQ,옵티팜,옵티팜,Bio/Healthcare,전체종목마스터,코스닥 후보군
154030.KQ,아시아종묘,아시아종묘,Food/Beverage,전체종목마스터,코스닥 후보군
156100.KQ,엘앤케이바이오,엘앤케이바이오,Bio/Healthcare,전체종목마스터,코스닥 후보군
160190.KQ,하이젠알앤엠,하이젠알앤엠,AI/Software,전체종목마스터,코스닥 후보군
160550.KQ,NEW,NEW,Entertainment/Media,전체종목마스터,코스닥 후보군
160980.KQ,싸이맥스,싸이맥스,Semiconductor,전체종목마스터,코스닥 후보군
161580.KQ,필옵틱스,필옵틱스,Materials/Parts,전체종목마스터,코스닥 후보군
166090.KQ,하나머티리얼즈,하나머티리얼즈,Semiconductor,전체종목마스터,코스닥 후보군
168330.KQ,내츄럴엔도텍,내츄럴엔도텍,Food/Beverage,전체종목마스터,코스닥 후보군
170030.KQ,현대공업,현대공업,Machinery/Equipment,전체종목마스터,코스닥 후보군
170790.KQ,파이오링크,파이오링크,Machinery/Equipment,전체종목마스터,코스닥 후보군
170920.KQ,엘티씨,엘티씨,Semiconductor,전체종목마스터,코스닥 후보군
171010.KQ,램테크놀러지,램테크놀러지,Machinery/Equipment,전체종목마스터,코스닥 후보군
