symbol,name,market,source,updatedAt
002810,삼영무역,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
002820,SUN&L,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
002826,삼성물산우B,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
002840,미원상사,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
002870,신풍,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
002880,디와이에이,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
002900,TYM,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
002920,유성기업,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
002960,한국쉘석유,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
002990,금호건설,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
002995,금호건설우,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
003000,부광약품,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
003010,혜인,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
003030,세아제강지주,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
003060,에이프로젠바이오로직스,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
003070,코오롱글로벌,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
003075,코오롱글로벌우,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
003080,SB성보,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
003090,대웅,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
003100,선광,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
003120,일성아이에스,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
003160,디아이,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
003200,일신방직,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
003220,대원제약,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
003230,삼양식품,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
003240,태광산업,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
003280,흥아해운,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
003300,한일홀딩스,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
003310,대주산업,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
003350,한국화장품제조,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
003380,하림지주,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
003460,유화증권,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
003465,유화증권우,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
003470,유안타증권,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
003473,SK우,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
003475,유안타증권우,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
003480,한진중공업홀딩스,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
003481,해성산업1우,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
003490,대한항공,kr,local_symbol_csv,2026-06-01T19:31:41
003495,대한항공우,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
003520,영진약품,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
003530,한화투자증권,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
003535,한화투자증권우,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
003540,대신증권,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
003545,대신증권우,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
003547,대신증권2우B,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
003550,LG,kr,local_symbol_csv,2026-06-01T19:31:41
003555,LG우,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
003570,SNT다이내믹스,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
003580,HLB글로벌,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
003610,방림,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
003620,KG모빌리티,kr,local_symbol_csv,2026-06-01T19:31:41
003650,미창석유,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
003670,포스코퓨처엠,kr,local_symbol_csv,2026-06-01T19:31:41
003680,한성기업,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
003690,코리안리,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
003720,삼영,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
003780,진양산업,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
003800,에이스침대,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
003830,대한화섬,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
003850,보령,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
003920,남양유업,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
003925,남양유업우,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
003960,사조대림,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
004000,롯데정밀화학,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
004020,현대제철,kr,local_symbol_csv,2026-06-01T19:31:41
004060,SG세계물산,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
004080,신흥,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
004090,한국석유,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
004100,태양금속,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
004105,태양금속우,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
004140,동방,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
004150,한솔홀딩스,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
004170,신세계,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
004250,NPC,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
004255,NPC우,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
004270,남성,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
004310,현대약품,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
004360,세방,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
004365,세방우,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
004370,농심,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
004380,삼익THK,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
004410,서울식품,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
004415,서울식품우,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
004430,송원산업,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
004440,삼일씨엔에스,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
004450,삼화왕관,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
004490,세방전지,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
004540,깨끗한나라,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
004545,깨끗한나라우,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
004560,현대비앤지스틸,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
004590,한국가구,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
004650,창해에탄올,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
004690,삼천리,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
004700,조광피혁,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
004710,한솔테크닉스,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
004720,팜젠사이언스,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
004770,써니전자,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
004780,대륙제관,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
004800,효성,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
004830,덕성,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
004835,덕성우,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
004840,DRB동일,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
004870,티웨이홀딩스,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
004890,동일산업,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
004910,조광페인트,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
004920,씨아이테크,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
004960,한신공영,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
004970,신라교역,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
004980,성신양회,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
004985,성신양회우,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
004990,롯데지주,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
005010,휴스틸,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
005030,부산주공,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
005070,코스모신소재,kr,local_symbol_csv,2026-06-01T19:31:41
005090,SGC에너지,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
005110,한창,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
005160,동국산업,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
005180,빙그레,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
005250,녹십자홀딩스,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
005257,녹십자홀딩스2우,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
005290,동진쎄미켐,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
005300,롯데칠성,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
005305,롯데칠성우,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
005320,온타이드,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
005360,모나미,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
005380,현대차,kr,local_symbol_csv,2026-06-01T19:31:41
005385,현대차우,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
005387,현대차2우B,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
005389,현대차3우B,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
005420,코스모화학,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
005430,한국공항,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
005440,현대지에프홀딩스,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
005490,POSCO홀딩스,kr,local_symbol_csv,2026-06-01T19:31:41
005500,삼진제약,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
005610,삼립,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
005670,푸드웰,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
005680,삼영전자,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
005690,파미셀,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
005710,대원산업,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
005720,넥센,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
005725,넥센우,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
005740,크라운해태홀딩스,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
005745,크라운해태홀딩스우,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
005750,대림바스,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
005800,신영와코루,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
005810,풍산홀딩스,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
005820,원림,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
005830,DB손해보험,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
005850,에스엘,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
005860,한일사료,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
005870,휴니드,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
005880,대한해운,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
005930,삼성전자,kr,manual_required_seed,2026-06-01T19:31:41
005935,삼성전자우,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
005940,NH투자증권,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
005945,NH투자증권우,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
005950,이수화학,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
005960,동부건설,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
