candidate_fingerprint,approval_id,approval_record_hash,calibration_policy_version,calibration_policy_fingerprint,approved_evidence_fingerprint,registered_at,market,mode,horizon,source_type,reason,before_params_json,after_params_json,delta_json,record_hash
776f38cd63fa6335313a54bdc8cc7512035aceb368fba7e95ac46873ba0a9f47,4d2ec27fb901925d1aa1,7afd8b9bf8bb0c7cddb737e784077151d7854da2eadd13fd513461de19a1ce43,vtj-self-calibration-v2.2.0,c58ea03a379db13d506f,35da52daa45412920cb1f4ad8e2784f06b2832dd77fab50a3ba4a779f7a3da74,2026-07-30T15:50:57.789490+00:00,us,aggressive,short,FORWARD_PAPER_TRADE,STOP_TOO_TIGHT,"{""appliedAt"": null, ""confidence"": 0.0, ""filterAdjustments"": {""maxDistanceToEntryPct"": 0.0, ""minRiskRewardRatio"": 0.0}, ""horizon"": ""short"", ""market"": ""us"", ""mode"": ""aggressive"", ""priceAdjustments"": {""entryAggressiveness"": 0.0, ""stopAtrMultiplier"": 0.0, ""targetMultiplier"": 0.0}, ""sampleCount"": 0, ""topFailureReasons"": [], ""weightAdjustments"": {}}","{""appliedAt"": null, ""confidence"": 0.54, ""effectiveJournalSampleCount"": 58, ""filterAdjustments"": {""maxDistanceToEntryPct"": 0.0, ""minRiskRewardRatio"": 0.0}, ""horizon"": ""short"", ""journalCalibrationApplied"": true, ""journalCalibrationSource"": ""4d2ec27fb901925d1aa1"", ""journalCalibrationSourceType"": ""FORWARD_PAPER_TRADE"", ""market"": ""us"", ""mode"": ""aggressive"", ""priceAdjustments"": {""entryAggressiveness"": 0.0, ""stopAtrMultiplier"": 0.0359, ""targetMultiplier"": 0.0}, ""rawJournalSampleCount"": 58, ""sampleCount"": 58, ""topFailureReasons"": [""STOP_TOO_TIGHT""], ""weightAdjustments"": {}}","{""priceAdjustments"": {""stopAtrMultiplier"": 0.035856}}",b9bb44bae56d30b1ddc6d13e8371a2f441fb436643232dcab6728f56b43d7852
