ticker,market,name,avg_price,quantity,buy_amount,current_price,current_price_source,current_price_updated_at,evaluation_amount,unrealized_pnl_pct,unrealized_pnl_amount,latest_target_date,latest_final_decision,latest_confidence_score,preferred_entry,stop_loss,take_profit1,take_profit2,no_buy_score,no_buy_level,no_buy_reasons,market_regime,market_risk_score,current_rr,distance_to_stop_pct,distance_to_tp1_pct,holding_risk_score,portfolio_action,portfolio_action_reason,add_buy_allowed,trim_required,stop_loss_required,take_profit_suggested,data_status,updated_at,symbol,code,종목코드,stock_name,종목명,종목,시장,현재가,last_price,관찰 기준가,active_scenario_pullback_price,조건부 진입가,매수가,entry,entry_price,buy_price,손절가,stop,1차 목표가,목표가,tp1,target_price,2차 목표가,tp2,손익비,rr,risk_reward,기대수익률,expected_return,수급점수,수급 점수,supply_score,flow_score,실적점수,실적 점수,earnings_score,밸류에이션점수,밸류에이션 점수,벨류에이션점수,valuation_score,차트점수,차트 점수,chart_score,실적상태,earnings_data_status,밸류상태,valuation_data_status,수급상태,flow_data_status,price_data_status
RKLB,미국주식,Rocket Lab,67.5,,,131.16000366210938,predictions.prev_close,2026-05-19T22:32:24,,94.31111653645834,,2026-05-19,관망 우위,29.0,122.61614111822692,108.6759976441196,142.0437877353263,151.74821861482613,5.0,매수금지 아님,방향 적중률 60% 이상 / TP1 터치율 20% 미만 / 평균 최종 손익 양수 / 거래량 부족 또는 데이터 부족 / RSI 75 이상 과열 / 대형 이벤트일: 변동성 확대 / 손익비 부족: 1차 R:R 1.45 / 갭·과열 구간: 눌림 대기 또는 매수금지 / 이벤트·매크로 고변동 구간 (risk_mult 1.90),데이터 부족,50.0,0.48406783313029983,20.689026560968827,8.298096804918842,15,데이터 부족,미실현수익 +10% 이상 / 최신 예측판단 관망 우위 / 현재 손익비 1:1 미만 / 현재가 대체값 사용: predictions.prev_close,0,0,0,0,DATA_MISSING,2026-05-19T22:32:24,RKLB,RKLB,RKLB,Rocket Lab,Rocket Lab,Rocket Lab,미국주식,$134.28,$134.28,,,,,,,,$108.68,$108.68,$142.04,$142.04,$142.04,$142.04,,,1:1.39,1:1.39,1:1.39,,,0.0,0.0,0.0,0.0,9.4,9.4,9.4,2.0,2.0,2.0,2.0,0.0,0.0,0.0,partial,partial,ok,ok,success,success,저장된 후보 기준
AAOI,미국주식,AAOI,174.64,,,165.26,,2026-05-19T22:32:24,,,,,,,,,,,,,,이벤트 변동성장,100.0,,,,35,데이터 부족,시장위험 80 이상 / 이벤트 변동성장,0,0,0,0,DATA_MISSING,2026-05-19T22:32:24,AAOI,AAOI,AAOI,AAOI,AAOI,AAOI,미국주식,165.26,165.26,,,,,,,,,,,,,,,,,,,,,수급 데이터 없음,수급 데이터 없음,수급 데이터 없음,수급 데이터 없음,실적 데이터 없음,실적 데이터 없음,실적 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,,,,,,,,success,success,저장된 후보 기준
SIMO,미국주식,SIMO,244.21,,,258.02,,2026-05-19T22:32:24,,,,,,,,,,,,,,이벤트 변동성장,100.0,,,,35,데이터 부족,시장위험 80 이상 / 이벤트 변동성장,0,0,0,0,DATA_MISSING,2026-05-19T22:32:24,SIMO,SIMO,SIMO,SIMO,SIMO,SIMO,미국주식,258.02,258.02,,,,,,,,,,,,,,,,,,,,,수급 데이터 없음,수급 데이터 없음,수급 데이터 없음,수급 데이터 없음,실적 데이터 없음,실적 데이터 없음,실적 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,,,,,,,,success,success,저장된 후보 기준
131970,한국주식,두산테스나,178200.0,30.0,5346000.0,173400.0,predictions.current_price_at_prediction,2026-05-19T22:32:24,5202000.0,-2.6936026936026924,-144000.0,2026-05-19,비중 축소 우선,0.0,161188.65180000002,135829.1272564286,197959.9623881786,215711.6295686786,60.0,관망 우위,"시장위험 80 이상 / 이벤트 변동성장 / 방향 적중률 60% 이상 / TP1 터치율 20% 미만 / 뉴스/이벤트 악재 또는 위험 문구 / 대형 이벤트일: 변동성 확대 / 손익비 부족: 1차 R:R 1.45 / 우선진입가가 예상시초가와 -6.5% 괴리: 즉시매수 금지 / 현재가가 우선진입가 대비 +7.6% (한도 5%) / 이벤트·매크로 고변동 구간 (risk_mult 1.90) / 시장 필터: 이벤트 변동성장 · 위험점수 100 · 주요지수 급락 -6.12% / 반도체 ETF 약세 -2.49% / 이벤트 리스크: FOMC, CPI/PPI, 실적 / WARNING: 후보군 하락 비율 60% 이상 / 시장 하드블록: 코스닥 급락 / 후보군 하락 비율 60% 이상 / 이벤트 변동성장 신뢰도 감점 / 매수금지 필터: 관망 우위 · 시장위험 80 이상 / 이벤트 변동성장 / TP1 터치율 20% 미만 / 뉴스/이벤트 악재 또는 위험 문구 / 대형 이벤트일: 변동성 확대 / 손익비 부족: 1차 R:R 1.45 / 우선진입가가 예상시초가와 -6.5% 괴리: 즉시매수 금지 / 현재가가 우선진입가 대비 +7.6% (한도 5%) / 이벤트·매크로 고변동 구간 (risk_mult 1.90) / 시장 필터: 이벤트 변동성장 · 위험점수 100 · 주요지수 급락 -6.12% / 반도체 ETF 약세 -2.49% / 이벤트 리스크: FOMC, CPI/PPI, 실적 / WARNING: 후보군 하락 비율 60% 이상 / 시장 하드블록: 코스닥 급락 / 후보군 하락 비율 60% 이상 / 이벤트 변동성장 신뢰도 감점",이벤트 변동성장,100.0,0.6536968825772338,27.660394719788073,14.163761469537839,90,비중 축소 우선,no_buy_score 50 이상 / 시장위험 80 이상 / 최신 예측판단 비중 축소 우선 / 이벤트 변동성장 / 현재 손익비 1:1 미만 / 현재가 대체값 사용: predictions.current_price_at_prediction,0,1,0,0,OK,2026-05-19T22:32:24,131970,131970,131970,두산테스나,두산테스나,두산테스나,한국주식,"165,600원","165,600원","160,693원","160,693원","161,661원","161,661원","161,661원","161,661원","161,661원","151,617원","151,617원","194,698원","194,698원","194,698원","194,698원","201,073원","201,073원",1:3.29,1:3.29,1:3.29,,,10.0,10.0,10.0,10.0,44.0,44.0,44.0,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,21.2,21.2,21.2,partial,partial,data_missing,data_missing,kr_flow_response_empty,kr_flow_response_empty,저장된 후보 기준
222800,한국주식,심텍,98200.0,55.0,5401000.0,100400.0,predictions.current_price_at_prediction,2026-05-19T22:32:24,5522000.0,2.2403258655804503,121000.0,2026-05-19,비중 축소 우선,0.0,93207.4946,87640.81373983882,118637.43339115038,122502.8333911504,70.0,관망 우위,"시장위험 80 이상 / 이벤트 변동성장 / TP1 터치율 20% 미만 / 뉴스/이벤트 악재 또는 위험 문구 / 대형 이벤트일: 변동성 확대 / 우선진입가가 예상시초가와 -6.5% 괴리: 즉시매수 금지 / 1차익절가 과대(27.3%): 목표가 보수 확인 / 현재가가 우선진입가 대비 +7.7% (한도 5%) / 이벤트·매크로 고변동 구간 (risk_mult 1.90) / 검증학습 주의: 방향 적중률 낮음 / 시장 필터: 이벤트 변동성장 · 위험점수 100 · 주요지수 급락 -6.12% / 반도체 ETF 약세 -2.49% / 이벤트 리스크: FOMC, CPI/PPI, 실적 / WARNING: 후보군 하락 비율 60% 이상 / 시장 하드블록: 코스닥 급락 / 후보군 하락 비율 60% 이상 / 이벤트 변동성장 신뢰도 감점 / 매수금지 필터: 강한 매수금지 · 시장위험 80 이상 / 이벤트 변동성장 / 방향 적중률 35% 미만 / TP1 터치율 20% 미만 / 뉴스/이벤트 악재 또는 위험 문구 / 대형 이벤트일: 변동성 확대 / 우선진입가가 예상시초가와 -6.5% 괴리: 즉시매수 금지 / 1차익절가 과대(27.3%): 목표가 보수 확인 / 현재가가 우선진입가 대비 +7.7% (한도 5%) / 이벤트·매크로 고변동 구간 (risk_mult 1.90) / 검증학습 주의: 방향 적중률 낮음 / 시장 필터: 이벤트 변동성장 · 위험점수 100 · 주요지수 급락 -6.12% / 반도체 ETF 약세 -2.49% / 이벤트 리스크: FOMC, CPI/PPI, 실적 / WARNING: 후보군 하락 비율 60% 이상 / 시장 하드블록: 코스닥 급락 / 후보군 하락 비율 60% 이상 / 이벤트 변동성장 신뢰도 감점",이벤트 변동성장,100.0,1.429357093727386,14.558498165063538,18.164774293974475,93,비중 축소 우선,no_buy_score 70 이상 / 시장위험 80 이상 / 최신 예측판단 비중 축소 우선 / 이벤트 변동성장 / 현재 손익비 1:1.5 미만 / 현재가 대체값 사용: predictions.current_price_at_prediction,0,1,0,0,OK,2026-05-19T22:32:24,222800,222800,222800,심텍,심텍,심텍,한국주식,"103,600원","103,600원","98,391원","98,391원","98,984원","98,984원","98,984원","98,984원","98,984원","93,856원","93,856원","118,494원","118,494원","118,494원","118,494원","122,483원","122,483원",1:3.81,1:3.81,1:3.81,,,10.0,10.0,10.0,10.0,12.6,12.6,12.6,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,20.5,20.5,20.5,partial,partial,data_missing,data_missing,kr_flow_response_empty,kr_flow_response_empty,저장된 후보 기준
SNDK,미국주식,샌디스크,791.589,5.0,3957.945,1333.010009765625,predictions.prev_close,2026-05-19T22:32:24,6665.050048828125,68.39673236561205,2707.105048828125,2026-05-19,비중 축소 우선,2.0,1212.565355447042,1049.8342879380496,1440.5585136167383,1553.8437462631236,60.0,관망 우위,방향 적중률 35% 미만 / TP1 터치율 20% 미만 / 뉴스/이벤트 악재 또는 위험 문구 / 거래량 부족 또는 데이터 부족 / 대형 이벤트일: 변동성 확대 / 손익비 부족: 1차 R:R 1.45 / 우선진입가가 예상시초가와 -6.5% 괴리: 즉시매수 금지 / 현재가가 우선진입가 대비 +6.3% (한도 5%) / 이벤트·매크로 고변동 구간 (risk_mult 1.90) / 검증학습 주의: 방향 적중률 낮음 / 가상매매 평균 -2.6%,데이터 부족,50.0,0.3797942251440579,26.973373329590245,8.068094242594848,45,비중 축소 우선,미실현수익 +10% 이상 / no_buy_score 50 이상 / 최신 예측판단 비중 축소 우선 / 현재 손익비 1:1 미만 / 현재가 대체값 사용: predictions.prev_close,0,1,0,0,OK,2026-05-19T22:32:24,SNDK,SNDK,SNDK,SanDisk,SanDisk,SanDisk,미국주식,"$1,392.56","$1,392.56",,,,,,,,"$1,049.83","$1,049.83","$1,440.56","$1,440.56","$1,440.56","$1,440.56",,,1:1.40,1:1.40,1:1.40,,,0.0,0.0,0.0,0.0,15.6,15.6,15.6,8.0,8.0,8.0,8.0,0.0,0.0,0.0,partial,partial,ok,ok,success,success,저장된 후보 기준
NBIS,미국주식,네비우스 그룹,159.0,22.0,3498.0,199.8600006103516,predictions.prev_close,2026-05-19T22:32:24,4396.920013427735,25.698113591416096,898.9200134277351,2026-05-19,관망 우위,17.0,182.0140116322625,163.84070449795558,230.020480766798,237.68008031468963,25.0,매수금지 아님,뉴스/이벤트 악재 또는 위험 문구 / 거래량 부족 또는 데이터 부족 / 대형 이벤트일: 변동성 확대 / 우선진입가가 예상시초가와 -6.5% 괴리: 즉시매수 금지 / 1차익절가 과대(26.4%): 목표가 보수 확인 / 이벤트·매크로 고변동 구간 (risk_mult 1.90) / 검증학습 주의: 가상매매 평균 -1.9%,데이터 부족,50.0,0.8373422973711776,21.984339131577315,15.090803594685998,15,보유 유지,미실현수익 +10% 이상 / 최신 예측판단 관망 우위 / 현재 손익비 1:1 미만 / 현재가 대체값 사용: predictions.prev_close,1,0,0,0,OK,2026-05-19T22:32:24,NBIS,NBIS,NBIS,Nebius,Nebius,Nebius,미국주식,$191.82,$191.82,,,,,,,,$163.84,$163.84,$230.02,$230.02,$230.02,$230.02,,,1:2.64,1:2.64,1:2.64,,,0.0,0.0,0.0,0.0,10.0,10.0,10.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,partial,partial,ok,ok,success,success,저장된 후보 기준
CRCL,미국주식,써클 인터넷 그룹,94.55,30.0,2836.5,111.38999938964844,predictions.prev_close,2026-05-19T22:32:24,3341.699981689453,17.81068153320828,505.19998168945324,2026-05-19,관망 우위,0.0,109.76159279115176,103.03877756669284,118.8523716548508,123.53245947335787,25.0,매수금지 아님,TP1 터치율 20% 미만 / 거래량 부족 또는 데이터 부족 / 대형 이벤트일: 변동성 확대 / 손익비 부족: 1차 R:R 1.45 / 이벤트·매크로 고변동 구간 (risk_mult 1.90) / 검증학습 주의: 최근 손절 빈도 높음,데이터 부족,50.0,0.8935665251628224,8.104930997992653,6.699319782827695,15,보유 유지,미실현수익 +10% 이상 / 최신 예측판단 관망 우위 / 현재 손익비 1:1 미만 / 현재가 대체값 사용: predictions.prev_close,1,0,0,0,OK,2026-05-19T22:32:24,CRCL,CRCL,CRCL,Circle,Circle,Circle,미국주식,$111.62,$111.62,,,,,,,,$103.04,$103.04,$118.85,$118.85,$118.85,$118.85,,,1:1.35,1:1.35,1:1.35,,,0.0,0.0,0.0,0.0,3.4,3.4,3.4,2.0,2.0,2.0,2.0,0.0,0.0,0.0,partial,partial,ok,ok,success,success,저장된 후보 기준
BMNR,미국주식,비트마인 이머전 테크놀로지스,22.7463,211.0,4799.469300000001,18.729999542236328,predictions.prev_close,2026-05-19T22:32:24,3952.0299034118652,-17.656939624306688,-847.4393965881351,2026-05-19,관망 우위,27.0,17.904247295808105,17.236354405244814,18.872691987124877,19.34021701051918,45.0,주의,방향 적중률 60% 이상 / 손절 터치율 70% 이상 / TP1 터치율 20% 미만 / 뉴스/이벤트 악재 또는 위험 문구 / 거래량 부족 또는 데이터 부족 / 최근 보정 성과 개선 / 대형 이벤트일: 변동성 확대 / 손익비 부족: 1차 R:R 1.45 / 주봉 강한 하락 추세 / 이벤트·매크로 고변동 구간 (risk_mult 1.90),데이터 부족,50.0,0.095533029469074,8.665667355604011,0.7618390196261204,65,손절 우선,미실현손익률 -10% 이하 / 최신 예측판단 관망 우위 / 손절 터치율 높음 / 현재 손익비 1:1 미만 / take_profit1 근접 또는 도달 / 손절 기준 확인 필요 / 현재가 대체값 사용: predictions.prev_close,0,0,1,0,OK,2026-05-19T22:32:24,BMNR,BMNR,BMNR,BMNR,BMNR,BMNR,미국주식,확인 필요,확인 필요,,,,,,,,확인 필요,확인 필요,확인 필요,확인 필요,확인 필요,확인 필요,,,1:1.45,1:1.45,1:1.45,,,0.0,0.0,0.0,0.0,62.0,62.0,62.0,36.0,36.0,36.0,36.0,0.0,0.0,0.0,partial,partial,ok,ok,success,success,저장된 후보 기준
ASTS,미국주식,AST SpaceMobile,81.9264,,,86.83000183105469,predictions.prev_close,2026-05-20T08:31:03,,5.985374471543592,,2026-05-19,관망 우위,19.0,84.9359161539033,80.96146147735789,90.69887543489416,93.48099370847596,10.0,매수금지 아님,방향 적중률 45% 미만 / TP1 터치율 50% 이상 / 평균 최종 손익 양수 / 뉴스/이벤트 악재 또는 위험 문구 / 거래량 부족 또는 데이터 부족 / 최근 보정 성과 개선 / 대형 이벤트일: 변동성 확대 / 손익비 부족: 1차 R:R 1.45 / 이벤트·매크로 고변동 구간 (risk_mult 1.90),데이터 부족,50.0,0.6592565392180246,7.248560298455131,4.455687576014511,25,데이터 부족,최신 예측판단 관망 우위 / 현재 손익비 1:1 미만 / 현재가 대체값 사용: predictions.prev_close,0,0,0,0,DATA_MISSING,2026-05-20T08:31:03,ASTS,ASTS,ASTS,AST SpaceMobile,AST SpaceMobile,AST SpaceMobile,미국주식,$89.58,$89.58,,,,,,,,$80.96,$80.96,$90.70,$90.70,$90.70,$90.70,,,1:1.45,1:1.45,1:1.45,,,0.0,0.0,0.0,0.0,9.4,9.4,9.4,2.0,2.0,2.0,2.0,0.0,0.0,0.0,partial,partial,ok,ok,success,success,저장된 후보 기준
CAT,미국주식,Caterpillar,782.78,,,863.9500122070312,predictions.prev_close,2026-05-20T08:31:03,,10.369454023739921,,2026-05-19,관망 우위,60.0,827.5155129462094,781.8966872398025,912.0399396447774,931.1745201971914,45.0,주의,방향 적중률 60% 이상 / TP1 터치율 20% 미만 / 평균 최종 손익 음수 / 뉴스/이벤트 악재 또는 위험 문구 / 거래량 부족 또는 데이터 부족 / 대형 이벤트일: 변동성 확대 / 이벤트·매크로 고변동 구간 (risk_mult 1.90) / 검증학습 주의: 가상매매 평균 -1.7%,데이터 부족,50.0,0.586081398370545,10.494138970825894,5.566285868194676,15,데이터 부족,미실현수익 +10% 이상 / 최신 예측판단 관망 우위 / 현재 손익비 1:1 미만 / 현재가 대체값 사용: predictions.prev_close,0,0,0,0,DATA_MISSING,2026-05-20T08:31:03,CAT,CAT,CAT,Caterpillar,Caterpillar,Caterpillar,미국주식,$872.56,$872.56,,,,,,,,$781.90,$781.90,$912.04,$912.04,$912.04,$912.04,,,1:1.85,1:1.85,1:1.85,,,0.0,0.0,0.0,0.0,14.8,14.8,14.8,4.0,4.0,4.0,4.0,3.0,3.0,3.0,partial,partial,ok,ok,success,success,저장된 후보 기준
INTC,미국주식,Intel,55.29,,,108.16999816894533,predictions.prev_close,2026-05-20T08:31:03,,95.64116145586061,,2026-05-19,비중 축소 우선,4.0,106.15203875938548,100.9015292734906,113.46688097975944,116.79471066621213,65.0,관망 우위,방향 적중률 45% 미만 / TP1 터치율 20% 미만 / 평균 최종 손익 음수 / 뉴스/이벤트 악재 또는 위험 문구 / 거래량 부족 또는 데이터 부족 / 대형 이벤트일: 변동성 확대 / 이벤트·매크로 고변동 구간 (risk_mult 1.90),데이터 부족,50.0,0.728748088077596,7.203526990907894,4.896813257351806,45,데이터 부족,미실현수익 +10% 이상 / no_buy_score 50 이상 / 최신 예측판단 비중 축소 우선 / 현재 손익비 1:1 미만 / 현재가 대체값 사용: predictions.prev_close,0,0,0,0,DATA_MISSING,2026-05-20T08:31:03,INTC,INTC,INTC,Intel,Intel,Intel,미국주식,$118.96,$118.96,,,,,,,,$100.90,$100.90,$113.47,$113.47,$113.47,$113.47,,,1:1.39,1:1.39,1:1.39,,,0.0,0.0,0.0,0.0,15.6,15.6,15.6,8.0,8.0,8.0,8.0,0.0,0.0,0.0,partial,partial,ok,ok,success,success,저장된 후보 기준
LITE,미국주식,Lumentum,869.0,,,884.97998046875,predictions.prev_close,2026-05-20T08:31:03,,1.8388930343785859,,2026-05-19,관망 우위,13.0,861.197895087248,813.3381542610279,925.4762494291982,958.7938080053714,75.0,매수금지,방향 적중률 35% 미만 / TP1 터치율 20% 미만 / 뉴스/이벤트 악재 또는 위험 문구 / 거래량 부족 또는 데이터 부족 / 최근 보정 후 성과 악화 / 대형 이벤트일: 변동성 확대 / 손익비 부족: 1차 R:R 1.45 / 이벤트·매크로 고변동 구간 (risk_mult 1.90) / 검증학습 주의: 방향 적중률 낮음,데이터 부족,50.0,0.5652601434674651,8.808369044584353,4.575953112408082,50,데이터 부족,no_buy_score 70 이상 / 최신 예측판단 관망 우위 / 현재 손익비 1:1 미만 / 현재가 대체값 사용: predictions.prev_close,0,0,0,0,DATA_MISSING,2026-05-20T08:31:03,LITE,LITE,LITE,Lumentum,Lumentum,Lumentum,미국주식,$868.07,$868.07,,,,,,,,$813.34,$813.34,$925.48,$925.48,$925.48,$925.48,,,1:1.34,1:1.34,1:1.34,,,0.0,0.0,0.0,0.0,12.4,12.4,12.4,2.0,2.0,2.0,2.0,0.0,0.0,0.0,partial,partial,ok,ok,success,success,저장된 후보 기준
RKLB,미국주식,Rocket Lab,67.5,,,131.16000366210938,predictions.prev_close,2026-05-20T08:31:03,,94.31111653645834,,2026-05-19,관망 우위,29.0,122.61614111822692,108.6759976441196,142.0437877353263,151.74821861482613,5.0,매수금지 아님,방향 적중률 60% 이상 / TP1 터치율 20% 미만 / 평균 최종 손익 양수 / 거래량 부족 또는 데이터 부족 / RSI 75 이상 과열 / 대형 이벤트일: 변동성 확대 / 손익비 부족: 1차 R:R 1.45 / 갭·과열 구간: 눌림 대기 또는 매수금지 / 이벤트·매크로 고변동 구간 (risk_mult 1.90),데이터 부족,50.0,0.48406783313029983,20.689026560968827,8.298096804918842,15,데이터 부족,미실현수익 +10% 이상 / 최신 예측판단 관망 우위 / 현재 손익비 1:1 미만 / 현재가 대체값 사용: predictions.prev_close,0,0,0,0,DATA_MISSING,2026-05-20T08:31:03,RKLB,RKLB,RKLB,Rocket Lab,Rocket Lab,Rocket Lab,미국주식,$134.28,$134.28,,,,,,,,$108.68,$108.68,$142.04,$142.04,$142.04,$142.04,,,1:1.39,1:1.39,1:1.39,,,0.0,0.0,0.0,0.0,9.4,9.4,9.4,2.0,2.0,2.0,2.0,0.0,0.0,0.0,partial,partial,ok,ok,success,success,저장된 후보 기준
AAOI,미국주식,AAOI,174.64,,,165.26,,2026-05-20T08:31:03,,,,,,,,,,,,,,이벤트 변동성장,60.0,,,,25,데이터 부족,시장위험 60 이상 / 이벤트 변동성장,0,0,0,0,DATA_MISSING,2026-05-20T08:31:03,AAOI,AAOI,AAOI,AAOI,AAOI,AAOI,미국주식,165.26,165.26,,,,,,,,,,,,,,,,,,,,,수급 데이터 없음,수급 데이터 없음,수급 데이터 없음,수급 데이터 없음,실적 데이터 없음,실적 데이터 없음,실적 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,,,,,,,,success,success,저장된 후보 기준
SIMO,미국주식,SIMO,244.21,,,258.02,,2026-05-20T08:31:03,,,,,,,,,,,,,,이벤트 변동성장,60.0,,,,25,데이터 부족,시장위험 60 이상 / 이벤트 변동성장,0,0,0,0,DATA_MISSING,2026-05-20T08:31:03,SIMO,SIMO,SIMO,SIMO,SIMO,SIMO,미국주식,258.02,258.02,,,,,,,,,,,,,,,,,,,,,수급 데이터 없음,수급 데이터 없음,수급 데이터 없음,수급 데이터 없음,실적 데이터 없음,실적 데이터 없음,실적 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,,,,,,,,success,success,저장된 후보 기준
131970,한국주식,두산테스나,178200.0,30.0,5346000.0,173400.0,predictions.current_price_at_prediction,2026-05-20T08:31:03,5202000.0,-2.6936026936026924,-144000.0,2026-05-19,비중 축소 우선,0.0,161188.65180000002,135829.1272564286,197959.9623881786,215711.6295686786,60.0,관망 우위,"시장위험 80 이상 / 이벤트 변동성장 / 방향 적중률 60% 이상 / TP1 터치율 20% 미만 / 뉴스/이벤트 악재 또는 위험 문구 / 대형 이벤트일: 변동성 확대 / 손익비 부족: 1차 R:R 1.45 / 우선진입가가 예상시초가와 -6.5% 괴리: 즉시매수 금지 / 현재가가 우선진입가 대비 +7.6% (한도 5%) / 이벤트·매크로 고변동 구간 (risk_mult 1.90) / 시장 필터: 이벤트 변동성장 · 위험점수 100 · 주요지수 급락 -6.12% / 반도체 ETF 약세 -2.49% / 이벤트 리스크: FOMC, CPI/PPI, 실적 / WARNING: 후보군 하락 비율 60% 이상 / 시장 하드블록: 코스닥 급락 / 후보군 하락 비율 60% 이상 / 이벤트 변동성장 신뢰도 감점 / 매수금지 필터: 관망 우위 · 시장위험 80 이상 / 이벤트 변동성장 / TP1 터치율 20% 미만 / 뉴스/이벤트 악재 또는 위험 문구 / 대형 이벤트일: 변동성 확대 / 손익비 부족: 1차 R:R 1.45 / 우선진입가가 예상시초가와 -6.5% 괴리: 즉시매수 금지 / 현재가가 우선진입가 대비 +7.6% (한도 5%) / 이벤트·매크로 고변동 구간 (risk_mult 1.90) / 시장 필터: 이벤트 변동성장 · 위험점수 100 · 주요지수 급락 -6.12% / 반도체 ETF 약세 -2.49% / 이벤트 리스크: FOMC, CPI/PPI, 실적 / WARNING: 후보군 하락 비율 60% 이상 / 시장 하드블록: 코스닥 급락 / 후보군 하락 비율 60% 이상 / 이벤트 변동성장 신뢰도 감점",이벤트 변동성장,100.0,0.6536968825772338,27.660394719788073,14.163761469537839,90,비중 축소 우선,no_buy_score 50 이상 / 시장위험 80 이상 / 최신 예측판단 비중 축소 우선 / 이벤트 변동성장 / 현재 손익비 1:1 미만 / 현재가 대체값 사용: predictions.current_price_at_prediction,0,1,0,0,OK,2026-05-20T08:31:03,131970,131970,131970,두산테스나,두산테스나,두산테스나,한국주식,"165,600원","165,600원","160,693원","160,693원","161,661원","161,661원","161,661원","161,661원","161,661원","151,617원","151,617원","194,698원","194,698원","194,698원","194,698원","201,073원","201,073원",1:3.29,1:3.29,1:3.29,,,10.0,10.0,10.0,10.0,44.0,44.0,44.0,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,21.2,21.2,21.2,partial,partial,data_missing,data_missing,kr_flow_response_empty,kr_flow_response_empty,저장된 후보 기준
222800,한국주식,심텍,98200.0,55.0,5401000.0,100400.0,predictions.current_price_at_prediction,2026-05-20T08:31:03,5522000.0,2.2403258655804503,121000.0,2026-05-19,비중 축소 우선,0.0,93207.4946,87640.81373983882,118637.43339115038,122502.8333911504,70.0,관망 우위,"시장위험 80 이상 / 이벤트 변동성장 / TP1 터치율 20% 미만 / 뉴스/이벤트 악재 또는 위험 문구 / 대형 이벤트일: 변동성 확대 / 우선진입가가 예상시초가와 -6.5% 괴리: 즉시매수 금지 / 1차익절가 과대(27.3%): 목표가 보수 확인 / 현재가가 우선진입가 대비 +7.7% (한도 5%) / 이벤트·매크로 고변동 구간 (risk_mult 1.90) / 검증학습 주의: 방향 적중률 낮음 / 시장 필터: 이벤트 변동성장 · 위험점수 100 · 주요지수 급락 -6.12% / 반도체 ETF 약세 -2.49% / 이벤트 리스크: FOMC, CPI/PPI, 실적 / WARNING: 후보군 하락 비율 60% 이상 / 시장 하드블록: 코스닥 급락 / 후보군 하락 비율 60% 이상 / 이벤트 변동성장 신뢰도 감점 / 매수금지 필터: 강한 매수금지 · 시장위험 80 이상 / 이벤트 변동성장 / 방향 적중률 35% 미만 / TP1 터치율 20% 미만 / 뉴스/이벤트 악재 또는 위험 문구 / 대형 이벤트일: 변동성 확대 / 우선진입가가 예상시초가와 -6.5% 괴리: 즉시매수 금지 / 1차익절가 과대(27.3%): 목표가 보수 확인 / 현재가가 우선진입가 대비 +7.7% (한도 5%) / 이벤트·매크로 고변동 구간 (risk_mult 1.90) / 검증학습 주의: 방향 적중률 낮음 / 시장 필터: 이벤트 변동성장 · 위험점수 100 · 주요지수 급락 -6.12% / 반도체 ETF 약세 -2.49% / 이벤트 리스크: FOMC, CPI/PPI, 실적 / WARNING: 후보군 하락 비율 60% 이상 / 시장 하드블록: 코스닥 급락 / 후보군 하락 비율 60% 이상 / 이벤트 변동성장 신뢰도 감점",이벤트 변동성장,100.0,1.429357093727386,14.558498165063538,18.164774293974475,93,비중 축소 우선,no_buy_score 70 이상 / 시장위험 80 이상 / 최신 예측판단 비중 축소 우선 / 이벤트 변동성장 / 현재 손익비 1:1.5 미만 / 현재가 대체값 사용: predictions.current_price_at_prediction,0,1,0,0,OK,2026-05-20T08:31:03,222800,222800,222800,심텍,심텍,심텍,한국주식,"103,600원","103,600원","98,391원","98,391원","98,984원","98,984원","98,984원","98,984원","98,984원","93,856원","93,856원","118,494원","118,494원","118,494원","118,494원","122,483원","122,483원",1:3.81,1:3.81,1:3.81,,,10.0,10.0,10.0,10.0,12.6,12.6,12.6,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,20.5,20.5,20.5,partial,partial,data_missing,data_missing,kr_flow_response_empty,kr_flow_response_empty,저장된 후보 기준
