total_cases,raw_direction_hit_rate,adjusted_direction_hit_rate,market_filtered_direction_hit_rate,raw_avg_open_error_pct,adjusted_avg_open_error_pct,raw_avg_close_error_pct,adjusted_avg_close_error_pct,raw_avg_pnl_pct,adjusted_avg_pnl_pct,market_filtered_avg_pnl_pct,raw_stop_touch_rate,adjusted_stop_touch_rate,raw_tp1_touch_rate,adjusted_tp1_touch_rate,improved_cases,worsened_cases,neutral_cases,loss_avoided_cases,missed_opportunity_cases,summary_judgment,updated_at
867,50.5190,50.1730,50.1730,1.7076,1.7020,4.3151,4.4130,-0.0221,-0.0225,0.0081,14.0715,14.0715,21.6840,21.6840,222,202,443,51,77,보정 후 성과 악화,2026-05-23T08:31:03
