code,symbol,name_kr,name,market_type,sector,source,note
126720,126720.KS,수산인더스트리,수산인더스트리,코스피,Power/Utility,KIS종목정보,전체종목마스터
128820,128820.KS,대성산업,대성산업,코스피,Machinery/Equipment,KIS종목정보,전체종목마스터
128940,128940.KS,한미약품,한미약품,코스피,Bio/Healthcare,KIS종목정보,전체종목마스터
129260,129260.KS,인터지스,인터지스,코스피,미분류,KIS종목정보,전체종목마스터
130660,130660.KS,한전산업,한전산업,코스피,Machinery/Equipment,KIS종목정보,전체종목마스터
130680,130680.KS,TIGER 원유선물Enhanced(H),TIGER 원유선물Enhanced(H),코스피,미분류,KIS종목정보,전체종목마스터
130730,130730.KS,KIWOOM 단기자금,KIWOOM 단기자금,코스피,미분류,KIS종목정보,전체종목마스터
131890,131890.KS,ACE 삼성그룹동일가중,ACE 삼성그룹동일가중,코스피,미분류,KIS종목정보,전체종목마스터
132030,132030.KS,KODEX 골드선물(H),KODEX 골드선물(H),코스피,미분류,KIS종목정보,전체종목마스터
133690,133690.KS,TIGER 미국나스닥100,TIGER 미국나스닥100,코스피,미분류,KIS종목정보,전체종목마스터
133820,133820.KS,화인베스틸,화인베스틸,코스피,미분류,KIS종목정보,전체종목마스터
134380,134380.KS,미원화학,미원화학,코스피,Oil/Chemical,KIS종목정보,전체종목마스터
134790,134790.KS,시디즈,시디즈,코스피,미분류,KIS종목정보,전체종목마스터
136340,136340.KS,RISE 중기우량회사채,RISE 중기우량회사채,코스피,미분류,KIS종목정보,전체종목마스터
136490,136490.KS,선진,선진,코스피,Food/Beverage,KIS종목정보,전체종목마스터
137310,137310.KS,에스디바이오센서,에스디바이오센서,코스피,Bio/Healthcare,KIS종목정보,전체종목마스터
137610,137610.KS,TIGER 농산물선물Enhanced(H),TIGER 농산물선물Enhanced(H),코스피,미분류,KIS종목정보,전체종목마스터
138040,138040.KS,메리츠금융지주,메리츠금융지주,코스피,Bank/Finance,KIS종목정보,전체종목마스터
138230,138230.KS,KIWOOM 미국달러선물,KIWOOM 미국달러선물,코스피,미분류,KIS종목정보,전체종목마스터
138520,138520.KS,TIGER 삼성그룹,TIGER 삼성그룹,코스피,미분류,KIS종목정보,전체종목마스터
138530,138530.KS,TIGER LG그룹플러스,TIGER LG그룹플러스,코스피,미분류,KIS종목정보,전체종목마스터
138540,138540.KS,TIGER 현대차그룹플러스,TIGER 현대차그룹플러스,코스피,Auto,KIS종목정보,전체종목마스터
138910,138910.KS,KODEX 구리선물(H),KODEX 구리선물(H),코스피,미분류,KIS종목정보,전체종목마스터
138920,138920.KS,KODEX 콩선물(H),KODEX 콩선물(H),코스피,미분류,KIS종목정보,전체종목마스터
138930,138930.KS,BNK금융지주,BNK금융지주,코스피,Bank/Finance,KIS종목정보,전체종목마스터
139130,139130.KS,iM금융지주,iM금융지주,코스피,Bank/Finance,KIS종목정보,전체종목마스터
139220,139220.KS,TIGER 200 건설,TIGER 200 건설,코스피,Construction,KIS종목정보,전체종목마스터
139230,139230.KS,TIGER 200 중공업,TIGER 200 중공업,코스피,Shipbuilding,KIS종목정보,전체종목마스터
139240,139240.KS,TIGER 200 철강소재,TIGER 200 철강소재,코스피,Steel/Metal,KIS종목정보,전체종목마스터
139250,139250.KS,TIGER 200 에너지화학,TIGER 200 에너지화학,코스피,Oil/Chemical,KIS종목정보,전체종목마스터
139260,139260.KS,TIGER 200 IT,TIGER 200 IT,코스피,미분류,KIS종목정보,전체종목마스터
139270,139270.KS,TIGER 200 금융,TIGER 200 금융,코스피,Bank/Finance,KIS종목정보,전체종목마스터
139280,139280.KS,TIGER 경기방어,TIGER 경기방어,코스피,미분류,KIS종목정보,전체종목마스터
139290,139290.KS,TIGER 200 경기소비재,TIGER 200 경기소비재,코스피,미분류,KIS종목정보,전체종목마스터
139320,139320.KS,TIGER 금은선물(H),TIGER 금은선물(H),코스피,미분류,KIS종목정보,전체종목마스터
139480,139480.KS,이마트,이마트,코스피,Retail,KIS종목정보,전체종목마스터
139660,139660.KS,KIWOOM 미국달러선물인버스,KIWOOM 미국달러선물인버스,코스피,미분류,KIS종목정보,전체종목마스터
139990,139990.KS,아주스틸,아주스틸,코스피,미분류,KIS종목정보,전체종목마스터
140570,140570.KS,RISE 수출주,RISE 수출주,코스피,미분류,KIS종목정보,전체종목마스터
140580,140580.KS,RISE 우량업종대표주,RISE 우량업종대표주,코스피,미분류,KIS종목정보,전체종목마스터
140700,140700.KS,KODEX 보험,KODEX 보험,코스피,Insurance,KIS종목정보,전체종목마스터
140710,140710.KS,KODEX 운송,KODEX 운송,코스피,미분류,KIS종목정보,전체종목마스터
140910,140910.KS,에이리츠,에이리츠,코스피,미분류,KIS종목정보,전체종목마스터
140950,140950.KS,파워 코스피100,파워 코스피100,코스피,미분류,KIS종목정보,전체종목마스터
143210,143210.KS,핸즈코퍼레이션,핸즈코퍼레이션,코스피,미분류,KIS종목정보,전체종목마스터
143850,143850.KS,TIGER 미국S&P500선물(H),TIGER 미국S&P500선물(H),코스피,미분류,KIS종목정보,전체종목마스터
143860,143860.KS,TIGER 헬스케어,TIGER 헬스케어,코스피,Bio/Healthcare,KIS종목정보,전체종목마스터
144600,144600.KS,KODEX 은선물(H),KODEX 은선물(H),코스피,미분류,KIS종목정보,전체종목마스터
145210,145210.KS,다이나믹디자인,다이나믹디자인,코스피,Machinery/Equipment,KIS종목정보,전체종목마스터
145270,145270.KS,케이탑리츠,케이탑리츠,코스피,미분류,KIS종목정보,전체종목마스터
145670,145670.KS,ACE 인버스,ACE 인버스,코스피,미분류,KIS종목정보,전체종목마스터
145720,145720.KS,덴티움,덴티움,코스피,미분류,KIS종목정보,전체종목마스터
145850,145850.KS,TREX 펀더멘탈 200,TREX 펀더멘탈 200,코스피,미분류,KIS종목정보,전체종목마스터
145990,145990.KS,삼양사,삼양사,코스피,Oil/Chemical,KIS종목정보,전체종목마스터
145995,145995.KS,삼양사우,삼양사우,코스피,미분류,KIS종목정보,전체종목마스터
147970,147970.KS,TIGER 모멘텀,TIGER 모멘텀,코스피,미분류,KIS종목정보,전체종목마스터
148020,148020.KS,RISE 200,RISE 200,코스피,미분류,KIS종목정보,전체종목마스터
148070,148070.KS,KIWOOM 국고채10년,KIWOOM 국고채10년,코스피,미분류,KIS종목정보,전체종목마스터
150460,150460.KS,TIGER 중국소비테마,TIGER 중국소비테마,코스피,미분류,KIS종목정보,전체종목마스터
152100,152100.KS,PLUS 200,PLUS 200,코스피,미분류,KIS종목정보,전체종목마스터
152380,152380.KS,KODEX 국채선물10년,KODEX 국채선물10년,코스피,미분류,KIS종목정보,전체종목마스터
152500,152500.KS,ACE 레버리지,ACE 레버리지,코스피,미분류,KIS종목정보,전체종목마스터
152870,152870.KS,파워 200,파워 200,코스피,미분류,KIS종목정보,전체종목마스터
153130,153130.KS,KODEX 단기채권,KODEX 단기채권,코스피,미분류,KIS종목정보,전체종목마스터
153270,153270.KS,KIWOOM 코스피100,KIWOOM 코스피100,코스피,미분류,KIS종목정보,전체종목마스터
155660,155660.KS,DSR,DSR,코스피,미분류,KIS종목정보,전체종목마스터
156080,156080.KS,KODEX MSCI Korea,KODEX MSCI Korea,코스피,미분류,KIS종목정보,전체종목마스터
157450,157450.KS,TIGER 단기통안채,TIGER 단기통안채,코스피,미분류,KIS종목정보,전체종목마스터
157490,157490.KS,TIGER 소프트웨어,TIGER 소프트웨어,코스피,AI/Software,KIS종목정보,전체종목마스터
157500,157500.KS,TIGER 증권,TIGER 증권,코스피,Securities,KIS종목정보,전체종목마스터
159800,159800.KS,마이티 코스피100,마이티 코스피100,코스피,미분류,KIS종목정보,전체종목마스터
160580,160580.KS,TIGER 구리실물,TIGER 구리실물,코스피,미분류,KIS종목정보,전체종목마스터
161000,161000.KS,애경케미칼,애경케미칼,코스피,Oil/Chemical,KIS종목정보,전체종목마스터
161390,161390.KS,한국타이어앤테크놀로지,한국타이어앤테크놀로지,코스피,Auto,KIS종목정보,전체종목마스터
161510,161510.KS,PLUS 고배당주,PLUS 고배당주,코스피,미분류,KIS종목정보,전체종목마스터
161890,161890.KS,한국콜마,한국콜마,코스피,Cosmetics,KIS종목정보,전체종목마스터
163560,163560.KS,동일고무벨트,동일고무벨트,코스피,미분류,KIS종목정보,전체종목마스터
166400,166400.KS,TIGER 200커버드콜OTM,TIGER 200커버드콜OTM,코스피,미분류,KIS종목정보,전체종목마스터
167860,167860.KS,KIWOOM 국고채10년레버리지,KIWOOM 국고채10년레버리지,코스피,미분류,KIS종목정보,전체종목마스터
168580,168580.KS,ACE 중국본토CSI300,ACE 중국본토CSI300,코스피,미분류,KIS종목정보,전체종목마스터
169950,169950.KS,KODEX 차이나A50,KODEX 차이나A50,코스피,미분류,KIS종목정보,전체종목마스터
170900,170900.KS,동아에스티,동아에스티,코스피,미분류,KIS종목정보,전체종목마스터
174350,174350.KS,TIGER 로우볼,TIGER 로우볼,코스피,미분류,KIS종목정보,전체종목마스터
174360,174360.KS,RISE 중국본토대형주CSI100,RISE 중국본토대형주CSI100,코스피,미분류,KIS종목정보,전체종목마스터
175330,175330.KS,JB금융지주,JB금융지주,코스피,Bank/Finance,KIS종목정보,전체종목마스터
176950,176950.KS,KODEX 국채선물10년인버스,KODEX 국채선물10년인버스,코스피,미분류,KIS종목정보,전체종목마스터
178920,178920.KS,PI첨단소재,PI첨단소재,코스피,Materials/Parts,KIS종목정보,전체종목마스터
180640,180640.KS,한진칼,한진칼,코스피,Shipping/Logistics,KIS종목정보,전체종목마스터
181480,181480.KS,ACE 미국부동산리츠(합성 H),ACE 미국부동산리츠(합성 H),코스피,미분류,KIS종목정보,전체종목마스터
181710,181710.KS,NHN,NHN,코스피,미분류,KIS종목정보,전체종목마스터
182480,182480.KS,TIGER 미국MSCI리츠(합성 H),TIGER 미국MSCI리츠(합성 H),코스피,미분류,KIS종목정보,전체종목마스터
182490,182490.KS,TIGER 단기선진하이일드(합성 H),TIGER 단기선진하이일드(합성 H),코스피,미분류,KIS종목정보,전체종목마스터
183190,183190.KS,아세아시멘트,아세아시멘트,코스피,Construction,KIS종목정보,전체종목마스터
183700,183700.KS,RISE 200채권혼합50,RISE 200채권혼합50,코스피,미분류,KIS종목정보,전체종목마스터
183710,183710.KS,RISE 주식혼합,RISE 주식혼합,코스피,미분류,KIS종목정보,전체종목마스터
185680,185680.KS,KODEX 미국S&P바이오(합성),KODEX 미국S&P바이오(합성),코스피,Bio/Healthcare,KIS종목정보,전체종목마스터
185750,185750.KS,종근당,종근당,코스피,Bio/Healthcare,KIS종목정보,전체종목마스터
189400,189400.KS,PLUS 글로벌MSCI(합성 H),PLUS 글로벌MSCI(합성 H),코스피,미분류,KIS종목정보,전체종목마스터
190620,190620.KS,ACE 단기통안채,ACE 단기통안채,코스피,미분류,KIS종목정보,전체종목마스터
192080,192080.KS,더블유게임즈,더블유게임즈,코스피,Game,KIS종목정보,전체종목마스터
192090,192090.KS,TIGER 차이나CSI300,TIGER 차이나CSI300,코스피,미분류,KIS종목정보,전체종목마스터
192400,192400.KS,쿠쿠홀딩스,쿠쿠홀딩스,코스피,Holding,KIS종목정보,전체종목마스터
192650,192650.KS,드림텍,드림텍,코스피,Bio/Healthcare,KIS종목정보,전체종목마스터
192720,192720.KS,파워 고배당저변동성,파워 고배당저변동성,코스피,미분류,KIS종목정보,전체종목마스터
192820,192820.KS,코스맥스,코스맥스,코스피,Cosmetics,KIS종목정보,전체종목마스터
194370,194370.KS,제이에스코퍼레이션,제이에스코퍼레이션,코스피,미분류,KIS종목정보,전체종목마스터
195870,195870.KS,해성디에스,해성디에스,코스피,Semiconductor,KIS종목정보,전체종목마스터
195920,195920.KS,TIGER 일본TOPIX(합성 H),TIGER 일본TOPIX(합성 H),코스피,미분류,KIS종목정보,전체종목마스터
195930,195930.KS,TIGER 유로스탁스50(합성 H),TIGER 유로스탁스50(합성 H),코스피,미분류,KIS종목정보,전체종목마스터
195970,195970.KS,PLUS 선진국MSCI(합성 H),PLUS 선진국MSCI(합성 H),코스피,미분류,KIS종목정보,전체종목마스터
195980,195980.KS,PLUS 신흥국MSCI(합성 H),PLUS 신흥국MSCI(합성 H),코스피,미분류,KIS종목정보,전체종목마스터
196030,196030.KS,ACE 일본TOPIX레버리지(H),ACE 일본TOPIX레버리지(H),코스피,미분류,KIS종목정보,전체종목마스터
196230,196230.KS,RISE 단기통안채,RISE 단기통안채,코스피,미분류,KIS종목정보,전체종목마스터
200030,200030.KS,KODEX 미국S&P500산업재(합성),KODEX 미국S&P500산업재(합성),코스피,Machinery/Equipment,KIS종목정보,전체종목마스터
200250,200250.KS,KIWOOM 인도Nifty50(합성),KIWOOM 인도Nifty50(합성),코스피,미분류,KIS종목정보,전체종목마스터
200880,200880.KS,서연이화,서연이화,코스피,미분류,KIS종목정보,전체종목마스터
203780,203780.KS,TIGER 미국나스닥바이오,TIGER 미국나스닥바이오,코스피,Bio/Healthcare,KIS종목정보,전체종목마스터
204210,204210.KS,JK리버스톤리츠,JK리버스톤리츠,코스피,미분류,KIS종목정보,전체종목마스터
204320,204320.KS,HL만도,HL만도,코스피,Auto,KIS종목정보,전체종목마스터
204450,204450.KS,KODEX 차이나H레버리지(H),KODEX 차이나H레버리지(H),코스피,미분류,KIS종목정보,전체종목마스터
204480,204480.KS,TIGER 차이나CSI300레버리지(합성),TIGER 차이나CSI300레버리지(합성),코스피,미분류,KIS종목정보,전체종목마스터
205720,205720.KS,ACE 일본TOPIX인버스(합성 H),ACE 일본TOPIX인버스(합성 H),코스피,미분류,KIS종목정보,전체종목마스터
207940,207940.KS,삼성바이오로직스,삼성바이오로직스,코스피,Bio/Healthcare,KIS종목정보,전체종목마스터
210540,210540.KS,디와이파워,디와이파워,코스피,미분류,KIS종목정보,전체종목마스터
210780,210780.KS,TIGER 코스피고배당,TIGER 코스피고배당,코스피,미분류,KIS종목정보,전체종목마스터
210980,210980.KS,SK디앤디,SK디앤디,코스피,미분류,KIS종목정보,전체종목마스터
211560,211560.KS,TIGER 배당성장,TIGER 배당성장,코스피,미분류,KIS종목정보,전체종목마스터
211900,211900.KS,KODEX 코리아배당성장,KODEX 코리아배당성장,코스피,미분류,KIS종목정보,전체종목마스터
213500,213500.KS,한솔제지,한솔제지,코스피,Paper/Wood,KIS종목정보,전체종목마스터
213610,213610.KS,KODEX 삼성그룹밸류,KODEX 삼성그룹밸류,코스피,미분류,KIS종목정보,전체종목마스터
213630,213630.KS,PLUS 미국다우존스고배당주(합성 H),PLUS 미국다우존스고배당주(합성 H),코스피,미분류,KIS종목정보,전체종목마스터
214320,214320.KS,이노션,이노션,코스피,Entertainment/Media,KIS종목정보,전체종목마스터
214330,214330.KS,금호에이치티,금호에이치티,코스피,미분류,KIS종목정보,전체종목마스터
214390,214390.KS,경보제약,경보제약,코스피,Bio/Healthcare,KIS종목정보,전체종목마스터
214420,214420.KS,토니모리,토니모리,코스피,Cosmetics,KIS종목정보,전체종목마스터
214980,214980.KS,KODEX 단기채권PLUS,KODEX 단기채권PLUS,코스피,미분류,KIS종목정보,전체종목마스터
215620,215620.KS,HK S&P코리아로우볼,HK S&P코리아로우볼,코스피,미분류,KIS종목정보,전체종목마스터
217590,217590.KS,티엠씨,티엠씨,코스피,미분류,KIS종목정보,전체종목마스터
217770,217770.KS,TIGER 원유선물인버스(H),TIGER 원유선물인버스(H),코스피,미분류,KIS종목정보,전체종목마스터
217780,217780.KS,TIGER 차이나CSI300인버스(합성),TIGER 차이나CSI300인버스(합성),코스피,미분류,KIS종목정보,전체종목마스터
218420,218420.KS,KODEX 미국S&P500에너지(합성),KODEX 미국S&P500에너지(합성),코스피,Renewable/Energy,KIS종목정보,전체종목마스터
219390,219390.KS,RISE 미국S&P원유생산기업(합성 H),RISE 미국S&P원유생산기업(합성 H),코스피,미분류,KIS종목정보,전체종목마스터
219480,219480.KS,KODEX 미국S&P500선물(H),KODEX 미국S&P500선물(H),코스피,미분류,KIS종목정보,전체종목마스터
219900,219900.KS,ACE 중국본토CSI300레버리지(합성),ACE 중국본토CSI300레버리지(합성),코스피,미분류,KIS종목정보,전체종목마스터
220130,220130.KS,SOL 차이나강소기업CSI500(합성 H),SOL 차이나강소기업CSI500(합성 H),코스피,미분류,KIS종목정보,전체종목마스터
223190,223190.KS,KODEX 200가치저변동,KODEX 200가치저변동,코스피,미분류,KIS종목정보,전체종목마스터
225030,225030.KS,TIGER 미국S&P500선물인버스(H),TIGER 미국S&P500선물인버스(H),코스피,미분류,KIS종목정보,전체종목마스터
225040,225040.KS,TIGER 미국S&P500레버리지(합성 H),TIGER 미국S&P500레버리지(합성 H),코스피,미분류,KIS종목정보,전체종목마스터
225050,225050.KS,TIGER 유로스탁스레버리지(합성 H),TIGER 유로스탁스레버리지(합성 H),코스피,미분류,KIS종목정보,전체종목마스터
225060,225060.KS,TIGER 이머징마켓MSCI레버리지(합성 H),TIGER 이머징마켓MSCI레버리지(합성 H),코스피,미분류,KIS종목정보,전체종목마스터
225130,225130.KS,ACE 골드선물 레버리지(합성 H),ACE 골드선물 레버리지(합성 H),코스피,미분류,KIS종목정보,전체종목마스터
225800,225800.KS,KIWOOM 미국달러선물레버리지,KIWOOM 미국달러선물레버리지,코스피,미분류,KIS종목정보,전체종목마스터
226320,226320.KS,잇츠한불,잇츠한불,코스피,Cosmetics,KIS종목정보,전체종목마스터
226380,226380.KS,ACE Fn성장소비주도주,ACE Fn성장소비주도주,코스피,미분류,KIS종목정보,전체종목마스터
226490,226490.KS,KODEX 코스피,KODEX 코스피,코스피,미분류,KIS종목정보,전체종목마스터
226980,226980.KS,KODEX 200 중소형,KODEX 200 중소형,코스피,미분류,KIS종목정보,전체종목마스터
227540,227540.KS,TIGER 200 헬스케어,TIGER 200 헬스케어,코스피,Bio/Healthcare,KIS종목정보,전체종목마스터
227550,227550.KS,TIGER 200 산업재,TIGER 200 산업재,코스피,Machinery/Equipment,KIS종목정보,전체종목마스터
227560,227560.KS,TIGER 200 생활소비재,TIGER 200 생활소비재,코스피,미분류,KIS종목정보,전체종목마스터
227570,227570.KS,TIGER 우량가치,TIGER 우량가치,코스피,미분류,KIS종목정보,전체종목마스터
227830,227830.KS,PLUS 코스피,PLUS 코스피,코스피,미분류,KIS종목정보,전체종목마스터
227840,227840.KS,현대코퍼레이션홀딩스,현대코퍼레이션홀딩스,코스피,Holding,KIS종목정보,전체종목마스터
228790,228790.KS,TIGER 화장품,TIGER 화장품,코스피,Cosmetics,KIS종목정보,전체종목마스터
228800,228800.KS,TIGER 여행레저,TIGER 여행레저,코스피,Leisure/Travel,KIS종목정보,전체종목마스터
228810,228810.KS,TIGER 미디어컨텐츠,TIGER 미디어컨텐츠,코스피,Entertainment/Media,KIS종목정보,전체종목마스터
228820,228820.KS,TIGER KTOP30,TIGER KTOP30,코스피,Telecom,KIS종목정보,전체종목마스터
229200,229200.KQ,KODEX 코스닥150,KODEX 코스닥150,코스피,미분류,KIS종목정보,전체종목마스터
229640,229640.KS,LS에코에너지,LS에코에너지,코스피,Renewable/Energy,KIS종목정보,전체종목마스터
229720,229720.KS,KODEX KTOP30,KODEX KTOP30,코스피,Telecom,KIS종목정보,전체종목마스터
230480,230480.KS,KIWOOM 미국달러선물인버스2X,KIWOOM 미국달러선물인버스2X,코스피,미분류,KIS종목정보,전체종목마스터
232080,232080.KQ,TIGER 코스닥150,TIGER 코스닥150,코스피,미분류,KIS종목정보,전체종목마스터
233160,233160.KQ,TIGER 코스닥150 레버리지,TIGER 코스닥150 레버리지,코스피,미분류,KIS종목정보,전체종목마스터
233740,233740.KQ,KODEX 코스닥150레버리지,KODEX 코스닥150레버리지,코스피,미분류,KIS종목정보,전체종목마스터
234080,234080.KS,JW생명과학,JW생명과학,코스피,Insurance,KIS종목정보,전체종목마스터
234310,234310.KS,RISE V&S셀렉트밸류,RISE V&S셀렉트밸류,코스피,미분류,KIS종목정보,전체종목마스터
236350,236350.KS,TIGER 인도니프티50레버리지(합성),TIGER 인도니프티50레버리지(합성),코스피,미분류,KIS종목정보,전체종목마스터
237350,237350.KS,KODEX 코스피100,KODEX 코스피100,코스피,미분류,KIS종목정보,전체종목마스터
237370,237370.KS,KODEX 코리아배당성장채권혼합,KODEX 코리아배당성장채권혼합,코스피,미분류,KIS종목정보,전체종목마스터
237440,237440.KS,TIGER 경기방어채권혼합,TIGER 경기방어채권혼합,코스피,미분류,KIS종목정보,전체종목마스터
238670,238670.KS,PLUS 스마트베타Quality채권혼합,PLUS 스마트베타Quality채권혼합,코스피,미분류,KIS종목정보,전체종목마스터
238720,238720.KS,ACE 일본Nikkei225(H),ACE 일본Nikkei225(H),코스피,미분류,KIS종목정보,전체종목마스터
239660,239660.KS,PLUS 우량회사채50,PLUS 우량회사채50,코스피,미분류,KIS종목정보,전체종목마스터
241180,241180.KS,TIGER 일본니케이225,TIGER 일본니케이225,코스피,미분류,KIS종목정보,전체종목마스터
241390,241390.KS,RISE V&S셀렉트밸류채권혼합,RISE V&S셀렉트밸류채권혼합,코스피,미분류,KIS종목정보,전체종목마스터
241560,241560.KS,두산밥캣,두산밥캣,코스피,Machinery/Equipment,KIS종목정보,전체종목마스터
241590,241590.KS,화승엔터프라이즈,화승엔터프라이즈,코스피,Entertainment/Media,KIS종목정보,전체종목마스터
243880,243880.KS,TIGER 200IT레버리지,TIGER 200IT레버리지,코스피,미분류,KIS종목정보,전체종목마스터
243890,243890.KS,TIGER 200에너지화학레버리지,TIGER 200에너지화학레버리지,코스피,Oil/Chemical,KIS종목정보,전체종목마스터
244580,244580.KS,KODEX 바이오,KODEX 바이오,코스피,Bio/Healthcare,KIS종목정보,전체종목마스터
244620,244620.KS,KODEX 모멘텀Plus,KODEX 모멘텀Plus,코스피,미분류,KIS종목정보,전체종목마스터
244660,244660.KS,KODEX 퀄리티Plus,KODEX 퀄리티Plus,코스피,미분류,KIS종목정보,전체종목마스터
244670,244670.KS,KODEX 밸류Plus,KODEX 밸류Plus,코스피,미분류,KIS종목정보,전체종목마스터
244920,244920.KS,에이플러스에셋,에이플러스에셋,코스피,미분류,KIS종목정보,전체종목마스터
245340,245340.KS,TIGER 미국다우존스30,TIGER 미국다우존스30,코스피,미분류,KIS종목정보,전체종목마스터
245350,245350.KS,TIGER 유로스탁스배당30,TIGER 유로스탁스배당30,코스피,미분류,KIS종목정보,전체종목마스터
245360,245360.KS,TIGER 차이나HSCEI,TIGER 차이나HSCEI,코스피,미분류,KIS종목정보,전체종목마스터
245710,245710.KS,ACE 베트남VN30(합성),ACE 베트남VN30(합성),코스피,미분류,KIS종목정보,전체종목마스터
248070,248070.KS,솔루엠,솔루엠,코스피,미분류,KIS종목정보,전체종목마스터
248170,248170.KS,샘표식품,샘표식품,코스피,Food/Beverage,KIS종목정보,전체종목마스터
248270,248270.KS,TIGER S&P글로벌헬스케어(합성),TIGER S&P글로벌헬스케어(합성),코스피,Bio/Healthcare,KIS종목정보,전체종목마스터
249420,249420.KS,일동제약,일동제약,코스피,Bio/Healthcare,KIS종목정보,전체종목마스터
250730,250730.KS,RISE 차이나HSCEI(H),RISE 차이나HSCEI(H),코스피,미분류,KIS종목정보,전체종목마스터
250780,250780.KQ,TIGER 코스닥150선물인버스,TIGER 코스닥150선물인버스,코스피,미분류,KIS종목정보,전체종목마스터
251270,251270.KS,넷마블,넷마블,코스피,Game,KIS종목정보,전체종목마스터
251340,251340.KQ,KODEX 코스닥150선물인버스,KODEX 코스닥150선물인버스,코스피,미분류,KIS종목정보,전체종목마스터
251350,251350.KS,KODEX MSCI선진국,KODEX MSCI선진국,코스피,미분류,KIS종목정보,전체종목마스터
251590,251590.KS,PLUS 고배당저변동50,PLUS 고배당저변동50,코스피,미분류,KIS종목정보,전체종목마스터
251600,251600.KS,PLUS 고배당주채권혼합,PLUS 고배당주채권혼합,코스피,미분류,KIS종목정보,전체종목마스터
252000,252000.KS,TIGER 200동일가중,TIGER 200동일가중,코스피,미분류,KIS종목정보,전체종목마스터
252400,252400.KS,RISE 200선물레버리지,RISE 200선물레버리지,코스피,미분류,KIS종목정보,전체종목마스터
252410,252410.KS,RISE 200선물인버스,RISE 200선물인버스,코스피,미분류,KIS종목정보,전체종목마스터
252420,252420.KS,RISE 200선물인버스2X,RISE 200선물인버스2X,코스피,미분류,KIS종목정보,전체종목마스터
252650,252650.KS,KODEX 200동일가중,KODEX 200동일가중,코스피,미분류,KIS종목정보,전체종목마스터
252670,252670.KS,KODEX 200선물인버스2X,KODEX 200선물인버스2X,코스피,미분류,KIS종목정보,전체종목마스터
252710,252710.KS,TIGER 200선물인버스2X,TIGER 200선물인버스2X,코스피,미분류,KIS종목정보,전체종목마스터
253150,253150.KS,PLUS 200선물레버리지,PLUS 200선물레버리지,코스피,미분류,KIS종목정보,전체종목마스터
253160,253160.KS,PLUS 200선물인버스2X,PLUS 200선물인버스2X,코스피,미분류,KIS종목정보,전체종목마스터
253230,253230.KS,KIWOOM 200선물인버스2X,KIWOOM 200선물인버스2X,코스피,미분류,KIS종목정보,전체종목마스터
253240,253240.KS,KIWOOM 200선물인버스,KIWOOM 200선물인버스,코스피,미분류,KIS종목정보,전체종목마스터
253250,253250.KS,KIWOOM 200선물레버리지,KIWOOM 200선물레버리지,코스피,미분류,KIS종목정보,전체종목마스터
253280,253280.KS,RISE 헬스케어,RISE 헬스케어,코스피,Bio/Healthcare,KIS종목정보,전체종목마스터
253290,253290.KS,RISE 헬스케어채권혼합,RISE 헬스케어채권혼합,코스피,Bio/Healthcare,KIS종목정보,전체종목마스터
256440,256440.KS,ACE MSCI인도네시아(합성),ACE MSCI인도네시아(합성),코스피,미분류,KIS종목정보,전체종목마스터
256450,256450.KS,PLUS 심천차이넥스트(합성),PLUS 심천차이넥스트(합성),코스피,미분류,KIS종목정보,전체종목마스터
256750,256750.KS,KODEX 차이나심천ChiNext(합성),KODEX 차이나심천ChiNext(합성),코스피,미분류,KIS종목정보,전체종목마스터
259960,259960.KS,크래프톤,크래프톤,코스피,Game,KIS종목정보,전체종목마스터
261060,261060.KQ,TIGER 코스닥150IT,TIGER 코스닥150IT,코스피,미분류,KIS종목정보,전체종목마스터
261070,261070.KQ,TIGER 코스닥150바이오테크,TIGER 코스닥150바이오테크,코스피,Semiconductor,KIS종목정보,전체종목마스터
261110,261110.KS,TIGER 미국달러선물레버리지,TIGER 미국달러선물레버리지,코스피,미분류,KIS종목정보,전체종목마스터
261120,261120.KS,TIGER 미국달러선물인버스2X,TIGER 미국달러선물인버스2X,코스피,미분류,KIS종목정보,전체종목마스터
261140,261140.KS,TIGER 우선주,TIGER 우선주,코스피,미분류,KIS종목정보,전체종목마스터
261220,261220.KS,KODEX WTI원유선물(H),KODEX WTI원유선물(H),코스피,미분류,KIS종목정보,전체종목마스터
261240,261240.KS,KODEX 미국달러선물,KODEX 미국달러선물,코스피,미분류,KIS종목정보,전체종목마스터
261250,261250.KS,KODEX 미국달러선물레버리지,KODEX 미국달러선물레버리지,코스피,미분류,KIS종목정보,전체종목마스터
261260,261260.KS,KODEX 미국달러선물인버스2X,KODEX 미국달러선물인버스2X,코스피,미분류,KIS종목정보,전체종목마스터
261270,261270.KS,KODEX 미국달러선물인버스,KODEX 미국달러선물인버스,코스피,미분류,KIS종목정보,전체종목마스터
261920,261920.KS,ACE MSCI필리핀(합성),ACE MSCI필리핀(합성),코스피,미분류,KIS종목정보,전체종목마스터
264900,264900.KS,크라운제과,크라운제과,코스피,미분류,KIS종목정보,전체종목마스터
265690,265690.KS,ACE 러시아MSCI(합성),ACE 러시아MSCI(합성),코스피,미분류,KIS종목정보,전체종목마스터
266160,266160.KS,RISE 고배당,RISE 고배당,코스피,미분류,KIS종목정보,전체종목마스터
266360,266360.KS,KODEX K콘텐츠,KODEX K콘텐츠,코스피,Entertainment/Media,KIS종목정보,전체종목마스터
