code,symbol,name_kr,name,market_type,sector,source,note
000020,000020.KS,동화약품,동화약품,코스피,Bio/Healthcare,KIS종목정보,전체종목마스터
000040,000040.KS,KR모터스,KR모터스,코스피,Materials/Parts,KIS종목정보,전체종목마스터
000050,000050.KS,경방,경방,코스피,미분류,KIS종목정보,전체종목마스터
000070,000070.KS,삼양홀딩스,삼양홀딩스,코스피,Holding,KIS종목정보,전체종목마스터
000080,000080.KS,하이트진로,하이트진로,코스피,Food/Beverage,KIS종목정보,전체종목마스터
000087,000087.KS,하이트진로2우B,하이트진로2우B,코스피,Food/Beverage,KIS종목정보,전체종목마스터
000100,000100.KS,유한양행,유한양행,코스피,Bio/Healthcare,KIS종목정보,전체종목마스터
000105,000105.KS,유한양행우,유한양행우,코스피,Bio/Healthcare,KIS종목정보,전체종목마스터
000120,000120.KS,CJ대한통운,CJ대한통운,코스피,Shipping/Logistics,KIS종목정보,전체종목마스터
000140,000140.KS,하이트진로홀딩스,하이트진로홀딩스,코스피,Food/Beverage,KIS종목정보,전체종목마스터
000145,000145.KS,하이트진로홀딩스우,하이트진로홀딩스우,코스피,Food/Beverage,KIS종목정보,전체종목마스터
000150,000150.KS,두산,두산,코스피,Machinery/Equipment,KIS종목정보,전체종목마스터
000155,000155.KS,두산우,두산우,코스피,Machinery/Equipment,KIS종목정보,전체종목마스터
000157,000157.KS,두산2우B,두산2우B,코스피,Machinery/Equipment,KIS종목정보,전체종목마스터
000180,000180.KS,성창기업지주,성창기업지주,코스피,Holding,KIS종목정보,전체종목마스터
000210,000210.KS,DL,DL,코스피,Holding,KIS종목정보,전체종목마스터
000215,000215.KS,DL우,DL우,코스피,미분류,KIS종목정보,전체종목마스터
000220,000220.KS,유유제약,유유제약,코스피,Bio/Healthcare,KIS종목정보,전체종목마스터
000225,000225.KS,유유제약1우,유유제약1우,코스피,Bio/Healthcare,KIS종목정보,전체종목마스터
000227,000227.KS,유유제약2우B,유유제약2우B,코스피,Bio/Healthcare,KIS종목정보,전체종목마스터
000230,000230.KS,일동홀딩스,일동홀딩스,코스피,Holding,KIS종목정보,전체종목마스터
000240,000240.KS,한국앤컴퍼니,한국앤컴퍼니,코스피,Holding,KIS종목정보,전체종목마스터
000270,000270.KS,기아,기아,코스피,Auto,KIS종목정보,전체종목마스터
000300,000300.KS,DH오토넥스,DH오토넥스,코스피,Retail,KIS종목정보,전체종목마스터
000320,000320.KS,노루홀딩스,노루홀딩스,코스피,Holding,KIS종목정보,전체종목마스터
000325,000325.KS,노루홀딩스우,노루홀딩스우,코스피,Holding,KIS종목정보,전체종목마스터
000370,000370.KS,한화손해보험,한화손해보험,코스피,Insurance,KIS종목정보,전체종목마스터
000390,000390.KS,SP삼화,SP삼화,코스피,미분류,KIS종목정보,전체종목마스터
000400,000400.KS,롯데손해보험,롯데손해보험,코스피,Insurance,KIS종목정보,전체종목마스터
000430,000430.KS,대원강업,대원강업,코스피,미분류,KIS종목정보,전체종목마스터
000480,000480.KS,CR홀딩스,CR홀딩스,코스피,Holding,KIS종목정보,전체종목마스터
000490,000490.KS,대동,대동,코스피,Machinery/Equipment,KIS종목정보,전체종목마스터
000500,000500.KS,가온전선,가온전선,코스피,Power/Utility,KIS종목정보,전체종목마스터
000520,000520.KS,삼일제약,삼일제약,코스피,Bio/Healthcare,KIS종목정보,전체종목마스터
000540,000540.KS,흥국화재,흥국화재,코스피,Insurance,KIS종목정보,전체종목마스터
000545,000545.KS,흥국화재우,흥국화재우,코스피,Insurance,KIS종목정보,전체종목마스터
000590,000590.KS,CS홀딩스,CS홀딩스,코스피,Holding,KIS종목정보,전체종목마스터
000640,000640.KS,동아쏘시오홀딩스,동아쏘시오홀딩스,코스피,Holding,KIS종목정보,전체종목마스터
000650,000650.KS,천일고속,천일고속,코스피,미분류,KIS종목정보,전체종목마스터
000660,000660.KS,SK하이닉스,SK하이닉스,코스피,Semiconductor,KIS종목정보,전체종목마스터
000670,000670.KS,영풍,영풍,코스피,Steel/Metal,KIS종목정보,전체종목마스터
000680,000680.KS,LS네트웍스,LS네트웍스,코스피,미분류,KIS종목정보,전체종목마스터
000700,000700.KS,유수홀딩스,유수홀딩스,코스피,Holding,KIS종목정보,전체종목마스터
000720,000720.KS,현대건설,현대건설,코스피,Construction,KIS종목정보,전체종목마스터
000725,000725.KS,현대건설우,현대건설우,코스피,Construction,KIS종목정보,전체종목마스터
000760,000760.KS,이화산업,이화산업,코스피,Machinery/Equipment,KIS종목정보,전체종목마스터
000810,000810.KS,삼성화재,삼성화재,코스피,Insurance,KIS종목정보,전체종목마스터
000815,000815.KS,삼성화재우,삼성화재우,코스피,Insurance,KIS종목정보,전체종목마스터
000850,000850.KS,화천기공,화천기공,코스피,Machinery/Equipment,KIS종목정보,전체종목마스터
000860,000860.KS,강남제비스코,강남제비스코,코스피,Construction,KIS종목정보,전체종목마스터
000880,000880.KS,한화,한화,코스피,Holding,KIS종목정보,전체종목마스터
000890,000890.KS,보해양조,보해양조,코스피,Shipbuilding,KIS종목정보,전체종목마스터
000910,000910.KS,유니온,유니온,코스피,미분류,KIS종목정보,전체종목마스터
000950,000950.KS,전방,전방,코스피,미분류,KIS종목정보,전체종목마스터
000970,000970.KS,한국주철관,한국주철관,코스피,미분류,KIS종목정보,전체종목마스터
000990,000990.KS,DB하이텍,DB하이텍,코스피,Semiconductor,KIS종목정보,전체종목마스터
001020,001020.KS,페이퍼코리아,페이퍼코리아,코스피,Internet/Platform,KIS종목정보,전체종목마스터
001040,001040.KS,CJ,CJ,코스피,Food/Beverage,KIS종목정보,전체종목마스터
001045,001045.KS,CJ우,CJ우,코스피,미분류,KIS종목정보,전체종목마스터
001060,001060.KS,JW중외제약,JW중외제약,코스피,Bio/Healthcare,KIS종목정보,전체종목마스터
001065,001065.KS,JW중외제약우,JW중외제약우,코스피,Bio/Healthcare,KIS종목정보,전체종목마스터
001067,001067.KS,JW중외제약2우B,JW중외제약2우B,코스피,Bio/Healthcare,KIS종목정보,전체종목마스터
001070,001070.KS,대한방직,대한방직,코스피,Textile/Apparel,KIS종목정보,전체종목마스터
001080,001080.KS,만호제강,만호제강,코스피,미분류,KIS종목정보,전체종목마스터
001120,001120.KS,LX인터내셔널,LX인터내셔널,코스피,Steel/Metal,KIS종목정보,전체종목마스터
001130,001130.KS,대한제분,대한제분,코스피,Food/Beverage,KIS종목정보,전체종목마스터
001200,001200.KS,유진투자증권,유진투자증권,코스피,Securities,KIS종목정보,전체종목마스터
001210,001210.KS,금호전기,금호전기,코스피,Power/Utility,KIS종목정보,전체종목마스터
001230,001230.KS,동국홀딩스,동국홀딩스,코스피,Holding,KIS종목정보,전체종목마스터
001250,001250.KS,GS글로벌,GS글로벌,코스피,Oil/Chemical,KIS종목정보,전체종목마스터
001260,001260.KS,남광토건,남광토건,코스피,Construction,KIS종목정보,전체종목마스터
001270,001270.KS,부국증권,부국증권,코스피,Securities,KIS종목정보,전체종목마스터
001275,001275.KS,부국증권우,부국증권우,코스피,Securities,KIS종목정보,전체종목마스터
001290,001290.KS,상상인증권,상상인증권,코스피,Securities,KIS종목정보,전체종목마스터
001340,001340.KS,PKC,PKC,코스피,미분류,KIS종목정보,전체종목마스터
001360,001360.KS,삼성제약,삼성제약,코스피,Bio/Healthcare,KIS종목정보,전체종목마스터
001380,001380.KS,SG글로벌,SG글로벌,코스피,미분류,KIS종목정보,전체종목마스터
001390,001390.KS,KG케미칼,KG케미칼,코스피,Oil/Chemical,KIS종목정보,전체종목마스터
001420,001420.KS,태원물산,태원물산,코스피,Oil/Chemical,KIS종목정보,전체종목마스터
001430,001430.KS,세아베스틸지주,세아베스틸지주,코스피,Holding,KIS종목정보,전체종목마스터
001440,001440.KS,대한전선,대한전선,코스피,Power/Utility,KIS종목정보,전체종목마스터
001450,001450.KS,현대해상,현대해상,코스피,Insurance,KIS종목정보,전체종목마스터
001460,001460.KS,BYC,BYC,코스피,미분류,KIS종목정보,전체종목마스터
001465,001465.KS,BYC우,BYC우,코스피,미분류,KIS종목정보,전체종목마스터
001470,001470.KS,삼부토건,삼부토건,코스피,Construction,KIS종목정보,전체종목마스터
001500,001500.KS,현대차증권,현대차증권,코스피,Auto,KIS종목정보,전체종목마스터
001510,001510.KS,SK증권,SK증권,코스피,Securities,KIS종목정보,전체종목마스터
001515,001515.KS,SK증권우,SK증권우,코스피,Securities,KIS종목정보,전체종목마스터
001520,001520.KS,동양,동양,코스피,Holding,KIS종목정보,전체종목마스터
001525,001525.KS,동양우,동양우,코스피,미분류,KIS종목정보,전체종목마스터
001527,001527.KS,동양2우B,동양2우B,코스피,미분류,KIS종목정보,전체종목마스터
001530,001530.KS,DI동일,DI동일,코스피,미분류,KIS종목정보,전체종목마스터
001550,001550.KS,조비,조비,코스피,Food/Beverage,KIS종목정보,전체종목마스터
001560,001560.KS,제일연마,제일연마,코스피,미분류,KIS종목정보,전체종목마스터
001570,001570.KS,금양,금양,코스피,Materials/Parts,KIS종목정보,전체종목마스터
001620,001620.KS,케이비아이동국실업,케이비아이동국실업,코스피,미분류,KIS종목정보,전체종목마스터
001630,001630.KS,종근당홀딩스,종근당홀딩스,코스피,Holding,KIS종목정보,전체종목마스터
001680,001680.KS,대상,대상,코스피,Food/Beverage,KIS종목정보,전체종목마스터
001685,001685.KS,대상우,대상우,코스피,미분류,KIS종목정보,전체종목마스터
001720,001720.KS,신영증권,신영증권,코스피,Securities,KIS종목정보,전체종목마스터
001740,001740.KS,SK네트웍스,SK네트웍스,코스피,미분류,KIS종목정보,전체종목마스터
001750,001750.KS,한양증권,한양증권,코스피,Securities,KIS종목정보,전체종목마스터
001755,001755.KS,한양증권우,한양증권우,코스피,Securities,KIS종목정보,전체종목마스터
001770,001770.KS,SHD,SHD,코스피,미분류,KIS종목정보,전체종목마스터
001780,001780.KS,알루코,알루코,코스피,Materials/Parts,KIS종목정보,전체종목마스터
001790,001790.KS,대한제당,대한제당,코스피,Food/Beverage,KIS종목정보,전체종목마스터
001795,001795.KS,대한제당우,대한제당우,코스피,Food/Beverage,KIS종목정보,전체종목마스터
001800,001800.KS,오리온홀딩스,오리온홀딩스,코스피,Food/Beverage,KIS종목정보,전체종목마스터
001820,001820.KS,삼화콘덴서,삼화콘덴서,코스피,Renewable/Energy,KIS종목정보,전체종목마스터
001940,001940.KS,KISCO홀딩스,KISCO홀딩스,코스피,Semiconductor,KIS종목정보,전체종목마스터
002020,002020.KS,코오롱,코오롱,코스피,Holding,KIS종목정보,전체종목마스터
002025,002025.KS,코오롱우,코오롱우,코스피,미분류,KIS종목정보,전체종목마스터
002030,002030.KS,아세아,아세아,코스피,Construction,KIS종목정보,전체종목마스터
002070,002070.KS,비비안,비비안,코스피,미분류,KIS종목정보,전체종목마스터
002100,002100.KS,경농,경농,코스피,Food/Beverage,KIS종목정보,전체종목마스터
002140,002140.KS,고려산업,고려산업,코스피,Machinery/Equipment,KIS종목정보,전체종목마스터
002150,002150.KS,도화엔지니어링,도화엔지니어링,코스피,Construction,KIS종목정보,전체종목마스터
002170,002170.KS,SYTS,SYTS,코스피,미분류,KIS종목정보,전체종목마스터
002200,002200.KS,한국수출포장,한국수출포장,코스피,Paper/Wood,KIS종목정보,전체종목마스터
002210,002210.KS,동성제약,동성제약,코스피,Bio/Healthcare,KIS종목정보,전체종목마스터
002220,002220.KS,한일철강,한일철강,코스피,Steel/Metal,KIS종목정보,전체종목마스터
002240,002240.KS,고려제강,고려제강,코스피,미분류,KIS종목정보,전체종목마스터
002310,002310.KS,아세아제지,아세아제지,코스피,Paper/Wood,KIS종목정보,전체종목마스터
002320,002320.KS,한진,한진,코스피,Shipping/Logistics,KIS종목정보,전체종목마스터
002350,002350.KS,넥센타이어,넥센타이어,코스피,Auto,KIS종목정보,전체종목마스터
002355,002355.KS,넥센타이어1우B,넥센타이어1우B,코스피,Auto,KIS종목정보,전체종목마스터
002360,002360.KS,SH에너지화학,SH에너지화학,코스피,Oil/Chemical,KIS종목정보,전체종목마스터
002380,002380.KS,KCC,KCC,코스피,Construction,KIS종목정보,전체종목마스터
002390,002390.KS,한독,한독,코스피,AI/Software,KIS종목정보,전체종목마스터
002410,002410.KS,범양건영,범양건영,코스피,Construction,KIS종목정보,전체종목마스터
002420,002420.KS,세기상사,세기상사,코스피,Entertainment/Media,KIS종목정보,전체종목마스터
002450,002450.KS,삼익악기,삼익악기,코스피,미분류,KIS종목정보,전체종목마스터
002460,002460.KS,HS화성,HS화성,코스피,Construction,KIS종목정보,전체종목마스터
002600,002600.KS,조흥,조흥,코스피,Food/Beverage,KIS종목정보,전체종목마스터
002620,002620.KS,제일파마홀딩스,제일파마홀딩스,코스피,Holding,KIS종목정보,전체종목마스터
002630,002630.KS,오리엔트바이오,오리엔트바이오,코스피,Bio/Healthcare,KIS종목정보,전체종목마스터
002690,002690.KS,동일제강,동일제강,코스피,미분류,KIS종목정보,전체종목마스터
002700,002700.KS,신일전자,신일전자,코스피,Materials/Parts,KIS종목정보,전체종목마스터
002710,002710.KS,TCC스틸,TCC스틸,코스피,Materials/Parts,KIS종목정보,전체종목마스터
002720,002720.KS,국제약품,국제약품,코스피,Bio/Healthcare,KIS종목정보,전체종목마스터
002760,002760.KS,보락,보락,코스피,AI/Software,KIS종목정보,전체종목마스터
002780,002780.KS,진흥기업,진흥기업,코스피,Construction,KIS종목정보,전체종목마스터
002785,002785.KS,진흥기업우B,진흥기업우B,코스피,미분류,KIS종목정보,전체종목마스터
002787,002787.KS,진흥기업2우B,진흥기업2우B,코스피,미분류,KIS종목정보,전체종목마스터
002790,002790.KS,아모레퍼시픽홀딩스,아모레퍼시픽홀딩스,코스피,Cosmetics,KIS종목정보,전체종목마스터
002795,002795.KS,아모레퍼시픽홀딩스우,아모레퍼시픽홀딩스우,코스피,Cosmetics,KIS종목정보,전체종목마스터
002810,002810.KS,삼영무역,삼영무역,코스피,미분류,KIS종목정보,전체종목마스터
002820,002820.KS,SUN&L,SUN&L,코스피,Construction,KIS종목정보,전체종목마스터
002840,002840.KS,미원상사,미원상사,코스피,미분류,KIS종목정보,전체종목마스터
002870,002870.KS,신풍,신풍,코스피,Paper/Wood,KIS종목정보,전체종목마스터
002880,002880.KS,디와이에이,디와이에이,코스피,미분류,KIS종목정보,전체종목마스터
002900,002900.KS,TYM,TYM,코스피,Machinery/Equipment,KIS종목정보,전체종목마스터
002920,002920.KS,유성기업,유성기업,코스피,미분류,KIS종목정보,전체종목마스터
002960,002960.KS,한국쉘석유,한국쉘석유,코스피,Oil/Chemical,KIS종목정보,전체종목마스터
002990,002990.KS,금호건설,금호건설,코스피,Construction,KIS종목정보,전체종목마스터
002995,002995.KS,금호건설우,금호건설우,코스피,Construction,KIS종목정보,전체종목마스터
003000,003000.KS,부광약품,부광약품,코스피,Bio/Healthcare,KIS종목정보,전체종목마스터
003010,003010.KS,혜인,혜인,코스피,미분류,KIS종목정보,전체종목마스터
003030,003030.KS,세아제강지주,세아제강지주,코스피,Holding,KIS종목정보,전체종목마스터
003060,003060.KS,에이프로젠바이오로직스,에이프로젠바이오로직스,코스피,Bio/Healthcare,KIS종목정보,전체종목마스터
003070,003070.KS,코오롱글로벌,코오롱글로벌,코스피,Construction,KIS종목정보,전체종목마스터
003075,003075.KS,코오롱글로벌우,코오롱글로벌우,코스피,미분류,KIS종목정보,전체종목마스터
003080,003080.KS,SB성보,SB성보,코스피,Food/Beverage,KIS종목정보,전체종목마스터
003090,003090.KS,대웅,대웅,코스피,Bio/Healthcare,KIS종목정보,전체종목마스터
003120,003120.KS,일성아이에스,일성아이에스,코스피,AI/Software,KIS종목정보,전체종목마스터
003160,003160.KS,디아이,디아이,코스피,Semiconductor,KIS종목정보,전체종목마스터
003200,003200.KS,일신방직,일신방직,코스피,Textile/Apparel,KIS종목정보,전체종목마스터
003220,003220.KS,대원제약,대원제약,코스피,Bio/Healthcare,KIS종목정보,전체종목마스터
003230,003230.KS,삼양식품,삼양식품,코스피,Food/Beverage,KIS종목정보,전체종목마스터
003240,003240.KS,태광산업,태광산업,코스피,Machinery/Equipment,KIS종목정보,전체종목마스터
003280,003280.KS,흥아해운,흥아해운,코스피,Shipping/Logistics,KIS종목정보,전체종목마스터
003300,003300.KS,한일홀딩스,한일홀딩스,코스피,Holding,KIS종목정보,전체종목마스터
003350,003350.KS,한국화장품제조,한국화장품제조,코스피,Cosmetics,KIS종목정보,전체종목마스터
003460,003460.KS,유화증권,유화증권,코스피,Securities,KIS종목정보,전체종목마스터
003465,003465.KS,유화증권우,유화증권우,코스피,Securities,KIS종목정보,전체종목마스터
003470,003470.KS,유안타증권,유안타증권,코스피,Securities,KIS종목정보,전체종목마스터
003475,003475.KS,유안타증권우,유안타증권우,코스피,Securities,KIS종목정보,전체종목마스터
003480,003480.KS,한진중공업홀딩스,한진중공업홀딩스,코스피,Shipbuilding,KIS종목정보,전체종목마스터
003490,003490.KS,대한항공,대한항공,코스피,Defense/Aerospace,KIS종목정보,전체종목마스터
003495,003495.KS,대한항공우,대한항공우,코스피,Defense/Aerospace,KIS종목정보,전체종목마스터
003520,003520.KS,영진약품,영진약품,코스피,Bio/Healthcare,KIS종목정보,전체종목마스터
003530,003530.KS,한화투자증권,한화투자증권,코스피,Securities,KIS종목정보,전체종목마스터
003535,003535.KS,한화투자증권우,한화투자증권우,코스피,Securities,KIS종목정보,전체종목마스터
003540,003540.KS,대신증권,대신증권,코스피,Securities,KIS종목정보,전체종목마스터
003545,003545.KS,대신증권우,대신증권우,코스피,Securities,KIS종목정보,전체종목마스터
003547,003547.KS,대신증권2우B,대신증권2우B,코스피,Securities,KIS종목정보,전체종목마스터
003550,003550.KS,LG,LG,코스피,Holding,KIS종목정보,전체종목마스터
003555,003555.KS,LG우,LG우,코스피,미분류,KIS종목정보,전체종목마스터
003570,003570.KS,SNT다이내믹스,SNT다이내믹스,코스피,미분류,KIS종목정보,전체종목마스터
003580,003580.KS,HLB글로벌,HLB글로벌,코스피,Construction,KIS종목정보,전체종목마스터
003610,003610.KS,방림,방림,코스피,미분류,KIS종목정보,전체종목마스터
003620,003620.KS,KG모빌리티,KG모빌리티,코스피,미분류,KIS종목정보,전체종목마스터
003650,003650.KS,미창석유,미창석유,코스피,Oil/Chemical,KIS종목정보,전체종목마스터
003670,003670.KS,포스코퓨처엠,포스코퓨처엠,코스피,Battery/EV,KIS종목정보,전체종목마스터
003680,003680.KS,한성기업,한성기업,코스피,AI/Software,KIS종목정보,전체종목마스터
003690,003690.KS,코리안리,코리안리,코스피,Insurance,KIS종목정보,전체종목마스터
003720,003720.KS,삼영,삼영,코스피,미분류,KIS종목정보,전체종목마스터
003780,003780.KS,진양산업,진양산업,코스피,Machinery/Equipment,KIS종목정보,전체종목마스터
003830,003830.KS,대한화섬,대한화섬,코스피,미분류,KIS종목정보,전체종목마스터
003850,003850.KS,보령,보령,코스피,AI/Software,KIS종목정보,전체종목마스터
003920,003920.KS,남양유업,남양유업,코스피,미분류,KIS종목정보,전체종목마스터
003925,003925.KS,남양유업우,남양유업우,코스피,미분류,KIS종목정보,전체종목마스터
003960,003960.KS,사조대림,사조대림,코스피,AI/Software,KIS종목정보,전체종목마스터
004000,004000.KS,롯데정밀화학,롯데정밀화학,코스피,Oil/Chemical,KIS종목정보,전체종목마스터
004020,004020.KS,현대제철,현대제철,코스피,Steel/Metal,KIS종목정보,전체종목마스터
004060,004060.KS,SG세계물산,SG세계물산,코스피,미분류,KIS종목정보,전체종목마스터
004080,004080.KS,신흥,신흥,코스피,미분류,KIS종목정보,전체종목마스터
004090,004090.KS,한국석유,한국석유,코스피,Oil/Chemical,KIS종목정보,전체종목마스터
004100,004100.KS,태양금속,태양금속,코스피,Steel/Metal,KIS종목정보,전체종목마스터
004105,004105.KS,태양금속우,태양금속우,코스피,Steel/Metal,KIS종목정보,전체종목마스터
004140,004140.KS,동방,동방,코스피,Shipping/Logistics,KIS종목정보,전체종목마스터
004150,004150.KS,한솔홀딩스,한솔홀딩스,코스피,Holding,KIS종목정보,전체종목마스터
004170,004170.KS,신세계,신세계,코스피,Retail,KIS종목정보,전체종목마스터
004250,004250.KS,NPC,NPC,코스피,미분류,KIS종목정보,전체종목마스터
004255,004255.KS,NPC우,NPC우,코스피,미분류,KIS종목정보,전체종목마스터
004270,004270.KS,남성,남성,코스피,미분류,KIS종목정보,전체종목마스터
004310,004310.KS,현대약품,현대약품,코스피,Bio/Healthcare,KIS종목정보,전체종목마스터
004360,004360.KS,세방,세방,코스피,미분류,KIS종목정보,전체종목마스터
004365,004365.KS,세방우,세방우,코스피,미분류,KIS종목정보,전체종목마스터
004370,004370.KS,농심,농심,코스피,Food/Beverage,KIS종목정보,전체종목마스터
004380,004380.KS,삼익THK,삼익THK,코스피,Machinery/Equipment,KIS종목정보,전체종목마스터
004410,004410.KS,서울식품,서울식품,코스피,Food/Beverage,KIS종목정보,전체종목마스터
004415,004415.KS,서울식품우,서울식품우,코스피,Food/Beverage,KIS종목정보,전체종목마스터
004430,004430.KS,송원산업,송원산업,코스피,Machinery/Equipment,KIS종목정보,전체종목마스터
004440,004440.KS,삼일씨엔에스,삼일씨엔에스,코스피,미분류,KIS종목정보,전체종목마스터
004450,004450.KS,삼화왕관,삼화왕관,코스피,미분류,KIS종목정보,전체종목마스터
004490,004490.KS,세방전지,세방전지,코스피,Battery/EV,KIS종목정보,전체종목마스터
004540,004540.KS,깨끗한나라,깨끗한나라,코스피,Paper/Wood,KIS종목정보,전체종목마스터
004545,004545.KS,깨끗한나라우,깨끗한나라우,코스피,미분류,KIS종목정보,전체종목마스터
004560,004560.KS,현대비앤지스틸,현대비앤지스틸,코스피,미분류,KIS종목정보,전체종목마스터
004690,004690.KS,삼천리,삼천리,코스피,미분류,KIS종목정보,전체종목마스터
004700,004700.KS,조광피혁,조광피혁,코스피,미분류,KIS종목정보,전체종목마스터
004710,004710.KS,한솔테크닉스,한솔테크닉스,코스피,Machinery/Equipment,KIS종목정보,전체종목마스터
004720,004720.KS,팜젠사이언스,팜젠사이언스,코스피,Bio/Healthcare,KIS종목정보,전체종목마스터
004770,004770.KS,써니전자,써니전자,코스피,Materials/Parts,KIS종목정보,전체종목마스터
004800,004800.KS,효성,효성,코스피,미분류,KIS종목정보,전체종목마스터
004830,004830.KS,덕성,덕성,코스피,미분류,KIS종목정보,전체종목마스터
004835,004835.KS,덕성우,덕성우,코스피,미분류,KIS종목정보,전체종목마스터
004840,004840.KS,DRB동일,DRB동일,코스피,미분류,KIS종목정보,전체종목마스터
004870,004870.KS,티웨이홀딩스,티웨이홀딩스,코스피,Airline,KIS종목정보,전체종목마스터
004890,004890.KS,동일산업,동일산업,코스피,Machinery/Equipment,KIS종목정보,전체종목마스터
004910,004910.KS,조광페인트,조광페인트,코스피,미분류,KIS종목정보,전체종목마스터
004920,004920.KS,씨아이테크,씨아이테크,코스피,Machinery/Equipment,KIS종목정보,전체종목마스터
004960,004960.KS,한신공영,한신공영,코스피,미분류,KIS종목정보,전체종목마스터
004970,004970.KS,신라교역,신라교역,코스피,AI/Software,KIS종목정보,전체종목마스터
004980,004980.KS,성신양회,성신양회,코스피,Construction,KIS종목정보,전체종목마스터
004985,004985.KS,성신양회우,성신양회우,코스피,미분류,KIS종목정보,전체종목마스터
004990,004990.KS,롯데지주,롯데지주,코스피,Holding,KIS종목정보,전체종목마스터
005010,005010.KS,휴스틸,휴스틸,코스피,미분류,KIS종목정보,전체종목마스터
005030,005030.KS,부산주공,부산주공,코스피,미분류,KIS종목정보,전체종목마스터
005070,005070.KS,코스모신소재,코스모신소재,코스피,Materials/Parts,KIS종목정보,전체종목마스터
005090,005090.KS,SGC에너지,SGC에너지,코스피,Renewable/Energy,KIS종목정보,전체종목마스터
005110,005110.KS,한창,한창,코스피,미분류,KIS종목정보,전체종목마스터
005180,005180.KS,빙그레,빙그레,코스피,미분류,KIS종목정보,전체종목마스터
005250,005250.KS,녹십자홀딩스,녹십자홀딩스,코스피,Holding,KIS종목정보,전체종목마스터
005257,005257.KS,녹십자홀딩스2우,녹십자홀딩스2우,코스피,Holding,KIS종목정보,전체종목마스터
005300,005300.KS,롯데칠성,롯데칠성,코스피,Food/Beverage,KIS종목정보,전체종목마스터
005305,005305.KS,롯데칠성우,롯데칠성우,코스피,Food/Beverage,KIS종목정보,전체종목마스터
005320,005320.KS,온타이드,온타이드,코스피,미분류,KIS종목정보,전체종목마스터
005360,005360.KS,모나미,모나미,코스피,미분류,KIS종목정보,전체종목마스터
005380,005380.KS,현대차,현대차,코스피,Auto,KIS종목정보,전체종목마스터
005385,005385.KS,현대차우,현대차우,코스피,Auto,KIS종목정보,전체종목마스터
005387,005387.KS,현대차2우B,현대차2우B,코스피,Auto,KIS종목정보,전체종목마스터
005389,005389.KS,현대차3우B,현대차3우B,코스피,Auto,KIS종목정보,전체종목마스터
005420,005420.KS,코스모화학,코스모화학,코스피,Oil/Chemical,KIS종목정보,전체종목마스터
005430,005430.KS,한국공항,한국공항,코스피,Airline,KIS종목정보,전체종목마스터
005440,005440.KS,현대지에프홀딩스,현대지에프홀딩스,코스피,Holding,KIS종목정보,전체종목마스터
005490,005490.KS,POSCO홀딩스,POSCO홀딩스,코스피,Steel/Metal,KIS종목정보,전체종목마스터
005500,005500.KS,삼진제약,삼진제약,코스피,Bio/Healthcare,KIS종목정보,전체종목마스터
005610,005610.KS,삼립,삼립,코스피,Food/Beverage,KIS종목정보,전체종목마스터
005680,005680.KS,삼영전자,삼영전자,코스피,Materials/Parts,KIS종목정보,전체종목마스터
005690,005690.KS,파미셀,파미셀,코스피,Bio/Healthcare,KIS종목정보,전체종목마스터
005720,005720.KS,넥센,넥센,코스피,미분류,KIS종목정보,전체종목마스터
005725,005725.KS,넥센우,넥센우,코스피,미분류,KIS종목정보,전체종목마스터
005740,005740.KS,크라운해태홀딩스,크라운해태홀딩스,코스피,Holding,KIS종목정보,전체종목마스터
005745,005745.KS,크라운해태홀딩스우,크라운해태홀딩스우,코스피,Holding,KIS종목정보,전체종목마스터
005750,005750.KS,대림바스,대림바스,코스피,Construction,KIS종목정보,전체종목마스터
005800,005800.KS,신영와코루,신영와코루,코스피,미분류,KIS종목정보,전체종목마스터
005810,005810.KS,풍산홀딩스,풍산홀딩스,코스피,Defense/Aerospace,KIS종목정보,전체종목마스터
005820,005820.KS,원림,원림,코스피,미분류,KIS종목정보,전체종목마스터
005830,005830.KS,DB손해보험,DB손해보험,코스피,Insurance,KIS종목정보,전체종목마스터
005850,005850.KS,에스엘,에스엘,코스피,미분류,KIS종목정보,전체종목마스터
005870,005870.KS,휴니드,휴니드,코스피,Defense/Aerospace,KIS종목정보,전체종목마스터
005880,005880.KS,대한해운,대한해운,코스피,Shipping/Logistics,KIS종목정보,전체종목마스터
005930,005930.KS,삼성전자,삼성전자,코스피,Semiconductor,KIS종목정보,전체종목마스터
005935,005935.KS,삼성전자우,삼성전자우,코스피,Semiconductor,KIS종목정보,전체종목마스터
005940,005940.KS,NH투자증권,NH투자증권,코스피,Securities,KIS종목정보,전체종목마스터
005945,005945.KS,NH투자증권우,NH투자증권우,코스피,Securities,KIS종목정보,전체종목마스터
005950,005950.KS,이수화학,이수화학,코스피,Oil/Chemical,KIS종목정보,전체종목마스터
005960,005960.KS,동부건설,동부건설,코스피,Construction,KIS종목정보,전체종목마스터
005965,005965.KS,동부건설우,동부건설우,코스피,Construction,KIS종목정보,전체종목마스터
006040,006040.KS,동원산업,동원산업,코스피,Machinery/Equipment,KIS종목정보,전체종목마스터
006060,006060.KS,화승인더,화승인더,코스피,Textile/Apparel,KIS종목정보,전체종목마스터
006090,006090.KS,사조오양,사조오양,코스피,AI/Software,KIS종목정보,전체종목마스터
006110,006110.KS,삼아알미늄,삼아알미늄,코스피,Materials/Parts,KIS종목정보,전체종목마스터
