market,symbol,ticker,current_price,last_price,현재가,quote_source,quote_source_label,data_status,price_data_status,last_time,updated_at
kr,006400,006400,655000.0,655000.0,"655,000원",KIS Open API,KIS 현재가,API 현재가 수신,success,05-26 09:29 KST,2026-05-26 09:29:48 KST
kr,007660,007660,142800.0,142800.0,"142,800원",KIS Open API,KIS 현재가,API 현재가 수신,success,05-26 09:29 KST,2026-05-26 09:29:48 KST
kr,009150,009150,1480000.0,1480000.0,"1,480,000원",KIS Open API,KIS 현재가,API 현재가 수신,success,05-26 09:29 KST,2026-05-26 09:29:48 KST
kr,009540,009540,435500.0,435500.0,"435,500원",KIS Open API,KIS 현재가,API 현재가 수신,success,05-26 09:29 KST,2026-05-26 09:29:48 KST
kr,010120,010120,281250.0,281250.0,"281,250원",KIS Open API,KIS 현재가,API 현재가 수신,success,05-26 09:29 KST,2026-05-26 09:29:48 KST
kr,010130,010130,1469000.0,1469000.0,"1,469,000원",KIS Open API,KIS 현재가,API 현재가 수신,success,05-26 09:29 KST,2026-05-26 09:29:48 KST
kr,010140,010140,30350.0,30350.0,"30,350원",KIS Open API,KIS 현재가,API 현재가 수신,success,05-26 09:29 KST,2026-05-26 09:29:48 KST
kr,010950,010950,110300.0,110300.0,"110,300원",KIS Open API,KIS 현재가,API 현재가 수신,success,05-26 09:29 KST,2026-05-26 09:29:48 KST
kr,011070,011070,1058000.0,1058000.0,"1,058,000원",KIS Open API,KIS 현재가,API 현재가 수신,success,05-26 09:29 KST,2026-05-26 09:29:48 KST
kr,011200,011200,20400.0,20400.0,"20,400원",KIS Open API,KIS 현재가,API 현재가 수신,success,05-26 09:29 KST,2026-05-26 09:29:48 KST
kr,012330,012330,661000.0,661000.0,"661,000원",KIS Open API,KIS 현재가,API 현재가 수신,success,05-26 09:29 KST,2026-05-26 09:29:48 KST
kr,012450,012450,1263000.0,1263000.0,"1,263,000원",KIS Open API,KIS 현재가,API 현재가 수신,success,05-26 09:29 KST,2026-05-26 09:29:48 KST
kr,015760,015760,40800.0,40800.0,"40,800원",KIS Open API,KIS 현재가,API 현재가 수신,success,05-26 09:29 KST,2026-05-26 09:29:48 KST
kr,017670,017670,100600.0,100600.0,"100,600원",KIS Open API,KIS 현재가,API 현재가 수신,success,05-26 09:29 KST,2026-05-26 09:29:48 KST
kr,018260,018260,200500.0,200500.0,"200,500원",KIS Open API,KIS 현재가,API 현재가 수신,success,05-26 09:29 KST,2026-05-26 09:29:48 KST
kr,028670,028670,6060.0,6060.0,"6,060원",KIS Open API,KIS 현재가,API 현재가 수신,success,05-26 09:29 KST,2026-05-26 09:29:48 KST
kr,030200,030200,55400.0,55400.0,"55,400원",KIS Open API,KIS 현재가,API 현재가 수신,success,05-26 09:29 KST,2026-05-26 09:29:48 KST
kr,032640,032640,15510.0,15510.0,"15,510원",KIS Open API,KIS 현재가,API 현재가 수신,success,05-26 09:29 KST,2026-05-26 09:29:48 KST
kr,032830,032830,361500.0,361500.0,"361,500원",KIS Open API,KIS 현재가,API 현재가 수신,success,05-26 09:29 KST,2026-05-26 09:29:48 KST
kr,034020,034020,113400.0,113400.0,"113,400원",KIS Open API,KIS 현재가,API 현재가 수신,success,05-26 09:29 KST,2026-05-26 09:29:48 KST
kr,034730,034730,657000.0,657000.0,"657,000원",KIS Open API,KIS 현재가,API 현재가 수신,success,05-26 09:29 KST,2026-05-26 09:29:48 KST
kr,035420,035420,203750.0,203750.0,"203,750원",KIS Open API,KIS 현재가,API 현재가 수신,success,05-26 09:29 KST,2026-05-26 09:29:48 KST
kr,035720,035720,41950.0,41950.0,"41,950원",KIS Open API,KIS 현재가,API 현재가 수신,success,05-26 09:29 KST,2026-05-26 09:29:48 KST
kr,035900,035900,60800.0,60800.0,"60,800원",KIS Open API,KIS 현재가,API 현재가 수신,success,05-26 09:29 KST,2026-05-26 09:29:48 KST
kr,036930,036930,225500.0,225500.0,"225,500원",KIS Open API,KIS 현재가,API 현재가 수신,success,05-26 09:29 KST,2026-05-26 09:29:48 KST
kr,039030,039030,564000.0,564000.0,"564,000원",KIS Open API,KIS 현재가,API 현재가 수신,success,05-26 09:29 KST,2026-05-26 09:29:48 KST
kr,039440,039440,33000.0,33000.0,"33,000원",KIS Open API,KIS 현재가,API 현재가 수신,success,05-26 09:29 KST,2026-05-26 09:29:48 KST
kr,041510,041510,87700.0,87700.0,"87,700원",KIS Open API,KIS 현재가,API 현재가 수신,success,05-26 09:29 KST,2026-05-26 09:29:48 KST
kr,042660,042660,129900.0,129900.0,"129,900원",KIS Open API,KIS 현재가,API 현재가 수신,success,05-26 09:29 KST,2026-05-26 09:29:48 KST
kr,042700,042700,323500.0,323500.0,"323,500원",KIS Open API,KIS 현재가,API 현재가 수신,success,05-26 09:29 KST,2026-05-26 09:29:48 KST
kr,047810,047810,168400.0,168400.0,"168,400원",KIS Open API,KIS 현재가,API 현재가 수신,success,05-26 09:29 KST,2026-05-26 09:29:48 KST
kr,051910,051910,356500.0,356500.0,"356,500원",KIS Open API,KIS 현재가,API 현재가 수신,success,05-26 09:29 KST,2026-05-26 09:29:48 KST
kr,055550,055550,98200.0,98200.0,"98,200원",KIS Open API,KIS 현재가,API 현재가 수신,success,05-26 09:29 KST,2026-05-26 09:29:48 KST
kr,058470,058470,111200.0,111200.0,"111,200원",KIS Open API,KIS 현재가,API 현재가 수신,success,05-26 09:29 KST,2026-05-26 09:29:48 KST
kr,064350,064350,208500.0,208500.0,"208,500원",KIS Open API,KIS 현재가,API 현재가 수신,success,05-26 09:29 KST,2026-05-26 09:29:48 KST
kr,066970,066970,163300.0,163300.0,"163,300원",KIS Open API,KIS 현재가,API 현재가 수신,success,05-26 09:29 KST,2026-05-26 09:29:48 KST
kr,067310,067310,52500.0,52500.0,"52,500원",KIS Open API,KIS 현재가,API 현재가 수신,success,05-26 09:29 KST,2026-05-26 09:29:48 KST
kr,068270,068270,198600.0,198600.0,"198,600원",KIS Open API,KIS 현재가,API 현재가 수신,success,05-26 09:29 KST,2026-05-26 09:29:48 KST
kr,078930,078930,77400.0,77400.0,"77,400원",KIS Open API,KIS 현재가,API 현재가 수신,success,05-26 09:29 KST,2026-05-26 09:29:48 KST
kr,079550,079550,918000.0,918000.0,"918,000원",KIS Open API,KIS 현재가,API 현재가 수신,success,05-26 09:29 KST,2026-05-26 09:29:48 KST
kr,086280,086280,239500.0,239500.0,"239,500원",KIS Open API,KIS 현재가,API 현재가 수신,success,05-26 09:29 KST,2026-05-26 09:29:48 KST
kr,086520,086520,153700.0,153700.0,"153,700원",KIS Open API,KIS 현재가,API 현재가 수신,success,05-26 09:29 KST,2026-05-26 09:29:48 KST
kr,086790,086790,122500.0,122500.0,"122,500원",KIS Open API,KIS 현재가,API 현재가 수신,success,05-26 09:29 KST,2026-05-26 09:29:48 KST
kr,086900,086900,100800.0,100800.0,"100,800원",KIS Open API,KIS 현재가,API 현재가 수신,success,05-26 09:29 KST,2026-05-26 09:29:48 KST
kr,089030,089030,58300.0,58300.0,"58,300원",KIS Open API,KIS 현재가,API 현재가 수신,success,05-26 09:29 KST,2026-05-26 09:29:48 KST
kr,090360,090360,87100.0,87100.0,"87,100원",KIS Open API,KIS 현재가,API 현재가 수신,success,05-26 09:29 KST,2026-05-26 09:29:48 KST
kr,095340,095340,240000.0,240000.0,"240,000원",KIS Open API,KIS 현재가,API 현재가 수신,success,05-26 09:29 KST,2026-05-26 09:29:48 KST
kr,096770,096770,124000.0,124000.0,"124,000원",KIS Open API,KIS 현재가,API 현재가 수신,success,05-26 09:29 KST,2026-05-26 09:29:48 KST
kr,103590,103590,108100.0,108100.0,"108,100원",KIS Open API,KIS 현재가,API 현재가 수신,success,05-26 09:29 KST,2026-05-26 09:29:48 KST
kr,105560,105560,161100.0,161100.0,"161,100원",KIS Open API,KIS 현재가,API 현재가 수신,success,05-26 09:29 KST,2026-05-26 09:29:48 KST
kr,108320,108320,61900.0,61900.0,"61,900원",KIS Open API,KIS 현재가,API 현재가 수신,success,05-26 09:29 KST,2026-05-26 09:29:48 KST
kr,108490,108490,317500.0,317500.0,"317,500원",KIS Open API,KIS 현재가,API 현재가 수신,success,05-26 09:29 KST,2026-05-26 09:29:48 KST
kr,121600,121600,75100.0,75100.0,"75,100원",KIS Open API,KIS 현재가,API 현재가 수신,success,05-26 09:29 KST,2026-05-26 09:29:48 KST
kr,128940,128940,456000.0,456000.0,"456,000원",KIS Open API,KIS 현재가,API 현재가 수신,success,05-26 09:29 KST,2026-05-26 09:29:48 KST
kr,131970,131970,174700.0,174700.0,"174,700원",KIS Open API,KIS 현재가,API 현재가 수신,success,05-26 09:29 KST,2026-05-26 09:29:48 KST
kr,138040,138040,108800.0,108800.0,"108,800원",KIS Open API,KIS 현재가,API 현재가 수신,success,05-26 09:29 KST,2026-05-26 09:29:48 KST
kr,145020,145020,269000.0,269000.0,"269,000원",KIS Open API,KIS 현재가,API 현재가 수신,success,05-26 09:29 KST,2026-05-26 09:29:48 KST
kr,196170,196170,379500.0,379500.0,"379,500원",KIS Open API,KIS 현재가,API 현재가 수신,success,05-26 09:29 KST,2026-05-26 09:29:48 KST
kr,207940,207940,1433000.0,1433000.0,"1,433,000원",KIS Open API,KIS 현재가,API 현재가 수신,success,05-26 09:29 KST,2026-05-26 09:29:48 KST
kr,214150,214150,51800.0,51800.0,"51,800원",KIS Open API,KIS 현재가,API 현재가 수신,success,05-26 09:29 KST,2026-05-26 09:29:48 KST
kr,214450,214450,315000.0,315000.0,"315,000원",KIS Open API,KIS 현재가,API 현재가 수신,success,05-26 09:29 KST,2026-05-26 09:29:48 KST
kr,222800,222800,131300.0,131300.0,"131,300원",KIS Open API,KIS 현재가,API 현재가 수신,success,05-26 09:29 KST,2026-05-26 09:29:48 KST
kr,240810,240810,128400.0,128400.0,"128,400원",KIS Open API,KIS 현재가,API 현재가 수신,success,05-26 09:29 KST,2026-05-26 09:29:48 KST
kr,247540,247540,229000.0,229000.0,"229,000원",KIS Open API,KIS 현재가,API 현재가 수신,success,05-26 09:29 KST,2026-05-26 09:29:48 KST
kr,259960,259960,266500.0,266500.0,"266,500원",KIS Open API,KIS 현재가,API 현재가 수신,success,05-26 09:29 KST,2026-05-26 09:29:48 KST
kr,267260,267260,1177000.0,1177000.0,"1,177,000원",KIS Open API,KIS 현재가,API 현재가 수신,success,05-26 09:29 KST,2026-05-26 09:29:48 KST
kr,272210,272210,113100.0,113100.0,"113,100원",KIS Open API,KIS 현재가,API 현재가 수신,success,05-26 09:29 KST,2026-05-26 09:29:48 KST
kr,277810,277810,785000.0,785000.0,"785,000원",KIS Open API,KIS 현재가,API 현재가 수신,success,05-26 09:29 KST,2026-05-26 09:29:48 KST
kr,278280,278280,52300.0,52300.0,"52,300원",KIS Open API,KIS 현재가,API 현재가 수신,success,05-26 09:29 KST,2026-05-26 09:29:48 KST
kr,278470,278470,399000.0,399000.0,"399,000원",KIS Open API,KIS 현재가,API 현재가 수신,success,05-26 09:29 KST,2026-05-26 09:29:48 KST
kr,293490,293490,10430.0,10430.0,"10,430원",KIS Open API,KIS 현재가,API 현재가 수신,success,05-26 09:29 KST,2026-05-26 09:29:48 KST
kr,298040,298040,3938000.0,3938000.0,"3,938,000원",KIS Open API,KIS 현재가,API 현재가 수신,success,05-26 09:29 KST,2026-05-26 09:29:48 KST
kr,326030,326030,97900.0,97900.0,"97,900원",KIS Open API,KIS 현재가,API 현재가 수신,success,05-26 09:29 KST,2026-05-26 09:29:48 KST
kr,329180,329180,713000.0,713000.0,"713,000원",KIS Open API,KIS 현재가,API 현재가 수신,success,05-26 09:29 KST,2026-05-26 09:29:48 KST
kr,352820,352820,233500.0,233500.0,"233,500원",KIS Open API,KIS 현재가,API 현재가 수신,success,05-26 09:29 KST,2026-05-26 09:29:48 KST
kr,353200,353200,160500.0,160500.0,"160,500원",KIS Open API,KIS 현재가,API 현재가 수신,success,05-26 09:29 KST,2026-05-26 09:29:48 KST
kr,373220,373220,408500.0,408500.0,"408,500원",KIS Open API,KIS 현재가,API 현재가 수신,success,05-26 09:29 KST,2026-05-26 09:29:48 KST
kr,375500,375500,85100.0,85100.0,"85,100원",KIS Open API,KIS 현재가,API 현재가 수신,success,05-26 09:29 KST,2026-05-26 09:29:48 KST
kr,402340,402340,1216000.0,1216000.0,"1,216,000원",KIS Open API,KIS 현재가,API 현재가 수신,success,05-26 09:29 KST,2026-05-26 09:29:48 KST
kr,403870,403870,65900.0,65900.0,"65,900원",KIS Open API,KIS 현재가,API 현재가 수신,success,05-26 09:29 KST,2026-05-26 09:29:48 KST
kr,454910,454910,108800.0,108800.0,"108,800원",KIS Open API,KIS 현재가,API 현재가 수신,success,05-26 09:29 KST,2026-05-26 09:29:48 KST
us,AAOI,AAOI,181.49,181.49,$181.49,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,05-26 09:29 KST,2026-05-26 09:29:48 KST
us,AAPL,AAPL,308.82,308.82,$308.82,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,05-26 09:29 KST,2026-05-26 09:29:48 KST
us,ACHR,ACHR,6.36,6.36,$6.36,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,05-26 09:29 KST,2026-05-26 09:29:48 KST
us,AI,AI,9.29,9.29,$9.29,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,05-26 09:29 KST,2026-05-26 09:29:48 KST
us,ALAB,ALAB,306.88,306.88,$306.88,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,05-26 09:29 KST,2026-05-26 09:29:48 KST
us,AMAT,AMAT,432.16,432.16,$432.16,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,05-26 09:29 KST,2026-05-26 09:29:48 KST
us,AMD,AMD,467.51,467.51,$467.51,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,05-26 09:29 KST,2026-05-26 09:29:48 KST
us,AMZN,AMZN,266.32,266.32,$266.32,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,05-26 09:29 KST,2026-05-26 09:29:48 KST
us,ANET,ANET,154.03,154.03,$154.03,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,05-26 09:29 KST,2026-05-26 09:29:48 KST
us,APP,APP,481.68,481.68,$481.68,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,05-26 09:29 KST,2026-05-26 09:29:48 KST
us,ARM,ARM,306.51,306.51,$306.51,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,05-26 09:29 KST,2026-05-26 09:29:48 KST
us,ASML,ASML,1632.9,1632.9,"$1,632.90",KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,05-26 09:29 KST,2026-05-26 09:29:48 KST
us,ASTS,ASTS,105.86,105.86,$105.86,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,05-26 09:29 KST,2026-05-26 09:29:48 KST
us,AVAV,AVAV,174.23,174.23,$174.23,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,05-26 09:30 KST,2026-05-26 09:29:48 KST
us,AVGO,AVGO,414.14,414.14,$414.14,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,05-26 09:30 KST,2026-05-26 09:29:48 KST
us,BBAI,BBAI,4.18,4.18,$4.18,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,05-26 09:30 KST,2026-05-26 09:29:48 KST
us,BMNR,BMNR,18.88,18.88,$18.88,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,05-26 09:30 KST,2026-05-26 09:29:48 KST
us,BTC-USD,BTC-USD,,,,Finnhub,Finnhub 보조 수신,API 현재가 수신,success,2026-05-26 09:29:48 KST,2026-05-26 09:29:48 KST
us,CAT,CAT,879.89,879.89,$879.89,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,05-26 09:30 KST,2026-05-26 09:29:48 KST
us,CAVA,CAVA,80.42,80.42,$80.42,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,05-26 09:30 KST,2026-05-26 09:29:48 KST
us,CEG,CEG,294.07,294.07,$294.07,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,05-26 09:30 KST,2026-05-26 09:29:48 KST
us,CELH,CELH,30.12,30.12,$30.12,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,05-26 09:30 KST,2026-05-26 09:29:48 KST
us,COHR,COHR,377.57,377.57,$377.57,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,05-26 09:30 KST,2026-05-26 09:29:48 KST
us,COIN,COIN,184.99,184.99,$184.99,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,05-26 09:30 KST,2026-05-26 09:29:48 KST
us,COST,COST,1028.24,1028.24,"$1,028.24",KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,05-26 09:30 KST,2026-05-26 09:29:48 KST
us,CRCL,CRCL,113.12,113.12,$113.12,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,05-26 09:30 KST,2026-05-26 09:29:48 KST
us,CRDO,CRDO,218.41,218.41,$218.41,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,05-26 09:30 KST,2026-05-26 09:29:48 KST
us,CRM,CRM,180.07,180.07,$180.07,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,05-26 09:30 KST,2026-05-26 09:29:48 KST
us,CRWD,CRWD,663.46,663.46,$663.46,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,05-26 09:30 KST,2026-05-26 09:29:48 KST
us,DDOG,DDOG,222.32,222.32,$222.32,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,05-26 09:30 KST,2026-05-26 09:29:48 KST
us,DELL,DELL,295.19,295.19,$295.19,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,05-26 09:30 KST,2026-05-26 09:29:48 KST
us,DUOL,DUOL,106.61,106.61,$106.61,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,05-26 09:30 KST,2026-05-26 09:29:48 KST
us,ELF,ELF,52.9,52.9,$52.90,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,05-26 09:30 KST,2026-05-26 09:29:48 KST
us,ESTC,ESTC,54.81,54.81,$54.81,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,05-26 09:30 KST,2026-05-26 09:29:48 KST
us,ETN,ETN,391.35,391.35,$391.35,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,05-26 09:30 KST,2026-05-26 09:29:48 KST
us,EXAS,EXAS,,,,Finnhub,Finnhub 보조 수신,API 현재가 수신,success,2026-05-26 09:29:48 KST,2026-05-26 09:29:48 KST
us,GE,GE,302.84,302.84,$302.84,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,05-26 09:30 KST,2026-05-26 09:29:48 KST
us,GLD,GLD,413.82,413.82,$413.82,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,05-26 09:30 KST,2026-05-26 09:29:48 KST
us,GOOGL,GOOGL,382.97,382.97,$382.97,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,05-26 09:30 KST,2026-05-26 09:29:48 KST
us,HIMS,HIMS,23.75,23.75,$23.75,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,05-26 09:30 KST,2026-05-26 09:29:48 KST
us,HOOD,HOOD,73.64,73.64,$73.64,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,05-26 09:30 KST,2026-05-26 09:29:48 KST
us,HPE,HPE,37.58,37.58,$37.58,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,05-26 09:30 KST,2026-05-26 09:29:48 KST
us,HUT,HUT,105.9,105.9,$105.90,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,05-26 09:30 KST,2026-05-26 09:29:48 KST
us,IBIT,IBIT,42.96,42.96,$42.96,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,05-26 09:30 KST,2026-05-26 09:29:48 KST
us,INTC,INTC,119.84,119.84,$119.84,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,05-26 09:30 KST,2026-05-26 09:29:48 KST
us,IONQ,IONQ,63.64,63.64,$63.64,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,05-26 09:30 KST,2026-05-26 09:29:48 KST
us,IREN,IREN,56.83,56.83,$56.83,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,05-26 09:30 KST,2026-05-26 09:29:48 KST
us,ISRG,ISRG,438.1,438.1,$438.10,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,05-26 09:30 KST,2026-05-26 09:29:48 KST
us,IWM,IWM,285.12,285.12,$285.12,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,05-26 09:30 KST,2026-05-26 09:29:48 KST
us,JOBY,JOBY,10.92,10.92,$10.92,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,05-26 09:30 KST,2026-05-26 09:29:48 KST
us,KLAC,KLAC,1888.38,1888.38,"$1,888.38",KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,05-26 09:30 KST,2026-05-26 09:29:48 KST
us,KTOS,KTOS,56.18,56.18,$56.18,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,05-26 09:30 KST,2026-05-26 09:29:48 KST
us,LITE,LITE,946.9,946.9,$946.90,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,05-26 09:30 KST,2026-05-26 09:29:48 KST
us,LLY,LLY,1065.0,1065.0,"$1,065.00",KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,05-26 09:30 KST,2026-05-26 09:29:48 KST
us,LRCX,LRCX,305.35,305.35,$305.35,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,05-26 09:30 KST,2026-05-26 09:29:48 KST
us,LUNR,LUNR,38.26,38.26,$38.26,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,05-26 09:30 KST,2026-05-26 09:29:48 KST
us,MARA,MARA,13.81,13.81,$13.81,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,05-26 09:30 KST,2026-05-26 09:29:48 KST
us,MDB,MDB,326.13,326.13,$326.13,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,05-26 09:30 KST,2026-05-26 09:29:48 KST
us,MELI,MELI,1664.42,1664.42,"$1,664.42",KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,05-26 09:30 KST,2026-05-26 09:29:48 KST
us,META,META,610.26,610.26,$610.26,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,05-26 09:30 KST,2026-05-26 09:29:48 KST
us,MPWR,MPWR,1589.81,1589.81,"$1,589.81",KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,05-26 09:30 KST,2026-05-26 09:29:48 KST
us,MRVL,MRVL,196.33,196.33,$196.33,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,05-26 09:30 KST,2026-05-26 09:29:48 KST
us,MSFT,MSFT,418.57,418.57,$418.57,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,05-26 09:30 KST,2026-05-26 09:29:48 KST
us,MSTR,MSTR,159.89,159.89,$159.89,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,05-26 09:30 KST,2026-05-26 09:29:48 KST
us,MU,MU,751.0,751.0,$751.00,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,05-26 09:30 KST,2026-05-26 09:29:48 KST
us,NBIS,NBIS,214.77,214.77,$214.77,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,05-26 09:30 KST,2026-05-26 09:29:48 KST
us,NET,NET,216.17,216.17,$216.17,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,05-26 09:30 KST,2026-05-26 09:29:48 KST
us,NOW,NOW,102.13,102.13,$102.13,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,05-26 09:30 KST,2026-05-26 09:29:48 KST
us,NVDA,NVDA,215.33,215.33,$215.33,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,05-26 09:30 KST,2026-05-26 09:29:48 KST
us,NVO,NVO,44.96,44.96,$44.96,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,05-26 09:30 KST,2026-05-26 09:29:48 KST
us,OKLO,OKLO,65.88,65.88,$65.88,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,05-26 09:30 KST,2026-05-26 09:29:48 KST
us,OKTA,OKTA,92.24,92.24,$92.24,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,05-26 09:30 KST,2026-05-26 09:29:48 KST
