model_fingerprint,policy_version,implementation_fingerprint,first_seen_at,predecessor_model_fingerprint,lifecycle_status,record_hash
a0d088c9cb762bd6febd,shadow-residual-alpha-v1.1.1,acb1087a79789701f4102e714c37a12cd278ec523d59c1320e9c54b8b082cce4,2026-07-30T12:16:23.434612+00:00,,SHADOW_EVALUATION,5a418da05f8c4674947fcae36e30ee164c89240ffb299975138689a9a0723432
