ticker,market,corp_name,revenue,operating_income,net_income,total_assets,total_liabilities,total_equity,market_cap,market_cap_source,per,roe,debt_ratio,operating_margin,net_margin,revenue_growth,financial_judgment,updated_at,status
131970,한국주식,두산테스나,"303,874,072,000","-940,826,000","1,510,043,000","703,775,464,000","266,698,790,000","437,076,674,000",,market_cap 없음,확인 필요,0.35,61.02,-0.31,0.50,,계산 가능,2026-05-16 23:08:17,OK
222800,한국주식,심텍,"1,410,559,919,451","11,868,602,919","-164,580,357,473","1,620,329,743,829","1,043,963,591,400","576,366,152,429",,market_cap 없음,확인 필요,-28.55,181.13,0.84,-11.67,,계산 가능,2026-05-16 23:08:18,OK
005930,한국주식,삼성전자,"333,605,938,000,000","43,601,051,000,000","45,206,805,000,000","566,942,110,000,000","130,621,773,000,000","436,320,337,000,000",1581418363464000,FinanceDataReader:file:market_cap,34.98,10.36,29.94,13.07,13.55,,계산 가능,2026-05-16 23:08:18,OK
000660,한국주식,SK하이닉스,"97,146,675,000,000","47,206,319,000,000","42,947,902,000,000","176,107,659,000,000","55,440,908,000,000","120,666,751,000,000",,market_cap 없음,확인 필요,35.59,45.95,48.59,44.21,,계산 가능,2026-05-16 23:08:19,OK
042700,한국주식,한미반도체,"576,684,619,527","251,390,142,142","214,007,548,411","813,331,626,120","123,004,106,583","690,327,519,537",,market_cap 없음,확인 필요,31.00,17.82,43.59,37.11,,계산 가능,2026-05-16 23:08:20,OK
007660,한국주식,이수페타시스,"1,088,025,119,176","204,724,531,402","160,482,561,697","1,289,510,030,680","533,312,849,236","756,197,181,444",,market_cap 없음,확인 필요,21.22,70.53,18.82,14.75,,계산 가능,2026-05-16 23:08:21,OK
403870,한국주식,HPSP,"172,964,572,189","89,902,342,748","72,662,225,546","369,707,189,477","61,476,437,245","308,230,752,232",,market_cap 없음,확인 필요,23.57,19.94,51.98,42.01,,계산 가능,2026-05-16 23:08:23,OK
058470,한국주식,리노공업,"372,534,084,608","176,997,188,289","151,960,670,406","791,928,165,325","60,709,212,955","731,218,952,370",,market_cap 없음,확인 필요,20.78,8.30,47.51,40.79,,계산 가능,2026-05-16 23:08:24,OK
