journal_id,status,outcome,filled,fill_date,fill_price,exit_date,exit_price,gross_pnl_pct,net_pnl_pct,mfe_pct,mae_pct,bars_held,entry_window_days,evaluation_window_days,target_progress,stop_progress,failure_reason,secondary_tags,regime_at_entry,regime_at_exit,signal_confidence,data_confidence,review_text,evaluated_at
f6bea3075f36758f629939e4,PENDING,PENDING,True,2026-06-22,359.78943,,,,,5.6311,-3.244,4,5,20,0.4167,0.6327,,,횡보장,,MED,HIGH,Evaluation window still open.,2026-06-26T07:28:05
2cab251660daa262665ffb06,PENDING,PENDING,True,2026-06-22,28.26824,,,,,7.3654,-9.4901,4,5,20,0.2374,0.8272,,,횡보장,,MED,HIGH,Evaluation window still open.,2026-06-26T07:28:05
5f822b08068b2ca6947ad32a,EVALUATED,STOP_HIT,True,2026-06-22,10.19018,2026-06-25,8.982,-11.5914,-11.8563,2.5728,-16.7961,4,10,60,0.0564,1.3308,STOP_TOO_TIGHT,,횡보장,NEUTRAL,HIGH,HIGH,"추천 당시 높은 신호 신뢰도 (횡보장 환경)로 진입 검토됐습니다. 목표가 도달 전 손절가를 터치했습니다, 손익 -11.86% (MFE +2.57% / MAE -16.80%). 복기: 의미 있는 상승 이후 손절가가 좁아 되돌림에 청산됐습니다. [STOP_TOO_TIGHT] 유형으로 기록합니다.",2026-06-26T07:28:06
25f00792d05e923e48f4ffec,EVALUATED,STOP_HIT,True,2026-06-22,14.50449,2026-06-25,12.974,-10.283,-10.5518,15.5415,-8.903,4,10,60,0.795,1.0377,STOP_TOO_TIGHT,,횡보장,NEUTRAL,MED,HIGH,"추천 당시 중간 신호 신뢰도 (횡보장 환경)로 진입 검토됐습니다. 목표가 도달 전 손절가를 터치했습니다, 손익 -10.55% (MFE +15.54% / MAE -8.90%). 복기: 의미 있는 상승 이후 손절가가 좁아 되돌림에 청산됐습니다. [STOP_TOO_TIGHT] 유형으로 기록합니다.",2026-06-26T07:28:06
e5edf992c3e70f32327ad21a,PENDING,PENDING,True,2026-06-22,456.105644,,,,,7.7176,0.3498,4,10,60,0.5415,0.0669,,,횡보장,,HIGH,HIGH,Evaluation window still open.,2026-06-26T07:28:06
c94dccdeb77c399680311c9e,PENDING,PENDING,True,2026-06-22,328.658317,,,,,3.8809,-0.4217,4,10,60,0.297,0.0905,,,횡보장,,HIGH,MED,Evaluation window still open.,2026-06-26T07:28:06
9a6f21bea5db748a9165cd68,EVALUATED,STOP_HIT,True,2026-06-22,14.50449,2026-06-25,12.974,-10.283,-10.5518,15.5415,-8.903,4,3,5,0.5847,1.0377,STOP_TOO_TIGHT,,횡보장,NEUTRAL,MED,HIGH,"추천 당시 중간 신호 신뢰도 (횡보장 환경)로 진입 검토됐습니다. 목표가 도달 전 손절가를 터치했습니다, 손익 -10.55% (MFE +15.54% / MAE -8.90%). 복기: 의미 있는 상승 이후 손절가가 좁아 되돌림에 청산됐습니다. [STOP_TOO_TIGHT] 유형으로 기록합니다.",2026-06-26T07:28:06
d35e00048632bc71354dbb2f,EVALUATED,STOP_HIT,True,2026-06-22,10.19018,2026-06-25,8.982,-11.5914,-11.8563,2.5728,-16.7961,4,3,5,0.0981,1.3308,STOP_TOO_TIGHT,,횡보장,NEUTRAL,MED,HIGH,"추천 당시 중간 신호 신뢰도 (횡보장 환경)로 진입 검토됐습니다. 목표가 도달 전 손절가를 터치했습니다, 손익 -11.86% (MFE +2.57% / MAE -16.80%). 복기: 의미 있는 상승 이후 손절가가 좁아 되돌림에 청산됐습니다. [STOP_TOO_TIGHT] 유형으로 기록합니다.",2026-06-26T07:28:06
68faf0f422f912ab297aa513,EVALUATED,STOP_HIT,True,2026-06-22,127.757627,2026-06-25,110.778,-13.0299,-13.2905,4.3716,-12.1665,4,3,5,0.1724,1.1265,MARKET_GAP,,횡보장,RISK_ON,MED,HIGH,"추천 당시 중간 신호 신뢰도 (횡보장 환경)로 진입 검토됐습니다. 목표가 도달 전 손절가를 터치했습니다, 손익 -13.29% (MFE +4.37% / MAE -12.17%). 복기: 추천 후 갭 발생으로 예상 진입가와 실제 체결가 사이에 괴리가 생겼습니다. [MARKET_GAP] 유형으로 기록합니다.",2026-06-26T07:28:06
81680058d1b6aa178290515d,PENDING,PENDING,True,2026-06-22,48.088041,,,,,5.8848,-3.3326,4,3,5,0.2407,0.292,,,횡보장,,MED,HIGH,Evaluation window still open.,2026-06-26T07:28:06
1e82702e3f184600239a9dae,PENDING,PENDING,True,2026-06-22,71.531459,,,,,5.7231,-2.8964,4,3,5,0.6447,0.786,,,횡보장,,HIGH,MED,Evaluation window still open.,2026-06-26T07:28:06
4f6ef9cd20af1d2f16a8d573,EVALUATED,STOP_HIT,True,2026-06-22,10.19018,2026-06-25,8.982,-11.5914,-11.8563,2.5728,-16.7961,4,5,20,0.0716,1.3308,STOP_TOO_TIGHT,,횡보장,NEUTRAL,HIGH,HIGH,"추천 당시 높은 신호 신뢰도 (횡보장 환경)로 진입 검토됐습니다. 목표가 도달 전 손절가를 터치했습니다, 손익 -11.86% (MFE +2.57% / MAE -16.80%). 복기: 의미 있는 상승 이후 손절가가 좁아 되돌림에 청산됐습니다. [STOP_TOO_TIGHT] 유형으로 기록합니다.",2026-06-26T07:28:06
83b70063887990be97c71da9,PENDING,PENDING,True,2026-06-22,49.79975,,,,,9.4611,-8.1825,4,5,20,0.251,0.6082,,,횡보장,,MED,HIGH,Evaluation window still open.,2026-06-26T07:28:06
d966811ced6a1074ca31c7a5,PENDING,PENDING,True,2026-06-22,456.105644,,,,,7.7176,0.3498,4,5,20,0.6531,0.0896,,,횡보장,,HIGH,HIGH,Evaluation window still open.,2026-06-26T07:28:06
d4068fb7ea58d4fcab90af1b,PENDING,PENDING,True,2026-06-22,328.658317,,,,,3.8809,-0.4217,4,5,20,0.3654,0.1228,,,횡보장,,HIGH,MED,Evaluation window still open.,2026-06-26T07:28:06
fd769a3708446a0c01dc7683,PENDING,PENDING,False,,,,,,,,,0,,,,,,,횡보장,,HIGH,MED,Entry window still open.,2026-06-26T07:28:06
d1808e6ea77694ba19216104,PENDING,PENDING,True,2026-06-23,724724.0,,,,,21.9613,-4.558,3,10,60,0.5741,0.3277,,,횡보장,,HIGH,HIGH,Evaluation window still open.,2026-06-26T07:28:06
0231e706f281f445a4c57ac3,PENDING,PENDING,True,2026-06-23,700700.0,,,,,0.8571,-12.0,3,10,60,0.0236,0.9074,,,횡보장,,MED,HIGH,Evaluation window still open.,2026-06-26T07:28:06
2d7f5aac8d9798dfd66b2bfa,PENDING,PENDING,True,2026-06-25,354354.0,,,,,2.4011,-0.565,1,10,60,0.0673,0.0435,,,횡보장,,MED,HIGH,Evaluation window still open.,2026-06-26T07:28:06
6c00bcf12886de83884dda01,PENDING,PENDING,True,2026-06-23,724724.0,,,,,21.9613,-4.558,3,5,20,0.7017,0.4369,,,횡보장,,HIGH,HIGH,Evaluation window still open.,2026-06-26T07:28:06
cadeadc2b298aac24415f6cd,PENDING,PENDING,True,2026-06-25,354354.0,,,,,2.4011,-0.565,1,5,20,0.0823,0.0581,,,횡보장,,MED,HIGH,Evaluation window still open.,2026-06-26T07:28:06
8df9fbed5b9c21df837dbad2,PENDING,PENDING,True,2026-06-23,724724.0,,,,,21.9613,-4.558,3,10,60,0.5741,0.3277,,,횡보장,,MED,HIGH,Evaluation window still open.,2026-06-26T07:28:06
165c2ee74ea5a78706036b78,PENDING,PENDING,True,2026-06-23,700700.0,,,,,0.8571,-12.0,3,10,60,0.0236,0.9074,,,횡보장,,MED,HIGH,Evaluation window still open.,2026-06-26T07:28:06
934add86392fb27dfc0888f4,PENDING,PENDING,True,2026-06-25,354354.0,,,,,2.4011,-0.565,1,10,60,0.0673,0.0435,,,횡보장,,MED,HIGH,Evaluation window still open.,2026-06-26T07:28:06
9eb6ea075b83d0456c2b2fa7,PENDING,PENDING,True,2026-06-23,724724.0,,,,,21.9613,-4.558,3,5,20,0.7017,0.4369,,,횡보장,,MED,HIGH,Evaluation window still open.,2026-06-26T07:28:06
7aaeda7e8b2a6ef9d4ca39f9,PENDING,PENDING,True,2026-06-23,100500.4,,,,,2.775,-6.8385,3,10,60,0.0818,0.5545,,,횡보장,,HIGH,HIGH,Evaluation window still open.,2026-06-26T07:28:06
beb543fce6dca64bdcb5ae78,PENDING,PENDING,True,2026-06-23,1301300.0,,,,,3.9301,-8.4425,3,10,60,0.1579,0.9328,,,횡보장,,MED,HIGH,Evaluation window still open.,2026-06-26T07:28:06
157ae09f888d0052c5893d75,PENDING,PENDING,True,2026-06-23,349849.5,,,,,12.447,-6.2235,3,10,60,0.7072,0.7707,,,횡보장,,MED,HIGH,Evaluation window still open.,2026-06-26T07:28:06
24a499c1884d3d998c870691,PENDING,PENDING,True,2026-06-23,724724.0,,,,,21.9613,-4.558,3,10,60,0.5741,0.3277,,,횡보장,,MED,HIGH,Evaluation window still open.,2026-06-26T07:28:06
6ebf359ee48048213c415333,PENDING,PENDING,True,2026-06-23,100500.4,,,,,2.775,-6.8385,3,3,5,0.1607,0.9242,,,횡보장,,MED,HIGH,Evaluation window still open.,2026-06-26T07:28:06
e8106a764d04a8ded93fc651,PENDING,PENDING,True,2026-06-23,349849.5,,,,,12.447,-6.2235,3,5,20,0.3497,0.5245,,,횡보장,,MED,HIGH,Evaluation window still open.,2026-06-26T07:28:06
f5003391d573c55244452f58,PENDING,PENDING,True,2026-06-23,100500.4,,,,,2.775,-6.8385,3,5,20,0.1,0.7394,,,횡보장,,HIGH,HIGH,Evaluation window still open.,2026-06-26T07:28:06
dc5aeabcf903d441a5706840,PENDING,PENDING,True,2026-06-23,450950.5,,,,,11.6537,-7.7691,3,10,60,0.4075,0.6815,,,횡보장,,MED,HIGH,Evaluation window still open.,2026-06-26T07:28:06
13516c5acc009104d7206002,PENDING,PENDING,True,2026-06-23,450950.5,,,,,11.6537,-7.7691,3,5,20,0.2883,0.5766,,,횡보장,,MED,HIGH,Evaluation window still open.,2026-06-26T07:28:06
91f9598507743dc64ffee0c2,PENDING,PENDING,True,2026-06-23,450950.5,,,,,11.6537,-7.7691,3,10,60,0.5297,0.8178,,,횡보장,,MED,HIGH,Evaluation window still open.,2026-06-26T07:28:06
a2c6e84e562b4c3d8b8c1d88,PENDING,PENDING,True,2026-06-23,250250.0,,,,,6.3241,-6.3241,3,10,60,0.1839,0.5056,,,횡보장,,HIGH,HIGH,Evaluation window still open.,2026-06-26T07:28:06
33430f756994b943260eecc7,PENDING,PENDING,True,2026-06-23,38038.0,,,,,3.5526,-5.0,3,10,60,0.1065,0.4124,,,횡보장,,MED,HIGH,Evaluation window still open.,2026-06-26T07:28:06
60c7966ffb710a3adee8dcfa,PENDING,PENDING,True,2026-06-23,250250.0,,,,,6.3241,-6.3241,3,3,5,0.3612,0.8427,,,횡보장,,MED,HIGH,Evaluation window still open.,2026-06-26T07:28:06
bd01b0229a710be17f490752,PENDING,PENDING,True,2026-06-23,38038.0,,,,,3.5526,-5.0,3,3,5,0.2093,0.6874,,,횡보장,,MED,HIGH,Evaluation window still open.,2026-06-26T07:28:06
7a7baa801191bfc5431f19e0,PENDING,PENDING,True,2026-06-23,250250.0,,,,,6.3241,-6.3241,3,5,20,0.2247,0.6742,,,횡보장,,MED,HIGH,Evaluation window still open.,2026-06-26T07:28:06
109cdba740452f134853ba80,PENDING,PENDING,True,2026-06-23,38038.0,,,,,3.5526,-5.0,3,5,20,0.1302,0.5499,,,횡보장,,MED,HIGH,Evaluation window still open.,2026-06-26T07:28:06
f769aeb64214eb7f1c79cf4d,PENDING,PENDING,True,2026-06-25,353853.5,,,,,2.546,-0.4243,1,10,60,0.0669,0.0307,,,횡보장,,MED,HIGH,Evaluation window still open.,2026-06-26T07:28:06
4d4117dcf69328b09ee49aec,PENDING,PENDING,True,2026-06-24,730730.0,,,,,20.9589,-5.3425,2,10,60,0.5242,0.3674,,,횡보장,,HIGH,HIGH,Evaluation window still open.,2026-06-26T07:28:06
9d6b10de4cef79f293bbb4b4,PENDING,PENDING,False,,,,,,,,,0,,,,,,,횡보장,,MED,HIGH,Entry window still open.,2026-06-26T07:28:06
695b918861075a3352d7d0c3,PENDING,PENDING,True,2026-06-25,353853.5,,,,,2.546,-0.4243,1,10,60,0.0669,0.0307,,,횡보장,,MED,HIGH,Evaluation window still open.,2026-06-26T07:28:06
e6bc98ece35f1cf86025f3f8,PENDING,PENDING,True,2026-06-25,450950.5,,,,,3.7736,-2.1088,1,10,60,0.1319,0.185,,,횡보장,,MED,HIGH,Evaluation window still open.,2026-06-26T07:28:06
cafe27df3c478789c5ad3e56,PENDING,PENDING,True,2026-06-25,450950.5,,,,,3.7736,-2.1088,1,5,20,0.0934,0.1565,,,횡보장,,MED,HIGH,Evaluation window still open.,2026-06-26T07:28:06
66ee4636241d6bd567e13aae,PENDING,PENDING,False,,,,,,,,,0,,,,,,,횡보장,,MED,HIGH,Entry window still open.,2026-06-26T07:28:06
95ff022a3e10c161fc067723,PENDING,PENDING,True,2026-06-25,353853.5,,,,,2.546,-0.4243,1,5,20,0.0818,0.0409,,,횡보장,,MED,HIGH,Evaluation window still open.,2026-06-26T07:28:06
d846ca08b2d6ced4301c5ac7,PENDING,PENDING,True,2026-06-24,730730.0,,,,,20.9589,-5.3425,2,10,60,0.5242,0.3674,,,횡보장,,HIGH,HIGH,Evaluation window still open.,2026-06-26T07:28:06
c9c10a4a70362b36b3a80fa5,PENDING,PENDING,True,2026-06-25,353853.5,,,,,2.546,-0.4243,1,10,60,0.0669,0.0307,,,횡보장,,MED,HIGH,Evaluation window still open.,2026-06-26T07:28:06
6a3d3e8d3982b89eeef295ca,PENDING,PENDING,True,2026-06-25,450950.5,,,,,3.7736,-2.1088,1,10,60,0.1715,0.222,,,횡보장,,MED,HIGH,Evaluation window still open.,2026-06-26T07:28:06
77659f27a59700fd39a58678,PENDING,PENDING,True,2026-06-24,245745.5,,,,,4.3478,-6.3241,2,10,60,0.1264,0.5056,,,횡보장,,HIGH,HIGH,Evaluation window still open.,2026-06-26T07:28:06
8922b92fb26052b2a6e49bee,PENDING,PENDING,True,2026-06-24,38038.0,,,,,3.5526,-5.0,2,10,60,0.1065,0.4124,,,횡보장,,MED,HIGH,Evaluation window still open.,2026-06-26T07:28:06
df3b46573aa02218fcc685a7,PENDING,PENDING,True,2026-06-25,353853.5,,,,,2.546,-0.4243,1,10,60,0.0669,0.0307,,,횡보장,,MED,HIGH,Evaluation window still open.,2026-06-26T07:28:06
4a80e1e83c4a112c0ceb6f4c,PENDING,PENDING,True,2026-06-24,1296295.0,,,,,10.2703,-2.8571,2,10,60,0.3547,0.2713,,,횡보장,,MED,HIGH,Evaluation window still open.,2026-06-26T07:28:06
b90c637fe12e6616279959a8,PENDING,PENDING,True,2026-06-24,245745.5,,,,,4.3478,-6.3241,2,3,5,0.2483,0.8427,,,횡보장,,MED,HIGH,Evaluation window still open.,2026-06-26T07:28:06
41162c4743db3c76859025b5,PENDING,PENDING,True,2026-06-24,38038.0,,,,,3.5526,-5.0,2,3,5,0.2093,0.6874,,,횡보장,,MED,HIGH,Evaluation window still open.,2026-06-26T07:28:06
250b9f24f69ec104fb0339a1,PENDING,PENDING,True,2026-06-24,245745.5,,,,,4.3478,-6.3241,2,5,20,0.1545,0.6742,,,횡보장,,MED,HIGH,Evaluation window still open.,2026-06-26T07:28:06
4ae9aecec6805a0eaacbe429,PENDING,PENDING,True,2026-06-24,38038.0,,,,,3.5526,-5.0,2,5,20,0.1302,0.5499,,,횡보장,,MED,HIGH,Evaluation window still open.,2026-06-26T07:28:06
d6a3f930902050332739e1e7,PENDING,PENDING,True,2026-06-24,1296295.0,,,,,10.2703,-2.8571,2,5,20,0.4335,0.3618,,,횡보장,,MED,HIGH,Evaluation window still open.,2026-06-26T07:28:06
93a5bb03c8661a15522e18bb,PENDING,PENDING,True,2026-06-23,46.746701,,,,,3.6619,-5.5242,3,10,60,0.108,0.456,,,횡보장,,MED,MED,Evaluation window still open.,2026-06-26T07:28:06
87a6d2b550c29ecba132f97d,PENDING,PENDING,True,2026-06-23,113.333221,,,,,3.6009,-8.8939,3,10,60,0.1269,0.7638,,,횡보장,,MED,HIGH,Evaluation window still open.,2026-06-26T07:28:06
fa0c3cc996b1ba23ed832615,EVALUATED,STOP_HIT,True,2026-06-23,15.12511,2026-06-25,12.974,-13.9643,-14.2221,2.4487,-14.2687,3,10,60,0.0537,1.0218,STOP_TOO_TIGHT,,횡보장,NEUTRAL,HIGH,HIGH,"추천 당시 높은 신호 신뢰도 (횡보장 환경)로 진입 검토됐습니다. 목표가 도달 전 손절가를 터치했습니다, 손익 -14.22% (MFE +2.45% / MAE -14.27%). 복기: 의미 있는 상승 이후 손절가가 좁아 되돌림에 청산됐습니다. [STOP_TOO_TIGHT] 유형으로 기록합니다.",2026-06-26T07:28:06
e40b580e4cb79d66225b0926,PENDING,PENDING,True,2026-06-25,139.19906,,,,,1.1937,-9.8159,1,10,60,0.0416,0.8499,,,횡보장,,MED,HIGH,Evaluation window still open.,2026-06-26T07:28:06
5a20684ff6b4b02a0d82cd59,PENDING,PENDING,False,,,,,,,,,0,,,,,,,횡보장,,HIGH,HIGH,Entry window still open.,2026-06-26T07:28:06
775b233c579613841934175b,PENDING,PENDING,True,2026-06-23,113.333221,,,,,3.6009,-8.8939,3,3,5,0.1439,0.8227,,,횡보장,,MED,HIGH,Evaluation window still open.,2026-06-26T07:28:06
ed4f9a94a2f2cdec5be6eb75,CANCELLED,CANCELLED_NOT_FILLED,False,,,,,,,,,0,3,5,,,,,횡보장,,MED,HIGH,Entry price was not touched.,2026-06-26T07:28:06
a66433d60a7104c980ec24e2,PENDING,PENDING,True,2026-06-25,405.58518,,,,,3.4108,-7.0586,1,3,5,0.1247,0.6062,,,횡보장,,MED,HIGH,Evaluation window still open.,2026-06-26T07:28:06
fce71e48676f2c404c921ebc,PENDING,PENDING,True,2026-06-23,113.333221,,,,,3.6009,-8.8939,3,5,20,0.0899,0.6681,,,횡보장,,MED,HIGH,Evaluation window still open.,2026-06-26T07:28:06
44efd70dda4f11648e019a03,EVALUATED,STOP_HIT,True,2026-06-23,15.12511,2026-06-25,12.974,-13.9643,-14.2221,2.4487,-14.2687,3,5,20,0.0628,1.0218,STOP_TOO_TIGHT,,횡보장,NEUTRAL,MED,HIGH,"추천 당시 중간 신호 신뢰도 (횡보장 환경)로 진입 검토됐습니다. 목표가 도달 전 손절가를 터치했습니다, 손익 -14.22% (MFE +2.45% / MAE -14.27%). 복기: 의미 있는 상승 이후 손절가가 좁아 되돌림에 청산됐습니다. [STOP_TOO_TIGHT] 유형으로 기록합니다.",2026-06-26T07:28:06
a07554b59bd1d3a8f644f1a2,PENDING,PENDING,False,,,,,,,,,0,,,,,,,횡보장,,MED,HIGH,Entry window still open.,2026-06-26T07:28:06
0ffeca968bd8a0130356f5e8,PENDING,PENDING,True,2026-06-25,405.58518,,,,,3.4108,-7.0586,1,5,20,0.0777,0.4833,,,횡보장,,MED,HIGH,Evaluation window still open.,2026-06-26T07:28:06
dd642ae68a1556232d065f30,EVALUATED,STOP_HIT,True,2026-06-23,15.12511,2026-06-25,12.974,-13.9643,-14.2221,2.4487,-14.2687,3,10,60,0.0537,1.0218,STOP_TOO_TIGHT,,횡보장,NEUTRAL,HIGH,HIGH,"추천 당시 높은 신호 신뢰도 (횡보장 환경)로 진입 검토됐습니다. 목표가 도달 전 손절가를 터치했습니다, 손익 -14.22% (MFE +2.45% / MAE -14.27%). 복기: 의미 있는 상승 이후 손절가가 좁아 되돌림에 청산됐습니다. [STOP_TOO_TIGHT] 유형으로 기록합니다.",2026-06-26T07:28:06
33fd6a32355abb79078f6471,EVALUATED,STOP_HIT,True,2026-06-23,15.20519,2026-06-25,12.974,-14.4174,-14.6739,1.9091,-14.7202,3,5,20,0.0499,1.021,STOP_TOO_TIGHT,,횡보장,NEUTRAL,MED,HIGH,"추천 당시 중간 신호 신뢰도 (횡보장 환경)로 진입 검토됐습니다. 목표가 도달 전 손절가를 터치했습니다, 손익 -14.67% (MFE +1.91% / MAE -14.72%). 복기: 의미 있는 상승 이후 손절가가 좁아 되돌림에 청산됐습니다. [STOP_TOO_TIGHT] 유형으로 기록합니다.",2026-06-26T07:28:06
c3d338cace7edf2902b536f2,PENDING,PENDING,True,2026-06-23,33.57354,,,,,3.3989,-9.6899,3,10,60,0.0847,0.7159,,,횡보장,,HIGH,HIGH,Evaluation window still open.,2026-06-26T07:28:06
fc89c66af2bd7f99b96054d3,PENDING,PENDING,False,,,,,,,,,0,,,,,,,횡보장,,MED,HIGH,Entry window still open.,2026-06-26T07:28:06
f99756c65a6e5f89be347b29,PENDING,PENDING,True,2026-06-24,1309308.0,,,,,9.1743,-3.8226,2,3,5,0.6476,0.6296,,,횡보장,,MED,HIGH,Evaluation window still open.,2026-06-26T07:28:06
b02971ac1f14de6faf1f75f4,PENDING,PENDING,False,,,,,,,,,0,,,,,,,횡보장,,MED,HIGH,Entry window still open.,2026-06-26T07:28:06
01182f3ef25afe829aacf1fb,PENDING,PENDING,True,2026-06-24,2557555.0,,,,,16.908,-3.9922,2,10,60,0.5912,0.3502,,,횡보장,,MED,HIGH,Evaluation window still open.,2026-06-26T07:28:06
8883e440e2cb79e41eef1da6,PENDING,PENDING,True,2026-06-24,2557555.0,,,,,16.908,-3.9922,2,5,20,0.4467,0.3164,,,횡보장,,MED,HIGH,Evaluation window still open.,2026-06-26T07:28:06
f67219fb436046f89cfefc18,PENDING,PENDING,True,2026-06-24,2557555.0,,,,,16.908,-3.9922,2,10,60,0.7685,0.4202,,,횡보장,,MED,HIGH,Evaluation window still open.,2026-06-26T07:28:06
edbc0b77e196ba7ed65923e1,PENDING,PENDING,True,2026-06-24,435935.5,,,,,10.0,-2.2353,2,10,60,0.5682,0.2768,,,횡보장,,MED,HIGH,Evaluation window still open.,2026-06-26T07:28:06
ad252a4be7d3c6c0425886dc,PENDING,PENDING,True,2026-06-24,2557555.0,,,,,16.908,-3.9922,2,10,60,0.9607,0.4944,,,횡보장,,MED,HIGH,Evaluation window still open.,2026-06-26T07:28:06
d8b8b8de4b0641c8b21cd7db,PENDING,PENDING,True,2026-06-24,705705.0,,,,,25.2482,-1.9858,2,5,20,0.6632,0.1565,,,횡보장,,MED,HIGH,Evaluation window still open.,2026-06-26T07:28:06
415fc5055559953cf3d27314,PENDING,PENDING,False,,,,,,,,,0,,,,,,,횡보장,,HIGH,MED,Entry window still open.,2026-06-26T07:28:06
9eb64b67abb42e56fca79b22,PENDING,PENDING,False,,,,,,,,,0,,,,,,,횡보장,,HIGH,HIGH,Entry window still open.,2026-06-26T07:28:06
5d72aa0992277145e4ae3252,PENDING,PENDING,True,2026-06-23,28.65863,,,,,3.2134,-10.723,3,10,60,0.0809,0.8457,,,횡보장,,HIGH,HIGH,Evaluation window still open.,2026-06-26T07:28:06
043c3020201db337f13aed7a,CANCELLED,CANCELLED_NOT_FILLED,False,,,,,,,,,0,3,5,,,,,횡보장,,MED,MED,Entry price was not touched.,2026-06-26T07:28:06
1b3dabebfc4725fcbd4ee36f,CANCELLED,CANCELLED_NOT_FILLED,False,,,,,,,,,0,3,5,,,,,횡보장,,MED,HIGH,Entry price was not touched.,2026-06-26T07:28:06
99d359dc9deb24622c6e9cc7,CANCELLED,CANCELLED_NOT_FILLED,False,,,,,,,,,0,3,5,,,,,횡보장,,MED,HIGH,Entry price was not touched.,2026-06-26T07:28:06
846b0f8cddee7c18b558aa46,PENDING,PENDING,False,,,,,,,,,0,,,,,,,횡보장,,MED,MED,Entry window still open.,2026-06-26T07:28:06
b7dd357ee1a6fbf8d630e2fd,PENDING,PENDING,False,,,,,,,,,0,,,,,,,횡보장,,MED,HIGH,Entry window still open.,2026-06-26T07:28:06
77360887fafe59850fa0cb84,EVALUATED,STOP_HIT,True,2026-06-23,28.65863,2026-06-25,25.948,-9.1862,-9.4583,3.2134,-10.723,3,5,20,0.0982,1.1673,STOP_TOO_TIGHT,,횡보장,RISK_ON,MED,HIGH,"추천 당시 중간 신호 신뢰도 (횡보장 환경)로 진입 검토됐습니다. 목표가 도달 전 손절가를 터치했습니다, 손익 -9.46% (MFE +3.21% / MAE -10.72%). 복기: 의미 있는 상승 이후 손절가가 좁아 되돌림에 청산됐습니다. [STOP_TOO_TIGHT] 유형으로 기록합니다.",2026-06-26T07:28:06
34068500cf0f335aa0d4e3f5,PENDING,PENDING,False,,,,,,,,,0,,,,,,,횡보장,,HIGH,HIGH,Entry window still open.,2026-06-26T07:28:06
fe89ca8a07d4edbdb7defa7f,PENDING,PENDING,True,2026-06-23,167.167,,,,,2.0887,-10.4376,3,10,60,0.0505,0.6993,,,횡보장,,MED,HIGH,Evaluation window still open.,2026-06-26T07:28:06
afebd47e4387c54229fe9795,PENDING,PENDING,False,,,,,,,,,0,,,,,,,횡보장,,HIGH,HIGH,Entry window still open.,2026-06-26T07:28:06
8989f48f4772f760ef0200b4,PENDING,PENDING,False,,,,,,,,,0,,,,,,,횡보장,,MED,HIGH,Entry window still open.,2026-06-26T07:28:06
e1bbf72543e57456adb77cc5,PENDING,PENDING,True,2026-06-23,33.57354,,,,,3.3989,-9.6899,3,10,60,0.0847,0.7159,,,횡보장,,HIGH,HIGH,Evaluation window still open.,2026-06-26T07:28:06
28b523c40f372c199651b6f3,PENDING,PENDING,True,2026-06-23,28.65863,,,,,3.2134,-10.723,3,10,60,0.0809,0.8457,,,횡보장,,HIGH,HIGH,Evaluation window still open.,2026-06-26T07:28:06
f13baf05ac85928481dae4cb,CANCELLED,CANCELLED_NOT_FILLED,False,,,,,,,,,0,3,5,,,,,횡보장,,MED,HIGH,Entry price was not touched.,2026-06-26T07:28:06
9ee3a890dd825246ee9de6f5,CANCELLED,CANCELLED_NOT_FILLED,False,,,,,,,,,0,3,5,,,,,횡보장,,MED,HIGH,Entry price was not touched.,2026-06-26T07:28:06
5f4ae62225fb24bf74cecccf,PENDING,PENDING,False,,,,,,,,,0,,,,,,,횡보장,,MED,HIGH,Entry window still open.,2026-06-26T07:28:06
5f5bb3bb4c8f3f11c5b8dc24,EVALUATED,STOP_HIT,True,2026-06-23,28.79877,2026-06-25,25.948,-9.6281,-9.8989,2.7112,-11.1575,3,5,20,0.0845,1.1588,STOP_TOO_TIGHT,,횡보장,RISK_ON,MED,HIGH,"추천 당시 중간 신호 신뢰도 (횡보장 환경)로 진입 검토됐습니다. 목표가 도달 전 손절가를 터치했습니다, 손익 -9.90% (MFE +2.71% / MAE -11.16%). 복기: 의미 있는 상승 이후 손절가가 좁아 되돌림에 청산됐습니다. [STOP_TOO_TIGHT] 유형으로 기록합니다.",2026-06-26T07:28:06
16a21c9d290b47fc87498442,PENDING,PENDING,False,,,,,,,,,0,,,,,,,횡보장,,MED,HIGH,Entry window still open.,2026-06-26T07:28:06
7d469797333bbf7661bc69b7,PENDING,PENDING,False,,,,,,,,,0,,,,,,,횡보장,,MED,HIGH,Entry window still open.,2026-06-26T07:28:06
2d46a3fc9d1b619b9e1de534,PENDING,PENDING,True,2026-06-23,167.167,,,,,2.0887,-10.4376,3,10,60,0.0505,0.6993,,,횡보장,,HIGH,HIGH,Evaluation window still open.,2026-06-26T07:28:06
bb4d60ff161ea31837835452,PENDING,PENDING,True,2026-06-23,87.347262,,,,,7.4349,-2.2911,3,10,60,0.2763,0.2257,,,횡보장,,HIGH,HIGH,Evaluation window still open.,2026-06-26T07:28:06
1d52fad0513b36cca3fee8fa,PENDING,PENDING,True,2026-06-23,14.23422,,,,,4.0084,-3.1294,3,10,60,0.205,0.3648,,,횡보장,,HIGH,MED,Evaluation window still open.,2026-06-26T07:28:06
