market,symbol,name,corp_code,title,date,rcept_no,source,url,collection_status,collection_message,collected_at
kr,148250,알엔투테크놀로지,00915508,소송등의제기ㆍ신청(경영권분쟁소송)              (이사회결의효력정지 가처분),20260626,20260626901415,DART,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260626901415,000,정상,2026-06-29 09:53:03
kr,148250,알엔투테크놀로지,00915508,[기재정정]주요사항보고서(타법인주식및출자증권양도결정),20260626,20260626000765,DART,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260626000765,000,정상,2026-06-29 09:53:03
kr,059270,해성에어로보틱스,00453442,소송등의제기ㆍ신청(경영권분쟁소송)              ,20260626,20260626901413,DART,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260626901413,000,정상,2026-06-29 09:53:03
kr,340930,유일에너테크,01368637,최대주주변경을수반하는주식양수도계약해제ㆍ취소등              ,20260626,20260626901414,DART,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260626901414,000,정상,2026-06-29 09:53:03
kr,402340,SK스퀘어,01596425,중대재해발생(자회사의 주요경영사항)              ,20260626,20260626801399,DART,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260626801399,000,정상,2026-06-29 09:53:03
kr,,메리츠캐피탈,00933504,투자설명서(일괄신고),20260626,20260626000770,DART,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260626000770,000,정상,2026-06-29 09:53:03
kr,,메리츠캐피탈,00933504,일괄신고추가서류,20260626,20260626000769,DART,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260626000769,000,정상,2026-06-29 09:53:03
kr,420770,기가비스,00765569,임원ㆍ주요주주특정증권등거래계획보고서,20260626,20260626000768,DART,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260626000768,000,정상,2026-06-29 09:53:03
kr,472850,폰드그룹,01806951,주식등의대량보유상황보고서(일반),20260626,20260626000767,DART,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260626000767,000,정상,2026-06-29 09:53:03
kr,,비에스제이홀딩스,00480525,[기재정정]주요사항보고서(영업양도결정),20260626,20260626000766,DART,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260626000766,000,정상,2026-06-29 09:53:03
kr,440110,파두,01292291,[기재정정]단일판매ㆍ공급계약체결              ,20260626,20260626901396,DART,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260626901396,000,정상,2026-06-29 09:53:03
kr,007980,TP,00154329,주요사항보고서(자기주식처분결정),20260626,20260626000762,DART,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260626000762,000,정상,2026-06-29 09:53:03
kr,000660,SK하이닉스,00164779,중대재해발생              ,20260626,20260626801398,DART,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260626801398,000,정상,2026-06-29 09:53:03
kr,003690,코리안리,00113191,임원ㆍ주요주주특정증권등소유상황보고서,20260626,20260626000764,DART,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260626000764,000,정상,2026-06-29 09:53:03
kr,217330,싸이토젠,01046391,주식등의대량보유상황보고서(일반),20260626,20260626000763,DART,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260626000763,000,정상,2026-06-29 09:53:03
kr,440110,파두,01292291,[기재정정]단일판매ㆍ공급계약체결              ,20260626,20260626901308,DART,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260626901308,000,정상,2026-06-29 09:53:03
kr,900100,파이온엑스,00781202,기타경영사항(자율공시)              (조회공시 요구(현저한 시황변동)에 대한 답변(확정)),20260626,20260626901379,DART,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260626901379,000,정상,2026-06-29 09:53:03
kr,226400,오스테오닉,01082348,[기재정정]사업보고서 (2025.12),20260626,20260626000761,DART,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260626000761,000,정상,2026-06-29 09:53:03
kr,033310,엠투엔,00143226,[기재정정]최대주주변경을수반하는주식담보제공계약체결              ,20260626,20260626901341,DART,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260626901341,000,정상,2026-06-29 09:53:03
