date,market,ticker,open,high,low,close,change_pct,volume,actual_direction,actual_return,created_at
2026-05-14,한국주식,103590,143000.0,143000.0,133000.0,133500.0,-4.5746962115797,253735.0,down,-4.5746962115797,2026-05-23T08:30:19
2026-05-14,한국주식,373220,447000.0,447000.0,432000.0,437500.0,1.744186046511628,121724.0,up,1.744186046511628,2026-05-23T08:30:19
2026-05-14,한국주식,375500,84500.0,85800.0,82500.0,84500.0,1.5625,185713.0,up,1.5625,2026-05-23T08:30:19
2026-05-14,한국주식,272210,108100.0,112600.0,108000.0,112200.0,2.3722627737226274,428619.0,up,2.3722627737226274,2026-05-23T08:30:19
2026-05-14,한국주식,329180,723000.0,724000.0,670000.0,676000.0,-7.776261937244201,297941.0,down,-7.776261937244201,2026-05-23T08:30:19
2026-05-14,한국주식,277810,894000.0,915000.0,850000.0,851000.0,-3.0751708428246016,113178.0,down,-3.0751708428246016,2026-05-23T08:30:19
2026-05-14,한국주식,454910,107400.0,111100.0,105100.0,105400.0,2.729044834307992,608718.0,up,2.729044834307992,2026-05-23T08:30:19
2026-05-14,한국주식,108490,363000.0,363000.0,338500.0,340000.0,-4.360056258790436,128064.0,down,-4.360056258790436,2026-05-23T08:30:19
2026-05-14,한국주식,403870,55300.0,55900.0,53300.0,53500.0,-3.25497287522604,523542.0,down,-3.25497287522604,2026-05-23T08:30:19
2026-05-14,한국주식,207940,1403000.0,1406000.0,1387000.0,1402000.0,-0.5673758865248227,22594.0,down,-0.5673758865248227,2026-05-23T08:30:19
2026-05-14,한국주식,196170,368500.0,385500.0,365000.0,380000.0,7.344632768361582,481676.0,up,7.344632768361582,2026-05-23T08:30:19
2026-05-14,한국주식,267260,1325000.0,1355000.0,1247000.0,1254000.0,-2.03125,56088.0,down,-2.03125,2026-05-23T08:30:19
2026-05-14,한국주식,214450,314000.0,334000.0,314000.0,326500.0,3.9808917197452227,51310.0,up,3.9808917197452227,2026-05-23T08:30:19
2026-05-14,한국주식,214150,50800.0,51100.0,49350.0,49550.0,-2.843137254901961,141604.0,down,-2.843137254901961,2026-05-23T08:30:19
2026-05-14,한국주식,298040,4277000.0,4316000.0,4022000.0,4029000.0,-4.0028591851322375,16143.0,down,-4.0028591851322375,2026-05-23T08:30:19
2026-05-14,한국주식,247540,205500.0,205500.0,199000.0,199700.0,1.3191273465246067,182494.0,up,1.3191273465246067,2026-05-23T08:30:19
2026-05-14,한국주식,105560,153500.0,154400.0,150700.0,153200.0,0.7894736842105263,350379.0,up,0.7894736842105263,2026-05-23T08:30:19
2026-05-14,한국주식,138040,107100.0,109400.0,104700.0,108500.0,1.8779342723004695,125719.0,up,1.8779342723004695,2026-05-23T08:30:19
2026-05-14,한국주식,402340,1183000.0,1208000.0,1169000.0,1177000.0,-1.0924369747899159,323744.0,down,-1.0924369747899159,2026-05-23T08:30:19
2026-05-14,한국주식,5930,282000.0,299500.0,282000.0,295000.0,3.873239436619718,15340952.0,up,3.873239436619718,2026-05-23T08:30:19
2026-05-14,한국주식,660,1976000.0,1994000.0,1945000.0,1973000.0,-0.15182186234817813,1968339.0,down,-0.15182186234817813,2026-05-23T08:30:19
2026-05-14,한국주식,3490,26250.0,26550.0,25550.0,26200.0,1.7475728155339807,802444.0,up,1.7475728155339807,2026-05-23T08:30:19
2026-05-14,한국주식,47810,162900.0,164300.0,159500.0,160900.0,-1.5902140672782874,180328.0,down,-1.5902140672782874,2026-05-23T08:30:19
2026-05-14,한국주식,15760,40600.0,40700.0,39000.0,39150.0,-3.92638036809816,1435140.0,down,-3.92638036809816,2026-05-23T08:30:19
2026-05-14,한국주식,5380,724000.0,730000.0,700000.0,703000.0,-0.9859154929577465,1156786.0,down,-0.9859154929577465,2026-05-23T08:30:19
2026-05-14,한국주식,9540,461500.0,462000.0,437500.0,441000.0,-4.234527687296417,83591.0,down,-4.234527687296417,2026-05-23T08:30:19
2026-05-14,한국주식,42700,393000.0,396000.0,385000.0,394000.0,-1.6229712858926344,238138.0,down,-1.6229712858926344,2026-05-23T08:30:19
2026-05-14,한국주식,7660,132600.0,134100.0,129000.0,130200.0,-2.1788129226145756,281227.0,down,-2.1788129226145756,2026-05-23T08:30:19
2026-05-14,한국주식,58470,111200.0,113400.0,108100.0,108300.0,-3.561887800534283,203387.0,down,-3.561887800534283,2026-05-23T08:30:19
2026-05-14,한국주식,95340,242500.0,244000.0,237500.0,238500.0,-2.2540983606557377,31593.0,down,-2.2540983606557377,2026-05-23T08:30:19
2026-05-14,한국주식,67310,43650.0,43650.0,41100.0,41100.0,-6.057142857142858,595100.0,down,-6.057142857142858,2026-05-23T08:30:19
2026-05-14,한국주식,36930,167000.0,173000.0,161600.0,166700.0,-0.7738095238095238,325360.0,down,-0.7738095238095238,2026-05-23T08:30:19
2026-05-14,한국주식,990,180500.0,187300.0,178500.0,182500.0,-1.670258620689655,157376.0,down,-1.670258620689655,2026-05-23T08:30:19
2026-05-14,한국주식,9150,1024000.0,1046000.0,1000000.0,1037000.0,0.7774538386783284,233948.0,up,0.7774538386783284,2026-05-23T08:30:19
2026-05-14,한국주식,11070,760000.0,777000.0,744000.0,764000.0,1.4608233731739706,101224.0,up,1.4608233731739706,2026-05-23T08:30:19
2026-05-14,한국주식,10120,297000.0,298500.0,278000.0,279500.0,-1.9298245614035088,468444.0,down,-1.9298245614035088,2026-05-23T08:30:19
2026-05-14,한국주식,6260,531000.0,553000.0,519000.0,524000.0,1.3539651837524178,87893.0,up,1.3539651837524178,2026-05-23T08:30:19
2026-05-14,한국주식,1440,66600.0,70300.0,65900.0,66700.0,1.9877675840978593,4794555.0,up,1.9877675840978593,2026-05-23T08:30:19
2026-05-14,한국주식,34020,121600.0,122300.0,116000.0,116100.0,-3.25,1867034.0,down,-3.25,2026-05-23T08:30:19
2026-05-14,한국주식,12450,1302000.0,1323000.0,1276000.0,1279000.0,-0.5443234836702955,44049.0,down,-0.5443234836702955,2026-05-23T08:30:19
2026-05-14,한국주식,79550,861000.0,888000.0,861000.0,875500.0,0.286368843069874,63644.0,up,0.286368843069874,2026-05-23T08:30:19
2026-05-14,한국주식,64350,214500.0,218000.0,209500.0,211500.0,-1.627906976744186,119614.0,down,-1.627906976744186,2026-05-23T08:30:19
2026-05-14,한국주식,10140,31250.0,31350.0,29900.0,30050.0,-3.22061191626409,2751196.0,down,-3.22061191626409,2026-05-23T08:30:19
2026-05-14,한국주식,42660,122600.0,122700.0,118800.0,119800.0,-1.3179571663920924,529780.0,down,-1.3179571663920924,2026-05-23T08:30:19
2026-05-14,한국주식,90360,79500.0,84900.0,77800.0,79300.0,6.442953020134229,532334.0,up,6.442953020134229,2026-05-23T08:30:19
2026-05-14,한국주식,270,182100.0,183000.0,175500.0,176900.0,-1.448467966573816,871159.0,down,-1.448467966573816,2026-05-23T08:30:19
2026-05-14,한국주식,12330,680000.0,687000.0,650000.0,655000.0,0.9244992295839755,596437.0,up,0.9244992295839755,2026-05-23T08:30:19
2026-05-14,한국주식,35420,204000.0,216000.0,203500.0,211000.0,4.714640198511166,888005.0,up,4.714640198511166,2026-05-23T08:30:19
2026-05-14,한국주식,35720,43000.0,45450.0,43000.0,44650.0,3.958090803259604,1454314.0,up,3.958090803259604,2026-05-23T08:30:19
2026-05-14,한국주식,18260,180200.0,188300.0,178400.0,184000.0,2.6213050752928053,286625.0,up,2.6213050752928053,2026-05-23T08:30:19
2026-05-14,한국주식,68270,190400.0,194300.0,190200.0,192900.0,1.2598425196850394,257709.0,up,1.2598425196850394,2026-05-23T08:30:19
2026-05-14,한국주식,100,84700.0,87300.0,84400.0,86600.0,2.2432113341204247,95146.0,up,2.2432113341204247,2026-05-23T08:30:19
2026-05-14,한국주식,6400,663000.0,665000.0,626000.0,631000.0,-0.47318611987381703,304724.0,down,-0.47318611987381703,2026-05-23T08:30:19
2026-05-14,한국주식,51910,394500.0,395000.0,376500.0,378500.0,-2.3225806451612905,105490.0,down,-2.3225806451612905,2026-05-23T08:30:19
2026-05-14,한국주식,5490,494500.0,495000.0,475000.0,479000.0,0.10449320794148381,235298.0,up,0.10449320794148381,2026-05-23T08:30:19
2026-05-14,한국주식,3670,261000.0,261000.0,245500.0,246250.0,-2.0874751491053676,152326.0,down,-2.0874751491053676,2026-05-23T08:30:19
2026-05-14,한국주식,86520,141900.0,142000.0,137100.0,138300.0,2.4444444444444446,491577.0,up,2.4444444444444446,2026-05-23T08:30:19
2026-05-14,한국주식,66970,180200.0,180400.0,168300.0,168600.0,-0.2366863905325444,328715.0,down,-0.2366863905325444,2026-05-23T08:30:19
2026-05-14,한국주식,720,160900.0,170300.0,160800.0,165200.0,2.8002489110143123,641441.0,up,2.8002489110143123,2026-05-23T08:30:19
2026-05-14,한국주식,6360,34100.0,34650.0,33100.0,34200.0,3.0120481927710845,536775.0,up,3.0120481927710845,2026-05-23T08:30:19
2026-05-14,한국주식,55550,95200.0,95900.0,93400.0,94300.0,-0.9453781512605042,402014.0,down,-0.9453781512605042,2026-05-23T08:30:19
2026-05-14,한국주식,86790,121900.0,123600.0,120000.0,122200.0,-0.08176614881439084,234765.0,down,-0.08176614881439084,2026-05-23T08:30:19
2026-05-14,미국주식,NVDA,229.85,236.54,229.3,236.375,4.669440766702962,130868104.0,up,4.669440766702962,2026-05-23T08:30:19
2026-05-14,미국주식,GOOGL,397.28,402.93,395.84,400.6987,-0.4771981373225911,16075412.0,down,-0.4771981373225911,2026-05-23T08:30:19
2026-05-14,미국주식,TSLA,446.49,451.98,441.16,442.7,-0.577175438965633,35070719.0,down,-0.577175438965633,2026-05-23T08:30:19
2026-05-14,미국주식,PLTR,129.65,134.48,129.45,133.38,2.560551226528536,27265949.0,up,2.560551226528536,2026-05-23T08:30:19
2026-05-14,미국주식,INTC,114.66,118.57,113.17,115.23,-4.206501685107379,85738197.0,down,-4.206501685107379,2026-05-23T08:30:19
2026-05-14,미국주식,LITE,1002.0,1024.85,983.02,998.62,-3.0814168956440215,2420624.0,down,-3.0814168956440215,2026-05-23T08:30:19
2026-05-14,미국주식,SNDK,1394.4,1453.77,1362.0,1375.0,-4.990912394266121,7842040.0,down,-4.990912394266121,2026-05-23T08:30:19
2026-05-14,미국주식,CAT,910.0,922.0,902.5001,918.51,1.79652138161733,926616.0,up,1.79652138161733,2026-05-23T08:30:19
2026-05-14,미국주식,CRCL,123.6,132.44,118.3647,124.09,-1.9593898244479724,12861119.0,down,-1.9593898244479724,2026-05-23T08:30:19
2026-05-14,미국주식,NBIS,213.375,233.7299,207.75,222.0679,7.139429450721169,22337202.0,up,7.139429450721169,2026-05-23T08:30:19
2026-05-14,미국주식,RKLB,123.1,133.1799,121.31,131.7,6.081351897967794,19241487.0,up,6.081351897967794,2026-05-23T08:30:19
2026-05-14,미국주식,ASTS,76.7,84.505,74.55,82.48,10.25264361945587,18285370.0,up,10.25264361945587,2026-05-23T08:30:19
2026-05-14,미국주식,IONQ,54.4,58.18,53.91,57.119,3.3641001355991684,14750219.0,up,3.3641001355991684,2026-05-23T08:30:19
2026-05-14,미국주식,LUNR,32.16,37.25,32.058,36.49,2.270178497466888,13127898.0,up,2.270178497466888,2026-05-23T08:30:19
2026-05-14,미국주식,OKLO,67.39,67.6999,64.66,66.61,-4.378414444110034,8400498.0,down,-4.378414444110034,2026-05-23T08:30:19
2026-05-14,미국주식,HUT,108.47,110.66,104.51,109.35,0.9508865473390425,3351788.0,up,0.9508865473390425,2026-05-23T08:30:19
2026-05-14,미국주식,IREN,54.465,60.18,54.0,58.52,6.072144176615862,41928892.0,up,6.072144176615862,2026-05-23T08:30:19
2026-05-14,미국주식,QQQ,714.62,722.03,714.22,719.89,0.7247663902972267,20284982.0,up,0.7247663902972267,2026-05-23T08:30:19
2026-05-14,미국주식,SOXX,526.495,533.13,522.21,530.6918,0.4546408360091733,3345443.0,up,0.4546408360091733,2026-05-23T08:30:19
2026-05-14,미국주식,IWM,283.84,285.655,281.96,284.26,0.5624885897817746,8770598.0,up,0.5624885897817746,2026-05-23T08:30:19
2026-05-14,미국주식,AMD,440.6,453.31,435.68,449.065,0.8002244668911331,19952050.0,up,0.8002244668911331,2026-05-23T08:30:19
2026-05-14,미국주식,AVGO,416.73,442.36,415.59,440.125,5.598740607181102,15053872.0,up,5.598740607181102,2026-05-23T08:30:19
2026-05-14,미국주식,MU,787.62,812.0,775.63,782.99,-2.5683467214271416,31483904.0,down,-2.5683467214271416,2026-05-23T08:30:19
2026-05-14,미국주식,MRVL,180.875,192.15,177.33,183.0,2.837877571431842,23639794.0,up,2.837877571431842,2026-05-23T08:30:19
2026-05-14,미국주식,ARM,217.84,228.9,213.23,227.0,2.6174192443392075,5845128.0,up,2.6174192443392075,2026-05-23T08:30:19
2026-05-14,미국주식,SMCI,32.02,33.81,31.52,32.9,2.8124999999999956,22409191.0,up,2.8124999999999956,2026-05-23T08:30:19
2026-05-14,미국주식,ANET,142.5,148.1,141.0,147.85,5.089201389114836,9739964.0,up,5.089201389114836,2026-05-23T08:30:19
2026-05-14,미국주식,ALAB,224.83,230.33,215.8,227.0,1.2985870452340686,3484435.0,up,1.2985870452340686,2026-05-23T08:30:19
2026-05-14,미국주식,CRDO,186.5,187.25,178.8701,184.4,-2.619349701290844,3740028.0,down,-2.619349701290844,2026-05-23T08:30:19
2026-05-14,미국주식,COHR,400.09,411.71,390.3101,403.5,-0.05201542184310573,2669332.0,down,-0.05201542184310573,2026-05-23T08:30:19
