date,market,ticker,open,high,low,close,change_pct,volume,actual_direction,actual_return,created_at
2026-05-14,미국주식,MSFT,404.48,411.84,400.88,408.25,0.7502304012804414,20120887.0,up,0.7502304012804414,2026-05-23T08:30:19
2026-05-14,미국주식,META,616.0,623.73,615.0,617.2564,0.10158362587408123,7707001.0,up,0.10158362587408123,2026-05-23T08:30:19
2026-05-14,미국주식,AMZN,269.15,270.7799,266.63,267.08,-1.1290877828013464,24020040.0,down,-1.1290877828013464,2026-05-23T08:30:19
2026-05-14,미국주식,AAPL,299.82,300.45,295.38,298.22,-0.21748423321404625,26145922.0,down,-0.21748423321404625,2026-05-23T08:30:19
2026-05-14,미국주식,APP,452.56,487.77,450.3202,482.7,6.431768857455056,4399304.0,up,6.431768857455056,2026-05-23T08:30:19
2026-05-14,미국주식,NET,193.34,201.99,190.5,200.0,3.831380474453133,2098350.0,up,3.831380474453133,2026-05-23T08:30:19
2026-05-14,미국주식,DDOG,204.45,205.0,197.55,201.5,-1.855729191904721,3789065.0,down,-1.855729191904721,2026-05-23T08:30:19
2026-05-14,미국주식,SNOW,151.0,152.94,146.8,150.6,-1.161642825955468,3248170.0,down,-1.161642825955468,2026-05-23T08:30:19
2026-05-14,미국주식,MDB,302.05,304.7035,292.46,302.0,-0.33003300330033003,880125.0,down,-0.33003300330033003,2026-05-23T08:30:19
2026-05-14,미국주식,RDDT,155.775,157.23,149.0301,156.3,1.414485434647796,1741265.0,up,1.414485434647796,2026-05-23T08:30:19
2026-05-14,미국주식,DUOL,104.775,112.215,104.77,109.5,4.305578680254324,1197461.0,up,4.305578680254324,2026-05-23T08:30:19
2026-05-14,미국주식,HOOD,76.05,81.93,75.11,80.75,5.211726384364821,20540797.0,up,5.211726384364821,2026-05-23T08:30:19
2026-05-14,미국주식,COIN,201.25,222.352,195.1,213.19,6.733750944698066,11958977.0,up,6.733750944698066,2026-05-23T08:30:19
2026-05-14,미국주식,VRT,370.24,379.935,365.15,378.1839,3.0389617354984115,2022335.0,up,3.0389617354984115,2026-05-23T08:30:19
2026-05-14,미국주식,ETN,409.99,409.99,403.075,407.84,0.47795174493408704,1029920.0,up,0.47795174493408704,2026-05-23T08:30:19
2026-05-14,미국주식,CEG,274.7,278.6,273.8,276.4,0.18851922332583582,2623650.0,up,0.18851922332583582,2026-05-23T08:30:19
2026-05-14,미국주식,SMR,11.88,12.325,11.4,12.0,2.258204951646232,15712354.0,up,2.258204951646232,2026-05-23T08:30:19
2026-05-14,미국주식,RGTI,18.16,19.835,17.825,19.18,5.500548284036729,21599343.0,up,5.500548284036729,2026-05-23T08:30:19
2026-05-14,미국주식,QUBT,10.81,12.32,10.54,11.76,9.85520862973256,26702720.0,up,9.85520862973256,2026-05-23T08:30:19
2026-05-14,미국주식,GE,295.03,297.85,289.08,291.9715,-1.0634968341798574,2694862.0,down,-1.0634968341798574,2026-05-23T08:30:19
2026-05-14,미국주식,KTOS,52.76,55.97,52.49,54.95,0.9646316404207834,4437200.0,up,0.9646316404207834,2026-05-23T08:30:19
2026-05-14,미국주식,AVAV,160.0,166.99,160.0,165.6,0.5708710779695713,767340.0,up,0.5708710779695713,2026-05-23T08:30:19
2026-05-14,미국주식,ACHR,6.51,6.5598,6.11,6.41,0.31299114135043343,32910461.0,up,0.31299114135043343,2026-05-23T08:30:19
2026-05-14,미국주식,JOBY,11.015,11.04,10.27,10.66,-1.1590157550359474,17399128.0,down,-1.1590157550359474,2026-05-23T08:30:19
2026-05-14,미국주식,TMDX,64.87,64.9999,61.62,62.04,-3.9182278252775316,1235202.0,down,-3.9182278252775316,2026-05-23T08:30:19
2026-05-14,미국주식,HIMS,24.04,24.7998,23.38,24.262,1.2815699322551017,9803687.0,up,1.2815699322551017,2026-05-23T08:30:19
2026-05-14,미국주식,TEM,45.9,47.77,45.121,45.58,-2.3897172219703413,4016474.0,down,-2.3897172219703413,2026-05-23T08:30:19
2026-05-14,미국주식,SPY,743.65,749.53,743.56,747.86,0.4175897952333016,26376370.0,up,0.4175897952333016,2026-05-23T08:30:19
2026-05-14,미국주식,SMH,570.84,581.45,567.75,578.62,1.3318363189179432,5201583.0,up,1.3318363189179432,2026-05-23T08:30:19
2026-05-13,미국주식,ALAB,206.975,224.76,204.55,224.09,,6415600.0,flat,,2026-05-23T08:30:19
2026-05-13,미국주식,SNOW,150.00999450683594,154.88999938964844,146.0500030517578,152.3699951171875,,6885800.0,flat,,2026-05-23T08:30:19
2026-05-13,미국주식,AVGO,415.805,418.63,404.8,416.79,,16981163.0,flat,,2026-05-23T08:30:19
2026-05-13,미국주식,NVDA,224.93,227.84,221.5653,225.83,,150405386.0,flat,,2026-05-23T08:30:19
2026-05-13,미국주식,AMD,457.0400085449219,459.5,432.6499938964844,445.5,,30317400.0,flat,,2026-05-23T08:30:19
2026-05-13,미국주식,MU,813.155,814.95,779.47,803.63,,54875148.0,flat,,2026-05-23T08:30:19
2026-05-13,미국주식,SOXX,527.615,532.25,515.94,528.29,,7346374.0,flat,,2026-05-23T08:30:19
2026-05-13,미국주식,SMCI,32.9,33.01,31.775,32.0,,25441554.0,flat,,2026-05-23T08:30:19
2026-05-13,미국주식,CEG,289.2,292.0,268.98,274.89,,6653711.0,flat,,2026-05-23T08:30:19
2026-05-13,미국주식,JOBY,10.329999923706056,11.1899995803833,10.18000030517578,11.0600004196167,,32879300.0,flat,,2026-05-23T08:30:19
2026-05-13,미국주식,IWM,282.92,283.56,279.93,282.67,,20742270.0,flat,,2026-05-23T08:30:19
2026-05-13,미국주식,CRCL,125.73,130.7299,118.2001,126.57,,19433416.0,flat,,2026-05-23T08:30:19
2026-05-13,미국주식,TMDX,62.66,64.24,60.105,64.18,,2277120.0,flat,,2026-05-23T08:30:19
2026-05-13,미국주식,QUBT,11.695,11.72,10.845,11.03,,36152641.0,flat,,2026-05-23T08:30:19
2026-05-13,미국주식,AMZN,264.42999267578125,270.7200012207031,263.20001220703125,270.1300048828125,,39598900.0,flat,,2026-05-23T08:30:19
2026-05-13,미국주식,GOOGL,385.595,403.7,385.0,402.62,,28144555.0,flat,,2026-05-23T08:30:19
2026-05-13,미국주식,QQQ,709.96,716.65,704.83,714.71,,40012526.0,flat,,2026-05-23T08:30:19
2026-05-13,미국주식,TEM,46.45,46.5451,45.25,45.9,,5885529.0,flat,,2026-05-23T08:30:19
2026-05-13,미국주식,LITE,1051.585,1062.1,998.2,1030.37,,4398494.0,flat,,2026-05-23T08:30:19
2026-05-13,미국주식,META,598.8300170898438,619.9000244140625,596.6599731445312,616.6300048828125,,14590900.0,flat,,2026-05-23T08:30:19
2026-05-13,미국주식,HIMS,24.51,24.8899,23.2601,24.14,,25968300.0,flat,,2026-05-23T08:30:19
2026-05-13,미국주식,COIN,204.1999969482422,204.1999969482422,197.5,201.8000030517578,,8331000.0,flat,,2026-05-23T08:30:19
2026-05-13,미국주식,ETN,406.17,409.6,400.5593,406.94,,2316810.0,flat,,2026-05-23T08:30:19
2026-05-13,미국주식,SMH,571.7999877929688,576.2000122070312,560.1199951171875,572.4600219726562,,9576400.0,flat,,2026-05-23T08:30:19
2026-05-13,미국주식,ACHR,6.29,6.75,6.23,6.52,,44824645.0,flat,,2026-05-23T08:30:19
2026-05-13,미국주식,SNDK,1512.485,1513.57,1404.86,1447.23,,11618715.0,flat,,2026-05-23T08:30:19
2026-05-13,미국주식,CRDO,201.9,202.75,186.0,189.36,,6644678.0,flat,,2026-05-23T08:30:19
2026-05-13,미국주식,ANET,144.8000030517578,147.30999755859375,140.3000030517578,140.69000244140625,,14112600.0,flat,,2026-05-23T08:30:19
2026-05-13,미국주식,VRT,375.7,377.77,360.91,369.99,,4460997.0,flat,,2026-05-23T08:30:19
2026-05-13,미국주식,TSLA,436.665,453.4,430.21,445.27,,68283229.0,flat,,2026-05-23T08:30:19
2026-05-13,미국주식,SPY,738.47,743.91,735.47,742.31,,44200203.0,flat,,2026-05-23T08:30:19
2026-05-13,미국주식,HOOD,77.06999969482422,77.62000274658203,75.33999633789062,76.75,,14746900.0,flat,,2026-05-23T08:30:19
2026-05-13,미국주식,NET,185.75,194.6600036621093,185.75,192.6199951171875,,4257800.0,flat,,2026-05-23T08:30:19
2026-05-13,미국주식,MSFT,403.2,406.31,401.03,405.21,,29667073.0,flat,,2026-05-23T08:30:19
2026-05-13,미국주식,RDDT,152.0,154.7,148.5,154.12,,4151093.0,flat,,2026-05-23T08:30:19
2026-05-13,미국주식,ARM,212.0,222.47000122070312,207.8699951171875,221.2100067138672,,8651700.0,flat,,2026-05-23T08:30:19
2026-05-13,미국주식,COHR,401.575,413.0,378.5,403.71,,6758949.0,flat,,2026-05-23T08:30:19
2026-05-13,미국주식,INTC,124.0999984741211,125.0,116.41000366210938,120.29000091552734,,114737000.0,flat,,2026-05-23T08:30:19
2026-05-13,미국주식,RKLB,123.895,127.24,116.89,124.15,,26587438.0,flat,,2026-05-23T08:30:19
2026-05-13,미국주식,MRVL,169.08999633789062,182.3099975585937,168.91000366210938,177.9499969482422,,31672700.0,flat,,2026-05-23T08:30:19
2026-05-13,미국주식,AVAV,166.42,166.42,156.0,160.99,,1368795.0,flat,,2026-05-23T08:30:19
2026-05-13,미국주식,SMR,12.029999732971191,12.4399995803833,11.739999771118164,11.960000038146973,,28386100.0,flat,,2026-05-23T08:30:19
2026-05-13,미국주식,AAPL,293.5,300.92,293.5,298.87,,52684260.0,flat,,2026-05-23T08:30:19
2026-05-13,미국주식,CAT,912.5,922.99,897.38,902.3,,1957140.0,flat,,2026-05-23T08:30:19
2026-05-13,미국주식,APP,487.39,487.39,450.3,453.53,,5615831.0,flat,,2026-05-23T08:30:19
2026-05-13,미국주식,IONQ,55.93999862670898,56.18000030517578,52.93999862670898,55.2599983215332,,24065300.0,flat,,2026-05-23T08:30:19
2026-05-13,미국주식,RGTI,19.15,19.17,17.89,18.415,,27158551.0,flat,,2026-05-23T08:30:19
2026-05-13,미국주식,IREN,57.44,57.59,53.7,55.17,,49514592.0,flat,,2026-05-23T08:30:19
2026-05-13,미국주식,LUNR,34.354,36.72,32.93,35.68,,16506996.0,flat,,2026-05-23T08:30:19
2026-05-13,미국주식,GE,295.97,298.4,291.31,294.71,,4219931.0,flat,,2026-05-23T08:30:19
2026-05-13,미국주식,OKLO,73.37000274658203,73.4000015258789,68.0999984741211,69.66000366210938,,14149400.0,flat,,2026-05-23T08:30:19
2026-05-13,미국주식,DDOG,199.49,205.4375,195.39,205.31,,4578257.0,flat,,2026-05-23T08:30:19
2026-05-13,미국주식,HUT,107.48,112.26,103.01,108.32,,4664087.0,flat,,2026-05-23T08:30:19
2026-05-13,미국주식,NBIS,203.845,217.34,195.0,207.27,,38769974.0,flat,,2026-05-23T08:30:19
2026-05-13,미국주식,PLTR,134.006,136.99,128.75,130.05,,55189399.0,flat,,2026-05-23T08:30:19
2026-05-13,미국주식,MDB,307.19000244140625,310.9599914550781,296.2699890136719,303.0,,1545700.0,flat,,2026-05-23T08:30:19
2026-05-13,미국주식,KTOS,56.41,56.5,51.84,52.49,,9471879.0,flat,,2026-05-23T08:30:19
2026-05-13,미국주식,DUOL,105.0,105.61,100.8836,104.98,,1445536.0,flat,,2026-05-23T08:30:19
2026-05-13,미국주식,ASTS,72.665,77.675,71.6001,74.81,,14987911.0,flat,,2026-05-23T08:30:19
2026-05-15,한국주식,005930,291000.0,296500.0,266000.0,270500.0,-8.614864864864865,37931525.0,down,-8.614864864864865,2026-05-23T08:30:19
2026-05-15,한국주식,000660,1950000.0,1995000.0,1789000.0,1819000.0,-7.66497461928934,6921083.0,down,-7.66497461928934,2026-05-23T08:30:19
2026-05-15,한국주식,003490,27050.0,27100.0,25650.0,26050.0,-4.5787545787545785,2368660.0,down,-4.5787545787545785,2026-05-23T08:30:19
2026-05-15,한국주식,373220,450000.0,470000.0,410500.0,417000.0,-5.656108597285068,798242.0,down,-5.656108597285068,2026-05-23T08:30:19
2026-05-15,한국주식,375500,87200.0,87500.0,78500.0,80300.0,-5.529411764705882,769129.0,down,-5.529411764705882,2026-05-23T08:30:19
2026-05-15,한국주식,047810,170100.0,174100.0,159400.0,161100.0,-6.445993031358885,654684.0,down,-6.445993031358885,2026-05-23T08:30:19
2026-05-15,한국주식,015760,39900.0,40400.0,38250.0,38750.0,-2.269861286254729,3102994.0,down,-2.269861286254729,2026-05-23T08:30:19
2026-05-15,한국주식,005380,725000.0,774500.0,678000.0,700000.0,-1.6853932584269662,4332789.0,down,-1.6853932584269662,2026-05-23T08:30:19
2026-05-15,한국주식,009540,438500.0,440000.0,406000.0,416000.0,-4.914285714285714,321212.0,down,-4.914285714285714,2026-05-23T08:30:19
2026-05-15,한국주식,042700,405000.0,406000.0,365000.0,369000.0,-9.89010989010989,1042610.0,down,-9.89010989010989,2026-05-23T08:30:19
2026-05-15,한국주식,007660,139100.0,142800.0,125000.0,128000.0,-3.3962264150943398,1641507.0,down,-3.3962264150943398,2026-05-23T08:30:19
2026-05-15,한국주식,403870,54900.0,56350.0,48600.0,49500.0,-9.506398537477148,2423101.0,down,-9.506398537477148,2026-05-23T08:30:19
2026-05-15,한국주식,058470,112400.0,112500.0,100100.0,101000.0,-11.558669001751314,1245260.0,down,-11.558669001751314,2026-05-23T08:30:19
2026-05-15,한국주식,095340,246500.0,255500.0,221000.0,224500.0,-9.292929292929292,245327.0,down,-9.292929292929292,2026-05-23T08:30:19
2026-05-15,한국주식,067310,48000.0,55500.0,46300.0,52900.0,18.609865470852018,13127384.0,up,18.609865470852018,2026-05-23T08:30:19
2026-05-15,한국주식,036930,177500.0,183500.0,136100.0,140200.0,-16.547619047619047,3415100.0,down,-16.547619047619047,2026-05-23T08:30:19
2026-05-15,한국주식,000990,181000.0,184000.0,162100.0,163500.0,-10.557986870897155,841608.0,down,-10.557986870897155,2026-05-23T08:30:19
2026-05-15,한국주식,009150,1061000.0,1133000.0,980000.0,1010000.0,-1.3671875,1329154.0,down,-1.3671875,2026-05-23T08:30:19
2026-05-15,한국주식,011070,798000.0,818000.0,712000.0,732000.0,-3.684210526315789,403497.0,down,-3.684210526315789,2026-05-23T08:30:19
2026-05-15,한국주식,267260,1267000.0,1276000.0,1153000.0,1179000.0,-6.945540647198106,184128.0,down,-6.945540647198106,2026-05-23T08:30:19
2026-05-15,한국주식,010120,278000.0,278500.0,253000.0,259000.0,-7.5,1471082.0,down,-7.5,2026-05-23T08:30:19
