market,symbol,ticker,current_price,last_price,현재가,quote_source,quote_source_label,data_status,price_data_status,last_time,updated_at,quote_fallback_price,실시간현재가,current_price_source
us,GLD,GLD,413.82,413.82,$413.82,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,05-26 10:12 KST,2026-05-26 10:12:37 KST,413.82,$413.82,KIS 해외 현재가
us,GOOGL,GOOGL,382.97,382.97,$382.97,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,05-26 10:12 KST,2026-05-26 10:12:37 KST,382.97,$382.97,KIS 해외 현재가
us,HIMS,HIMS,23.75,23.75,$23.75,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,05-26 10:12 KST,2026-05-26 10:12:37 KST,23.75,$23.75,KIS 해외 현재가
us,HOOD,HOOD,73.64,73.64,$73.64,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,05-26 10:12 KST,2026-05-26 10:12:37 KST,73.64,$73.64,KIS 해외 현재가
us,HPE,HPE,37.58,37.58,$37.58,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,05-26 10:12 KST,2026-05-26 10:12:37 KST,37.58,$37.58,KIS 해외 현재가
us,HUT,HUT,105.9,105.9,$105.90,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,05-26 10:12 KST,2026-05-26 10:12:37 KST,105.9,$105.90,KIS 해외 현재가
us,IBIT,IBIT,42.96,42.96,$42.96,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,05-26 10:12 KST,2026-05-26 10:12:37 KST,42.96,$42.96,KIS 해외 현재가
us,INTC,INTC,119.84,119.84,$119.84,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,05-26 10:12 KST,2026-05-26 10:12:37 KST,119.84,$119.84,KIS 해외 현재가
us,IONQ,IONQ,63.64,63.64,$63.64,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,05-26 10:12 KST,2026-05-26 10:12:37 KST,63.64,$63.64,KIS 해외 현재가
us,IREN,IREN,56.83,56.83,$56.83,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,05-26 10:12 KST,2026-05-26 10:12:37 KST,56.83,$56.83,KIS 해외 현재가
us,ISRG,ISRG,438.1,438.1,$438.10,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,05-26 10:12 KST,2026-05-26 10:12:37 KST,438.1,$438.10,KIS 해외 현재가
us,IWM,IWM,285.12,285.12,$285.12,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,05-26 10:12 KST,2026-05-26 10:12:37 KST,285.12,$285.12,KIS 해외 현재가
us,JOBY,JOBY,10.92,10.92,$10.92,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,05-26 10:12 KST,2026-05-26 10:12:37 KST,10.92,$10.92,KIS 해외 현재가
us,KLAC,KLAC,1888.38,1888.38,"$1,888.38",KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,05-26 10:12 KST,2026-05-26 10:12:37 KST,1888.38,"$1,888.38",KIS 해외 현재가
us,KTOS,KTOS,56.18,56.18,$56.18,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,05-26 10:12 KST,2026-05-26 10:12:37 KST,56.18,$56.18,KIS 해외 현재가
us,LITE,LITE,946.9,946.9,$946.90,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,05-26 10:12 KST,2026-05-26 10:12:37 KST,946.9,$946.90,KIS 해외 현재가
us,LLY,LLY,1065.0,1065.0,"$1,065.00",KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,05-26 10:12 KST,2026-05-26 10:12:37 KST,1065.0,"$1,065.00",KIS 해외 현재가
us,LRCX,LRCX,305.35,305.35,$305.35,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,05-26 10:12 KST,2026-05-26 10:12:37 KST,305.35,$305.35,KIS 해외 현재가
us,LUNR,LUNR,38.26,38.26,$38.26,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,05-26 10:12 KST,2026-05-26 10:12:37 KST,38.26,$38.26,KIS 해외 현재가
us,MARA,MARA,13.81,13.81,$13.81,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,05-26 10:12 KST,2026-05-26 10:12:37 KST,13.81,$13.81,KIS 해외 현재가
us,MDB,MDB,326.13,326.13,$326.13,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,05-26 10:12 KST,2026-05-26 10:12:37 KST,326.13,$326.13,KIS 해외 현재가
us,MELI,MELI,1664.42,1664.42,"$1,664.42",KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,05-26 10:12 KST,2026-05-26 10:12:37 KST,1664.42,"$1,664.42",KIS 해외 현재가
us,META,META,610.26,610.26,$610.26,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,05-26 10:12 KST,2026-05-26 10:12:37 KST,610.26,$610.26,KIS 해외 현재가
us,MPWR,MPWR,1589.81,1589.81,"$1,589.81",KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,05-26 10:12 KST,2026-05-26 10:12:37 KST,1589.81,"$1,589.81",KIS 해외 현재가
us,MRVL,MRVL,196.33,196.33,$196.33,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,05-26 10:12 KST,2026-05-26 10:12:37 KST,196.33,$196.33,KIS 해외 현재가
us,MSFT,MSFT,418.57,418.57,$418.57,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,05-26 10:12 KST,2026-05-26 10:12:37 KST,418.57,$418.57,KIS 해외 현재가
us,MSTR,MSTR,159.89,159.89,$159.89,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,05-26 10:12 KST,2026-05-26 10:12:37 KST,159.89,$159.89,KIS 해외 현재가
us,MU,MU,751.0,751.0,$751.00,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,05-26 10:12 KST,2026-05-26 10:12:37 KST,751.0,$751.00,KIS 해외 현재가
us,NBIS,NBIS,214.77,214.77,$214.77,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,05-26 10:12 KST,2026-05-26 10:12:37 KST,214.77,$214.77,KIS 해외 현재가
us,NET,NET,216.17,216.17,$216.17,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,05-26 10:12 KST,2026-05-26 10:12:37 KST,216.17,$216.17,KIS 해외 현재가
us,NOW,NOW,102.13,102.13,$102.13,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,05-26 10:12 KST,2026-05-26 10:12:37 KST,102.13,$102.13,KIS 해외 현재가
us,NVDA,NVDA,215.33,215.33,$215.33,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,05-26 10:12 KST,2026-05-26 10:12:37 KST,215.33,$215.33,KIS 해외 현재가
us,NVO,NVO,44.96,44.96,$44.96,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,05-26 10:12 KST,2026-05-26 10:12:37 KST,44.96,$44.96,KIS 해외 현재가
us,OKLO,OKLO,65.88,65.88,$65.88,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,05-26 10:12 KST,2026-05-26 10:12:37 KST,65.88,$65.88,KIS 해외 현재가
us,OKTA,OKTA,92.24,92.24,$92.24,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,05-26 10:12 KST,2026-05-26 10:12:37 KST,92.24,$92.24,KIS 해외 현재가
us,ON,ON,116.2,116.2,$116.20,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,05-26 10:12 KST,2026-05-26 10:12:37 KST,116.2,$116.20,KIS 해외 현재가
us,ORCL,ORCL,192.08,192.08,$192.08,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,05-26 10:12 KST,2026-05-26 10:12:37 KST,192.08,$192.08,KIS 해외 현재가
us,PANW,PANW,260.58,260.58,$260.58,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,05-26 10:12 KST,2026-05-26 10:12:37 KST,260.58,$260.58,KIS 해외 현재가
us,PATH,PATH,10.93,10.93,$10.93,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,05-26 10:12 KST,2026-05-26 10:12:37 KST,10.93,$10.93,KIS 해외 현재가
us,PLTR,PLTR,136.88,136.88,$136.88,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,05-26 10:12 KST,2026-05-26 10:12:37 KST,136.88,$136.88,KIS 해외 현재가
us,QQQ,QQQ,717.54,717.54,$717.54,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,05-26 10:12 KST,2026-05-26 10:12:37 KST,717.54,$717.54,KIS 해외 현재가
us,QUBT,QUBT,12.31,12.31,$12.31,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,05-26 10:12 KST,2026-05-26 10:12:37 KST,12.31,$12.31,KIS 해외 현재가
us,RDDT,RDDT,141.67,141.67,$141.67,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,05-26 10:12 KST,2026-05-26 10:12:37 KST,141.67,$141.67,KIS 해외 현재가
us,RGTI,RGTI,26.42,26.42,$26.42,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,05-26 10:12 KST,2026-05-26 10:12:37 KST,26.42,$26.42,KIS 해외 현재가
us,RIOT,RIOT,24.49,24.49,$24.49,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,05-26 10:12 KST,2026-05-26 10:12:37 KST,24.49,$24.49,KIS 해외 현재가
us,RKLB,RKLB,135.76,135.76,$135.76,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,05-26 10:12 KST,2026-05-26 10:12:37 KST,135.76,$135.76,KIS 해외 현재가
us,RXRX,RXRX,3.01,3.01,$3.01,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,05-26 10:12 KST,2026-05-26 10:12:37 KST,3.01,$3.01,KIS 해외 현재가
us,S,S,18.71,18.71,$18.71,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,05-26 10:12 KST,2026-05-26 10:12:37 KST,18.71,$18.71,KIS 해외 현재가
us,SE,SE,87.27,87.27,$87.27,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,05-26 10:12 KST,2026-05-26 10:12:37 KST,87.27,$87.27,KIS 해외 현재가
us,SHOP,SHOP,103.0,103.0,$103.00,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,05-26 10:12 KST,2026-05-26 10:12:37 KST,103.0,$103.00,KIS 해외 현재가
us,SIMO,SIMO,276.14,276.14,$276.14,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,05-26 10:12 KST,2026-05-26 10:12:37 KST,276.14,$276.14,KIS 해외 현재가
us,SMCI,SMCI,35.58,35.58,$35.58,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,05-26 10:12 KST,2026-05-26 10:12:37 KST,35.58,$35.58,KIS 해외 현재가
us,SMH,SMH,576.32,576.32,$576.32,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,05-26 10:12 KST,2026-05-26 10:12:37 KST,576.32,$576.32,KIS 해외 현재가
us,SMR,SMR,11.4,11.4,$11.40,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,05-26 10:12 KST,2026-05-26 10:12:37 KST,11.4,$11.40,KIS 해외 현재가
us,SNDK,SNDK,1478.69,1478.69,"$1,478.69",KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,05-26 10:12 KST,2026-05-26 10:12:37 KST,1478.69,"$1,478.69",KIS 해외 현재가
us,SNOW,SNOW,172.2,172.2,$172.20,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,05-26 10:12 KST,2026-05-26 10:12:37 KST,172.2,$172.20,KIS 해외 현재가
us,SOUN,SOUN,8.17,8.17,$8.17,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,05-26 10:12 KST,2026-05-26 10:12:37 KST,8.17,$8.17,KIS 해외 현재가
us,SOXX,SOXX,537.33,537.33,$537.33,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,05-26 10:12 KST,2026-05-26 10:12:37 KST,537.33,$537.33,KIS 해외 현재가
us,SPY,SPY,745.64,745.64,$745.64,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,05-26 10:12 KST,2026-05-26 10:12:37 KST,745.64,$745.64,KIS 해외 현재가
us,STX,STX,812.73,812.73,$812.73,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,05-26 10:12 KST,2026-05-26 10:12:37 KST,812.73,$812.73,KIS 해외 현재가
us,TEM,TEM,46.18,46.18,$46.18,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,05-26 10:12 KST,2026-05-26 10:12:37 KST,46.18,$46.18,KIS 해외 현재가
us,TER,TER,358.44,358.44,$358.44,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,05-26 10:12 KST,2026-05-26 10:12:37 KST,358.44,$358.44,KIS 해외 현재가
us,TLT,TLT,84.68,84.68,$84.68,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,05-26 10:12 KST,2026-05-26 10:12:37 KST,84.68,$84.68,KIS 해외 현재가
us,TMDX,TMDX,68.935,68.935,$68.94,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,05-26 10:12 KST,2026-05-26 10:12:37 KST,68.935,$68.94,KIS 해외 현재가
us,TSLA,TSLA,426.01,426.01,$426.01,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,05-26 10:12 KST,2026-05-26 10:12:37 KST,426.01,$426.01,KIS 해외 현재가
us,TSM,TSM,404.52,404.52,$404.52,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,05-26 10:12 KST,2026-05-26 10:12:37 KST,404.52,$404.52,KIS 해외 현재가
us,VRT,VRT,327.46,327.46,$327.46,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,05-26 10:12 KST,2026-05-26 10:12:37 KST,327.46,$327.46,KIS 해외 현재가
us,VRTX,VRTX,434.52,434.52,$434.52,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,05-26 10:12 KST,2026-05-26 10:12:37 KST,434.52,$434.52,KIS 해외 현재가
us,WDC,WDC,484.28,484.28,$484.28,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,05-26 10:12 KST,2026-05-26 10:12:37 KST,484.28,$484.28,KIS 해외 현재가
us,WMT,WMT,120.27,120.27,$120.27,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,05-26 10:12 KST,2026-05-26 10:12:37 KST,120.27,$120.27,KIS 해외 현재가
us,XLE,XLE,59.49,59.49,$59.49,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,05-26 10:12 KST,2026-05-26 10:12:37 KST,59.49,$59.49,KIS 해외 현재가
us,XLF,XLF,51.94,51.94,$51.94,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,05-26 10:12 KST,2026-05-26 10:12:37 KST,51.94,$51.94,KIS 해외 현재가
us,ZS,ZS,182.37,182.37,$182.37,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,05-26 10:12 KST,2026-05-26 10:12:37 KST,182.37,$182.37,KIS 해외 현재가
