시장,종목코드,종목명,거장식 해석,다음행동
한국주식,000660,SK하이닉스,가치·성장·안정성 점수가 함께 높은지 확인하는 참고 카드입니다. 실제 대가 매수 데이터는 별도 13F/DART 지분공시 연결이 필요합니다.,관심 유지 · 눌림 확인
한국주식,278470,에이피알,가치·성장·안정성 점수가 함께 높은지 확인하는 참고 카드입니다. 실제 대가 매수 데이터는 별도 13F/DART 지분공시 연결이 필요합니다.,관심 유지 · 눌림 확인
한국주식,259960,크래프톤,가치·성장·안정성 점수가 함께 높은지 확인하는 참고 카드입니다. 실제 대가 매수 데이터는 별도 13F/DART 지분공시 연결이 필요합니다.,관심 유지 · 눌림 확인
한국주식,000990,DB하이텍,가치·성장·안정성 점수가 함께 높은지 확인하는 참고 카드입니다. 실제 대가 매수 데이터는 별도 13F/DART 지분공시 연결이 필요합니다.,무리한 추격 금지
한국주식,000270,기아,가치·성장·안정성 점수가 함께 높은지 확인하는 참고 카드입니다. 실제 대가 매수 데이터는 별도 13F/DART 지분공시 연결이 필요합니다.,무리한 추격 금지
한국주식,010120,엘에스일렉트릭,가치·성장·안정성 점수가 함께 높은지 확인하는 참고 카드입니다. 실제 대가 매수 데이터는 별도 13F/DART 지분공시 연결이 필요합니다.,무리한 추격 금지
한국주식,000100,유한양행,가치·성장·안정성 점수가 함께 높은지 확인하는 참고 카드입니다. 실제 대가 매수 데이터는 별도 13F/DART 지분공시 연결이 필요합니다.,무리한 추격 금지
한국주식,329180,HD현대중공업 (329180),가치·성장·안정성 점수가 함께 높은지 확인하는 참고 카드입니다. 실제 대가 매수 데이터는 별도 13F/DART 지분공시 연결이 필요합니다.,무리한 추격 금지
