symbol,corp_code,name,year,revenue,operating_income,net_income,total_equity,total_debt,total_assets,current_assets,current_liabilities,retained_earnings,eps,eps_prev,per,pbr,shares_outstanding,market_cap,roe,debt_ratio,operating_margin,net_margin,revenue_growth,eps_growth,peg,div,quality_score,value_score,growth_score,updatedAt
051910,,LG화학,2026,,,,,,,,,,,,12.5984,,,,-5.934,74.207,-0.41,-4.52,-2.6,,1.13,59.0,43.0,60.0,50.0,2026-06-22
055550,,신한지주,2026,,,,,,,,,,,,7.6138,,,,8.635,,51.45,31.95,6.6,14.0,5.14,274.0,70.0,75.0,60.0,2026-06-22
058470,,리노공업,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-22
064350,,현대로템,2026,,,,,,,,,,,,15.2284,,,,30.621,4.15,15.38,13.28,23.9,27.2,,29.0,93.0,60.0,74.0,2026-06-22
066970,,엘앤에프,2026,,,,,,,,,,,,52.1525,,,,-76.113,252.972,15.85,-19.29,102.8,,,,28.0,35.0,70.0,2026-06-22
067310,,하나마이크론,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-22
068270,,셀트리온,2026,,,,,,,,,,,,23.3831,,,,7.255,21.702,28.11,28.38,36.0,224.3,0.85,42.0,85.0,53.0,90.0,2026-06-22
078930,,GS,2026,,,,,,,,,,,,6.978,,,,8.279,42.091,18.39,5.11,9.9,253.3,,429.0,71.0,75.0,75.0,2026-06-22
079550,,LIG디펜스앤에어로스페이스,2026,,,,,,,,,,,,32.7968,,,,20.732,99.018,14.65,6.81,28.7,69.5,,35.0,78.0,50.0,82.0,2026-06-22
086280,,현대글로비스,2026,,,,,,,,,,,,8.0416,,,,17.288,39.085,6.67,5.56,8.2,-14.5,,261.0,73.0,68.0,55.0,2026-06-22
086520,,에코프로,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-22
086790,,하나금융지주,2026,,,,,,,,,,,,6.717,,,,9.097,,64.5,29.09,25.7,11.4,4.79,371.0,70.0,75.0,67.0,2026-06-22
086900,,메디톡스,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-22
089030,,테크윙,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-22
090360,,로보스타,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-22
095340,,ISC,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-22
096770,,SK이노베이션,2026,,,,,,,,,,,,19.541,,,,-10.496,108.0,8.6,-2.58,15.2,,,184.0,38.0,53.0,62.0,2026-06-22
103590,,일진전기,2026,,,,,,,,,,,,20.7977,,,,21.028,37.752,9.98,5.59,10.6,56.7,,59.0,81.0,53.0,82.0,2026-06-22
105560,,KB금융,2026,,,,,,,,,,,,8.1455,,,,9.991,,60.71,36.58,15.2,16.8,0.74,290.0,70.0,68.0,67.0,2026-06-22
108320,,LX세미콘,2026,,,,,,,,,,,,7.7252,,,,4.409,3.416,5.3,3.12,-18.4,-75.3,,323.0,68.0,75.0,23.0,2026-06-22
108490,,로보티즈,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-22
121600,,나노신소재,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-22
128940,,한미약품,2026,,,,,,,,,,,,24.5097,,,,14.087,28.291,11.64,11.13,0.5,6.7,,49.0,85.0,53.0,60.0,2026-06-22
131970,,두산테스나,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-22
138040,,메리츠금융지주,2026,,,,,,,,,,,,5.9412,,,,21.181,,33.42,12.99,-0.7,-3.7,,103.0,85.0,75.0,50.0,2026-06-22
145020,,휴젤,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-22
196170,,알테오젠,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-22
207940,,삼성바이오로직스,2026,,,,,,,,,,,,26.93,,,,18.25,15.077,46.2,39.01,25.8,25.1,2.0,,92.0,50.0,74.0,2026-06-22
214150,,클래시스,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-22
214450,,파마리서치,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-22
222800,,심텍,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-22
240810,,원익IPS,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-22
247540,,에코프로비엠,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-22
259960,,크래프톤,2026,,,,,,,,,,,,8.9593,,,,11.96,7.752,40.95,22.95,56.9,43.0,,93.0,85.0,68.0,82.0,2026-06-22
267260,,HD현대일렉트릭,2026,,,,,,,,,,,,28.6874,,,,43.762,12.441,24.92,19.18,2.2,35.0,,78.0,100.0,50.0,67.0,2026-06-22
272210,,한화시스템,2026,,,,,,,,,,,,40.1161,,,,2.244,39.355,4.25,4.22,17.0,,,55.0,61.0,35.0,62.0,2026-06-22
277810,,레인보우로보틱스,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-22
278280,,천보,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-22
278470,,에이피알,2026,,,,,,,,,,,,21.5758,,,,83.787,21.454,24.53,19.25,123.0,132.9,,132.0,100.0,53.0,90.0,2026-06-22
293490,,카카오게임즈,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-22
298040,,효성중공업,2026,,,,,,,,,,,,28.1333,,,,21.082,27.2,9.87,8.08,26.2,-14.6,,19.0,88.0,50.0,62.0,2026-06-22
326030,,SK바이오팜,2026,,,,,,,,,,,,17.8128,,,,44.156,5.362,39.39,44.14,57.8,350.7,,,100.0,60.0,90.0,2026-06-22
329180,,HD현대중공업,2026,,,,,,,,,,,,19.0533,,,,24.551,6.612,15.3,9.68,54.8,130.3,,116.0,93.0,53.0,90.0,2026-06-22
352820,,하이브,2026,,,,,,,,,,,,21.0379,,,,-12.962,27.278,-28.15,-16.01,39.5,,,22.0,38.0,53.0,70.0,2026-06-22
353200,,대덕전자,2026,,,,,,,,,,,,28.7798,,,,11.178,1.045,14.81,8.26,60.8,,,32.0,78.0,50.0,70.0,2026-06-22
373220,,LG에너지솔루션,2026,,,,,,,,,,,,44.8285,,,,-3.562,82.504,-3.17,-6.82,-2.5,,7.45,,35.0,35.0,50.0,2026-06-22
375500,,DL이앤씨,2026,,,,,,,,,,,,6.3785,,,,9.727,20.178,8.85,6.83,-4.6,419.4,,120.0,73.0,75.0,70.0,2026-06-22
402340,,SK스퀘어,2026,,,,,,,,,,,,3.565,,,,54.386,0.326,96.12,91.56,318.8,420.1,,9.0,100.0,75.0,90.0,2026-06-22
403870,,HPSP,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-22
454910,,두산로보틱스,2026,,,,,,,,,,,,-498.8961,,,,-15.044,9.792,-78.91,-128.49,189.7,,,,38.0,75.0,70.0,2026-06-22
KOSDAQ,,KOSDAQ,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-22
0KOSPI,,0KOSPI,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-22
000100,00145109,,2024,2067791451854.0,54880319609.0,55163455235.0,2150670010559.0,791378826075.0,2942048836634.0,1360261256866.0,619136487792.0,2010025816397.0,,,,,,,2.56,36.8,2.65,2.67,,,,,50.4,58.4,50.0,2026-06-22 16:43:45
000100,00145109,,2023,1858983759666.0,56759795062.0,134031517424.0,2101732643463.0,712337878463.0,2814070521926.0,1256459307871.0,583192369256.0,1975441131674.0,,,,,,,6.38,33.89,3.05,7.21,,,,,56.9,61.7,50.0,2026-06-22 16:43:45
000270,00106641,,2024,107448752000000.0,12667139000000.0,9775005000000.0,55840309000000.0,36915565000000.0,92755874000000.0,41797457000000.0,26977376000000.0,50241096000000.0,,,,,,,17.51,66.11,11.79,9.1,,,,,75.8,67.4,50.0,2026-06-22 16:43:45
000270,00106641,,2023,99808420000000.0,11607873000000.0,8777817000000.0,46558235000000.0,34069591000000.0,80627826000000.0,37466302000000.0,25674105000000.0,43270759000000.0,,,,,,,18.85,73.18,11.63,8.79,,,,,76.6,67.8,50.0,2026-06-22 16:43:45
000660,00164779,,2024,66192960000000.0,23467319000000.0,19796902000000.0,73915704000000.0,45939505000000.0,119855209000000.0,42278887000000.0,24965444000000.0,65418061000000.0,,,,,,,26.78,62.15,35.45,29.91,,,,,95.7,73.8,50.0,2026-06-22 16:43:45
000660,00164779,,2023,32765719000000.0,-7730313000000.0,-9137547000000.0,53503752000000.0,46826413000000.0,100330165000000.0,30468100000000.0,21007810000000.0,46729313000000.0,,,,,,,-17.08,87.52,-23.59,-27.89,,,,,26.9,51.2,50.0,2026-06-22 16:43:45
000720,00164478,,2024,32670268000000.0,-1263420000000.0,-766221000000.0,9669413000000.0,17335972000000.0,27005385000000.0,21100663000000.0,14663775000000.0,6130230000000.0,,,,,,,-7.92,179.29,-3.87,-2.35,,,,,20.0,42.1,50.0,2026-06-22 16:43:45
000720,00164478,,2023,29651357000000.0,785430000000.0,654281000000.0,10455515000000.0,13258980000000.0,23714495000000.0,18613430000000.0,10356647000000.0,6420220000000.0,,,,,,,6.26,126.81,2.65,2.21,,,,,42.5,52.3,50.0,2026-06-22 16:43:45
000810,00139214,,2024,,2649596688033.0,2076797712983.0,15602214746140.0,71667277794649.0,87269492540789.0,,,13670369710657.0,,,,,,,13.31,459.34,,,,,,,40.0,50.6,50.0,2026-06-22 16:43:45
000810,00139214,,2023,,2357283417485.0,1821614343047.0,16144398281437.0,68874631707984.0,85019029989421.0,,,12279177676114.0,,,,,,,11.28,426.62,,,,,,,36.9,49.0,50.0,2026-06-22 16:43:45
000990,00160843,,2024,1131167709804.0,190838683363.0,229385888355.0,2000688804317.0,396162364261.0,2396851168578.0,1194370198832.0,316866668877.0,1763434867503.0,,,,,,,11.47,19.8,16.87,20.28,,,,,77.7,67.2,50.0,2026-06-22 16:43:45
000990,00160843,,2023,1154223638940.0,265437456373.0,264149250979.0,1740082437747.0,303296256385.0,2043378694132.0,1027982955095.0,220150412233.0,1563260865279.0,,,,,,,15.18,17.43,23.0,22.89,,,,,85.2,70.4,50.0,2026-06-22 16:43:45
001440,00113207,,2024,3291299375000.0,115169757000.0,74190402000.0,1496112472000.0,1146613736000.0,2642726208000.0,1775776357000.0,920138410000.0,385165158000.0,,,,,,,4.96,76.64,3.5,2.25,,,,,48.7,56.3,50.0,2026-06-22 16:43:45
001440,00113207,,2023,2843980012000.0,79823888000.0,71872998000.0,953285756000.0,925279344000.0,1878565100000.0,1265741722000.0,682343719000.0,316750354000.0,,,,,,,7.54,97.06,2.81,2.53,,,,,49.0,56.3,50.0,2026-06-22 16:43:45
003490,00113526,,2024,17870718495804.0,2110200077994.0,1381858075058.0,10963191867177.0,36048874072912.0,47012065940089.0,11616873056353.0,16973485891743.0,3485552013166.0,,,,,,,12.6,328.82,11.81,7.73,,,,,48.3,50.1,50.0,2026-06-22 16:43:45
003490,00113526,,2023,16111796106147.0,1790089190805.0,1129105735756.0,9815208241633.0,20576567788023.0,30391776029656.0,8595169639226.0,9409864309283.0,2591941106956.0,,,,,,,11.5,209.64,11.11,7.01,,,,,46.1,49.2,50.0,2026-06-22 16:43:45
003550,00120021,,2024,7175505000000.0,966842000000.0,790478000000.0,28132633000000.0,3506640000000.0,31639273000000.0,5064132000000.0,2244807000000.0,21325453000000.0,,,,,,,2.81,12.46,13.47,11.02,,,,,63.1,61.0,50.0,2026-06-22 16:43:45
003550,00120021,,2023,7445336000000.0,1589013000000.0,1414258000000.0,27016489000000.0,3236596000000.0,30253085000000.0,5199470000000.0,1937107000000.0,21301106000000.0,,,,,,,5.23,11.98,21.34,19.0,,,,,71.0,63.0,50.0,2026-06-22 16:43:45
003620,00138242,,2024,3905069387798.0,1432909587.0,33844431596.0,1420542693233.0,1683909503308.0,3104452196541.0,1171965568545.0,1017426980564.0,-1140344839464.0,,,,,,,2.38,118.54,0.04,0.87,,,,,35.8,50.0,50.0,2026-06-22 16:43:45
003620,00138242,,2023,3736368968570.0,12547597407.0,8924265072.0,1082699001177.0,1552700998060.0,2635399999237.0,1139590789969.0,885732879270.0,-1145361123546.0,,,,,,,0.82,143.41,0.34,0.24,,,,,30.0,46.3,50.0,2026-06-22 16:43:45
003670,00155276,,2024,3699944235821.0,721245866.0,-231338259262.0,3320505865578.0,4611953968440.0,7932459834018.0,2112748442946.0,1570069945473.0,760851116900.0,,,,,,,-6.97,138.89,0.02,-6.25,,,,,29.2,46.1,50.0,2026-06-22 16:43:45
003670,00155276,,2023,4759871486264.0,35882185999.0,4435219953.0,2611465990083.0,3723127307788.0,6334593297871.0,2411881410829.0,1396407813025.0,998453747373.0,,,,,,,0.17,142.57,0.75,0.09,,,,,29.5,45.9,50.0,2026-06-22 16:43:45
004020,00145880,,2024,23226141091217.0,159492008580.0,8814214272.0,19333565136259.0,15410222889378.0,34743788025637.0,11459924503844.0,7699051534479.0,13400002431370.0,,,,,,,0.05,79.71,0.69,0.04,,,,,38.7,52.1,50.0,2026-06-22 16:43:45
004020,00145880,,2023,25914760456167.0,798325068073.0,442983461011.0,19496000328022.0,15722841602022.0,35218841930044.0,11953568810846.0,7984156916980.0,13639305563613.0,,,,,,,2.27,80.65,3.08,1.71,,,,,43.8,53.8,50.0,2026-06-22 16:43:45
005070,00129989,,2024,569728589077.0,25002358115.0,17647535995.0,495532641195.0,289009302755.0,784541943950.0,288406338978.0,270240677905.0,98589082898.0,,,,,,,3.56,58.32,4.39,3.1,,,,,50.1,57.0,50.0,2026-06-22 16:43:45
005070,00129989,,2023,629578773085.0,32324547766.0,27036287901.0,478782330149.0,193891013679.0,672673343828.0,295505274305.0,161698738718.0,81678800409.0,,,,,,,5.65,40.5,5.13,4.29,,,,,56.5,60.5,50.0,2026-06-22 16:43:45
005380,00164742,,2024,175231153000000.0,14239592000000.0,13229908000000.0,120275933000000.0,219522496000000.0,339798429000000.0,115764287000000.0,79509643000000.0,96595668000000.0,,,,,,,11.0,182.52,8.13,7.55,,,,,45.6,50.5,50.0,2026-06-22 16:43:45
005380,00164742,,2023,162663579000000.0,15126901000000.0,12272301000000.0,101809440000000.0,180653915000000.0,282463355000000.0,101724717000000.0,73362103000000.0,88665805000000.0,,,,,,,12.05,177.44,9.3,7.54,,,,,48.9,51.9,50.0,2026-06-22 16:43:45
005490,00155319,,2024,72688143160111.0,2173573272904.0,947580322052.0,61450367919684.0,41953831078121.0,103404198997805.0,44029923444233.0,22779718796788.0,53658367884319.0,,,,,,,1.54,68.27,2.99,1.3,,,,,44.5,54.4,50.0,2026-06-22 16:43:45
005490,00155319,,2023,77127197108585.0,3531422506439.0,1845849532200.0,59663897393468.0,41281496791611.0,100945394185079.0,46212298543978.0,21861518075074.0,53857514269524.0,,,,,,,3.09,69.19,4.58,2.39,,,,,47.9,55.6,50.0,2026-06-22 16:43:45
005930,00126380,,2024,300870903000000.0,32725961000000.0,34451351000000.0,402192070000000.0,112339878000000.0,514531948000000.0,227062266000000.0,93326299000000.0,370513188000000.0,,,,,,,8.57,27.93,10.88,11.45,,,,,67.4,64.1,50.0,2026-06-22 16:43:45
005930,00126380,,2023,258935494000000.0,6566976000000.0,15487100000000.0,363677865000000.0,92228115000000.0,455905980000000.0,195936557000000.0,75719452000000.0,346652238000000.0,,,,,,,4.26,25.36,2.54,5.98,,,,,54.6,60.9,50.0,2026-06-22 16:43:45
006260,00105952,,2024,27544663000000.0,1072943000000.0,391515000000.0,6881153000000.0,13646786000000.0,20527939000000.0,12938266000000.0,10546216000000.0,4477330000000.0,,,,,,,5.69,198.32,3.9,1.42,,,,,31.9,44.7,50.0,2026-06-22 16:43:45
006260,00105952,,2023,24480743000000.0,899674000000.0,570596000000.0,6750601000000.0,11495353000000.0,18245954000000.0,11617591000000.0,8631564000000.0,4320823000000.0,,,,,,,8.45,170.29,3.68,2.33,,,,,40.1,49.7,50.0,2026-06-22 16:43:45
006340,00260392,,2024,552777321378.0,14338544095.0,6794390393.0,113845590709.0,113147385668.0,226992976377.0,167968538290.0,89009008719.0,61133271725.0,,,,,,,5.97,99.39,2.59,1.23,,,,,46.1,54.8,50.0,2026-06-22 16:43:45
006340,00260392,,2023,515401908392.0,13130113478.0,9612692059.0,100324043905.0,134547618320.0,234871662225.0,191351571521.0,122508949574.0,56611447468.0,,,,,,,9.58,134.11,2.55,1.87,,,,,46.3,54.3,50.0,2026-06-22 16:43:45
006360,00120030,,2024,12863811468386.0,285954335787.0,263924031753.0,5087123959443.0,12716169965113.0,17803293924556.0,8666549605548.0,9031905115658.0,3266496166354.0,,,,,,,5.19,249.97,2.22,2.05,,,,,29.6,44.2,50.0,2026-06-22 16:43:45
006360,00120030,,2023,13436684904471.0,-387945401071.0,-419500544880.0,4885159860812.0,12822138677201.0,17707298538013.0,9482031400336.0,8796223078467.0,3046354212471.0,,,,,,,-8.59,262.47,-2.89,-3.12,,,,,17.7,40.0,50.0,2026-06-22 16:43:45
006400,00126362,,2024,16592248884388.0,363304463263.0,575512415979.0,21567237112527.0,19030107423830.0,40597344536357.0,10334312926481.0,10855694147360.0,12779917889808.0,,,,,,,2.67,88.24,2.19,3.47,,,,,42.5,53.3,50.0,2026-06-22 16:43:45
006400,00126362,,2023,22708300498633.0,1633368964768.0,2066046562201.0,19907249977522.0,14131610215445.0,34038860192967.0,9187029193265.0,8518933137070.0,12335665245892.0,,,,,,,10.38,70.99,7.19,9.1,,,,,60.7,61.2,50.0,2026-06-22 16:43:45
007660,00107613,,2024,836866961285.0,101878836049.0,74034111779.0,327526708412.0,462609658014.0,790136366426.0,522697354400.0,377363096552.0,172267493486.0,,,,,,,22.6,141.24,12.17,8.85,,,,,72.5,64.0,50.0,2026-06-22 16:43:45
007660,00107613,,2023,675332755709.0,62169058401.0,47723051484.0,266778163292.0,359658155215.0,626436318507.0,383628200131.0,290513985554.0,114366332352.0,,,,,,,17.89,134.82,9.21,7.07,,,,,64.0,60.8,50.0,2026-06-22 16:43:45
009150,00126371,,2024,10294102976435.0,735005856995.0,703215637082.0,9015854031770.0,3776548889114.0,12792402920884.0,5891746488305.0,3056860858021.0,2524929947839.0,,,,,,,7.8,41.89,7.14,6.83,,,,,61.1,62.1,50.0,2026-06-22 16:43:45
009150,00126371,,2023,8909448483915.0,639423737120.0,450482125173.0,8030324975448.0,3627546626400.0,11657871601848.0,5208418321146.0,2900459629423.0,2030411122731.0,,,,,,,5.61,45.17,7.18,5.06,,,,,57.4,60.0,50.0,2026-06-22 16:43:45
009540,00164830,,2024,25538577356000.0,1434090492000.0,1454580111000.0,14155813204000.0,22563324218000.0,36719137422000.0,20431356435000.0,19325058391000.0,15083879465000.0,,,,,,,10.28,159.39,5.62,5.7,,,,,46.0,52.3,50.0,2026-06-22 16:43:45
009540,00164830,,2023,21296205574000.0,282260719000.0,144930284000.0,12370102932000.0,19872465252000.0,32242568184000.0,17735127271000.0,17497867505000.0,14374459760000.0,,,,,,,1.17,160.65,1.33,0.68,,,,,28.7,44.9,50.0,2026-06-22 16:43:45
010120,00105855,,2024,4551837252467.0,389717122317.0,242237998768.0,1890092083448.0,2595105380936.0,4485197464384.0,3052191652183.0,1846349798510.0,1743475249718.0,,,,,,,12.82,137.3,8.56,5.32,,,,,55.5,56.5,50.0,2026-06-22 16:43:45
010120,00105855,,2023,4230482628448.0,324877723039.0,207672688149.0,1724042303163.0,2008849631067.0,3732891934230.0,2605193022178.0,1448676924745.0,1596891858077.0,,,,,,,12.05,116.52,7.68,4.91,,,,,56.7,58.0,50.0,2026-06-22 16:43:45
010130,00102858,,2024,12052918410249.0,723472208523.0,194781564506.0,7595427776993.0,7196894404555.0,14792322181548.0,7567074179254.0,6366334342627.0,7600981483812.0,,,,,,,2.56,94.75,6.0,1.62,,,,,44.4,52.6,50.0,2026-06-22 16:43:45
010130,00102858,,2023,9704521343024.0,659935424598.0,533378688122.0,9642002868870.0,2404068442780.0,12046071311650.0,5571656932735.0,1902819300929.0,7843381808493.0,,,,,,,5.53,24.93,6.8,5.5,,,,,60.0,61.9,50.0,2026-06-22 16:43:45
010140,00126478,,2024,9903077919464.0,502698683088.0,53877228765.0,3749451105353.0,13445186022785.0,17194637128138.0,9369985101261.0,12029241642640.0,-2136027131480.0,,,,,,,1.44,358.59,5.08,0.54,,,,,26.2,41.2,50.0,2026-06-22 16:43:45
010140,00126478,,2023,8009429912108.0,233344768042.0,-155556375770.0,3409207598067.0,12184181554327.0,15593389152394.0,9245491743301.0,11231917003443.0,-2168677854589.0,,,,,,,-4.56,357.39,2.91,-1.94,,,,,22.3,40.0,50.0,2026-06-22 16:43:45
010950,00138279,,2024,36637031000000.0,422177000000.0,-193042000000.0,8695647000000.0,15755786000000.0,24451433000000.0,10048039000000.0,11656683000000.0,7030470000000.0,,,,,,,-2.22,181.19,1.15,-0.53,,,,,23.7,41.9,50.0,2026-06-22 16:43:45
010950,00138279,,2023,35726694000000.0,1354582000000.0,948848000000.0,9037565000000.0,12538558000000.0,21576123000000.0,9647760000000.0,9254520000000.0,7379599000000.0,,,,,,,10.5,138.74,3.79,2.66,,,,,48.0,54.5,50.0,2026-06-22 16:43:45
011070,00105961,,2024,21200755000000.0,706043000000.0,449274000000.0,5353865000000.0,6024347000000.0,11378212000000.0,5853122000000.0,3954861000000.0,3868154000000.0,,,,,,,8.39,112.52,3.33,2.12,,,,,48.4,55.5,50.0,2026-06-22 16:43:45
011070,00105961,,2023,20605290000000.0,830824000000.0,565201000000.0,4714575000000.0,6489731000000.0,11204306000000.0,5349008000000.0,4219145000000.0,3413560000000.0,,,,,,,11.99,137.65,4.03,2.74,,,,,50.6,55.8,50.0,2026-06-22 16:43:45
011200,00164645,,2024,11700224000000.0,3512847000000.0,3782129000000.0,27855544000000.0,5993018000000.0,33848562000000.0,17996844000000.0,2357189000000.0,14114764000000.0,,,,,,,13.58,21.51,30.02,32.33,,,,,82.1,68.7,50.0,2026-06-22 16:43:45
011200,00164645,,2023,8400969000000.0,584770000000.0,968692000000.0,21440813000000.0,4272550000000.0,25713363000000.0,13179709000000.0,2001371000000.0,10889054000000.0,,,,,,,4.52,19.93,6.96,11.53,,,,,59.4,61.6,50.0,2026-06-22 16:43:45
012330,00164788,,2024,57236995000000.0,3073456000000.0,4060161000000.0,46118232000000.0,20478673000000.0,66596905000000.0,28424073000000.0,12745182000000.0,42911192000000.0,,,,,,,8.8,44.4,5.37,7.09,,,,,60.8,62.6,50.0,2026-06-22 16:43:45
012330,00164788,,2023,59254361000000.0,2295284000000.0,3423309000000.0,40655299000000.0,17930546000000.0,58585845000000.0,25565154000000.0,12052826000000.0,39639529000000.0,,,,,,,8.42,44.1,3.87,5.78,,,,,59.1,62.3,50.0,2026-06-22 16:43:45
012450,00126566,,2024,11240121484118.0,1731878825342.0,2539873460538.0,11364316747310.0,31972556938163.0,43336873685473.0,22867968340831.0,25516144577239.0,4746520391010.0,,,,,,,22.35,281.34,15.41,22.6,,,,,65.9,57.9,50.0,2026-06-22 16:43:45
012450,00126566,,2023,9359005981309.0,691114682400.0,976918345793.0,4684225317909.0,14858674607799.0,19542899925708.0,9192041562885.0,12076597878814.0,2627417653580.0,,,,,,,20.86,317.21,7.38,10.44,,,,,57.2,56.7,50.0,2026-06-22 16:43:45
015760,00159193,,2024,93398896000000.0,8364710000000.0,3621968000000.0,41362833000000.0,205444962000000.0,246807795000000.0,29255205000000.0,63968789000000.0,20128247000000.0,,,,,,,8.76,496.69,8.96,3.88,,,,,40.3,47.0,50.0,2026-06-22 16:43:45
015760,00159193,,2023,88219461000000.0,-4541648000000.0,-4716144000000.0,37264750000000.0,202450215000000.0,239714965000000.0,29536215000000.0,61248421000000.0,16338262000000.0,,,,,,,-12.66,543.28,-5.15,-5.35,,,,,15.9,40.0,50.0,2026-06-22 16:43:45
017670,00159023,,2024,17940609000000.0,1823409000000.0,1387095000000.0,11827634000000.0,18687621000000.0,30515255000000.0,7476682000000.0,9224278000000.0,22976127000000.0,,,,,,,11.73,158.0,10.16,7.73,,,,,52.0,53.6,50.0,2026-06-22 16:43:45
017670,00159023,,2023,17608511000000.0,1753204000000.0,1145937000000.0,12228399000000.0,17890828000000.0,30119227000000.0,6585602000000.0,6993980000000.0,22799981000000.0,,,,,,,9.37,146.31,9.96,6.51,,,,,50.1,52.9,50.0,2026-06-22 16:43:45
018260,00126186,,2024,13828232033800.0,911096907001.0,789501325293.0,9705449479475.0,3532880772221.0,13238330251696.0,9003786950710.0,2495408581399.0,7995006036046.0,,,,,,,8.13,36.4,6.59,5.71,,,,,62.0,62.9,50.0,2026-06-22 16:43:45
018260,00126186,,2023,13276844204872.0,808230946594.0,701325761022.0,8975571141939.0,3345453419084.0,12321024561023.0,8160300292307.0,2391861435547.0,7446854656437.0,,,,,,,7.81,37.27,6.09,5.28,,,,,61.0,62.5,50.0,2026-06-22 16:43:45
028670,00122737,,2024,5161218000000.0,471180000000.0,268143000000.0,5653383000000.0,4618123000000.0,10271506000000.0,2021806000000.0,1276861000000.0,1859636000000.0,,,,,,,4.74,81.69,9.13,5.2,,,,,52.2,55.6,50.0,2026-06-22 16:43:45
028670,00122737,,2023,4360982000000.0,385854000000.0,245041000000.0,4713351000000.0,3140595000000.0,7853946000000.0,1757323000000.0,1294029000000.0,1638233000000.0,,,,,,,5.2,66.63,8.85,5.62,,,,,54.9,57.5,50.0,2026-06-22 16:43:45
030200,00190321,,2024,26431204000000.0,809471000000.0,417094000000.0,17996549000000.0,23883408000000.0,41879957000000.0,14251937000000.0,13874734000000.0,13779776000000.0,,,,,,,2.32,132.71,3.06,1.58,,,,,36.0,48.6,50.0,2026-06-22 16:43:45
030200,00190321,,2023,26376273000000.0,1649774000000.0,988718000000.0,18561137000000.0,24148845000000.0,42709982000000.0,14518157000000.0,13147409000000.0,14494430000000.0,,,,,,,5.33,130.1,6.25,3.75,,,,,43.5,51.3,50.0,2026-06-22 16:43:45
032640,00231363,,2024,14625198000000.0,863130000000.0,314602000000.0,8768379000000.0,10939351000000.0,19707730000000.0,5263896000000.0,5116288000000.0,5203953000000.0,,,,,,,3.59,124.76,5.9,2.15,,,,,41.4,50.4,50.0,2026-06-22 16:43:45
032640,00231363,,2023,14372626000000.0,998031000000.0,630241000000.0,8756785000000.0,11343820000000.0,20100605000000.0,4964158000000.0,5606861000000.0,5167580000000.0,,,,,,,7.2,129.54,6.94,4.39,,,,,46.9,52.8,50.0,2026-06-22 16:43:45
032830,00126256,,2024,,2499751000000.0,2260255000000.0,32737931000000.0,279480913000000.0,312218844000000.0,,,19419956000000.0,,,,,,,6.9,853.69,,,,,,,30.4,45.5,50.0,2026-06-22 16:43:45
032830,00126256,,2023,,2398377000000.0,2033709000000.0,44337441000000.0,270317609000000.0,314655050000000.0,,,17978086000000.0,,,,,,,4.59,609.68,,,,,,,26.9,43.7,50.0,2026-06-22 16:43:45
034020,00159616,,2024,16233055000000.0,1017600000000.0,394689000000.0,11661092000000.0,14653743000000.0,26314835000000.0,10049022000000.0,8945820000000.0,1394448000000.0,,,,,,,3.38,125.66,6.27,2.43,,,,,41.2,50.1,50.0,2026-06-22 16:43:45
034020,00159616,,2023,17589887709510.0,1467318338124.0,517521903042.0,10841508936525.0,13799325009099.0,24640833945624.0,9641568243182.0,9596749583047.0,1184531890516.0,,,,,,,4.77,127.28,8.34,2.94,,,,,44.7,51.1,50.0,2026-06-22 16:43:45
034730,00181712,,2024,124690439000000.0,2355290000000.0,528810000000.0,80287536000000.0,134690218000000.0,214977754000000.0,67462864000000.0,71532821000000.0,11881908000000.0,,,,,,,0.66,167.76,1.89,0.42,,,,,27.3,43.8,50.0,2026-06-22 16:43:45
