시장,종목코드,종목명,거장식 해석,다음행동
미국주식,SNDK,SanDisk,가치·성장·안정성 점수가 함께 높은지 확인하는 참고 카드입니다. 실제 대가 매수 데이터는 별도 13F/DART 지분공시 연결이 필요합니다.,관심 유지 · 눌림 확인
미국주식,NVDA,NVDA,가치·성장·안정성 점수가 함께 높은지 확인하는 참고 카드입니다. 실제 대가 매수 데이터는 별도 13F/DART 지분공시 연결이 필요합니다.,관심 유지 · 눌림 확인
미국주식,ANET,ANET,가치·성장·안정성 점수가 함께 높은지 확인하는 참고 카드입니다. 실제 대가 매수 데이터는 별도 13F/DART 지분공시 연결이 필요합니다.,관심 유지 · 눌림 확인
미국주식,ALAB,ALAB,가치·성장·안정성 점수가 함께 높은지 확인하는 참고 카드입니다. 실제 대가 매수 데이터는 별도 13F/DART 지분공시 연결이 필요합니다.,관심 유지 · 눌림 확인
미국주식,NBIS,Nebius,가치·성장·안정성 점수가 함께 높은지 확인하는 참고 카드입니다. 실제 대가 매수 데이터는 별도 13F/DART 지분공시 연결이 필요합니다.,관심 유지 · 눌림 확인
미국주식,AMZN,AMZN,가치·성장·안정성 점수가 함께 높은지 확인하는 참고 카드입니다. 실제 대가 매수 데이터는 별도 13F/DART 지분공시 연결이 필요합니다.,관심 유지 · 눌림 확인
미국주식,AAPL,AAPL,가치·성장·안정성 점수가 함께 높은지 확인하는 참고 카드입니다. 실제 대가 매수 데이터는 별도 13F/DART 지분공시 연결이 필요합니다.,관심 유지 · 눌림 확인
미국주식,AMD,AMD,가치·성장·안정성 점수가 함께 높은지 확인하는 참고 카드입니다. 실제 대가 매수 데이터는 별도 13F/DART 지분공시 연결이 필요합니다.,관심 유지 · 눌림 확인
