rec_id,recommended_at,market,symbol,name,strategy,action,entry_price,stop_price,target_price,status,hit_date,target_hit,stop_hit,return_1d_pct,return_3d_pct,return_5d_pct,return_20d_pct,final_return_pct,reason,source_file
2026-05-25|us|090360|후보 리포트,2026-05-25,미국주식,090360,로보스타,후보 리포트,진입가 대기,67204.0,63197.0,73014.0,가격데이터 없음,,False,False,,,,,,매수금지/리스크 조건 우선,watchlist_buy_candidates.csv
2026-05-25|us|005490|후보 리포트,2026-05-25,미국주식,005490,POSCO홀딩스,후보 리포트,진입가 대기,389622.0,371734.0,413273.0,가격데이터 없음,,False,False,,,,,,매수금지/리스크 조건 우선,watchlist_buy_candidates.csv
2026-05-25|us|103590|후보 리포트,2026-05-25,미국주식,103590,일진전기,후보 리포트,진입가 대기,91881.0,85673.0,100327.0,가격데이터 없음,,False,False,,,,,,매수금지/리스크 조건 우선,watchlist_buy_candidates.csv
2026-05-25|us|298040|후보 리포트,2026-05-25,미국주식,298040,효성중공업,후보 리포트,진입가 대기,3492937.0,3338182.0,3696886.0,가격데이터 없음,,False,False,,,,,,매수금지/리스크 조건 우선,watchlist_buy_candidates.csv
2026-05-25|us|001440|후보 리포트,2026-05-25,미국주식,001440,대한전선,후보 리포트,진입가 대기,49090.0,45408.0,54407.0,가격데이터 없음,,False,False,,,,,,매수금지/리스크 조건 우선,watchlist_buy_candidates.csv
2026-05-25|us|012450|후보 리포트,2026-05-25,미국주식,012450,한화에어로스페이스,후보 리포트,진입가 대기,1232464.0,1146570.0,1349547.0,가격데이터 없음,,False,False,,,,,,매수금지/리스크 조건 우선,watchlist_buy_candidates.csv
2026-05-25|us|006260|후보 리포트,2026-05-25,미국주식,006260,LS,후보 리포트,진입가 대기,487868.0,458295.0,530750.0,가격데이터 없음,,False,False,,,,,,매수금지/리스크 조건 우선,watchlist_buy_candidates.csv
2026-05-25|us|010120|후보 리포트,2026-05-25,미국주식,010120,LS ELECTRIC,후보 리포트,진입가 대기,231249.0,218546.0,249669.0,가격데이터 없음,,False,False,,,,,,매수금지/리스크 조건 우선,watchlist_buy_candidates.csv
2026-05-25|us|000100|후보 리포트,2026-05-25,미국주식,000100,유한양행,후보 리포트,진입가 대기,79703.0,77942.0,81805.0,가격데이터 없음,,False,False,,,,,,매수금지/리스크 조건 우선,watchlist_buy_candidates.csv
2026-05-25|us|207940|후보 리포트,2026-05-25,미국주식,207940,삼성바이오로직스,후보 리포트,진입가 대기,1302830.0,1279937.0,1328675.0,가격데이터 없음,,False,False,,,,,,매수금지/리스크 조건 우선,watchlist_buy_candidates.csv
2026-05-25|us|ACHR|후보 리포트,2026-05-25,미국주식,ACHR,Archer Aviation,후보 리포트,진입가 대기,5.88,5.34,6.67,가격데이터 없음,,False,False,,,,,,매수금지/리스크 조건 우선,watchlist_buy_candidates.csv
2026-05-25|us|COIN|후보 리포트,2026-05-25,미국주식,COIN,Coinbase,후보 리포트,진입가 대기,184.75,176.85,196.21,가격데이터 없음,,False,False,,,,,,매수금지/리스크 조건 우선,watchlist_buy_candidates.csv
2026-05-25|us|JOBY|후보 리포트,2026-05-25,미국주식,JOBY,Joby Aviation,후보 리포트,진입가 대기,10.18,9.76,10.8,가격데이터 없음,,False,False,,,,,,매수금지/리스크 조건 우선,watchlist_buy_candidates.csv
2026-05-25|kr|006360|후보 리포트,2026-05-25,한국주식,006360,GS건설,후보 리포트,소액/분할만,30856.4771,29514.1758,33942.1248,가격데이터 없음,,False,False,,,,,,후보 리포트,risk_priority_candidates.csv
2026-05-25|us|AVAV|후보 리포트,2026-05-25,미국주식,AVAV,AeroVironment,후보 리포트,소액/분할만,156.4297,151.8098,172.0726,가격데이터 없음,,False,False,,,,,,후보 리포트,risk_priority_candidates.csv
2026-05-25|kr|090360|후보 리포트,2026-05-25,한국주식,090360,로보스타,후보 리포트,소액/분할만,84303.9048,79479.4877,92734.2953,가격데이터 없음,,False,False,,,,,,후보 리포트,risk_priority_candidates.csv
2026-05-25|us|KTOS|후보 리포트,2026-05-25,미국주식,KTOS,Kratos Defense,후보 리포트,소액/분할만,51.9965,50.2714,57.1961,가격데이터 없음,,False,False,,,,,,후보 리포트,risk_priority_candidates.csv
2026-05-25|us|BMNR|후보 리포트,2026-05-25,미국주식,BMNR,BMNR,후보 리포트,소액/분할만,18.8197,18.168,20.7017,가격데이터 없음,,False,False,,,,,,후보 리포트,risk_priority_candidates.csv
2026-05-25|kr|047810|후보 리포트,2026-05-25,한국주식,047810,한국항공우주,후보 리포트,진입가 대기,153738.0,148532.0,161287.0,가격데이터 없음,,False,False,,,,,,주봉 강한 하락 추세 / 뉴스 리스크 참고(1): 주봉 강한 하락 추세 / 유사 조건 표본 부족: 기대값은 참고만 / 손익비 기준 미통과 / rr < 1.5,swing_candidates.csv
2026-05-25|kr|086790|후보 리포트,2026-05-25,한국주식,086790,하나금융지주,후보 리포트,진입가 대기,115369.0,112609.0,122311.0,가격데이터 없음,,False,False,,,,,,하나금융지주: 손익비·차트 위치는 참고 가능하나 거래량 확인 필요; 유사 조건 n=5로 기대값은 참고 수준,swing_candidates.csv
