rec_id,recommended_at,market,symbol,name,strategy,action,entry_price,stop_price,target_price,status,hit_date,target_hit,stop_hit,return_1d_pct,return_3d_pct,return_5d_pct,return_20d_pct,final_return_pct,reason,source_file
2026-05-25|kr|214450|후보 리포트,2026-05-25,한국주식,214450,파마리서치,후보 리포트,진입가 대기,303994.0,292110.0,334393.4,가격데이터 없음,,False,False,,,,,,주봉 강한 하락 추세 / 뉴스 리스크 참고(1): 주봉 강한 하락 추세 / 유사 조건 표본 부족: 기대값은 참고만 / 손익비 기준 미통과 / rr < 1.5,swing_candidates_kr_C_excluded-Kang.csv
2026-05-25|kr|47810|후보 리포트,2026-05-25,한국주식,47810,한국항공우주,후보 리포트,진입가 대기,160023.0,154929.0,176025.3,가격데이터 없음,,False,False,,,,,,유사 조건 표본 부족: 기대값은 참고만 / 손익비 기준 미통과 / rr < 1.5,swing_candidates_kr_C_excluded-Kang.csv
2026-05-25|kr|39440|후보 리포트,2026-05-25,한국주식,39440,에스티아이,후보 리포트,진입가 대기,26384.0,24876.0,29022.4,가격데이터 없음,,False,False,,,,,,주봉 강한 하락 추세 / 뉴스 리스크 참고(1): 주봉 강한 하락 추세 / 손익비 기준 미통과 / rr < 1.5,swing_candidates_kr_C_excluded-Kang.csv
2026-05-25|kr|42660|후보 리포트,2026-05-25,한국주식,42660,한화오션,후보 리포트,진입가 대기,111533.0,108392.0,122686.3,가격데이터 없음,,False,False,,,,,,"주봉 강한 하락 추세 / 뉴스 리스크 참고(1): 주봉 강한 하락 추세 / 기대값 참고 약세 (-0.98%, n=5) / 손익비 기준 미통과 / rr < 1.5",swing_candidates_kr_C_excluded-Kang.csv
2026-05-25|kr|15760|후보 리포트,2026-05-25,한국주식,15760,한국전력,후보 리포트,진입가 대기,38812.0,37871.0,42693.2,가격데이터 없음,,False,False,,,,,,주봉 강한 하락 추세 / 뉴스 리스크 참고(1): 주봉 강한 하락 추세 / 유사 조건 표본 부족: 기대값은 참고만,swing_candidates_kr_C_excluded-Kang.csv
2026-05-25|kr|247540|후보 리포트,2026-05-25,한국주식,247540,에코프로비엠,후보 리포트,진입가 대기,181072.0,173233.0,199179.2,가격데이터 없음,,False,False,,,,,,주봉 강한 하락 추세 / 뉴스 리스크 참고(1): 주봉 강한 하락 추세 / 유사 조건 표본 부족: 기대값은 참고만 / 손익비 기준 미통과 / rr < 1.5,swing_candidates_kr_C_excluded-Kang.csv
2026-05-25|kr|89030|후보 리포트,2026-05-25,한국주식,89030,테크윙,후보 리포트,진입가 대기,47909.0,44376.0,52699.9,가격데이터 없음,,False,False,,,,,,주봉 강한 하락 추세 / 뉴스 리스크 참고(1): 주봉 강한 하락 추세 / 손익비 기준 미통과 / rr < 1.5,swing_candidates_kr_C_excluded-Kang.csv
2026-05-25|kr|293490|후보 리포트,2026-05-25,한국주식,293490,카카오게임즈,후보 리포트,진입가 대기,10220.0,9997.0,11242.0,가격데이터 없음,,False,False,,,,,,주봉 강한 하락 추세 / 뉴스 리스크 참고(1): 주봉 강한 하락 추세 / 손익비 기준 미통과 / rr < 1.5,swing_candidates_kr_C_excluded-Kang.csv
2026-05-25|kr|64350|후보 리포트,2026-05-25,한국주식,64350,현대로템,후보 리포트,진입가 대기,191405.0,182915.0,210545.5,가격데이터 없음,,False,False,,,,,,"주봉 강한 하락 추세 / 뉴스 리스크 참고(1): 주봉 강한 하락 추세 / 기대값 참고 약세 (-2.42%, n=5)",swing_candidates_kr_C_excluded-Kang.csv
2026-05-25|kr|095340|후보 리포트,2026-05-25,한국주식,095340,ISC,후보 리포트,진입가 대기,194666.0,179948.0,208040.0,가격데이터 없음,,False,False,,,,,,"DART 2023~2025년 재무 반영. 매출 CAGR +25.31%, 영업이익 개선.",undervalued_growth_candidates.csv
2026-05-25|kr|000660|후보 리포트,2026-05-25,한국주식,000660,SK하이닉스,후보 리포트,진입가 대기,1664686.0,1499933.0,1968768.0,가격데이터 없음,,False,False,,,,,,"DART 2023~2025년 재무 반영. 매출 CAGR +72.19%, 영업이익 개선.",undervalued_growth_candidates.csv
2026-05-25|kr|058470|후보 리포트,2026-05-25,한국주식,058470,리노공업,후보 리포트,진입가 대기,96707.0,90501.0,110672.0,가격데이터 없음,,False,False,,,,,,"DART 2023~2025년 재무 반영. 매출 CAGR +20.73%, 영업이익 개선.",undervalued_growth_candidates.csv
2026-05-25|kr|005380|후보 리포트,2026-05-25,한국주식,005380,현대자동차,후보 리포트,진입가 대기,591939.0,562342.05,651132.9,가격데이터 없음,,False,False,,,,,,"DART 2023~2025년 재무 반영. 매출 CAGR +7.01%, 영업이익 확인 필요.",undervalued_growth_candidates.csv
2026-05-25|kr|003620|후보 리포트,2026-05-25,한국주식,003620,KG모빌리티,후보 리포트,진입가 대기,3453.0,3280.35,3798.3,가격데이터 없음,,False,False,,,,,,"DART 2023~2025년 재무 반영. 매출 CAGR N/A, 영업이익 개선.",undervalued_growth_candidates.csv
2026-05-25|kr|089030|후보 리포트,2026-05-25,한국주식,089030,테크윙,후보 리포트,진입가 대기,48066.0,45662.7,52872.6,가격데이터 없음,,False,False,,,,,,"DART 2023~2025년 재무 반영. 매출 CAGR +9.13%, 영업이익 개선.",undervalued_growth_candidates.csv
2026-05-25|kr|009540|후보 리포트,2026-05-25,한국주식,009540,HD한국조선해양,후보 리포트,진입가 대기,394380.0,382306.0,415538.0,가격데이터 없음,,False,False,,,,,,"DART 2023~2025년 재무 반영. 매출 CAGR +18.56%, 영업이익 개선.",undervalued_growth_candidates.csv
2026-05-25|kr|000100|후보 리포트,2026-05-25,한국주식,000100,유한양행,후보 리포트,진입가 대기,80157.0,77942.0,81805.0,가격데이터 없음,,False,False,,,,,,"DART 2023~2025년 재무 반영. 매출 CAGR +8.46%, 영업이익 개선.",undervalued_growth_candidates.csv
2026-05-25|kr|017670|후보 리포트,2026-05-25,한국주식,017670,SK텔레콤,후보 리포트,진입가 대기,98107.0,93201.65,107917.7,가격데이터 없음,,False,False,,,,,,"DART 2023~2025년 재무 반영. 매출 CAGR -1.46%, 영업이익 확인 필요.",undervalued_growth_candidates.csv
2026-05-25|kr|005070|후보 리포트,2026-05-25,한국주식,005070,코스모신소재,후보 리포트,진입가 대기,46293.0,43978.35,50922.3,가격데이터 없음,,False,False,,,,,,"DART 2023~2025년 재무 반영. 매출 CAGR -14.87%, 영업이익 확인 필요.",undervalued_growth_candidates.csv
2026-05-25|kr|010950|후보 리포트,2026-05-25,한국주식,010950,S-Oil,후보 리포트,진입가 대기,107706.0,102320.7,118476.6,가격데이터 없음,,False,False,,,,,,"DART 2023~2025년 재무 반영. 매출 CAGR -2.09%, 영업이익 확인 필요.",undervalued_growth_candidates.csv
2026-05-25|kr|277810|후보 리포트,2026-05-25,한국주식,277810,레인보우로보틱스,후보 리포트,진입가 대기,634309.0,586915.0,703527.0,가격데이터 없음,,False,False,,,,,,"DART 2023~2025년 재무 반영. 매출 CAGR +49.55%, 영업이익 개선.",undervalued_growth_candidates.csv
2026-05-25|kr|000270|후보 리포트,2026-05-25,한국주식,000270,기아,후보 리포트,진입가 대기,147030.0,138864.0,151628.0,가격데이터 없음,,False,False,,,,,,"DART 2023~2025년 재무 반영. 매출 CAGR +6.94%, 영업이익 확인 필요.",undervalued_growth_candidates.csv
2026-05-25|kr|006400|후보 리포트,2026-05-25,한국주식,006400,삼성SDI,후보 리포트,진입가 대기,550025.0,528761.0,607435.0,가격데이터 없음,,False,False,,,,,,"DART 2023~2025년 재무 반영. 매출 CAGR -88.99%, 영업이익 확인 필요.",undervalued_growth_candidates.csv
2026-05-25|kr|066970|후보 리포트,2026-05-25,한국주식,066970,엘앤에프,후보 리포트,진입가 대기,147023.0,138299.0,158663.0,가격데이터 없음,,False,False,,,,,,"DART 2023~2025년 재무 반영. 매출 CAGR -31.88%, 영업이익 개선.",undervalued_growth_candidates.csv
2026-05-25|kr|010140|후보 리포트,2026-05-25,한국주식,010140,삼성중공업,후보 리포트,진입가 대기,27584.0,26432.0,28926.0,가격데이터 없음,,False,False,,,,,,"DART 2023~2025년 재무 반영. 매출 CAGR +15.31%, 영업이익 개선.",undervalued_growth_candidates.csv
2026-05-25|kr|10120|후보 리포트,2026-05-25,한국주식,10120,LS ELECTRIC,후보 리포트,진입가 대기,274740.0,261219.0,330594.0,가격데이터 없음,,False,False,,,,,,LS ELECTRIC: 손익비·차트 위치는 참고 가능하나 거래량 확인 필요; 유사 조건 n=1로 기대값은 참고 수준,swing_candidates_kr.csv
2026-05-25|kr|28670|후보 리포트,2026-05-25,한국주식,28670,팬오션,후보 리포트,진입가 대기,5857.0,5653.0,6305.0,가격데이터 없음,,False,False,,,,,,팬오션: 손익비·차트 위치는 참고 가능하나 거래량 확인 필요; 유사 조건 n=0로 기대값은 참고 수준,swing_candidates_kr.csv
2026-05-25|kr|10950|후보 리포트,2026-05-25,한국주식,10950,S-Oil,후보 리포트,진입가 대기,107604.0,103936.0,114277.0,가격데이터 없음,,False,False,,,,,,S-Oil: 손익비·차트 위치는 참고 가능하나 거래량 확인 필요; 유사 조건 n=0로 기대값은 참고 수준,swing_candidates_kr.csv
2026-05-25|kr|3490|후보 리포트,2026-05-25,한국주식,3490,대한항공,후보 리포트,진입가 대기,26770.0,25894.0,28040.0,가격데이터 없음,,False,False,,,,,,대한항공: 손익비·차트 위치는 참고 가능하나 거래량 확인 필요; 유사 조건 n=3로 기대값은 참고 수준,swing_candidates_kr.csv
2026-05-25|kr|4020|후보 리포트,2026-05-25,한국주식,4020,현대제철,후보 리포트,진입가 대기,41289.0,37720.0,49766.0,가격데이터 없음,,False,False,,,,,,현대제철: 손익비·차트 위치는 참고 가능하나 거래량 확인 필요; 유사 조건 n=0로 기대값은 참고 수준,swing_candidates_kr.csv
2026-05-25|kr|86280|후보 리포트,2026-05-25,한국주식,86280,현대글로비스,후보 리포트,진입가 대기,231654.0,220303.0,248114.0,가격데이터 없음,,False,False,,,,,,손익비 기준 미통과 / rr < 1.5,swing_candidates_kr.csv
2026-05-25|kr|95340|후보 리포트,2026-05-25,한국주식,95340,ISC,후보 리포트,진입가 대기,198016.0,188026.0,223437.0,가격데이터 없음,,False,False,,,,,,현재가가 우선진입가 대비 +6.1% (한도 5%) / 유사 조건 표본 부족: 기대값은 참고만,swing_candidates_kr.csv
2026-05-25|kr|3550|후보 리포트,2026-05-25,한국주식,3550,LG,후보 리포트,진입가 대기,115562.0,109323.0,124609.0,가격데이터 없음,,False,False,,,,,,손익비 기준 미통과 / rr < 1.5,swing_candidates_kr.csv
2026-05-25|kr|12450|후보 리포트,2026-05-25,한국주식,12450,한화에어로스페이스,후보 리포트,진입가 대기,1257079.0,1170671.0,1382370.0,가격데이터 없음,,False,False,,,,,,"기대값 참고 약세 (-1.15%, n=6) / 손익비 기준 미통과 / rr < 1.5",swing_candidates_kr.csv
2026-05-25|kr|5070|후보 리포트,2026-05-25,한국주식,5070,코스모신소재,후보 리포트,진입가 대기,53984.0,51877.0,57040.0,가격데이터 없음,,False,False,,,,,,갭·과열 구간: 눌림 대기 또는 매수금지 / 손익비 기준 미통과 / rr < 1.5,swing_candidates_kr.csv
2026-05-25|us|PLTR|후보 리포트,2026-05-25,미국주식,PLTR,Palantir,후보 리포트,진입가 대기,,,,가격데이터 없음,,False,False,,,,,,후보 리포트,v45_calibrated_candidates.csv
2026-05-25|us|222800|후보 리포트,2026-05-25,미국주식,222800,심텍,후보 리포트,진입가 대기,102550.0,97008.0,118792.0,가격데이터 없음,,False,False,,,,,,매수금지/리스크 조건 우선,watchlist_buy_candidates.csv
2026-05-25|us|005930|후보 리포트,2026-05-25,미국주식,005930,삼성전자,후보 리포트,진입가 대기,260067.0,245034.0,295278.0,가격데이터 없음,,False,False,,,,,,매수금지/리스크 조건 우선,watchlist_buy_candidates.csv
2026-05-25|us|068270|후보 리포트,2026-05-25,미국주식,068270,셀트리온,후보 리포트,진입가 대기,178627.0,174528.0,198400.0,가격데이터 없음,,False,False,,,,,,매수금지/리스크 조건 우선,watchlist_buy_candidates.csv
2026-05-25|us|005380|후보 리포트,2026-05-25,미국주식,005380,현대차,후보 리포트,진입가 대기,583236.0,555485.0,642637.0,가격데이터 없음,,False,False,,,,,,매수금지/리스크 조건 우선,watchlist_buy_candidates.csv
2026-05-25|us|086520|후보 리포트,2026-05-25,미국주식,086520,에코프로,후보 리포트,진입가 대기,115594.0,110792.0,139267.0,가격데이터 없음,,False,False,,,,,,매수금지/리스크 조건 우선,watchlist_buy_candidates.csv
2026-05-25|us|095340|후보 리포트,2026-05-25,미국주식,095340,ISC,후보 리포트,진입가 대기,188683.0,179948.0,208040.0,가격데이터 없음,,False,False,,,,,,매수금지/리스크 조건 우선,watchlist_buy_candidates.csv
2026-05-25|us|086790|후보 리포트,2026-05-25,미국주식,086790,하나금융지주,후보 리포트,진입가 대기,115021.0,112108.0,121144.0,가격데이터 없음,,False,False,,,,,,매수금지/리스크 조건 우선,watchlist_buy_candidates.csv
2026-05-25|us|058470|후보 리포트,2026-05-25,미국주식,058470,리노공업,후보 리포트,진입가 대기,94433.0,90501.0,110672.0,가격데이터 없음,,False,False,,,,,,매수금지/리스크 조건 우선,watchlist_buy_candidates.csv
2026-05-25|us|006400|후보 리포트,2026-05-25,미국주식,006400,삼성SDI,후보 리포트,진입가 대기,550186.0,528761.0,607435.0,가격데이터 없음,,False,False,,,,,,매수금지/리스크 조건 우선,watchlist_buy_candidates.csv
2026-05-25|us|196170|후보 리포트,2026-05-25,미국주식,196170,알테오젠,후보 리포트,진입가 대기,354119.0,340053.0,382878.0,가격데이터 없음,,False,False,,,,,,매수금지/리스크 조건 우선,watchlist_buy_candidates.csv
2026-05-25|us|247540|후보 리포트,2026-05-25,미국주식,247540,에코프로비엠,후보 리포트,진입가 대기,174678.0,166565.0,190870.0,가격데이터 없음,,False,False,,,,,,매수금지/리스크 조건 우선,watchlist_buy_candidates.csv
2026-05-25|us|214150|후보 리포트,2026-05-25,미국주식,214150,클래시스,후보 리포트,진입가 대기,45811.0,44108.0,53790.0,가격데이터 없음,,False,False,,,,,,매수금지/리스크 조건 우선,watchlist_buy_candidates.csv
2026-05-25|us|402340|후보 리포트,2026-05-25,미국주식,402340,SK스퀘어,후보 리포트,진입가 대기,983680.0,932211.0,1210619.0,가격데이터 없음,,False,False,,,,,,매수금지/리스크 조건 우선,watchlist_buy_candidates.csv
2026-05-25|us|000660|후보 리포트,2026-05-25,미국주식,000660,SK하이닉스,후보 리포트,진입가 대기,1631934.0,1499933.0,1968768.0,가격데이터 없음,,False,False,,,,,,매수금지/리스크 조건 우선,watchlist_buy_candidates.csv
2026-05-25|us|138040|후보 리포트,2026-05-25,미국주식,138040,메리츠금융지주,후보 리포트,진입가 대기,107771.0,105208.0,111648.0,가격데이터 없음,,False,False,,,,,,매수금지/리스크 조건 우선,watchlist_buy_candidates.csv
2026-05-25|us|403870|후보 리포트,2026-05-25,미국주식,403870,HPSP,후보 리포트,진입가 대기,47150.0,44898.0,51298.0,가격데이터 없음,,False,False,,,,,,매수금지/리스크 조건 우선,watchlist_buy_candidates.csv
2026-05-25|us|003490|후보 리포트,2026-05-25,미국주식,003490,대한항공,후보 리포트,진입가 대기,24087.0,23397.0,25323.0,가격데이터 없음,,False,False,,,,,,매수금지/리스크 조건 우선,watchlist_buy_candidates.csv
2026-05-25|us|375500|후보 리포트,2026-05-25,미국주식,375500,DL이앤씨,후보 리포트,진입가 대기,73115.0,69810.0,78979.0,가격데이터 없음,,False,False,,,,,,매수금지/리스크 조건 우선,watchlist_buy_candidates.csv
2026-05-25|us|003670|후보 리포트,2026-05-25,미국주식,003670,포스코퓨처엠,후보 리포트,진입가 대기,212680.0,198632.0,231769.0,가격데이터 없음,,False,False,,,,,,매수금지/리스크 조건 우선,watchlist_buy_candidates.csv
2026-05-25|us|214450|후보 리포트,2026-05-25,미국주식,214450,파마리서치,후보 리포트,진입가 대기,290391.0,277862.0,308559.0,가격데이터 없음,,False,False,,,,,,매수금지/리스크 조건 우선,watchlist_buy_candidates.csv
2026-05-25|us|018260|후보 리포트,2026-05-25,미국주식,018260,삼성에스디에스,후보 리포트,진입가 대기,161197.0,155499.0,168528.0,가격데이터 없음,,False,False,,,,,,매수금지/리스크 조건 우선,watchlist_buy_candidates.csv
2026-05-25|us|079550|후보 리포트,2026-05-25,미국주식,079550,LIG넥스원,후보 리포트,진입가 대기,814250.0,778421.0,861437.0,가격데이터 없음,,False,False,,,,,,매수금지/리스크 조건 우선,watchlist_buy_candidates.csv
2026-05-25|us|067310|후보 리포트,2026-05-25,미국주식,067310,하나마이크론,후보 리포트,진입가 대기,44342.0,40843.0,49415.0,가격데이터 없음,,False,False,,,,,,매수금지/리스크 조건 우선,watchlist_buy_candidates.csv
2026-05-25|us|131970|후보 리포트,2026-05-25,미국주식,131970,두산테스나,후보 리포트,진입가 대기,161617.0,151085.0,176889.0,가격데이터 없음,,False,False,,,,,,매수금지/리스크 조건 우선,watchlist_buy_candidates.csv
2026-05-25|us|015760|후보 리포트,2026-05-25,미국주식,015760,한국전력,후보 리포트,진입가 대기,36083.0,35047.0,38133.0,가격데이터 없음,,False,False,,,,,,매수금지/리스크 조건 우선,watchlist_buy_candidates.csv
2026-05-25|us|036930|후보 리포트,2026-05-25,미국주식,036930,주성엔지니어링,후보 리포트,진입가 대기,168391.0,141449.0,210663.0,가격데이터 없음,,False,False,,,,,,매수금지/리스크 조건 우선,watchlist_buy_candidates.csv
2026-05-25|us|277810|후보 리포트,2026-05-25,미국주식,277810,레인보우로보틱스,후보 리포트,진입가 대기,631267.0,586915.0,703527.0,가격데이터 없음,,False,False,,,,,,매수금지/리스크 조건 우선,watchlist_buy_candidates.csv
2026-05-25|us|454910|후보 리포트,2026-05-25,미국주식,454910,두산로보틱스,후보 리포트,진입가 대기,94620.0,86638.0,106194.0,가격데이터 없음,,False,False,,,,,,매수금지/리스크 조건 우선,watchlist_buy_candidates.csv
2026-05-25|us|012330|후보 리포트,2026-05-25,미국주식,012330,현대모비스,후보 리포트,진입가 대기,530514.0,500284.0,571188.0,가격데이터 없음,,False,False,,,,,,매수금지/리스크 조건 우선,watchlist_buy_candidates.csv
2026-05-25|us|066970|후보 리포트,2026-05-25,미국주식,066970,엘앤에프,후보 리포트,진입가 대기,146611.0,138299.0,158663.0,가격데이터 없음,,False,False,,,,,,매수금지/리스크 조건 우선,watchlist_buy_candidates.csv
2026-05-25|us|373220|후보 리포트,2026-05-25,미국주식,373220,LG에너지솔루션,후보 리포트,진입가 대기,375213.0,362159.0,394141.0,가격데이터 없음,,False,False,,,,,,매수금지/리스크 조건 우선,watchlist_buy_candidates.csv
2026-05-25|us|007660|후보 리포트,2026-05-25,미국주식,007660,이수페타시스,후보 리포트,진입가 대기,121510.0,115833.0,129741.0,가격데이터 없음,,False,False,,,,,,매수금지/리스크 조건 우선,watchlist_buy_candidates.csv
2026-05-25|us|000270|후보 리포트,2026-05-25,미국주식,000270,기아,후보 리포트,진입가 대기,144416.0,138864.0,151628.0,가격데이터 없음,,False,False,,,,,,매수금지/리스크 조건 우선,watchlist_buy_candidates.csv
2026-05-25|us|035720|후보 리포트,2026-05-25,미국주식,035720,카카오,후보 리포트,진입가 대기,39671.0,38517.0,45551.0,가격데이터 없음,,False,False,,,,,,매수금지/리스크 조건 우선,watchlist_buy_candidates.csv
2026-05-25|us|035420|후보 리포트,2026-05-25,미국주식,035420,NAVER,후보 리포트,진입가 대기,189763.0,184505.0,203747.0,가격데이터 없음,,False,False,,,,,,매수금지/리스크 조건 우선,watchlist_buy_candidates.csv
2026-05-25|us|042700|후보 리포트,2026-05-25,미국주식,042700,한미반도체,후보 리포트,진입가 대기,278293.0,260724.0,303768.0,가격데이터 없음,,False,False,,,,,,매수금지/리스크 조건 우선,watchlist_buy_candidates.csv
2026-05-25|us|272210|후보 리포트,2026-05-25,미국주식,272210,한화시스템,후보 리포트,진입가 대기,99853.0,96165.0,104621.0,가격데이터 없음,,False,False,,,,,,매수금지/리스크 조건 우선,watchlist_buy_candidates.csv
2026-05-25|us|064350|후보 리포트,2026-05-25,미국주식,064350,현대로템,후보 리포트,진입가 대기,188691.0,179478.0,200938.0,가격데이터 없음,,False,False,,,,,,매수금지/리스크 조건 우선,watchlist_buy_candidates.csv
2026-05-25|us|047810|후보 리포트,2026-05-25,미국주식,047810,한국항공우주,후보 리포트,진입가 대기,153914.0,148572.0,161661.0,가격데이터 없음,,False,False,,,,,,매수금지/리스크 조건 우선,watchlist_buy_candidates.csv
2026-05-25|us|009540|후보 리포트,2026-05-25,미국주식,009540,HD한국조선해양,후보 리포트,진입가 대기,395870.0,382306.0,415538.0,가격데이터 없음,,False,False,,,,,,매수금지/리스크 조건 우선,watchlist_buy_candidates.csv
2026-05-25|us|009150|후보 리포트,2026-05-25,미국주식,009150,삼성전기,후보 리포트,진입가 대기,993999.0,871400.0,1171767.0,가격데이터 없음,,False,False,,,,,,매수금지/리스크 조건 우선,watchlist_buy_candidates.csv
2026-05-25|us|011070|후보 리포트,2026-05-25,미국주식,011070,LG이노텍,후보 리포트,진입가 대기,719075.0,632840.0,844116.0,가격데이터 없음,,False,False,,,,,,매수금지/리스크 조건 우선,watchlist_buy_candidates.csv
2026-05-25|us|329180|후보 리포트,2026-05-25,미국주식,329180,HD현대중공업,후보 리포트,진입가 대기,614860.0,590961.0,650212.0,가격데이터 없음,,False,False,,,,,,매수금지/리스크 조건 우선,watchlist_buy_candidates.csv
2026-05-25|us|000990|후보 리포트,2026-05-25,미국주식,000990,DB하이텍,후보 리포트,진입가 대기,159788.0,150446.0,173335.0,가격데이터 없음,,False,False,,,,,,매수금지/리스크 조건 우선,watchlist_buy_candidates.csv
2026-05-25|us|055550|후보 리포트,2026-05-25,미국주식,055550,신한지주,후보 리포트,진입가 대기,93927.0,89691.0,99518.0,가격데이터 없음,,False,False,,,,,,매수금지/리스크 조건 우선,watchlist_buy_candidates.csv
2026-05-25|us|051910|후보 리포트,2026-05-25,미국주식,051910,LG화학,후보 리포트,진입가 대기,322909.0,308886.0,341354.0,가격데이터 없음,,False,False,,,,,,매수금지/리스크 조건 우선,watchlist_buy_candidates.csv
2026-05-25|us|042660|후보 리포트,2026-05-25,미국주식,042660,한화오션,후보 리포트,진입가 대기,107509.0,104206.0,111680.0,가격데이터 없음,,False,False,,,,,,매수금지/리스크 조건 우선,watchlist_buy_candidates.csv
2026-05-25|us|006360|후보 리포트,2026-05-25,미국주식,006360,GS건설,후보 리포트,진입가 대기,28168.0,26722.0,30901.0,가격데이터 없음,,False,False,,,,,,매수금지/리스크 조건 우선,watchlist_buy_candidates.csv
2026-05-25|us|105560|후보 리포트,2026-05-25,미국주식,105560,KB금융,후보 리포트,진입가 대기,149720.0,146820.0,153079.0,가격데이터 없음,,False,False,,,,,,매수금지/리스크 조건 우선,watchlist_buy_candidates.csv
2026-05-25|us|010140|후보 리포트,2026-05-25,미국주식,010140,삼성중공업,후보 리포트,진입가 대기,27515.0,26432.0,28926.0,가격데이터 없음,,False,False,,,,,,매수금지/리스크 조건 우선,watchlist_buy_candidates.csv
2026-05-25|us|034020|후보 리포트,2026-05-25,미국주식,034020,두산에너빌리티,후보 리포트,진입가 대기,99495.0,95398.0,104857.0,가격데이터 없음,,False,False,,,,,,매수금지/리스크 조건 우선,watchlist_buy_candidates.csv
2026-05-25|us|108490|후보 리포트,2026-05-25,미국주식,108490,로보티즈,후보 리포트,진입가 대기,254226.0,232542.0,284098.0,가격데이터 없음,,False,False,,,,,,매수금지/리스크 조건 우선,watchlist_buy_candidates.csv
2026-05-25|us|000720|후보 리포트,2026-05-25,미국주식,000720,현대건설,후보 리포트,진입가 대기,129941.0,124353.0,138044.0,가격데이터 없음,,False,False,,,,,,매수금지/리스크 조건 우선,watchlist_buy_candidates.csv
2026-05-25|us|267260|후보 리포트,2026-05-25,미국주식,267260,HD현대일렉트릭,후보 리포트,진입가 대기,1042419.0,996395.0,1103052.0,가격데이터 없음,,False,False,,,,,,매수금지/리스크 조건 우선,watchlist_buy_candidates.csv
