시장,항목,상태,요약,다음행동
한국주식,기술·특허,준비 중,특허 API/기술 데이터 소스가 아직 연결되지 않았습니다. 일반 화면에는 투자 판단 보조 설명만 표시합니다.,관리자모드에서 특허 데이터 소스 연결 후 활성화
