시장,종목코드,종목명,분류,현재가,기준가,손절가,목표가,손익비,신뢰도점수,다음행동,뉴스요약,재무요약,가격출처
한국주식,090360,로보스타,우선확인,85400.0,84303.90482156392,79479.48765203281,98072.64827586208,1.4500000000000015,80.0,기준가·손절가·목표가 확인,-,predictions.csv / company report 기반,복구 스크립트 생성
한국주식,196170,알테오젠,우선확인,364500.0,361905.8941530716,346517.9789298965,389230.9258085928,1.450000000000002,75.0,기준가·손절가·목표가 확인,-,predictions.csv / company report 기반,복구 스크립트 생성
한국주식,247540,에코프로비엠,우선확인,216000.0,211666.1277313117,202548.0003191957,244230.5,3.062651939241936,75.0,기준가·손절가·목표가 확인,-,predictions.csv / company report 기반,복구 스크립트 생성
한국주식,003490,대한항공,우선확인,26800.0,27373.66922711517,25894.39371288233,27406.4794783572,1.514085531285495,65.0,기준가·손절가·목표가 확인,-,predictions.csv / company report 기반,복구 스크립트 생성
한국주식,403870,HPSP,우선확인,54700.0,53620.375738413,51207.70389588706,59477.9,1.805307451619785,65.0,기준가·손절가·목표가 확인,-,predictions.csv / company report 기반,복구 스크립트 생성
