시장,예측대상일,상태,매수행동,매수금지,종목,판정,보정신뢰도,매매적합도,앙상블추정점수,성과보정,추천수량,주문예상금액,1R위험금액,매수단위근거,손익비,우선진입가,보수대기선,지지존,저항존,진입거리,전일대비진입,손절가,손절폭,1차익절가,익절거리,2차익절가,예상시초가,예상종가범위,주문검증,주문검증메모,진입근거,주의사유,금지사유,행동이유,symbol,ticker,code,종목코드,name,stock_name,종목명,market,현재가,last_price,current_price,관찰 기준가,active_scenario_pullback_price,조건부 진입가,매수가,entry,entry_price,buy_price,stop,stop_loss,1차 목표가,목표가,tp1,target_price,2차 목표가,tp2,rr,risk_reward,기대수익률,expected_return,수급점수,수급 점수,supply_score,flow_score,실적점수,실적 점수,earnings_score,밸류에이션점수,밸류에이션 점수,벨류에이션점수,valuation_score,차트점수,차트 점수,chart_score,실적상태,earnings_data_status,밸류상태,valuation_data_status,수급상태,flow_data_status,price_data_status
미국주식,2026-05-11,🔴,관망/제외,True,PLTR,관망 우위,12,10,6,성과기록 부족,14주,"$1,918.42",$48.16,투입금액 한도 기준,3.41,$137.03,$139.01,$135.23 ~ $137.10,$148.77 ~ $151.44,-0.50%,-0.56%,$133.59,+2.51%,$148.77,+8.57%,$151.44,$137.72,$129.69 ~ $146.76,정상,주문기준 정상범위,지지존 기반: 단기 강함 지지존 상단/중심 근사 / 예상시초가 기준 3.2% 이내,시초 예상가가 1차 저항선 1% 이내 | 대형 이벤트일: 변동성 확대,주의사유 존재 / 앙상블 약함(6점 < 45점) / 방어적 판정(관망 우위) / 매수행동이 관망/제외,주의사유가 있어 신규 진입은 보수적으로 봅니다. / 매수금지: 주의사유 존재 / 앙상블 약함(6점 < 45점) / 방어적 판정(관망 우위) / 매수행동이 관망/제외,PLTR,PLTR,PLTR,PLTR,Palantir,Palantir,Palantir,미국주식,$137.15,$137.15,$137.15,,,,,,,,$129.88,$129.88,$137.27,$137.27,$137.27,$137.27,,,1:1.35,1:1.35,,,0.0,0.0,0.0,0.0,14.4,14.4,14.4,2.0,2.0,2.0,2.0,0.0,0.0,0.0,partial,partial,ok,ok,success,success,저장된 후보 기준
미국주식,2026-05-11,🔴,관망/제외,True,GOOGL,관망 우위,17,0,0,성과기록 부족,5주,"$1,990.40",$44.15,투입금액 한도 기준,1.45,$398.08,$403.21,$390.80 ~ $394.26,$409.46 ~ $412.94,-0.50%,-0.68%,$389.25,+2.22%,$410.89,+3.22%,$417.07,$400.08,$389.80 ~ $417.81,정상,주문기준 정상범위,지지존 기반: 단기 핵심 지지존 상단/중심 근사 / 예상시초가 기준 1.8% 이내,RSI 75 이상 과열 | 시초 예상가가 1차 저항선 1% 이내 | 대형 이벤트일: 변동성 확대 | 손익비 부족: 1차 R:R 1.45,주의사유 존재 / 앙상블 약함(0점 < 45점) / 방어적 판정(관망 우위) / 매수행동이 관망/제외,주의사유가 있어 신규 진입은 보수적으로 봅니다. / 매수금지: 주의사유 존재 / 앙상블 약함(0점 < 45점) / 방어적 판정(관망 우위) / 매수행동이 관망/제외,GOOGL,GOOGL,GOOGL,GOOGL,Alphabet,Alphabet,Alphabet,미국주식,$388.91,$388.91,$388.91,,,,,,,,$386.97,$386.97,$406.91,$406.91,$406.91,$406.91,,,1:2.15,1:2.15,,,0.0,0.0,0.0,0.0,14.8,14.8,14.8,4.0,4.0,4.0,4.0,2.4,2.4,2.4,partial,partial,ok,ok,success,success,저장된 후보 기준
미국주식,2026-05-11,🔴,관망/제외,True,SNDK,관망 우위,2,0,1,성과기록 부족,-,$0.00,$0.00,계좌/리스크 한도상 매수 단위 0,1.50,"$1,558.72","$1,568.69","$1,060.38 ~ $1,102.89",-,-0.50%,-0.23%,"$1,413.48",+9.32%,"$1,776.58",+13.98%,"$1,892.77","$1,566.55","$1,466.68 ~ $1,738.71",정상,주문기준 정상범위,지지존 기반: 단기 강함 지지존 상단/중심 근사 / 예상시초가 기준 4.5% 이내,RSI 75 이상 과열 | 시초 예상가가 1차 저항선 1% 이내 | 대형 이벤트일: 변동성 확대,주의사유 존재 / 앙상블 약함(1점 < 45점) / 방어적 판정(관망 우위) / 매수행동이 관망/제외,주의사유가 있어 신규 진입은 보수적으로 봅니다. / 매수금지: 주의사유 존재 / 앙상블 약함(1점 < 45점) / 방어적 판정(관망 우위) / 매수행동이 관망/제외,SNDK,SNDK,SNDK,SNDK,SanDisk,SanDisk,SanDisk,미국주식,"$1,392.56","$1,392.56","$1,392.56",,,,,,,,"$1,049.83","$1,049.83","$1,440.56","$1,440.56","$1,440.56","$1,440.56",,,1:1.40,1:1.40,,,0.0,0.0,0.0,0.0,15.6,15.6,15.6,8.0,8.0,8.0,8.0,0.0,0.0,0.0,partial,partial,ok,ok,success,success,저장된 후보 기준
미국주식,2026-05-11,🔴,관망/제외,True,CAT,관망 우위,12,0,0,성과기록 부족,1주,$880.08,$41.37,손절 리스크 한도 기준,1.45,$880.08,$754.45,$830.70 ~ $840.49,$927.63 ~ $939.95,-2.27%,-1.94%,$838.71,+4.70%,$940.06,+6.82%,$969.02,$900.51,$871.57 ~ $950.40,정상,주문기준 정상범위,지지존 기반: 단기 강함 지지존 상단/중심 근사 / 예상시초가 기준 2.3% 이내,대형 이벤트일: 변동성 확대 | 손익비 부족: 1차 R:R 1.45,주의사유 존재 / 앙상블 약함(0점 < 45점) / 방어적 판정(관망 우위) / 매수행동이 관망/제외,주의사유가 있어 신규 진입은 보수적으로 봅니다. / 매수금지: 주의사유 존재 / 앙상블 약함(0점 < 45점) / 방어적 판정(관망 우위) / 매수행동이 관망/제외,CAT,CAT,CAT,CAT,Caterpillar,Caterpillar,Caterpillar,미국주식,$872.56,$872.56,$872.56,,,,,,,,$781.90,$781.90,$912.04,$912.04,$912.04,$912.04,,,1:1.85,1:1.85,,,0.0,0.0,0.0,0.0,14.8,14.8,14.8,4.0,4.0,4.0,4.0,3.0,3.0,3.0,partial,partial,ok,ok,success,success,저장된 후보 기준
미국주식,2026-05-11,🔴,관망/제외,True,TSLA,관망 우위,12,0,0,성과기록 부족,4주,"$1,676.28",$29.72,투입금액 한도 기준,1.49,$419.07,$419.41,$414.33 ~ $420.17,$430.11 ~ $435.27,-2.20%,-2.17%,$411.64,+1.77%,$430.11,+2.63%,$435.27,$428.48,$414.76 ~ $452.15,정상,주문기준 정상범위,지지존 기반: 단기 핵심 지지존 상단/중심 근사 / 예상시초가 기준 2.3% 이내,시초 예상가가 1차 저항선 1% 이내 | 대형 이벤트일: 변동성 확대 | 손익비 부족: 1차 R:R 1.49,주의사유 존재 / 앙상블 약함(0점 < 45점) / 방어적 판정(관망 우위) / 매수행동이 관망/제외,주의사유가 있어 신규 진입은 보수적으로 봅니다. / 매수금지: 주의사유 존재 / 앙상블 약함(0점 < 45점) / 방어적 판정(관망 우위) / 매수행동이 관망/제외,TSLA,TSLA,TSLA,TSLA,Tesla,Tesla,Tesla,미국주식,$417.26,$417.26,$417.26,,,,,,,,$391.65,$391.65,$412.84,$412.84,$412.84,$412.84,,,1:1.21,1:1.21,,,0.0,0.0,0.0,0.0,10.0,10.0,10.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,partial,partial,ok,ok,success,success,저장된 후보 기준
미국주식,2026-05-11,🔴,관망/제외,True,NVDA,관망 우위,12,0,0,성과기록 부족,6주,"$1,285.44",$63.78,손절 리스크 한도 기준,1.45,$214.24,$218.29,$195.81 ~ $198.93,$216.18 ~ $218.06,-0.50%,-0.45%,$203.61,+4.96%,$229.65,+7.19%,$237.09,$215.31,$208.51 ~ $228.45,정상,주문기준 정상범위,지지존 기반: 단기 핵심 지지존 상단/중심 근사 / 예상시초가 기준 2.4% 이내,대형 이벤트일: 변동성 확대 | 손익비 부족: 1차 R:R 1.45,주의사유 존재 / 앙상블 약함(0점 < 45점) / 방어적 판정(관망 우위) / 매수행동이 관망/제외,주의사유가 있어 신규 진입은 보수적으로 봅니다. / 매수금지: 주의사유 존재 / 앙상블 약함(0점 < 45점) / 방어적 판정(관망 우위) / 매수행동이 관망/제외,NVDA,NVDA,NVDA,NVDA,NVIDIA,NVIDIA,NVIDIA,미국주식,$223.47,$223.47,$223.47,,,,,,,,$208.33,$208.33,$234.01,$234.01,$234.01,$234.01,,,1:3.77,1:3.77,,,5.0,5.0,5.0,5.0,14.4,14.4,14.4,2.0,2.0,2.0,2.0,7.6,7.6,7.6,partial,partial,ok,ok,success,success,저장된 후보 기준
미국주식,2026-05-11,🔴,관망/제외,True,LITE,관망 우위,2,0,0,성과기록 부족,1주,$889.25,$40.22,손절 리스크 한도 기준,1.45,$889.25,$779.32,$867.10 ~ $895.19,$943.08 ~ $974.54,-1.90%,-1.61%,$849.03,+4.52%,$947.57,+6.56%,$975.72,$906.48,"$827.35 ~ $1,028.72",정상,주문기준 정상범위,지지존 기반: 단기 핵심 지지존 상단/중심 근사 / 예상시초가 기준 5.8% 이내,대형 이벤트일: 변동성 확대 | 손익비 부족: 1차 R:R 1.45,주의사유 존재 / 앙상블 약함(0점 < 45점) / 방어적 판정(관망 우위) / 매수행동이 관망/제외,주의사유가 있어 신규 진입은 보수적으로 봅니다. / 매수금지: 주의사유 존재 / 앙상블 약함(0점 < 45점) / 방어적 판정(관망 우위) / 매수행동이 관망/제외,LITE,LITE,LITE,LITE,Lumentum,Lumentum,Lumentum,미국주식,$868.07,$868.07,$868.07,,,,,,,,$813.34,$813.34,$925.48,$925.48,$925.48,$925.48,,,1:1.34,1:1.34,,,0.0,0.0,0.0,0.0,12.4,12.4,12.4,2.0,2.0,2.0,2.0,0.0,0.0,0.0,partial,partial,ok,ok,success,success,저장된 후보 기준
미국주식,2026-05-11,🔴,관망/제외,True,INTC,관망 우위,2,0,0,성과기록 부족,6주,$720.90,$66.12,손절 리스크 한도 기준,1.45,$120.15,$41.77,$82.94 ~ $85.59,$129.41 ~ $132.76,-4.42%,-3.82%,$109.13,+9.17%,$136.13,+13.30%,$143.84,$125.71,$114.93 ~ $136.34,진입가 대기,예상시초가보다 4.4% 낮음,지지존 기반: 단기 강함 지지존 상단/중심 근사 / 예상시초가 기준 4.4% 이내,RSI 75 이상 과열 | 대형 이벤트일: 변동성 확대 | 손익비 부족: 1차 R:R 1.45,주의사유 존재 / 앙상블 약함(0점 < 45점) / 방어적 판정(관망 우위) / 매수행동이 관망/제외,주의사유가 있어 신규 진입은 보수적으로 봅니다. / 매수금지: 주의사유 존재 / 앙상블 약함(0점 < 45점) / 방어적 판정(관망 우위) / 매수행동이 관망/제외,INTC,INTC,INTC,INTC,Intel,Intel,Intel,미국주식,$118.96,$118.96,$118.96,,,,,,,,$100.90,$100.90,$113.47,$113.47,$113.47,$113.47,,,1:1.39,1:1.39,,,0.0,0.0,0.0,0.0,15.6,15.6,15.6,8.0,8.0,8.0,8.0,0.0,0.0,0.0,partial,partial,ok,ok,success,success,저장된 후보 기준
