market,mode,horizon,strategy,window,windowIndex,correctionParamsUsed,pastSampleCount,recommendationCount,executionCount,executionRate,winCount,winRate,stopCount,stopHitRate,missEntryRate,avgNetPnlPct,cumulativeNetPnlPct,mddPct,avgHoldingDays,profitLossRatio
us,balanced,swing,corrected,2025-06-01,9,True,184,39,29,74.4,2,6.9,0,0.0,25.6,2.025,58.725,-9.6,14.0,1.31
us,balanced,swing,baseline,2025-07-01,10,True,223,39,24,61.5,1,4.2,0,0.0,38.5,-0.363,-8.721,-19.11,14.0,1.41
us,balanced,swing,corrected,2025-07-01,10,True,223,39,20,51.3,1,5.0,0,0.0,48.7,-0.279,-5.582,-17.59,14.0,1.64
us,balanced,swing,baseline,2025-08-01,11,True,262,38,22,57.9,1,4.5,0,0.0,42.1,2.392,52.624,-13.94,14.0,1.63
us,balanced,swing,corrected,2025-08-01,11,True,262,38,23,60.5,1,4.3,0,0.0,39.5,2.039,46.894,-18.72,14.0,1.6
us,balanced,swing,baseline,2025-09-01,12,True,300,39,29,74.4,3,10.3,0,0.0,25.6,2.3,66.689,-10.62,14.0,2.01
us,balanced,swing,corrected,2025-09-01,12,True,300,39,26,66.7,3,11.5,0,0.0,33.3,2.623,68.196,-8.49,14.0,1.95
us,balanced,swing,baseline,2025-10-01,13,True,339,38,22,57.9,3,13.6,0,0.0,42.1,-0.041,-0.902,-18.2,14.0,0.98
us,balanced,swing,corrected,2025-10-01,13,True,339,38,23,60.5,3,13.0,0,0.0,39.5,-0.085,-1.95,-21.48,14.0,1.05
us,balanced,swing,baseline,2025-11-01,14,True,377,38,29,76.3,2,6.9,0,0.0,23.7,-1.828,-53.017,-68.01,14.0,1.06
us,balanced,swing,corrected,2025-11-01,14,True,377,38,31,81.6,0,0.0,0,0.0,18.4,-2.928,-90.783,-104.82,14.0,0.7
us,balanced,swing,baseline,2025-12-01,15,True,415,17,13,76.5,1,7.7,2,15.4,23.5,1.073,13.955,-7.49,7.0,0.89
us,balanced,swing,corrected,2025-12-01,15,True,415,17,10,58.8,0,0.0,1,10.0,41.2,1.069,10.693,-4.83,7.0,0.56
us,balanced,swing,baseline,2026-01-01,16,True,432,21,20,95.2,5,25.0,9,45.0,4.8,-0.146,-2.927,-15.02,7.0,1.36
us,balanced,swing,corrected,2026-01-01,16,True,432,21,20,95.2,5,25.0,10,50.0,4.8,-0.213,-4.255,-16.26,7.0,1.3
us,balanced,swing,baseline,2026-02-01,17,True,453,22,17,77.3,6,35.3,7,41.2,22.7,0.93,15.811,-13.61,7.0,1.35
us,balanced,swing,corrected,2026-02-01,17,True,453,22,18,81.8,7,38.9,7,38.9,18.2,1.344,24.191,-13.29,7.0,1.44
us,balanced,swing,baseline,2026-03-01,18,True,475,7,4,57.1,0,0.0,0,0.0,42.9,-2.78,-11.12,-11.12,5.0,
us,balanced,swing,corrected,2026-03-01,18,True,475,7,5,71.4,0,0.0,0,0.0,28.6,-2.847,-14.234,-14.23,5.0,
us,balanced,swing,baseline,2026-04-01,19,True,482,,,,,,,,,,,,,
us,balanced,swing,corrected,2026-04-01,19,True,482,,,,,,,,,,,,,
us,balanced,swing,baseline,2026-05-01,20,True,482,57,37,64.9,5,13.5,0,0.0,35.1,1.101,40.745,-29.55,14.0,1.98
us,balanced,swing,corrected,2026-05-01,20,True,482,57,38,66.7,4,10.5,0,0.0,33.3,0.332,12.63,-36.43,14.0,1.76
us,balanced,swing,baseline,2026-06-01,21,True,539,50,30,60.0,2,6.7,0,0.0,40.0,1.463,43.9,-39.06,14.0,1.37
us,balanced,swing,corrected,2026-06-01,21,True,539,50,28,56.0,2,7.1,0,0.0,44.0,1.172,32.829,-43.48,14.0,1.34
us,balanced,swing,baseline,2026-07-01,22,True,589,21,8,38.1,0,0.0,4,50.0,61.9,-2.198,-17.581,-20.77,7.0,0.46
us,balanced,swing,corrected,2026-07-01,22,True,589,21,10,47.6,0,0.0,4,40.0,52.4,-1.627,-16.271,-19.91,7.0,0.35
us,balanced,swing,baseline,2026-08-01,23,True,610,1,0,0.0,0,0.0,0,0.0,100.0,0.0,0.0,0.0,,
us,balanced,swing,corrected,2026-08-01,23,True,610,1,0,0.0,0,0.0,0,0.0,100.0,0.0,0.0,0.0,,
us,balanced,swing,baseline,2026-09-01,24,True,611,1,0,0.0,0,0.0,0,0.0,100.0,0.0,0.0,0.0,,
us,balanced,swing,corrected,2026-09-01,24,True,611,1,0,0.0,0,0.0,0,0.0,100.0,0.0,0.0,0.0,,
us,balanced,swing,baseline,2026-10-01,25,True,612,1,0,0.0,0,0.0,0,0.0,100.0,0.0,0.0,0.0,,
us,balanced,swing,corrected,2026-10-01,25,True,612,1,0,0.0,0,0.0,0,0.0,100.0,0.0,0.0,0.0,,
us,balanced,swing,baseline,2026-11-01,26,True,613,1,0,0.0,0,0.0,0,0.0,100.0,0.0,0.0,0.0,,
us,balanced,swing,corrected,2026-11-01,26,True,613,1,0,0.0,0,0.0,0,0.0,100.0,0.0,0.0,0.0,,
us,balanced,swing,baseline,2026-12-01,27,True,614,1,0,0.0,0,0.0,0,0.0,100.0,0.0,0.0,0.0,,
us,balanced,swing,corrected,2026-12-01,27,True,614,1,0,0.0,0,0.0,0,0.0,100.0,0.0,0.0,0.0,,
us,balanced,mid,baseline,2024-09-01,0,False,0,38,28,73.7,8,28.6,0,0.0,26.3,1.644,46.034,-12.66,30.0,2.81
us,balanced,mid,corrected,2024-09-01,0,False,0,38,28,73.7,8,28.6,0,0.0,26.3,1.644,46.034,-12.66,30.0,2.81
us,balanced,mid,baseline,2024-10-01,1,True,38,40,24,60.0,9,37.5,0,0.0,40.0,3.906,93.733,-12.83,30.0,2.86
us,balanced,mid,corrected,2024-10-01,1,True,38,40,26,65.0,9,34.6,0,0.0,35.0,3.358,87.302,-12.8,30.0,2.8
us,balanced,mid,baseline,2024-11-01,2,True,78,38,22,57.9,12,54.5,7,31.8,42.1,2.739,60.25,-9.77,22.0,1.79
us,balanced,mid,corrected,2024-11-01,2,True,78,38,24,63.2,14,58.3,7,29.2,36.8,2.811,67.464,-11.93,22.0,1.57
us,balanced,mid,baseline,2024-12-01,3,True,116,36,29,80.6,2,6.9,0,0.0,19.4,-2.094,-60.731,-68.96,30.0,1.18
us,balanced,mid,corrected,2024-12-01,3,True,116,36,26,72.2,2,7.7,0,0.0,27.8,-2.153,-55.979,-64.13,30.0,1.3
us,balanced,mid,baseline,2025-01-01,4,True,152,17,14,82.4,4,28.6,0,0.0,17.6,0.533,7.456,-7.47,15.0,2.6
us,balanced,mid,corrected,2025-01-01,4,True,152,17,13,76.5,4,30.8,0,0.0,23.5,0.219,2.845,-7.51,15.0,1.87
us,balanced,mid,baseline,2025-02-01,5,True,169,36,33,91.7,8,24.2,0,0.0,8.3,0.964,31.828,-28.35,30.0,2.69
us,balanced,mid,corrected,2025-02-01,5,True,169,36,33,91.7,8,24.2,0,0.0,8.3,1.075,35.459,-27.67,30.0,2.43
us,balanced,mid,baseline,2025-03-01,6,True,205,24,23,95.8,2,8.7,0,0.0,4.2,-1.834,-42.177,-42.18,15.0,1.65
us,balanced,mid,corrected,2025-03-01,6,True,205,24,23,95.8,2,8.7,0,0.0,4.2,-1.876,-43.139,-43.14,15.0,1.56
us,balanced,mid,baseline,2025-04-01,7,True,229,12,9,75.0,1,11.1,0,0.0,25.0,-1.58,-14.223,-17.57,15.0,1.52
us,balanced,mid,corrected,2025-04-01,7,True,229,12,10,83.3,1,10.0,0,0.0,16.7,-1.727,-17.275,-18.65,15.0,1.49
us,balanced,mid,baseline,2025-05-01,8,True,241,19,7,36.8,3,42.9,4,57.1,63.2,1.809,12.664,-10.46,22.0,2.27
us,balanced,mid,corrected,2025-05-01,8,True,241,19,8,42.1,3,37.5,5,62.5,57.9,1.113,8.902,-10.39,22.0,2.34
us,balanced,mid,baseline,2025-06-01,9,True,260,39,32,82.1,13,40.6,0,0.0,17.9,5.369,171.82,-9.62,30.0,2.44
us,balanced,mid,corrected,2025-06-01,9,True,260,39,32,82.1,12,37.5,0,0.0,17.9,4.565,146.074,-9.6,30.0,2.33
us,balanced,mid,baseline,2025-07-01,10,True,299,39,26,66.7,4,15.4,0,0.0,33.3,0.137,3.56,-19.51,30.0,1.68
us,balanced,mid,corrected,2025-07-01,10,True,299,39,25,64.1,4,16.0,0,0.0,35.9,0.336,8.391,-18.99,30.0,1.7
us,balanced,mid,baseline,2025-08-01,11,True,338,37,21,56.8,3,14.3,0,0.0,43.2,2.464,51.752,-13.94,30.0,1.75
us,balanced,mid,corrected,2025-08-01,11,True,338,37,22,59.5,3,13.6,0,0.0,40.5,2.158,47.467,-18.72,30.0,1.75
us,balanced,mid,baseline,2025-09-01,12,True,375,39,32,82.1,9,28.1,0,0.0,17.9,2.351,75.217,-15.54,30.0,3.03
us,balanced,mid,corrected,2025-09-01,12,True,375,39,29,74.4,9,31.0,0,0.0,25.6,2.874,83.34,-13.02,30.0,2.88
us,balanced,mid,baseline,2025-10-01,13,True,414,38,25,65.8,6,24.0,0,0.0,34.2,0.41,10.249,-27.31,30.0,2.06
us,balanced,mid,corrected,2025-10-01,13,True,414,38,26,68.4,6,23.1,0,0.0,31.6,0.345,8.964,-29.64,30.0,2.14
us,balanced,mid,baseline,2025-11-01,14,True,452,37,31,83.8,5,16.1,0,0.0,16.2,-1.157,-35.852,-53.72,30.0,1.4
us,balanced,mid,corrected,2025-11-01,14,True,452,37,32,86.5,4,12.5,0,0.0,13.5,-1.609,-51.486,-67.5,30.0,1.37
us,balanced,mid,baseline,2025-12-01,15,True,489,22,18,81.8,6,33.3,10,55.6,18.2,0.538,9.678,-12.7,22.0,1.6
us,balanced,mid,corrected,2025-12-01,15,True,489,22,15,68.2,5,33.3,8,53.3,31.8,0.536,8.042,-8.69,22.0,1.48
us,balanced,mid,baseline,2026-01-01,16,True,511,34,30,88.2,10,33.3,19,63.3,11.8,-0.93,-27.897,-40.39,22.0,1.08
us,balanced,mid,corrected,2026-01-01,16,True,511,34,28,82.4,8,28.6,19,67.9,17.6,-1.266,-35.44,-47.61,22.0,1.07
us,balanced,mid,baseline,2026-02-01,17,True,545,42,32,76.2,14,43.8,14,43.8,23.8,1.086,34.75,-19.21,22.0,1.56
us,balanced,mid,corrected,2026-02-01,17,True,545,42,33,78.6,14,42.4,15,45.5,21.4,0.826,27.268,-24.34,22.0,1.48
us,balanced,mid,baseline,2026-03-01,18,True,587,30,21,70.0,2,9.5,0,0.0,30.0,-2.229,-46.815,-48.16,15.0,1.21
us,balanced,mid,corrected,2026-03-01,18,True,587,30,23,76.7,2,8.7,0,0.0,23.3,-2.271,-52.239,-53.75,15.0,1.2
us,balanced,mid,baseline,2026-04-01,19,True,617,15,10,66.7,2,20.0,0,0.0,33.3,-0.416,-4.164,-5.66,15.0,1.48
us,balanced,mid,corrected,2026-04-01,19,True,617,15,9,60.0,1,11.1,0,0.0,40.0,-0.84,-7.557,-9.0,15.0,1.62
us,balanced,mid,baseline,2026-05-01,20,True,632,57,39,68.4,8,20.5,0,0.0,31.6,1.766,68.882,-27.8,30.0,2.18
us,balanced,mid,corrected,2026-05-01,20,True,632,57,38,66.7,7,18.4,0,0.0,33.3,1.232,46.823,-29.02,30.0,1.81
us,balanced,mid,baseline,2026-06-01,21,True,689,49,36,73.5,9,25.0,0,0.0,26.5,1.447,52.093,-59.7,30.0,2.15
us,balanced,mid,corrected,2026-06-01,21,True,689,49,35,71.4,9,25.7,0,0.0,28.6,1.947,68.158,-50.53,30.0,2.12
us,balanced,mid,baseline,2026-07-01,22,True,738,26,11,42.3,0,0.0,4,36.4,57.7,-1.03,-11.331,-16.07,22.0,0.83
us,balanced,mid,corrected,2026-07-01,22,True,738,26,13,50.0,0,0.0,4,30.8,50.0,-0.722,-9.38,-14.53,22.0,0.66
us,balanced,mid,baseline,2026-08-01,23,True,764,1,0,0.0,0,0.0,0,0.0,100.0,0.0,0.0,0.0,,
us,balanced,mid,corrected,2026-08-01,23,True,764,1,0,0.0,0,0.0,0,0.0,100.0,0.0,0.0,0.0,,
us,balanced,mid,baseline,2026-09-01,24,True,765,1,0,0.0,0,0.0,0,0.0,100.0,0.0,0.0,0.0,,
us,balanced,mid,corrected,2026-09-01,24,True,765,1,0,0.0,0,0.0,0,0.0,100.0,0.0,0.0,0.0,,
us,balanced,mid,baseline,2026-10-01,25,True,766,1,0,0.0,0,0.0,0,0.0,100.0,0.0,0.0,0.0,,
us,balanced,mid,corrected,2026-10-01,25,True,766,1,0,0.0,0,0.0,0,0.0,100.0,0.0,0.0,0.0,,
us,balanced,mid,baseline,2026-11-01,26,True,767,1,0,0.0,0,0.0,0,0.0,100.0,0.0,0.0,0.0,,
us,balanced,mid,corrected,2026-11-01,26,True,767,1,0,0.0,0,0.0,0,0.0,100.0,0.0,0.0,0.0,,
us,balanced,mid,baseline,2026-12-01,27,True,768,1,0,0.0,0,0.0,0,0.0,100.0,0.0,0.0,0.0,,
us,balanced,mid,corrected,2026-12-01,27,True,768,1,0,0.0,0,0.0,0,0.0,100.0,0.0,0.0,0.0,,
us,aggressive,short,baseline,2024-09-01,0,False,0,37,22,59.5,0,0.0,0,0.0,40.5,-1.983,-43.617,-43.62,3.0,0.44
us,aggressive,short,corrected,2024-09-01,0,False,0,37,22,59.5,0,0.0,0,0.0,40.5,-1.983,-43.617,-43.62,3.0,0.44
us,aggressive,short,baseline,2024-10-01,1,True,37,36,15,41.7,0,0.0,0,0.0,58.3,0.628,9.416,-5.04,3.0,2.45
us,aggressive,short,corrected,2024-10-01,1,True,37,36,15,41.7,0,0.0,0,0.0,58.3,0.879,13.18,-5.28,3.0,2.34
us,aggressive,short,baseline,2024-11-01,2,True,73,3,1,33.3,1,100.0,0,0.0,66.7,6.89,6.89,0.0,3.0,
us,aggressive,short,corrected,2024-11-01,2,True,73,3,1,33.3,1,100.0,0,0.0,66.7,6.686,6.686,0.0,3.0,
us,aggressive,short,baseline,2024-12-01,3,True,76,32,27,84.4,0,0.0,0,0.0,15.6,-0.195,-5.263,-19.22,3.0,1.27
us,aggressive,short,corrected,2024-12-01,3,True,76,32,25,78.1,0,0.0,0,0.0,21.9,0.036,0.905,-14.6,3.0,1.11
us,aggressive,short,baseline,2025-01-01,4,True,108,,,,,,,,,,,,,
us,aggressive,short,corrected,2025-01-01,4,True,108,,,,,,,,,,,,,
us,aggressive,short,baseline,2025-02-01,5,True,108,32,29,90.6,0,0.0,0,0.0,9.4,0.408,11.844,-10.83,3.0,0.98
us,aggressive,short,corrected,2025-02-01,5,True,108,32,27,84.4,0,0.0,0,0.0,15.6,0.438,11.82,-9.78,3.0,0.84
us,aggressive,short,baseline,2025-03-01,6,True,140,,,,,,,,,,,,,
us,aggressive,short,corrected,2025-03-01,6,True,140,,,,,,,,,,,,,
us,aggressive,short,baseline,2025-04-01,7,True,140,,,,,,,,,,,,,
us,aggressive,short,corrected,2025-04-01,7,True,140,,,,,,,,,,,,,
us,aggressive,short,baseline,2025-05-01,8,True,140,2,1,50.0,0,0.0,0,0.0,50.0,0.82,0.82,0.0,3.0,
us,aggressive,short,corrected,2025-05-01,8,True,140,2,1,50.0,0,0.0,0,0.0,50.0,0.973,0.973,0.0,3.0,
us,aggressive,short,baseline,2025-06-01,9,True,142,34,25,73.5,0,0.0,0,0.0,26.5,1.453,36.335,-3.66,3.0,2.66
us,aggressive,short,corrected,2025-06-01,9,True,142,34,25,73.5,0,0.0,0,0.0,26.5,0.949,23.737,-5.34,3.0,1.92
us,aggressive,short,baseline,2025-07-01,10,True,176,37,19,51.4,0,0.0,0,0.0,48.6,-0.131,-2.484,-9.93,3.0,1.81
us,aggressive,short,corrected,2025-07-01,10,True,176,37,16,43.2,0,0.0,0,0.0,56.8,-0.048,-0.773,-7.06,3.0,1.56
us,aggressive,short,baseline,2025-08-01,11,True,213,20,13,65.0,0,0.0,0,0.0,35.0,1.477,19.196,-7.83,3.0,1.57
us,aggressive,short,corrected,2025-08-01,11,True,213,20,13,65.0,0,0.0,0,0.0,35.0,1.531,19.908,-8.19,3.0,1.57
us,aggressive,short,baseline,2025-09-01,12,True,233,37,23,62.2,1,4.3,0,0.0,37.8,1.213,27.904,-8.31,3.0,0.99
us,aggressive,short,corrected,2025-09-01,12,True,233,37,19,51.4,1,5.3,0,0.0,48.6,1.674,31.805,-8.49,3.0,1.01
us,aggressive,short,baseline,2025-10-01,13,True,270,33,15,45.5,0,0.0,0,0.0,54.5,1.15,17.251,-0.54,3.0,2.34
us,aggressive,short,corrected,2025-10-01,13,True,270,33,16,48.5,0,0.0,0,0.0,51.5,0.875,13.999,-2.73,3.0,1.16
us,aggressive,short,baseline,2025-11-01,14,True,303,29,21,72.4,0,0.0,0,0.0,27.6,-2.304,-48.378,-48.38,3.0,0.18
us,aggressive,short,corrected,2025-11-01,14,True,303,29,23,79.3,0,0.0,0,0.0,20.7,-2.626,-60.395,-60.4,3.0,0.15
us,aggressive,short,baseline,2025-12-01,15,True,332,8,5,62.5,1,20.0,0,0.0,37.5,1.908,9.541,-2.25,3.0,1.31
us,aggressive,short,corrected,2025-12-01,15,True,332,8,4,50.0,0,0.0,0,0.0,50.0,0.03,0.119,-2.38,3.0,1.04
us,aggressive,short,baseline,2026-01-01,16,True,340,1,1,100.0,0,0.0,1,100.0,0.0,-3.035,-3.035,-3.04,3.0,
us,aggressive,short,corrected,2026-01-01,16,True,340,1,1,100.0,0,0.0,1,100.0,0.0,-2.943,-2.943,-2.94,3.0,
us,aggressive,short,baseline,2026-02-01,17,True,341,7,5,71.4,0,0.0,3,60.0,28.6,-1.414,-7.069,-12.6,3.0,0.66
us,aggressive,short,corrected,2026-02-01,17,True,341,7,6,85.7,1,16.7,3,50.0,14.3,0.209,1.252,-12.88,3.0,1.1
us,aggressive,short,baseline,2026-03-01,18,True,348,,,,,,,,,,,,,
us,aggressive,short,corrected,2026-03-01,18,True,348,,,,,,,,,,,,,
us,aggressive,short,baseline,2026-04-01,19,True,348,,,,,,,,,,,,,
us,aggressive,short,corrected,2026-04-01,19,True,348,,,,,,,,,,,,,
us,aggressive,short,baseline,2026-05-01,20,True,348,47,26,55.3,0,0.0,0,0.0,44.7,0.347,9.016,-14.32,3.0,1.23
us,aggressive,short,corrected,2026-05-01,20,True,348,47,25,53.2,0,0.0,0,0.0,46.8,0.426,10.645,-13.61,3.0,1.02
us,aggressive,short,baseline,2026-06-01,21,True,395,37,19,51.4,0,0.0,0,0.0,48.6,-1.156,-21.966,-31.7,3.0,0.84
us,aggressive,short,corrected,2026-06-01,21,True,395,37,15,40.5,0,0.0,0,0.0,59.5,-1.177,-17.648,-26.25,3.0,0.81
us,aggressive,short,baseline,2026-07-01,22,True,432,9,6,66.7,0,0.0,3,50.0,33.3,-1.398,-8.391,-12.08,3.0,0.36
us,aggressive,short,corrected,2026-07-01,22,True,432,9,8,88.9,0,0.0,4,50.0,11.1,-1.263,-10.107,-13.56,3.0,0.73
us,aggressive,short,baseline,2026-08-01,23,True,441,1,0,0.0,0,0.0,0,0.0,100.0,0.0,0.0,0.0,,
us,aggressive,short,corrected,2026-08-01,23,True,441,1,0,0.0,0,0.0,0,0.0,100.0,0.0,0.0,0.0,,
us,aggressive,short,baseline,2026-09-01,24,True,442,1,0,0.0,0,0.0,0,0.0,100.0,0.0,0.0,0.0,,
us,aggressive,short,corrected,2026-09-01,24,True,442,1,0,0.0,0,0.0,0,0.0,100.0,0.0,0.0,0.0,,
us,aggressive,short,baseline,2026-10-01,25,True,443,1,0,0.0,0,0.0,0,0.0,100.0,0.0,0.0,0.0,,
us,aggressive,short,corrected,2026-10-01,25,True,443,1,0,0.0,0,0.0,0,0.0,100.0,0.0,0.0,0.0,,
us,aggressive,short,baseline,2026-11-01,26,True,444,1,0,0.0,0,0.0,0,0.0,100.0,0.0,0.0,0.0,,
us,aggressive,short,corrected,2026-11-01,26,True,444,1,0,0.0,0,0.0,0,0.0,100.0,0.0,0.0,0.0,,
us,aggressive,short,baseline,2026-12-01,27,True,445,1,0,0.0,0,0.0,0,0.0,100.0,0.0,0.0,0.0,,
us,aggressive,short,corrected,2026-12-01,27,True,445,1,0,0.0,0,0.0,0,0.0,100.0,0.0,0.0,0.0,,
us,aggressive,swing,baseline,2024-09-01,0,False,0,37,24,64.9,2,8.3,0,0.0,35.1,1.315,31.551,-12.66,14.0,1.55
us,aggressive,swing,corrected,2024-09-01,0,False,0,37,24,64.9,2,8.3,0,0.0,35.1,1.315,31.551,-12.66,14.0,1.55
us,aggressive,swing,baseline,2024-10-01,1,True,37,40,21,52.5,1,4.8,0,0.0,47.5,2.491,52.314,-6.13,14.0,1.66
us,aggressive,swing,corrected,2024-10-01,1,True,37,40,20,50.0,1,5.0,0,0.0,50.0,2.583,51.655,-6.23,14.0,1.76
us,aggressive,swing,baseline,2024-11-01,2,True,77,10,5,50.0,2,40.0,1,20.0,50.0,1.163,5.816,-6.54,7.0,1.06
us,aggressive,swing,corrected,2024-11-01,2,True,77,10,4,40.0,2,50.0,1,25.0,60.0,2.792,11.166,-3.38,7.0,1.43
us,aggressive,swing,baseline,2024-12-01,3,True,87,36,29,80.6,1,3.4,0,0.0,19.4,-1.765,-51.195,-58.1,14.0,1.11
us,aggressive,swing,corrected,2024-12-01,3,True,87,36,27,75.0,1,3.7,0,0.0,25.0,-1.775,-47.922,-54.75,14.0,1.24
us,aggressive,swing,baseline,2025-01-01,4,True,123,,,,,,,,,,,,,
us,aggressive,swing,corrected,2025-01-01,4,True,123,,,,,,,,,,,,,
us,aggressive,swing,baseline,2025-02-01,5,True,123,34,31,91.2,4,12.9,0,0.0,8.8,1.061,32.879,-17.74,14.0,1.61
us,aggressive,swing,corrected,2025-02-01,5,True,123,34,31,91.2,4,12.9,0,0.0,8.8,1.001,31.031,-17.03,14.0,1.56
us,aggressive,swing,baseline,2025-03-01,6,True,157,,,,,,,,,,,,,
us,aggressive,swing,corrected,2025-03-01,6,True,157,,,,,,,,,,,,,
us,aggressive,swing,baseline,2025-04-01,7,True,157,,,,,,,,,,,,,
us,aggressive,swing,corrected,2025-04-01,7,True,157,,,,,,,,,,,,,
us,aggressive,swing,baseline,2025-05-01,8,True,157,5,1,20.0,0,0.0,0,0.0,80.0,1.398,1.398,0.0,7.0,
us,aggressive,swing,corrected,2025-05-01,8,True,157,5,1,20.0,0,0.0,0,0.0,80.0,1.552,1.552,0.0,7.0,
us,aggressive,swing,baseline,2025-06-01,9,True,162,39,31,79.5,4,12.9,0,0.0,20.5,3.058,94.8,-7.69,14.0,1.53
us,aggressive,swing,corrected,2025-06-01,9,True,162,39,29,74.4,2,6.9,0,0.0,25.6,2.025,58.725,-9.6,14.0,1.31
us,aggressive,swing,baseline,2025-07-01,10,True,201,39,24,61.5,1,4.2,0,0.0,38.5,-0.363,-8.721,-19.11,14.0,1.41
us,aggressive,swing,corrected,2025-07-01,10,True,201,39,20,51.3,1,5.0,0,0.0,48.7,-0.279,-5.582,-17.59,14.0,1.64
us,aggressive,swing,baseline,2025-08-01,11,True,240,37,21,56.8,1,4.8,0,0.0,43.2,1.865,39.158,-13.94,14.0,1.5
us,aggressive,swing,corrected,2025-08-01,11,True,240,37,22,59.5,1,4.5,0,0.0,40.5,1.508,33.176,-18.72,14.0,1.47
us,aggressive,swing,baseline,2025-09-01,12,True,277,39,29,74.4,3,10.3,0,0.0,25.6,2.3,66.689,-10.62,14.0,2.01
us,aggressive,swing,corrected,2025-09-01,12,True,277,39,26,66.7,3,11.5,0,0.0,33.3,2.622,68.18,-8.49,14.0,1.95
us,aggressive,swing,baseline,2025-10-01,13,True,316,38,22,57.9,3,13.6,0,0.0,42.1,-0.041,-0.902,-18.2,14.0,0.98
us,aggressive,swing,corrected,2025-10-01,13,True,316,38,23,60.5,3,13.0,0,0.0,39.5,-0.085,-1.95,-21.48,14.0,1.05
us,aggressive,swing,baseline,2025-11-01,14,True,354,35,26,74.3,1,3.8,0,0.0,25.7,-2.384,-61.977,-76.97,14.0,0.78
us,aggressive,swing,corrected,2025-11-01,14,True,354,35,29,82.9,0,0.0,0,0.0,17.1,-2.914,-84.497,-98.54,14.0,0.68
us,aggressive,swing,baseline,2025-12-01,15,True,389,10,8,80.0,1,12.5,1,12.5,20.0,0.758,6.062,-7.49,7.0,0.98
us,aggressive,swing,corrected,2025-12-01,15,True,389,10,5,50.0,0,0.0,0,0.0,50.0,0.583,2.913,-3.76,7.0,0.44
us,aggressive,swing,baseline,2026-01-01,16,True,399,4,4,100.0,1,25.0,1,25.0,0.0,0.867,3.47,-3.54,7.0,1.98
us,aggressive,swing,corrected,2026-01-01,16,True,399,4,4,100.0,1,25.0,1,25.0,0.0,0.73,2.919,-3.65,7.0,1.8
us,aggressive,swing,baseline,2026-02-01,17,True,403,15,13,86.7,7,53.8,5,38.5,13.3,1.735,22.556,-8.59,7.0,1.24
us,aggressive,swing,corrected,2026-02-01,17,True,403,15,14,93.3,8,57.1,5,35.7,6.7,2.194,30.71,-8.52,7.0,1.29
us,aggressive,swing,baseline,2026-03-01,18,True,418,,,,,,,,,,,,,
us,aggressive,swing,corrected,2026-03-01,18,True,418,,,,,,,,,,,,,
us,aggressive,swing,baseline,2026-04-01,19,True,418,,,,,,,,,,,,,
us,aggressive,swing,corrected,2026-04-01,19,True,418,,,,,,,,,,,,,
us,aggressive,swing,baseline,2026-05-01,20,True,418,56,37,66.1,5,13.5,0,0.0,33.9,1.101,40.745,-29.55,14.0,1.98
us,aggressive,swing,corrected,2026-05-01,20,True,418,56,38,67.9,4,10.5,0,0.0,32.1,0.332,12.63,-36.43,14.0,1.76
us,aggressive,swing,baseline,2026-06-01,21,True,474,47,29,61.7,2,6.9,0,0.0,38.3,1.428,41.4,-39.06,14.0,1.42
us,aggressive,swing,corrected,2026-06-01,21,True,474,47,27,57.4,2,7.4,0,0.0,42.6,1.131,30.55,-43.48,14.0,1.4
us,aggressive,swing,baseline,2026-07-01,22,True,521,13,8,61.5,0,0.0,4,50.0,38.5,-2.198,-17.581,-20.77,7.0,0.46
us,aggressive,swing,corrected,2026-07-01,22,True,521,13,9,69.2,0,0.0,4,44.4,30.8,-1.87,-16.826,-19.91,7.0,0.42
us,aggressive,swing,baseline,2026-08-01,23,True,534,1,0,0.0,0,0.0,0,0.0,100.0,0.0,0.0,0.0,,
us,aggressive,swing,corrected,2026-08-01,23,True,534,1,0,0.0,0,0.0,0,0.0,100.0,0.0,0.0,0.0,,
us,aggressive,swing,baseline,2026-09-01,24,True,535,1,0,0.0,0,0.0,0,0.0,100.0,0.0,0.0,0.0,,
us,aggressive,swing,corrected,2026-09-01,24,True,535,1,0,0.0,0,0.0,0,0.0,100.0,0.0,0.0,0.0,,
us,aggressive,swing,baseline,2026-10-01,25,True,536,1,0,0.0,0,0.0,0,0.0,100.0,0.0,0.0,0.0,,
us,aggressive,swing,corrected,2026-10-01,25,True,536,1,0,0.0,0,0.0,0,0.0,100.0,0.0,0.0,0.0,,
us,aggressive,swing,baseline,2026-11-01,26,True,537,1,0,0.0,0,0.0,0,0.0,100.0,0.0,0.0,0.0,,
us,aggressive,swing,corrected,2026-11-01,26,True,537,1,0,0.0,0,0.0,0,0.0,100.0,0.0,0.0,0.0,,
us,aggressive,swing,baseline,2026-12-01,27,True,538,1,0,0.0,0,0.0,0,0.0,100.0,0.0,0.0,0.0,,
us,aggressive,swing,corrected,2026-12-01,27,True,538,1,0,0.0,0,0.0,0,0.0,100.0,0.0,0.0,0.0,,
us,aggressive,mid,baseline,2024-09-01,0,False,0,38,28,73.7,8,28.6,0,0.0,26.3,1.644,46.034,-12.66,30.0,2.81
us,aggressive,mid,corrected,2024-09-01,0,False,0,38,28,73.7,8,28.6,0,0.0,26.3,1.644,46.034,-12.66,30.0,2.81
