시장,종목코드,종목명,요약,근거,주의,다음행동,current_price,last_price,현재가,quote_fallback_price,실시간현재가,quote_source,quote_source_label,data_status,price_data_status,current_price_source
한국주식,131970,두산테스나,두산테스나은 현재 기업분석 기준으로 확인할 종목입니다.,신뢰도 -점 기준으로 수급·재무·가격 데이터의 확인 가능 여부를 함께 봅니다.,데이터가 부족한 경우 직전장 기준일 수 있으므로 장 시작 후 현재가·거래량을 재확인합니다.,기준가·손절가·목표가를 먼저 확인,174700.0,174700.0,"174,700원",174700.0,"174,700원",KIS Open API,KIS 현재가,API 현재가 수신,success,KIS 현재가
한국주식,222800,심텍,심텍은 현재 기업분석 기준으로 확인할 종목입니다.,신뢰도 -점 기준으로 수급·재무·가격 데이터의 확인 가능 여부를 함께 봅니다.,데이터가 부족한 경우 직전장 기준일 수 있으므로 장 시작 후 현재가·거래량을 재확인합니다.,기준가·손절가·목표가를 먼저 확인,131300.0,131300.0,"131,300원",131300.0,"131,300원",KIS Open API,KIS 현재가,API 현재가 수신,success,KIS 현재가
한국주식,005930,삼성전자,삼성전자은 현재 기업분석 기준으로 확인할 종목입니다.,신뢰도 -점 기준으로 수급·재무·가격 데이터의 확인 가능 여부를 함께 봅니다.,데이터가 부족한 경우 직전장 기준일 수 있으므로 장 시작 후 현재가·거래량을 재확인합니다.,기준가·손절가·목표가를 먼저 확인,299750.0,299750.0,"299,750원",299750.0,"299,750원",KIS Open API,KIS 현재가,API 현재가 수신,success,KIS 현재가
한국주식,000660,SK하이닉스,SK하이닉스은 현재 기업분석 기준으로 확인할 종목입니다.,신뢰도 -점 기준으로 수급·재무·가격 데이터의 확인 가능 여부를 함께 봅니다.,데이터가 부족한 경우 직전장 기준일 수 있으므로 장 시작 후 현재가·거래량을 재확인합니다.,기준가·손절가·목표가를 먼저 확인,2048000.0,2048000.0,"2,048,000원",2048000.0,"2,048,000원",KIS Open API,KIS 현재가,API 현재가 수신,success,KIS 현재가
한국주식,005380,현대차,현대차은 현재 기업분석 기준으로 확인할 종목입니다.,신뢰도 -점 기준으로 수급·재무·가격 데이터의 확인 가능 여부를 함께 봅니다.,데이터가 부족한 경우 직전장 기준일 수 있으므로 장 시작 후 현재가·거래량을 재확인합니다.,기준가·손절가·목표가를 먼저 확인,684000.0,684000.0,"684,000원",684000.0,"684,000원",KIS Open API,KIS 현재가,API 현재가 수신,success,KIS 현재가
한국주식,035420,NAVER,NAVER은 현재 기업분석 기준으로 확인할 종목입니다.,신뢰도 -점 기준으로 수급·재무·가격 데이터의 확인 가능 여부를 함께 봅니다.,데이터가 부족한 경우 직전장 기준일 수 있으므로 장 시작 후 현재가·거래량을 재확인합니다.,기준가·손절가·목표가를 먼저 확인,203750.0,203750.0,"203,750원",203750.0,"203,750원",KIS Open API,KIS 현재가,API 현재가 수신,success,KIS 현재가
