sector,sector_target_count,sector_up_ratio,sector_avg_intraday_change_pct,sector_median_intraday_change_pct,sector_avg_trading_value_ratio,sector_money_flow_score,sector_breadth_score,sector_intraday_strength_score,sector_flow_label,sector_flow_warning
미분류,127,0.315,0.9636,0.0,0.0,42,31,37,섹터 장중 중립,
