시장,지표,값,해석,다음행동
미국주식,커스텀 경제지표,설정 대기,사용자가 보고 싶은 환율·금리·원자재·섹터 지표를 선택하면 이곳에 표시합니다.,관리자모드에서 커스텀 지표 설정
