has_major_event,event_type,event_date,event_timing,event_result,event_window,market_reaction_score,sector_reaction_score,price_reaction_score,volume_reaction_score,news_reaction_score,rates_reaction_score,fx_reaction_score,no_chase_flag,pullback_wait_flag,retest_entry_flag,event_decision,event_reason,event_scenarios_json,active_scenario_type,active_scenario_entry_price,active_scenario_pullback_price,active_scenario_no_chase_price,active_scenario_stop_loss,active_scenario_take_profit_1,active_scenario_take_profit_2,active_scenario_risk_reward,active_scenario_decision,active_scenario_reason,event_summary_label,event_pre_msg,post_event_upgrade_hint,gap_reaction_note,event_ui_blurb,scan_time_kst,market,symbol,name,grade,grade_label,score,original_grade,final_grade,grade_change_reason,regime_downgrade_reason,review_penalty_reason,hard_block_reason,trade_allowed,high_probability_candidate,실전등급,실전등급점수,실전등급사유,실전경고,catalyst_score,news_importance_score,news_freshness_score,disclosure_score,earnings_score,supply_score,catalyst_reasons,catalyst_warnings,decision_change_log,catalyst_data_status,news_data_status,disclosure_data_status,earnings_data_status,supply_data_status,catalyst_score_source,stock_attractiveness_score,stock_quality_level,stock_quality_reasons,stock_quality_warnings,trade_fit_score,price_fit_level,entry_gap_pct,stop_clarity_score,resistance_room_pct,trade_fit_reasons,trade_fit_warnings,entry_position_type,entry_position_score,entry_position_reason,entry_position_warning,sector_momentum_score,sector_relative_strength_score,sector_breadth_score,sector_money_flow_score,weak_market_strong_sector_flag,sector_attack_reasons,aggressive_score,market_relative_strength,sector_relative_strength,down_market_resilience_score,weak_market_leader_flag,strong_watch_candidate,aggressive_reasons,aggressive_warnings,condition_key,historical_condition_key,historical_sample_count,historical_tp1_hit_rate_5d,historical_stop_hit_rate_5d,historical_expected_return_5d,historical_pattern_note,prob_up_1d,prob_up_3d,prob_up_5d,prob_up_10d,prob_down_5d,prob_tp1_5d,prob_stop_5d,prob_tp_first,prob_stop_first,prob_market_outperform_5d,prob_sector_outperform_5d,expected_return_5d,forecast_label,forecast_confidence,forecast_reasons,forecast_warnings,sell_timing_label,profit_taking_plan,hold_or_sell_decision,trailing_stop_level,exit_invalid_condition,sell_reasons,sell_warnings,intraday_price_change_pct,intraday_volume,intraday_trading_value,intraday_volume_ratio,intraday_trading_value_ratio,intraday_money_flow_score,intraday_order_strength_score,intraday_signal_score,intraday_action_label,intraday_entry_confirmed,intraday_chase_risk,intraday_warning,intraday_reason,intraday_updated_at,intraday_fetch_status,intraday_failure_reason,intraday_market_session,intraday_composite_score,intraday_final_label,intraday_final_reason,intraday_final_warning,bid_total_volume,ask_total_volume,bid_ask_ratio,orderbook_imbalance,spread_pct,execution_strength,orderbook_imbalance_score,execution_strength_score,order_strength_score,order_strength_label,order_strength_warning,order_strength_reason,orderbook_data_available,orderbook_updated_at,portfolio_risk_level,total_exposure_pct,sector_concentration_warning,portfolio_expected_return,max_expected_loss_pct,portfolio_action,portfolio_warnings,performance_penalty_score,adjusted_score_after_review,performance_penalty_reasons,recent_fail_pattern_hit,strategy_mode,strategy_adjustment_score,strategy_adjusted_score,strategy_adjusted_grade,strategy_trade_allowed,strategy_reasons,strategy_warnings,position_size_pct,position_risk_level,position_action,position_reasons,position_warnings,observation_reason,insufficient_conditions,a_grade_upgrade_hint,pullback_wait_price,main_risks,reason,upgrade_condition,last_price,weekly_trend,daily_setup,volume_ratio,sector_strength,market_score,rr,entry,stop,tp1,tp2,expectancy,news_risk,news_risk_level,news_risk_title,risk_final_decision,risk_confidence_score,rr_level,rr_pass,overheat_level,chase_risk,market_risk_level,news_grade,sell_the_news_risk,prediction_result,decision_success,failure_reason,actual_review_ready,bad_review_failure_count,recent_failure_pattern,latest_review_target_date,gap_chase,app_reliability,final_decision,theme,sector,exclude_reason,normalized_exclude_reason,normalized_exclude_labels,change_pct,liquidity,turnover,atr_pct,score_before_filter,hard_filter_triggered,hard_filter_reason,gap_pct_vs_entry,candidate_up_ratio,candidate_down_ratio,candidate_avg_change_pct,candidate_median_change_pct,candidate_volume_strength,breadth_risk_score,market_breadth_warning,sector_internal_strength,sector_spread_score,market_hardblock,hardblock_level,hardblock_reasons,new_buy_blocked,market_regime,risk_level,nasdaq_change_pct,kosdaq_change_pct,sp500_change_pct,kospi_change_pct,foreign_net_buy,institution_net_buy,individual_net_buy,program_net_buy,foreign_flow_score,institution_flow_score,program_flow_score,intraday_flow_score,sector_intraday_strength_score,sector_flow_label,sector_flow_alignment_score,intraday_flow_label,intraday_flow_warning,intraday_flow_reason,flow_data_available,flow_updated_at
N,NORMAL,,none,unknown,none,50,48,72,35,88,50,50,N,Y,N,이벤트 후 확인,시장 반응이 명확하지 않음 — 재평가·눌림 확인,"{""positive_scenario"": {""scenario_type"": ""positive"", ""scenario_entry_price"": ""105,017원"", ""scenario_pullback_price"": ""104,597원"", ""scenario_no_chase_price"": ""109,742원"", ""scenario_stop_loss"": ""99,859원"", ""scenario_take_profit_1"": ""113,598원"", ""scenario_take_profit_2"": ""116,309원"", ""scenario_risk_reward"": ""1.66"", ""scenario_decision"": ""조건부 진입 가능 (시나리오)"", ""scenario_reason"": ""지수·섹터 강세·거래량 동반 가정 시 우선진입가 부근 검토"", ""scenario_ref_price"": ""105,300원""}, ""neutral_scenario"": {""scenario_type"": ""neutral"", ""scenario_entry_price"": ""104,807원"", ""scenario_pullback_price"": ""104,387원"", ""scenario_no_chase_price"": ""109,523원"", ""scenario_stop_loss"": ""99,859원"", ""scenario_take_profit_1"": ""113,598원"", ""scenario_take_profit_2"": ""116,309원"", ""scenario_risk_reward"": ""1.66"", ""scenario_decision"": ""관망 또는 눌림 대기"", ""scenario_reason"": ""이벤트 결과가 애매할 때는 추격 없이 눌림·재테스트 확인"", ""scenario_ref_price"": ""105,300원""}, ""negative_scenario"": {""scenario_type"": ""negative"", ""scenario_entry_price"": ""-"", ""scenario_pullback_price"": ""-"", ""scenario_no_chase_price"": ""-"", ""scenario_stop_loss"": ""99,859원"", ""scenario_take_profit_1"": ""113,598원"", ""scenario_take_profit_2"": ""116,309원"", ""scenario_risk_reward"": ""1.66"", ""scenario_decision"": ""매수금지 또는 C급 제외 (시나리오)"", ""scenario_reason"": ""결과 부정·급락·손익비 훼손 가정 시 신규 매수 시나리오 보류"", ""scenario_ref_price"": ""105,300원""}}",neutral,"104,807원","104,387원","109,523원","99,859원","113,598원","116,309원",1.66,관망 또는 눌림 대기,이벤트 결과가 애매할 때는 추격 없이 눌림·재테스트 확인,주요 이벤트 없음,,이벤트 후 1~2일 눌림·재테스트·손익비 1:1.5 이상 재확인 시 A급 검토,갭 중립,NORMAL/none · 이벤트 후 확인,2026-05-20 08:51:50 KST,한국주식,3550,LG,B,성장 관찰 후보,96,B,B,,,,,True,False,B급,96,rr >= 2.0 / risk_confidence_score 70 이상 / risk_final_decision 매수 가능/돌파 접근,rr >= 2.0 / risk_confidence_score 70 이상 / risk_final_decision 매수 가능/돌파 접근,54,50,50,50,50,45,최근 뉴스 없음: 중립 유지 / 공시 특이사항 없음: 중립 유지 / 거래대금 충분,실적 데이터 부족: 보수 점수 적용 / 거래량 부진,최근 뉴스 없음: 중립 유지 / 공시 특이사항 없음: 중립 유지 / 실적 데이터 부족: 보수 점수 적용 / 후보 기본 점수 우위 반영: 가산 / 거래대금 증가 반영: 소폭 가산,mixed_row_fallback,no_recent_issue,no_recent_issue,data_missing,neutral_confirmed,row_fallback,42,낮음,종목 매력도 중립,거래량 부족,62,보통,0.0,30,0.0,손익비 기본 통과 / 진입가 근접,진입가/현재가 확인 부족 / 손절가 확인 부족,눌림 중,68,진입가 근처의 눌림 구간,확인 전 소액/관찰,36,56,0,69,False,시장 대비 섹터 상대강도 / 거래량/거래대금 유입 / 변동성 리스크 존재,64,0.0,0.0,55,False,False,거래량/거래대금 증가 / 20일 고점 근접/돌파,,"score_80+|rr_1.5_1.99|entry_near|sector=지주|chart=지지선 근처, 일봉 눌림목|news_low|market=박스장|entry=눌림 중|agg_50_69","score_80+|rr_1.5_1.99|entry_near|sector=지주|chart=지지선 근처, 일봉 눌림목|news_low|market=박스장|entry=눌림 중|agg_50_69",0,0.0,0.0,0.0,표본 부족: 유사조건 통계 미적용,58.42,63.48,68.72,66.85,31.28,68.72,31.28,75.9,27.54,61.52,58.96,1.86,매수 가능 후보,보통,손익비 통과 / 표본 부족: 유사조건 통계 미적용,특이 경고 없음,보유 관찰,"트레일링 스탑 기준 유지, 확률/시장 위험 악화 시 축소",보유 관찰,0.0,손절/무효 가격 재확인 필요,뚜렷한 매도 신호 없음,특이 경고 없음,-3.61,305480.0,31103969300.0,0.0,0.0,40,14,33,장중 판단 보류,False,False,,장중 데이터 없음,2026-05-20 10:40:02,success,,regular,38,장중 판단 보류,데이터 부족,,1.0,92.0,0.0108695652173913,-0.978494623655914,0.2961500493583415,0.0,6,50,27,돌파 확인 대기,,돌파 후보라도 매도벽 확인 필요,True,2026-05-20 10:40:06,매우 높음,691.0,전기차/성장주: 3개/0.0653% / 반도체/AI: 5개/0.1485% / 반도체: 2개/92.5814% / 반도체 부품: 2개/100.091% / 지주: 1개/50% / 전력기기: 1개/60% / 인터넷/AI: 1개/50% / 항공: 1개/60% / 항공/해운: 1개/60% / 헬스케어: 1개/68% / 소재: 1개/50% / 에너지: 1개/50%,22.9002,62.1944,C/금지 후보는 신규 편입 목록에서 제외 / 신규 편입 축소 또는 기존 포지션 일부 정리 / 위험장에서는 신규 포지션을 최소화 / 전기차/성장주 섹터 신규 편입 제한 / 반도체/AI 섹터 신규 편입 제한 / 반도체 섹터 신규 편입 제한 / 반도체 부품 섹터 신규 편입 제한 / 지주 섹터 신규 편입 제한 / 전력기기 섹터 신규 편입 제한 / 인터넷/AI 섹터 신규 편입 제한 / 항공 섹터 신규 편입 제한 / 항공/해운 섹터 신규 편입 제한 / 헬스케어 섹터 신규 편입 제한 / 소재 섹터 신규 편입 제한 / 에너지 섹터 신규 편입 제한 / 손절 기준 재점검 및 포지션 축소,C/금지 후보 194개는 포트폴리오 편입 불가 / 총 포지션 노출 100% 초과 / 위험장 총 신규 포지션 제한 필요 / 전기차/성장주 섹터 과집중 / 반도체/AI 섹터 과집중 / 반도체 섹터 과집중 / 반도체 부품 섹터 과집중 / 지주 섹터 과집중 / 전력기기 섹터 과집중 / 인터넷/AI 섹터 과집중 / 항공 섹터 과집중 / 항공/해운 섹터 과집중 / 헬스케어 섹터 과집중 / 소재 섹터 과집중 / 에너지 섹터 과집중 / 예상 최대 손실 6% 이상,0,96.0,,False,박스장,0,96,A,True,박스장: 시장 점수 중립권 / 박스장: 관망 우위,,50,중립,소액 접근,박스장 A 기준 60%,rr < 2.0,거래량 배율 0.00배 / 유사 조건 표본 n=0,거래량 증가 / rr >= 2.0 / risk_confidence_score 70 이상 / risk_final_decision 매수 가능/돌파 접근,눌림 대기 가격 부근에서 거래량 회복·기대값 표본 확대·뉴스 리스크 완화,"105,017원",눌림·돌파 실패 시 추가 하락 / 거래량 부족 시 추세 약화 / 이벤트 변동성 확대,LG: 손익비·차트 위치는 참고 가능하나 거래량 확인 필요; 유사 조건 n=0로 기대값은 참고 수준,A급 전환 조건: 거래량 증가 / rr >= 2.0 / risk_confidence_score 70 이상 / risk_final_decision 매수 가능/돌파 접근,"105,300원",상승,"지지선 근처, 일봉 눌림목",0.00배,0,0,1.66,"105,017원","99,859원","113,598원","116,309원","성과 기록 부족 (+0.00%, n=0)",-,0,,관망 우위,0.0,보통,True,보통,False,보통,,False,,,,False,0,False,,추격 아님,94,성장 관찰 후보·눌림 대기·돌파 확인 후 접근,지주,지주,-,-,-,+0.00%,"20일 평균 거래대금 53,688,979,305원",53688979305.0,8.93,,-,-,,0.0,0.0,0.0,0.0,0.0,0,정상,"[{""sector"": ""2차전지"", ""sector_up_ratio"": 0.0, ""sector_avg_change_pct"": 0.0, ""sector_volume_strength"": 0.0, ""sector_breadth_score"": 0, ""sector_spread_score"": 0}, {""sector"": ""IT부품"", ""sector_up_ratio"": 0.0, ""sector_avg_change_pct"": 0.0, ""sector_volume_strength"": 0.0, ""sector_breadth_score"": 0, ""sector_spread_score"": 0}, {""sector"": ""건설"", ""sector_up_ratio"": 0.0, ""sector_avg_change_pct"": 0.0, ""sector_volume_strength"": 0.0, ""sector_breadth_score"": 0, ""sector_spread_score"": 0}, {""sector"": ""금융"", ""sector_up_ratio"": 0.0, ""sector_avg_change_pct"": 0.0, ""sector_volume_strength"": 0.0, ""sector_breadth_score"": 0, ""sector_spread_score"": 0}, {""sector"": ""로봇"", ""sector_up_ratio"": 0.0, ""sector_avg_change_pct"": 0.0, ""sector_volume_strength"": 0.0, ""sector_breadth_score"": 0, ""sector_spread_score"": 0}, {""sector"": ""바이오"", ""sector_up_ratio"": 0.0, ""sector_avg_change_pct"": 0.0, ""sector_volume_strength"": 0.0, ""sector_breadth_score"": 0, ""sector_spread_score"": 0}, {""sector"": ""반도체"", ""sector_up_ratio"": 0.0, ""sector_avg_change_pct"": 0.0, ""sector_volume_strength"": 0.0, ""sector_breadth_score"": 0, ""sector_spread_score"": 0}, {""sector"": ""반도체 부품"", ""sector_up_ratio"": 0.0, ""sector_avg_change_pct"": 0.0, ""sector_volume_strength"": 0.0, ""sector_breadth_score"": 0, ""sector_spread_score"": 0}, {""sector"": ""반도체 장비"", ""sector_up_ratio"": 0.0, ""sector_avg_change_pct"": 0.0, ""sector_volume_strength"": 0.0, ""sector_breadth_score"": 0, ""sector_spread_score"": 0}, {""sector"": ""반도체 후공정"", ""sector_up_ratio"": 0.0, ""sector_avg_change_pct"": 0.0, ""sector_volume_strength"": 0.0, ""sector_breadth_score"": 0, ""sector_spread_score"": 0}]",0,False,없음,,False,이벤트 변동성장,주의,-0.8432936925186096,-1.657784546136698,-0.6678320788135905,0.3050755853320597,0.0,0.0,0.0,0.0,50,50,50,50,17,표본 부족,45,수급 중립,,수급 신호 뚜렷하지 않음,True,2026-05-20 11:20:30
N,NORMAL,,none,unknown,none,50,48,55,35,88,50,50,N,Y,N,이벤트 후 확인,시장 반응이 명확하지 않음 — 재평가·눌림 확인,"{""positive_scenario"": {""scenario_type"": ""positive"", ""scenario_entry_price"": ""234,069원"", ""scenario_pullback_price"": ""233,133원"", ""scenario_no_chase_price"": ""244,602원"", ""scenario_stop_loss"": ""222,173원"", ""scenario_take_profit_1"": ""262,204원"", ""scenario_take_profit_2"": ""268,691원"", ""scenario_risk_reward"": ""2.37"", ""scenario_decision"": ""조건부 진입 가능 (시나리오)"", ""scenario_reason"": ""지수·섹터 강세·거래량 동반 가정 시 우선진입가 부근 검토"", ""scenario_ref_price"": ""243,500원""}, ""neutral_scenario"": {""scenario_type"": ""neutral"", ""scenario_entry_price"": ""233,601원"", ""scenario_pullback_price"": ""232,666원"", ""scenario_no_chase_price"": ""244,113원"", ""scenario_stop_loss"": ""222,173원"", ""scenario_take_profit_1"": ""262,204원"", ""scenario_take_profit_2"": ""268,691원"", ""scenario_risk_reward"": ""2.37"", ""scenario_decision"": ""관망 또는 눌림 대기"", ""scenario_reason"": ""이벤트 결과가 애매할 때는 추격 없이 눌림·재테스트 확인"", ""scenario_ref_price"": ""243,500원""}, ""negative_scenario"": {""scenario_type"": ""negative"", ""scenario_entry_price"": ""-"", ""scenario_pullback_price"": ""-"", ""scenario_no_chase_price"": ""-"", ""scenario_stop_loss"": ""222,173원"", ""scenario_take_profit_1"": ""262,204원"", ""scenario_take_profit_2"": ""268,691원"", ""scenario_risk_reward"": ""2.37"", ""scenario_decision"": ""매수금지 또는 C급 제외 (시나리오)"", ""scenario_reason"": ""결과 부정·급락·손익비 훼손 가정 시 신규 매수 시나리오 보류"", ""scenario_ref_price"": ""243,500원""}}",neutral,"233,601원","232,666원","244,113원","222,173원","262,204원","268,691원",2.37,관망 또는 눌림 대기,이벤트 결과가 애매할 때는 추격 없이 눌림·재테스트 확인,주요 이벤트 없음,,이벤트 후 1~2일 눌림·재테스트·손익비 1:1.5 이상 재확인 시 A급 검토,갭 중립,NORMAL/none · 이벤트 후 확인,2026-05-20 08:51:40 KST,한국주식,10120,LS ELECTRIC,B,성장 관찰 후보,94,B,B,,,,,True,False,B급,94,risk_confidence_score 70 이상 / risk_final_decision 매수 가능/돌파 접근,risk_confidence_score 70 이상 / risk_final_decision 매수 가능/돌파 접근,55,50,50,50,50,45,최근 뉴스 없음: 중립 유지 / 공시 특이사항 없음: 중립 유지 / 거래대금 충분 / 거래대금 강함,실적 데이터 부족: 보수 점수 적용 / 거래량 부진,최근 뉴스 없음: 중립 유지 / 공시 특이사항 없음: 중립 유지 / 실적 데이터 부족: 보수 점수 적용 / 후보 기본 점수 우위 반영: 가산 / 거래대금 증가 반영: 가산,mixed_row_fallback,no_recent_issue,no_recent_issue,data_missing,neutral_confirmed,row_fallback,43,낮음,종목 매력도 중립,거래량 부족,69,보통,0.0,30,0.0,손익비 2.0 이상 / 진입가 근접,진입가/현재가 확인 부족 / 손절가 확인 부족,눌림 중,68,진입가 근처의 눌림 구간,확인 전 소액/관찰,36,56,0,69,False,시장 대비 섹터 상대강도 / 거래량/거래대금 유입 / 변동성 리스크 존재,64,0.0,0.0,55,False,False,거래량/거래대금 증가 / 20일 고점 근접/돌파,,score_80+|rr_2_2.99|entry_near|sector=전력기기|chart=일봉 눌림목|news_S|market=박스장|entry=눌림 중|agg_50_69,score_80+|rr_2_2.99|entry_near|sector=전력기기|chart=일봉 눌림목|news_S|market=박스장|entry=눌림 중|agg_50_69,0,0.0,0.0,0.0,표본 부족: 유사조건 통계 미적용,60.48,66.76,73.28,70.95,26.72,78.11,26.72,86.43,21.1,61.52,58.96,4.22,매수 가능 후보,보통,손익비 통과 / 손익비 우호 / 표본 부족: 유사조건 통계 미적용,특이 경고 없음,보유 가능,"보유 유지, 1차 목표 도달 시 30% 내외 분할익절",보유 가능,0.0,손절/무효 가격 재확인 필요,5일 상승확률 유지 / 손절확률 낮음,특이 경고 없음,-3.8,396989.0,95124115500.0,0.0,0.0,40,71,49,장중 판단 보류,False,False,,장중 데이터 없음,2026-05-20 10:40:02,success,,regular,44,장중 판단 보류,데이터 부족,,899.0,485.0,1.8536082474226805,0.2991329479768786,0.2136752136752137,0.0,63,50,57,호가 중립,,호가/체결강도 특이사항 없음,True,2026-05-20 10:40:06,매우 높음,691.0,전기차/성장주: 3개/0.0653% / 반도체/AI: 5개/0.1485% / 반도체: 2개/92.5814% / 반도체 부품: 2개/100.091% / 지주: 1개/50% / 전력기기: 1개/60% / 인터넷/AI: 1개/50% / 항공: 1개/60% / 항공/해운: 1개/60% / 헬스케어: 1개/68% / 소재: 1개/50% / 에너지: 1개/50%,22.9002,62.1944,C/금지 후보는 신규 편입 목록에서 제외 / 신규 편입 축소 또는 기존 포지션 일부 정리 / 위험장에서는 신규 포지션을 최소화 / 전기차/성장주 섹터 신규 편입 제한 / 반도체/AI 섹터 신규 편입 제한 / 반도체 섹터 신규 편입 제한 / 반도체 부품 섹터 신규 편입 제한 / 지주 섹터 신규 편입 제한 / 전력기기 섹터 신규 편입 제한 / 인터넷/AI 섹터 신규 편입 제한 / 항공 섹터 신규 편입 제한 / 항공/해운 섹터 신규 편입 제한 / 헬스케어 섹터 신규 편입 제한 / 소재 섹터 신규 편입 제한 / 에너지 섹터 신규 편입 제한 / 손절 기준 재점검 및 포지션 축소,C/금지 후보 194개는 포트폴리오 편입 불가 / 총 포지션 노출 100% 초과 / 위험장 총 신규 포지션 제한 필요 / 전기차/성장주 섹터 과집중 / 반도체/AI 섹터 과집중 / 반도체 섹터 과집중 / 반도체 부품 섹터 과집중 / 지주 섹터 과집중 / 전력기기 섹터 과집중 / 인터넷/AI 섹터 과집중 / 항공 섹터 과집중 / 항공/해운 섹터 과집중 / 헬스케어 섹터 과집중 / 소재 섹터 과집중 / 에너지 섹터 과집중 / 예상 최대 손실 6% 이상,0,94.0,,False,박스장,0,94,A,True,박스장: 시장 점수 중립권 / 박스장: 관망 우위,,60,중립,매수 가능,박스장 A 기준 60%,,거래량 배율 0.00배 / 유사 조건 표본 n=1,거래량 증가 / rr >= 2.0 / risk_confidence_score 70 이상 / risk_final_decision 매수 가능/돌파 접근,눌림 대기 가격 부근에서 거래량 회복·기대값 표본 확대·뉴스 리스크 완화,"234,069원",눌림·돌파 실패 시 추가 하락 / 거래량 부족 시 추세 약화 / 이벤트 변동성 확대,LS ELECTRIC: 손익비·차트 위치는 참고 가능하나 거래량 확인 필요; 유사 조건 n=1로 기대값은 참고 수준,A급 전환 조건: 거래량 증가 / rr >= 2.0 / risk_confidence_score 70 이상 / risk_final_decision 매수 가능/돌파 접근,"243,500원",상승,일봉 눌림목,0.00배,0,0,2.37,"234,069원","222,173원","262,204원","268,691원","기대값 음수·표본 부족 (-4.50%, n=1)",-,0,,관망 우위,0.0,보통,True,낮음,False,보통,S,False,not_enough_data,,실제 OHLC 데이터 부족,False,0,False,2026-05-20,추격 아님,94,성장 관찰 후보·눌림 대기·돌파 확인 후 접근,전력기기·자동화,전력기기,-,-,-,+0.00%,"20일 평균 거래대금 386,230,605,275원",386230605275.0,9.24,,-,-,,0.0,0.0,0.0,0.0,0.0,0,정상,"[{""sector"": ""2차전지"", ""sector_up_ratio"": 0.0, ""sector_avg_change_pct"": 0.0, ""sector_volume_strength"": 0.0, ""sector_breadth_score"": 0, ""sector_spread_score"": 0}, {""sector"": ""IT부품"", ""sector_up_ratio"": 0.0, ""sector_avg_change_pct"": 0.0, ""sector_volume_strength"": 0.0, ""sector_breadth_score"": 0, ""sector_spread_score"": 0}, {""sector"": ""건설"", ""sector_up_ratio"": 0.0, ""sector_avg_change_pct"": 0.0, ""sector_volume_strength"": 0.0, ""sector_breadth_score"": 0, ""sector_spread_score"": 0}, {""sector"": ""금융"", ""sector_up_ratio"": 0.0, ""sector_avg_change_pct"": 0.0, ""sector_volume_strength"": 0.0, ""sector_breadth_score"": 0, ""sector_spread_score"": 0}, {""sector"": ""로봇"", ""sector_up_ratio"": 0.0, ""sector_avg_change_pct"": 0.0, ""sector_volume_strength"": 0.0, ""sector_breadth_score"": 0, ""sector_spread_score"": 0}, {""sector"": ""바이오"", ""sector_up_ratio"": 0.0, ""sector_avg_change_pct"": 0.0, ""sector_volume_strength"": 0.0, ""sector_breadth_score"": 0, ""sector_spread_score"": 0}, {""sector"": ""반도체"", ""sector_up_ratio"": 0.0, ""sector_avg_change_pct"": 0.0, ""sector_volume_strength"": 0.0, ""sector_breadth_score"": 0, ""sector_spread_score"": 0}, {""sector"": ""반도체 부품"", ""sector_up_ratio"": 0.0, ""sector_avg_change_pct"": 0.0, ""sector_volume_strength"": 0.0, ""sector_breadth_score"": 0, ""sector_spread_score"": 0}, {""sector"": ""반도체 장비"", ""sector_up_ratio"": 0.0, ""sector_avg_change_pct"": 0.0, ""sector_volume_strength"": 0.0, ""sector_breadth_score"": 0, ""sector_spread_score"": 0}, {""sector"": ""반도체 후공정"", ""sector_up_ratio"": 0.0, ""sector_avg_change_pct"": 0.0, ""sector_volume_strength"": 0.0, ""sector_breadth_score"": 0, ""sector_spread_score"": 0}]",0,False,없음,,False,이벤트 변동성장,주의,-0.8432936925186096,-1.657784546136698,-0.6678320788135905,0.3050755853320597,0.0,0.0,0.0,0.0,50,50,50,50,18,섹터 장중 약세,8,진입 보류,,업종 약세 + 종목 하락,True,2026-05-20 11:20:30
