시장,종목코드,종목명,분류,현재가,기준가,손절가,목표가,호가,수급점수,뉴스요약,재무요약,다음행동,가격출처
미국주식,SNDK,SanDisk,기업분석,-,-,-,-,장중 데이터 없으면 직전장 기준,-,-,"가치 74.0, 성장 100, 안정성 85.0 기준으로 종합 85.1점입니다.",관심 유지 · 눌림 확인,실시간값 없으면 직전장·후보·보유 파일 기준
미국주식,NBIS,Nebius,기업분석,-,-,-,-,장중 데이터 없으면 직전장 기준,-,-,"가치 52.0, 성장 75.0, 안정성 85.0 기준으로 종합 68.8점입니다.",관심 유지 · 눌림 확인,실시간값 없으면 직전장·후보·보유 파일 기준
미국주식,CRCL,Circle,기업분석,-,-,-,-,장중 데이터 없으면 직전장 기준,-,-,"가치 33.0, 성장 66.1, 안정성 73.0 기준으로 종합 54.9점입니다.",무리한 추격 금지,실시간값 없으면 직전장·후보·보유 파일 기준
미국주식,BMNR,BMNR,기업분석,-,-,-,-,장중 데이터 없으면 직전장 기준,-,-,"가치 55.0, 성장 50.0, 안정성 85.0 기준으로 종합 62.5점입니다.",무리한 추격 금지,실시간값 없으면 직전장·후보·보유 파일 기준
