symbol,market,source_group,quote_available,quote_partial_available,quote_full_available,orderbook_available,flow_available,sector_flow_available,quote_status,orderbook_status,flow_status,quote_source,quote_failure_reason,orderbook_failure_reason,flow_failure_reason,normalized_symbol,symbol_format_valid,market_session,likely_root_cause,recoverable,recommended_action,updated_at
SIMO,미국주식,unknown,True,True,True,False,True,False,success,endpoint_not_configured,success,finnhub_quote,unknown,endpoint_not_configured,unknown,SIMO,True,regular,data_available,False,KIS 실패 후 Finnhub 보조 수신. 호가/체결강도는 API 미지원 가능성,2026-05-25 16:09:16
SMCI,미국주식,unknown,True,True,True,False,True,False,success,endpoint_not_configured,success,finnhub_quote,unknown,endpoint_not_configured,unknown,SMCI,True,regular,data_available,False,KIS 실패 후 Finnhub 보조 수신. 호가/체결강도는 API 미지원 가능성,2026-05-25 16:09:16
SMH,미국주식,unknown,False,False,False,False,True,False,no_data,endpoint_not_configured,success,missing,api_response_empty,endpoint_not_configured,unknown,SMH,True,regular,us_quote_api_response_empty,True,미국주식 현재가 API endpoint/파라미터/fallback 확인 (SMH),2026-05-25 16:09:16
SMR,미국주식,unknown,True,True,True,False,True,False,success,endpoint_not_configured,success,finnhub_quote,unknown,endpoint_not_configured,unknown,SMR,True,regular,data_available,False,KIS 실패 후 Finnhub 보조 수신. 호가/체결강도는 API 미지원 가능성,2026-05-25 16:09:16
SNDK,미국주식,unknown,True,True,True,False,True,False,success,endpoint_not_configured,success,finnhub_quote,unknown,endpoint_not_configured,unknown,SNDK,True,regular,data_available,False,KIS 실패 후 Finnhub 보조 수신. 호가/체결강도는 API 미지원 가능성,2026-05-25 16:09:16
SNOW,미국주식,unknown,True,True,True,False,True,False,success,endpoint_not_configured,success,finnhub_quote,unknown,endpoint_not_configured,unknown,SNOW,True,regular,data_available,False,KIS 실패 후 Finnhub 보조 수신. 호가/체결강도는 API 미지원 가능성,2026-05-25 16:09:16
SOXX,미국주식,unknown,True,True,True,False,True,False,success,endpoint_not_configured,success,finnhub_quote,unknown,endpoint_not_configured,unknown,SOXX,True,regular,data_available,False,KIS 실패 후 Finnhub 보조 수신. 호가/체결강도는 API 미지원 가능성,2026-05-25 16:09:16
SPY,미국주식,unknown,False,False,False,False,True,False,no_data,endpoint_not_configured,success,missing,api_response_empty,endpoint_not_configured,unknown,SPY,True,regular,us_quote_api_response_empty,True,미국주식 현재가 API endpoint/파라미터/fallback 확인 (SPY),2026-05-25 16:09:16
TEM,미국주식,unknown,True,True,True,False,True,False,success,endpoint_not_configured,success,finnhub_quote,unknown,endpoint_not_configured,unknown,TEM,True,regular,data_available,False,KIS 실패 후 Finnhub 보조 수신. 호가/체결강도는 API 미지원 가능성,2026-05-25 16:09:16
TMDX,미국주식,unknown,True,True,True,False,True,False,success,endpoint_not_configured,success,finnhub_quote,unknown,endpoint_not_configured,unknown,TMDX,True,regular,data_available,False,KIS 실패 후 Finnhub 보조 수신. 호가/체결강도는 API 미지원 가능성,2026-05-25 16:09:16
TSLA,미국주식,unknown,True,True,True,False,True,False,success,endpoint_not_configured,success,finnhub_quote,unknown,endpoint_not_configured,unknown,TSLA,True,regular,data_available,False,KIS 실패 후 Finnhub 보조 수신. 호가/체결강도는 API 미지원 가능성,2026-05-25 16:09:16
VRT,미국주식,unknown,True,True,True,False,True,False,success,endpoint_not_configured,success,finnhub_quote,unknown,endpoint_not_configured,unknown,VRT,True,regular,data_available,False,KIS 실패 후 Finnhub 보조 수신. 호가/체결강도는 API 미지원 가능성,2026-05-25 16:09:16
