signalDate,symbol,setup,regime,rsi14,distMa20Pct,entry,grossPnlPct,netPnlPct,outcome,barsHeld,exitDate
2017-01-25,KOSPI,BREAKOUT,SIDE,63.0,0.5,2074.77,0.015,-0.485,LOSS,10,2017-02-10
2017-01-26,KOSPI,BREAKOUT,BULL,66.3,1.2,2077.66,0.048,-0.452,LOSS,10,2017-02-13
2017-02-01,KOSPI,BREAKOUT,BULL,63.5,0.8,2080.23,0.174,-0.326,LOSS,10,2017-02-15
2017-02-06,KOSDAQ,BOTTOM_CATCH,SIDE,31.0,-2.1,611.65,1.36,0.86,WIN,10,2017-02-20
2017-02-20,KOSPI,BREAKOUT,BULL,61.1,0.5,2085.97,0.387,-0.113,LOSS,10,2017-03-07
2017-02-21,KOSPI,BREAKOUT,BULL,63.8,1.3,2106.42,-0.523,-1.023,LOSS,10,2017-03-08
2017-02-22,KOSPI,BREAKOUT,BULL,73.6,1.4,2106.15,-0.716,-1.216,LOSS,10,2017-03-09
2017-02-23,KOSPI,BREAKOUT,BULL,73.2,1.3,2106.43,-0.431,-0.931,LOSS,10,2017-03-10
2017-02-28,KOSPI,BREAKOUT,SIDE,65.5,0.4,2105.19,1.321,0.821,WIN,10,2017-03-15
2017-03-02,KOSPI,BREAKOUT,SIDE,69.2,0.9,2090.92,2.829,2.329,WIN,10,2017-03-16
2017-03-13,KOSPI,BREAKOUT,BULL,62.4,1.2,2127.12,1.342,0.842,WIN,10,2017-03-27
2017-03-14,KOSPI,BREAKOUT,BULL,61.7,1.9,2128.42,1.639,1.139,WIN,10,2017-03-28
2017-03-15,KOSPI,BREAKOUT,BULL,60.3,1.7,2154.98,0.557,0.057,WIN,10,2017-03-29
2017-03-16,KOSPI,BREAKOUT,BULL,64.7,2.4,2150.47,0.659,0.159,WIN,10,2017-03-30
2017-03-17,KOSPI,BREAKOUT,BULL,74.2,2.8,2160.32,-0.004,-0.504,LOSS,10,2017-03-31
2017-03-20,KOSPI,BREAKOUT,BULL,74.7,2.3,2162.95,0.211,-0.289,LOSS,10,2017-04-03
2017-03-21,KOSPI,BREAKOUT,BULL,77.1,3.1,2159.97,0.052,-0.448,LOSS,10,2017-04-04
2017-03-22,KOSPI,BREAKOUT,BULL,70.6,2.5,2174.09,-0.609,-1.109,LOSS,10,2017-04-05
2017-03-23,KOSPI,BREAKOUT,BULL,83.7,2.5,2171.36,-0.857,-1.357,LOSS,10,2017-04-06
2017-03-24,KOSPI,BREAKOUT,BULL,81.1,2.2,2161.17,-0.437,-0.937,LOSS,10,2017-04-07
2017-03-27,KOSPI,BREAKOUT,SIDE,71.8,1.4,2166.58,-1.535,-2.035,LOSS,10,2017-04-10
2017-03-28,KOSPI,BREAKOUT,SIDE,73.0,1.6,2172.31,-2.231,-2.731,LOSS,10,2017-04-11
2017-03-29,KOSPI,BREAKOUT,SIDE,75.8,1.6,2170.18,-1.902,-2.402,LOSS,10,2017-04-12
2017-03-30,KOSPI,BREAKOUT,SIDE,73.5,1.3,2166.62,-0.831,-1.331,LOSS,10,2017-04-13
2017-03-31,KOSPI,BREAKOUT,SIDE,66.8,0.9,2166.04,-1.439,-1.939,LOSS,10,2017-04-14
2017-04-03,KOSPI,BREAKOUT,BULL,64.3,1.0,2165.23,-0.899,-1.399,LOSS,10,2017-04-17
2017-04-04,KOSPI,BREAKOUT,SIDE,61.3,0.6,2161.9,-0.622,-1.122,LOSS,10,2017-04-18
2017-04-07,KOSDAQ,BREAKOUT,SIDE,79.6,2.8,633.24,0.272,-0.228,LOSS,10,2017-04-21
2017-04-11,KOSDAQ,BREAKOUT,SIDE,63.0,0.8,622.54,1.611,1.111,WIN,10,2017-04-25
2017-04-12,KOSDAQ,BREAKOUT,SIDE,65.2,0.7,622.49,2.027,1.527,WIN,10,2017-04-26
2017-04-13,KOSDAQ,BREAKOUT,SIDE,65.0,1.0,623.14,1.279,0.779,WIN,10,2017-04-27
2017-04-17,KOSDAQ,BREAKOUT,SIDE,63.7,1.7,632.4,-0.944,-1.444,LOSS,10,2017-05-02
2017-04-18,KOSDAQ,BREAKOUT,SIDE,65.8,2.3,634.93,0.028,-0.472,LOSS,10,2017-05-04
2017-04-19,KOSDAQ,BREAKOUT,SIDE,65.9,2.3,636.87,1.024,0.524,WIN,10,2017-05-08
2017-04-20,KOSDAQ,BREAKOUT,SIDE,63.2,2.0,638.02,0.73,0.23,WIN,10,2017-05-10
2017-04-25,KOSPI,BREAKOUT,BULL,61.4,2.0,2202.37,4.008,3.508,WIN,10,2017-05-15
2017-04-26,KOSPI,BREAKOUT,BULL,67.2,2.4,2201.72,4.252,3.752,WIN,10,2017-05-16
2017-04-27,KOSPI,BREAKOUT,BULL,67.9,2.4,2214.36,3.555,3.055,WIN,10,2017-05-17
2017-04-28,KOSPI,BREAKOUT,BULL,74.6,2.1,2213.61,3.307,2.807,WIN,10,2017-05-18
2017-05-02,KOSPI,BREAKOUT,BULL,81.6,2.6,2224.91,2.857,2.357,WIN,10,2017-05-19
2017-05-04,KOSPI,BREAKOUT,BULL,83.4,3.4,2245.61,2.602,2.102,WIN,10,2017-05-22
2017-05-04,KOSDAQ,BREAKOUT,BULL,61.2,0.9,638.36,0.667,0.167,WIN,10,2017-05-22
2017-05-08,KOSPI,BREAKOUT,BULL,86.1,5.5,2294.1,0.769,0.269,WIN,10,2017-05-23
2017-05-08,KOSDAQ,BREAKOUT,BULL,64.6,2.1,645.7,-0.15,-0.65,LOSS,10,2017-05-23
2017-05-10,KOSDAQ,BREAKOUT,BULL,69.7,1.9,644.44,0.248,-0.252,LOSS,10,2017-05-24
2017-05-11,KOSPI,BREAKOUT,BULL,83.6,5.0,2296.06,2.041,1.541,WIN,10,2017-05-25
2017-05-11,KOSDAQ,BREAKOUT,BULL,66.3,2.6,648.56,-0.854,-1.354,LOSS,10,2017-05-25
2017-05-12,KOSPI,BREAKOUT,BULL,79.7,4.2,2288.23,2.931,2.431,WIN,10,2017-05-26
2017-05-15,KOSPI,BREAKOUT,BULL,83.6,4.0,2306.73,2.005,1.505,WIN,10,2017-05-29
2017-05-16,KOSPI,BREAKOUT,BULL,83.2,3.8,2291.56,2.274,1.774,WIN,10,2017-05-30
2017-05-17,KOSPI,BREAKOUT,BULL,81.0,3.4,2271.27,3.351,2.851,WIN,10,2017-05-31
2017-05-18,KOSPI,BREAKOUT,SIDE,77.7,2.8,2286.78,2.529,2.029,WIN,10,2017-06-01
2017-05-18,KOSDAQ,BREAKOUT,SIDE,60.6,0.3,640.33,2.108,1.608,WIN,10,2017-06-01
2017-05-19,KOSPI,BREAKOUT,BULL,75.1,2.5,2300.68,3.088,2.588,WIN,10,2017-06-02
2017-05-22,KOSPI,BREAKOUT,BULL,75.7,2.8,2308.69,2.596,2.096,WIN,10,2017-06-05
2017-05-23,KOSPI,BREAKOUT,BULL,76.5,2.8,2319.37,1.758,1.258,WIN,10,2017-06-07
2017-05-23,KOSDAQ,BREAKOUT,BULL,64.1,1.1,646.44,3.097,2.597,WIN,10,2017-06-07
2017-05-24,KOSPI,BREAKOUT,BULL,78.7,2.6,2325.49,1.638,1.138,WIN,10,2017-06-08
2017-05-24,KOSDAQ,BREAKOUT,BULL,69.0,1.2,648.25,3.351,2.851,WIN,10,2017-06-08
2017-05-25,KOSPI,BREAKOUT,BULL,79.9,3.4,2344.39,1.591,1.091,WIN,10,2017-06-09
2017-05-25,KOSDAQ,BREAKOUT,BULL,67.3,0.7,644.97,4.524,4.024,WIN,10,2017-06-09
2017-05-26,KOSPI,BREAKOUT,BULL,78.9,3.5,2362.59,-0.2,-0.7,LOSS,10,2017-06-12
2017-05-26,KOSDAQ,BREAKOUT,BULL,62.9,1.0,648.15,2.578,2.078,WIN,10,2017-06-12
2017-05-29,KOSPI,BREAKOUT,BULL,70.4,3.0,2356.54,0.771,0.271,WIN,10,2017-06-13
2017-05-30,KOSPI,BREAKOUT,BULL,77.3,2.3,2339.25,1.427,0.927,WIN,10,2017-06-14
2017-05-31,KOSPI,BREAKOUT,BULL,72.8,2.2,2348.31,0.568,0.068,WIN,10,2017-06-15
2017-06-01,KOSPI,BREAKOUT,BULL,78.1,1.8,2353.77,0.342,-0.158,LOSS,10,2017-06-16
2017-06-01,KOSDAQ,BREAKOUT,BULL,63.1,1.7,656.43,2.174,1.674,WIN,10,2017-06-16
2017-06-02,KOSPI,BREAKOUT,BULL,82.0,2.6,2376.66,-0.242,-0.742,LOSS,10,2017-06-19
2017-06-02,KOSDAQ,BREAKOUT,BULL,66.0,2.2,660.77,2.22,1.72,WIN,10,2017-06-19
2017-06-05,KOSPI,BREAKOUT,BULL,79.2,2.2,2364.96,0.181,-0.319,LOSS,10,2017-06-20
2017-06-05,KOSDAQ,BREAKOUT,BULL,79.7,2.5,664.07,0.804,0.304,WIN,10,2017-06-20
2017-06-07,KOSPI,BREAKOUT,BULL,75.5,1.7,2361.64,-0.174,-0.674,LOSS,10,2017-06-21
2017-06-07,KOSDAQ,BREAKOUT,BULL,81.2,3.0,668.25,-0.371,-0.871,LOSS,10,2017-06-21
2017-06-08,KOSPI,BREAKOUT,BULL,79.8,1.6,2371.22,-0.036,-0.536,LOSS,10,2017-06-22
2017-06-08,KOSDAQ,BREAKOUT,BULL,86.2,3.3,672.14,-1.318,-1.818,LOSS,10,2017-06-22
2017-06-09,KOSPI,BREAKOUT,BULL,82.1,2.2,2370.69,0.334,-0.166,LOSS,10,2017-06-23
2017-06-09,KOSDAQ,BREAKOUT,BULL,86.2,3.7,672.09,-0.47,-0.97,LOSS,10,2017-06-23
2017-06-12,KOSPI,BREAKOUT,SIDE,67.5,1.0,2358.92,1.261,0.761,WIN,10,2017-06-26
2017-06-12,KOSDAQ,BREAKOUT,SIDE,71.0,2.1,666.07,0.344,-0.156,LOSS,10,2017-06-26
2017-06-13,KOSPI,BREAKOUT,BULL,69.4,1.6,2384.54,0.311,-0.189,LOSS,10,2017-06-27
2017-06-13,KOSDAQ,BREAKOUT,BULL,72.2,2.6,673.02,-0.058,-0.558,LOSS,10,2017-06-27
2017-06-14,KOSPI,BREAKOUT,BULL,67.4,1.3,2373.36,0.388,-0.112,LOSS,10,2017-06-28
2017-06-14,KOSDAQ,BREAKOUT,BULL,72.7,2.7,672.97,-1.052,-1.552,LOSS,10,2017-06-28
2017-06-15,KOSDAQ,BREAKOUT,SIDE,74.4,2.2,670.77,-0.413,-0.913,LOSS,10,2017-06-29
2017-06-16,KOSDAQ,BREAKOUT,SIDE,73.3,2.1,672.72,-0.547,-1.047,LOSS,10,2017-06-30
2017-06-19,KOSDAQ,BREAKOUT,BULL,79.7,2.5,678.72,-2.615,-3.115,LOSS,10,2017-07-03
2017-06-20,KOSDAQ,BREAKOUT,SIDE,68.7,1.4,668.41,-1.828,-2.328,LOSS,10,2017-07-04
2017-06-21,KOSDAQ,BREAKOUT,SIDE,62.4,0.7,667.99,-0.966,-1.466,LOSS,10,2017-07-05
2017-06-27,KOSPI,BREAKOUT,BULL,62.0,1.1,2382.91,0.549,0.049,WIN,10,2017-07-11
2017-06-30,KOSPI,BREAKOUT,BULL,65.0,0.8,2397.66,0.708,0.208,WIN,10,2017-07-14
2017-07-05,KOSPI,BREAKOUT,BULL,62.4,0.5,2390.31,1.658,1.158,WIN,10,2017-07-19
2017-07-06,KOSPI,BREAKOUT,SIDE,62.0,0.4,2376.29,2.759,2.259,WIN,10,2017-07-20
2017-07-11,KOSPI,BREAKOUT,BULL,67.5,0.7,2395.41,1.857,1.357,WIN,10,2017-07-25
2017-07-12,KOSPI,BREAKOUT,BULL,60.6,0.4,2405.76,1.195,0.695,WIN,10,2017-07-26
2017-07-13,KOSPI,BREAKOUT,BULL,63.9,1.1,2418.27,1.033,0.533,WIN,10,2017-07-27
2017-07-14,KOSPI,BREAKOUT,BULL,62.3,1.2,2427.76,-1.103,-1.603,LOSS,10,2017-07-28
2017-07-17,KOSPI,BREAKOUT,BULL,64.7,1.5,2425.07,-0.922,-1.422,LOSS,10,2017-07-31
2017-07-18,KOSPI,BREAKOUT,BULL,70.8,1.4,2430.09,-0.293,-0.793,LOSS,10,2017-08-01
2017-07-19,KOSPI,BREAKOUT,BULL,68.0,1.4,2436.06,-0.346,-0.846,LOSS,10,2017-08-02
2017-07-20,KOSPI,BREAKOUT,BULL,74.2,1.8,2438.78,-2.129,-2.629,LOSS,10,2017-08-03
2017-07-21,KOSPI,BREAKOUT,BULL,75.5,2.0,2451.41,-2.283,-2.783,LOSS,10,2017-08-04
2017-07-21,KOSDAQ,BREAKOUT,BULL,65.5,2.0,678.59,-4.0,-4.5,LOSS,6,2017-07-31
2017-07-24,KOSPI,BREAKOUT,BULL,86.8,1.9,2450.76,-2.122,-2.622,LOSS,10,2017-08-07
2017-07-24,KOSDAQ,BREAKOUT,BULL,72.7,2.0,678.7,-4.0,-4.5,LOSS,5,2017-07-31
2017-07-25,KOSPI,BREAKOUT,BULL,75.7,1.3,2446.82,-2.129,-2.629,LOSS,10,2017-08-08
2017-07-26,KOSPI,BREAKOUT,BULL,72.2,1.0,2443.28,-3.065,-3.565,LOSS,10,2017-08-09
2017-07-27,KOSPI,BREAKOUT,BULL,79.9,1.3,2433.46,-3.041,-3.541,LOSS,10,2017-08-10
2017-08-01,KOSPI,BREAKOUT,SIDE,60.4,0.3,2431.94,-4.0,-4.5,LOSS,8,2017-08-11
2017-08-16,KOSDAQ,BOTTOM_CATCH,BEAR,29.7,-2.9,638.12,2.645,2.145,WIN,10,2017-08-30
2017-09-19,KOSDAQ,BREAKOUT,BULL,66.5,2.6,676.6,-4.0,-4.5,LOSS,3,2017-09-25
2017-10-13,KOSPI,BREAKOUT,BULL,75.3,3.2,2483.17,0.542,0.042,WIN,10,2017-10-27
2017-10-16,KOSPI,BREAKOUT,BULL,75.1,3.2,2484.96,0.683,0.183,WIN,10,2017-10-30
2017-10-17,KOSPI,BREAKOUT,BULL,70.7,3.1,2481.53,1.688,1.188,WIN,10,2017-10-31
2017-10-18,KOSPI,BREAKOUT,BULL,71.0,2.8,2485.72,2.846,2.346,WIN,10,2017-11-01
2017-10-19,KOSPI,BREAKOUT,SIDE,68.4,2.1,2477.3,2.788,2.288,WIN,10,2017-11-02
2017-10-20,KOSPI,BREAKOUT,BULL,73.6,2.5,2497.65,2.415,1.915,WIN,10,2017-11-03
2017-10-23,KOSPI,BREAKOUT,BULL,86.5,2.3,2489.31,2.414,1.914,WIN,10,2017-11-06
2017-10-23,KOSDAQ,BREAKOUT,BULL,79.6,2.0,678.55,3.72,3.22,WIN,10,2017-11-06
2017-10-24,KOSPI,BREAKOUT,BULL,90.2,2.1,2495.87,1.986,1.486,WIN,10,2017-11-07
2017-10-24,KOSDAQ,BREAKOUT,BULL,82.9,3.6,688.83,1.787,1.287,WIN,10,2017-11-07
2017-10-25,KOSPI,BREAKOUT,BULL,91.4,2.0,2489.6,2.522,2.022,WIN,10,2017-11-08
2017-10-25,KOSDAQ,BREAKOUT,BULL,81.5,3.8,689.94,2.779,2.279,WIN,10,2017-11-08
2017-10-26,KOSPI,BREAKOUT,BULL,84.4,1.4,2485.44,2.62,2.12,WIN,10,2017-11-09
2017-10-26,KOSDAQ,BREAKOUT,BULL,73.0,2.5,685.2,3.611,3.111,WIN,10,2017-11-09
2017-10-27,KOSPI,BREAKOUT,BULL,83.9,1.9,2513.87,1.157,0.657,WIN,10,2017-11-10
2017-10-27,KOSDAQ,BREAKOUT,BULL,74.7,3.7,692.76,4.046,3.546,WIN,10,2017-11-10
2017-10-30,KOSPI,BREAKOUT,BULL,79.2,1.9,2500.21,1.205,0.705,WIN,10,2017-11-13
2017-10-30,KOSDAQ,BREAKOUT,BULL,73.8,3.5,691.07,7.28,6.78,WIN,10,2017-11-13
2017-10-31,KOSPI,BREAKOUT,BULL,78.6,2.5,2535.97,-0.368,-0.868,LOSS,10,2017-11-14
2017-10-31,KOSDAQ,BREAKOUT,BULL,72.6,3.7,696.65,8.0,7.5,WIN,10,2017-11-14
2017-11-01,KOSPI,BREAKOUT,BULL,81.3,3.5,2560.34,-1.644,-2.144,LOSS,10,2017-11-15
2017-11-01,KOSDAQ,BREAKOUT,BULL,71.5,3.6,698.14,8.0,7.5,WIN,9,2017-11-14
2017-11-02,KOSPI,BREAKOUT,BULL,76.1,2.7,2558.37,-0.922,-1.422,LOSS,10,2017-11-16
2017-11-02,KOSDAQ,BREAKOUT,BULL,74.4,3.1,697.43,8.0,7.5,WIN,8,2017-11-14
2017-11-03,KOSPI,BREAKOUT,BULL,77.0,2.8,2557.29,-0.911,-1.411,LOSS,10,2017-11-17
2017-11-03,KOSDAQ,BREAKOUT,BULL,80.8,3.6,703.2,8.0,7.5,WIN,8,2017-11-15
2017-11-06,KOSPI,BREAKOUT,BULL,71.9,2.1,2548.3,-0.81,-1.31,LOSS,10,2017-11-20
2017-11-06,KOSDAQ,BREAKOUT,BULL,78.0,3.6,704.83,8.0,7.5,WIN,7,2017-11-15
2017-11-07,KOSPI,BREAKOUT,BULL,70.7,1.7,2534.48,-0.149,-0.649,LOSS,10,2017-11-21
2017-11-07,KOSDAQ,BREAKOUT,BULL,77.3,2.9,702.69,8.0,7.5,WIN,6,2017-11-15
2017-11-08,KOSPI,BREAKOUT,SIDE,76.7,1.8,2559.93,-0.759,-1.259,LOSS,10,2017-11-22
2017-11-08,KOSDAQ,BREAKOUT,SIDE,81.6,3.7,710.71,8.0,7.5,WIN,5,2017-11-15
2017-11-09,KOSPI,BREAKOUT,BULL,72.8,1.6,2541.18,-0.159,-0.659,LOSS,10,2017-11-23
2017-11-09,KOSDAQ,BREAKOUT,BULL,80.0,3.5,709.85,8.0,7.5,WIN,4,2017-11-15
2017-11-10,KOSPI,BREAKOUT,SIDE,68.8,1.1,2548.27,-0.155,-0.655,LOSS,10,2017-11-24
2017-11-10,KOSDAQ,BREAKOUT,SIDE,82.3,4.6,724.76,8.0,7.5,WIN,6,2017-11-20
2017-11-13,KOSPI,BREAKOUT,SIDE,63.0,0.5,2532.55,-0.977,-1.477,LOSS,10,2017-11-27
2017-11-13,KOSDAQ,BREAKOUT,SIDE,84.4,7.0,746.88,6.148,5.648,WIN,10,2017-11-27
2017-11-14,KOSPI,BREAKOUT,SIDE,61.0,0.3,2525.6,-0.452,-0.952,LOSS,10,2017-11-28
2017-11-14,KOSDAQ,BREAKOUT,SIDE,86.6,8.5,759.55,1.787,1.287,WIN,10,2017-11-28
2017-11-15,KOSDAQ,BREAKOUT,SIDE,96.0,9.3,775.46,0.807,0.307,WIN,10,2017-11-29
2017-11-16,KOSPI,BREAKOUT,SIDE,62.6,0.4,2546.05,-2.737,-3.237,LOSS,10,2017-11-30
2017-11-16,KOSDAQ,BREAKOUT,SIDE,96.2,10.2,776.32,-0.631,-1.131,LOSS,10,2017-11-30
2017-11-17,KOSPI,BREAKOUT,SIDE,60.9,0.3,2536.8,-2.42,-2.92,LOSS,10,2017-12-01
2017-11-17,KOSDAQ,BREAKOUT,SIDE,92.3,8.8,776.74,1.411,0.911,WIN,10,2017-12-01
2017-11-20,KOSDAQ,BREAKOUT,SIDE,92.7,9.3,790.35,-1.0,-1.5,LOSS,10,2017-12-04
2017-11-21,KOSDAQ,BREAKOUT,BULL,92.8,9.1,793.79,-2.478,-2.978,LOSS,10,2017-12-05
2017-11-22,KOSDAQ,BREAKOUT,BULL,86.7,7.2,778.84,-1.342,-1.842,LOSS,10,2017-12-06
2017-11-23,KOSDAQ,BREAKOUT,BULL,87.8,8.5,797.97,-4.0,-4.5,LOSS,9,2017-12-06
2017-11-24,KOSDAQ,BREAKOUT,BULL,84.7,7.2,793.81,-4.0,-4.5,LOSS,9,2017-12-07
2017-11-27,KOSDAQ,BREAKOUT,SIDE,86.5,6.5,797.29,-4.0,-4.5,LOSS,7,2017-12-06
2017-12-01,KOSDAQ,BREAKOUT,BEAR,66.5,3.5,788.02,-4.0,-4.5,LOSS,4,2017-12-07
2017-12-27,KOSPI,BOTTOM_CATCH,SIDE,31.3,-1.4,2439.31,2.341,1.841,WIN,10,2018-01-12
2018-01-02,KOSDAQ,BREAKOUT,BULL,69.4,5.4,816.3,8.0,7.5,WIN,8,2018-01-12
2018-01-03,KOSDAQ,BREAKOUT,BULL,75.7,6.3,825.11,8.0,7.5,WIN,8,2018-01-15
2018-01-05,KOSDAQ,BREAKOUT,BULL,70.7,6.6,836.07,8.0,7.5,WIN,8,2018-01-17
2018-01-08,KOSDAQ,BREAKOUT,BULL,70.7,7.6,841.39,3.768,3.268,WIN,10,2018-01-22
2018-01-09,KOSDAQ,BREAKOUT,BULL,67.5,6.0,837.63,8.0,7.5,WIN,6,2018-01-17
2018-01-10,KOSDAQ,BREAKOUT,BULL,68.2,6.0,835.23,8.0,7.5,WIN,5,2018-01-17
2018-01-11,KOSDAQ,BREAKOUT,BULL,71.6,7.5,863.07,4.117,3.617,WIN,10,2018-01-25
2018-01-12,KOSDAQ,BREAKOUT,SIDE,75.9,9.4,879.56,3.816,3.316,WIN,10,2018-01-26
2018-01-15,KOSDAQ,BREAKOUT,SIDE,88.0,10.8,889.23,4.253,3.753,WIN,10,2018-01-29
2018-01-16,KOSDAQ,BREAKOUT,BULL,87.3,11.1,902.37,-4.0,-4.5,LOSS,4,2018-01-22
2018-01-18,KOSDAQ,BREAKOUT,BULL,79.0,9.1,902.85,-4.0,-4.5,LOSS,2,2018-01-22
2018-01-23,KOSDAQ,BREAKOUT,BULL,68.1,6.2,901.62,-4.0,-4.5,LOSS,9,2018-02-05
2018-01-24,KOSDAQ,BREAKOUT,BULL,73.4,5.4,894.21,-4.0,-4.5,LOSS,8,2018-02-05
2018-01-25,KOSDAQ,BREAKOUT,BULL,70.9,5.0,898.53,-4.0,-4.5,LOSS,7,2018-02-05
2018-01-26,KOSPI,BREAKOUT,BULL,69.1,2.6,2588.87,-4.0,-4.5,LOSS,6,2018-02-05
2018-01-26,KOSDAQ,BREAKOUT,BULL,71.4,6.0,914.26,-4.0,-4.5,LOSS,6,2018-02-05
2018-01-29,KOSPI,BREAKOUT,BULL,74.2,3.3,2590.41,-4.0,-4.5,LOSS,5,2018-02-05
2018-01-29,KOSDAQ,BREAKOUT,BULL,77.5,6.8,928.72,-4.0,-4.5,LOSS,4,2018-02-02
2018-01-30,KOSPI,BREAKOUT,BULL,66.9,1.9,2557.37,-4.0,-4.5,LOSS,5,2018-02-06
2018-01-30,KOSDAQ,BREAKOUT,BULL,74.2,5.4,910.89,-4.0,-4.5,LOSS,4,2018-02-05
2018-01-31,KOSPI,BREAKOUT,BULL,70.6,1.7,2578.91,-4.0,-4.5,LOSS,4,2018-02-06
2018-01-31,KOSDAQ,BREAKOUT,BULL,68.2,4.1,916.78,-4.0,-4.5,LOSS,3,2018-02-05
2018-02-01,KOSPI,BREAKOUT,BULL,69.5,1.5,2565.99,-4.0,-4.5,LOSS,3,2018-02-06
2018-02-12,KOSPI,BOTTOM_CATCH,BEAR,28.0,-4.8,2402.89,1.018,0.518,WIN,10,2018-02-28
2018-02-14,KOSPI,BOTTOM_CATCH,BEAR,30.2,-2.9,2452.52,-3.158,-3.658,LOSS,10,2018-03-05
2018-02-21,KOSPI,BOTTOM_CATCH,BEAR,30.4,-2.1,2417.18,0.658,0.158,WIN,10,2018-03-08
2018-03-21,KOSDAQ,BREAKOUT,SIDE,60.8,1.5,889.21,-4.0,-4.5,LOSS,2,2018-03-23
2018-04-20,KOSDAQ,BREAKOUT,BULL,62.2,1.5,888.39,-4.0,-4.5,LOSS,10,2018-05-08
2018-04-26,KOSPI,BREAKOUT,SIDE,66.0,0.9,2497.75,-0.866,-1.366,LOSS,10,2018-05-14
2018-04-27,KOSPI,BREAKOUT,BULL,66.5,1.5,2502.29,-1.748,-2.248,LOSS,10,2018-05-15
2018-04-30,KOSPI,BREAKOUT,BULL,69.9,2.3,2515.75,-2.223,-2.723,LOSS,10,2018-05-16
2018-05-02,KOSPI,BREAKOUT,BULL,68.5,1.8,2506.94,-2.333,-2.833,LOSS,10,2018-05-17
2018-05-03,KOSPI,BREAKOUT,BULL,62.2,0.9,2486.47,-1.038,-1.538,LOSS,10,2018-05-18
2018-06-29,KOSPI,BOTTOM_CATCH,BEAR,27.1,-2.9,2322.23,-0.488,-0.988,LOSS,10,2018-07-13
2018-06-29,KOSDAQ,BOTTOM_CATCH,BEAR,29.7,-4.0,818.75,1.116,0.616,WIN,10,2018-07-13
2018-07-04,KOSDAQ,BOTTOM_CATCH,BEAR,31.0,-4.8,799.77,1.334,0.834,WIN,10,2018-07-18
2018-07-06,KOSPI,BOTTOM_CATCH,BEAR,29.2,-3.3,2276.92,0.539,0.039,WIN,10,2018-07-20
2018-09-11,KOSDAQ,BREAKOUT,SIDE,74.5,2.6,824.52,-0.273,-0.773,LOSS,10,2018-09-28
2018-09-12,KOSDAQ,BREAKOUT,SIDE,74.8,3.0,828.54,-1.45,-1.95,LOSS,10,2018-10-01
2018-09-13,KOSDAQ,BREAKOUT,SIDE,74.0,3.1,833.84,-4.0,-4.5,LOSS,10,2018-10-02
2018-09-14,KOSDAQ,BREAKOUT,BULL,74.4,3.2,837.93,-4.0,-4.5,LOSS,9,2018-10-02
2018-09-17,KOSDAQ,BREAKOUT,BULL,71.1,2.1,826.44,-4.0,-4.5,LOSS,9,2018-10-04
2018-09-18,KOSDAQ,BREAKOUT,BULL,70.3,2.2,833.0,-4.0,-4.5,LOSS,7,2018-10-02
2018-09-19,KOSDAQ,BREAKOUT,BULL,65.1,1.3,829.2,-4.0,-4.5,LOSS,6,2018-10-02
2018-09-21,KOSPI,BREAKOUT,BULL,61.2,1.6,2331.7,-4.0,-4.5,LOSS,8,2018-10-10
2018-09-27,KOSPI,BREAKOUT,BULL,63.1,2.1,2356.13,-4.0,-4.5,LOSS,5,2018-10-05
2018-09-28,KOSPI,BREAKOUT,BULL,68.4,1.5,2349.64,-4.0,-4.5,LOSS,4,2018-10-05
2018-10-01,KOSPI,BREAKOUT,BULL,68.4,1.3,2338.28,-4.0,-4.5,LOSS,5,2018-10-10
2018-10-12,KOSPI,BOTTOM_CATCH,BEAR,27.3,-5.4,2155.34,-5.0,-5.5,LOSS,9,2018-10-25
2018-10-12,KOSDAQ,BOTTOM_CATCH,BEAR,22.2,-8.8,732.98,-5.0,-5.5,LOSS,9,2018-10-25
2018-10-16,KOSDAQ,BOTTOM_CATCH,BEAR,25.2,-7.8,744.21,-5.0,-5.5,LOSS,6,2018-10-24
2018-10-19,KOSPI,BOTTOM_CATCH,BEAR,19.3,-4.2,2143.08,-5.0,-5.5,LOSS,4,2018-10-25
2018-10-19,KOSDAQ,BOTTOM_CATCH,BEAR,26.8,-5.0,736.74,-5.0,-5.5,LOSS,3,2018-10-24
2018-10-22,KOSPI,BOTTOM_CATCH,BEAR,21.4,-3.6,2147.3,-5.0,-5.5,LOSS,3,2018-10-25
2018-10-22,KOSDAQ,BOTTOM_CATCH,BEAR,29.7,-4.0,740.35,-5.0,-5.5,LOSS,2,2018-10-24
2018-10-30,KOSPI,BOTTOM_CATCH,BEAR,22.4,-6.7,2022.84,2.392,1.892,WIN,10,2018-11-13
2018-10-30,KOSDAQ,BOTTOM_CATCH,BEAR,29.0,-11.6,648.72,3.411,2.911,WIN,10,2018-11-13
2018-11-01,KOSDAQ,BOTTOM_CATCH,BEAR,31.1,-7.9,666.59,2.219,1.719,WIN,10,2018-11-15
2019-01-04,KOSPI,BOTTOM_CATCH,BEAR,31.7,-2.2,2034.24,4.426,3.926,WIN,10,2019-01-18
2019-01-25,KOSDAQ,BREAKOUT,BULL,77.0,4.0,713.41,3.715,3.215,WIN,10,2019-02-13
2019-01-28,KOSPI,BREAKOUT,BULL,89.7,4.5,2172.83,2.44,1.94,WIN,10,2019-02-14
