시장,예측대상일,실전우선순위,실전최종판정,실전판정이유,상태,매수행동,매수금지,종목,판정,실시간현재가,실시간괴리,실시간판정,학습보정,학습요약,품질점수,재무,수급,품질요약,보정신뢰도,매매적합도,앙상블추정점수,성과보정,추천수량,주문예상금액,3분할계획,예상평단,평단손절위험,1R위험금액,매수단위근거,손익비,우선진입가,보수대기선,지지존,저항존,진입거리,전일대비진입,손절가,손절폭,1차익절가,익절거리,2차익절가,예상시초가,예상종가범위,주문검증,주문검증메모,진입근거,주의사유,금지사유,행동이유,symbol,ticker,code,종목코드,name,stock_name,종목명,market,현재가,last_price,current_price,관찰 기준가,active_scenario_pullback_price,조건부 진입가,매수가,entry,entry_price,buy_price,stop,stop_loss,1차 목표가,목표가,tp1,target_price,2차 목표가,tp2,rr,risk_reward,기대수익률,expected_return,수급점수,수급 점수,supply_score,flow_score,실적점수,실적 점수,earnings_score,밸류에이션점수,밸류에이션 점수,벨류에이션점수,valuation_score,차트점수,차트 점수,chart_score,실적상태,earnings_data_status,밸류상태,valuation_data_status,수급상태,flow_data_status,price_data_status
한국주식,2026-05-14,-37.0,관망 우위,매수금지/리스크 조건 우선,🔴,관망/제외,True,삼성에스디에스,관망 우위,-,-,실시간 미적용,학습기록 부족,-,2,재무 데이터 제한,수급 중립/확인,국장 재무 자동수집 제한 / 외국인 보유율 10.00% / 네이버 수급 페이지 조회 가능하나 방향성 자동판독 제한,0,29,18,성과보정 약함,11주,"1,963,027원","1차 178,457원 30% / 2차 169,534원 30% / 3차 181,134원 40%","176,851원",1.50%,"46,453원",투입금액 한도 기준,3.46,"178,457원","178,610원","176,185원 ~ 179,074원","193,077원 ~ 196,343원",-2.09%,-0.47%,"174,234원",+2.37%,"193,077원",+8.19%,"196,343원","182,258원","175,125원 ~ 196,026원",정상,주문기준 정상범위,지지존 기반: 단기 핵심 지지존 상단/중심 근사 / 예상시초가 기준 3.0% 이내,대형 이벤트일: 변동성 확대 | 이벤트·매크로 고변동 구간 (risk_mult 1.90),주의사유 존재 / 앙상블 약함(18점 < 45점) / 방어적 판정(관망 우위) / 매수행동이 관망/제외,"보정신뢰도 50점 미만이라 신규매수 금지, 관망 우위입니다. / 매수금지: 주의사유 존재 / 앙상블 약함(18점 < 45점) / 방어적 판정(관망 우위) / 매수행동이 관망/제외",삼성에스디에스,삼성에스디에스,삼성에스디에스,삼성에스디에스,삼성에스디에스,삼성에스디에스,삼성에스디에스,미국주식,"163,413원","163,413원","163,413원",,,,,,,,"155,499원","155,499원","168,528원","168,528원","168,528원","168,528원",,,1:1.29,1:1.29,,,0.0,0.0,0.0,0.0,실적 데이터 없음,실적 데이터 없음,실적 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,0.0,0.0,0.0,,,,,,,저장된 후보 기준
한국주식,2026-05-14,-38.4,관망 우위,매수금지/리스크 조건 우선,🔴,관망/제외,True,대한항공,관망 우위,-,-,실시간 미적용,학습기록 부족,-,0,재무 데이터 제한,수급 중립/확인,국장 재무 자동수집 제한 / 외국인 보유율 3.62% / 네이버 수급 페이지 조회 가능하나 방향성 자동판독 제한,0,27,17,성과보정 약함,78주,"1,996,566원","1차 25,597원 30% / 2차 24,317원 30% / 3차 25,981원 40%","25,367원",1.18%,"41,028원",투입금액 한도 기준,2.82,"25,597원","25,718원","25,405원 ~ 25,766원","27,181원 ~ 27,588원",-2.21%,-0.59%,"25,071원",+2.05%,"27,083원",+5.81%,"27,490원","26,175원","24,435원 ~ 28,743원",정상,주문기준 정상범위,지지존 기반: 단기 핵심 지지존 상단/중심 근사 / 예상시초가 기준 2.6% 이내 / 검증학습 -0.36% 진입가 보정,시초 예상가가 1차 저항선 1% 이내 | 대형 이벤트일: 변동성 확대 | 이벤트·매크로 고변동 구간 (risk_mult 1.90) | 검증학습 주의: 방향 적중률 낮음 / 최근 손절 빈도 높음,주의사유 존재 / 앙상블 약함(17점 < 45점) / 방어적 판정(관망 우위) / 매수행동이 관망/제외,"보정신뢰도 50점 미만이라 신규매수 금지, 관망 우위입니다. / 매수금지: 주의사유 존재 / 앙상블 약함(17점 < 45점) / 방어적 판정(관망 우위) / 매수행동이 관망/제외",대한항공,대한항공,대한항공,대한항공,대한항공,대한항공,대한항공,미국주식,"24,567원","24,567원","24,567원",,,,,,,,"23,397원","23,397원","25,323원","25,323원","25,323원","25,323원",,,1:1.79,1:1.79,,,0.0,0.0,0.0,0.0,실적 데이터 없음,실적 데이터 없음,실적 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,5.5,5.5,5.5,,,,,,,저장된 후보 기준
한국주식,2026-05-14,-43.1,관망 우위,매수금지/리스크 조건 우선,🔴,관망/제외,True,삼성SDI,관망 우위,-,-,실시간 미적용,학습기록 부족,-,0,재무 데이터 제한,수급 중립/확인,국장 재무 자동수집 제한 / 외국인 보유율 8.00% / 네이버 수급 페이지 조회 가능하나 방향성 자동판독 제한,0,12,11,성과보정 약함,3주,"1,876,107원","1차 625,369원 30% / 2차 594,101원 30% / 3차 634,750원 40%","619,741원",2.49%,"62,079원",투입금액 한도 기준,4.45,"625,369원","415,099원","617,072원 ~ 628,420원","717,422원 ~ 733,569원",-2.71%,-1.36%,"604,676원",+3.31%,"717,422원",+14.72%,"733,569원","642,813원","602,202원 ~ 705,546원",정상,주문기준 정상범위,지지존 기반: 단기 강함 지지존 상단/중심 근사 / 예상시초가 기준 4.2% 이내,대형 이벤트일: 변동성 확대 | 이벤트·매크로 고변동 구간 (risk_mult 1.90),주의사유 존재 / 앙상블 약함(11점 < 45점) / 방어적 판정(관망 우위) / 매수행동이 관망/제외,"보정신뢰도 50점 미만이라 신규매수 금지, 관망 우위입니다. / 매수금지: 주의사유 존재 / 앙상블 약함(11점 < 45점) / 방어적 판정(관망 우위) / 매수행동이 관망/제외",삼성SDI,삼성SDI,삼성SDI,삼성SDI,삼성SDI,삼성SDI,삼성SDI,미국주식,"567,183원","567,183원","567,183원",,,,,,,,"528,761원","528,761원","607,435원","607,435원","607,435원","607,435원",,,1:2.67,1:2.67,,,0.0,0.0,0.0,0.0,실적 데이터 없음,실적 데이터 없음,실적 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,5.2,5.2,5.2,,,,,,,저장된 후보 기준
한국주식,2026-05-14,-43.2,관망 우위,매수금지/리스크 조건 우선,🔴,관망/제외,True,LG에너지솔루션,관망 우위,-,-,실시간 미적용,학습기록 부족,-,0,재무 데이터 제한,수급 중립/확인,국장 재무 자동수집 제한 / 외국인 보유율 2.00% / 네이버 수급 페이지 조회 가능하나 방향성 자동판독 제한,0,13,9,성과보정 약함,4주,"1,676,156원","1차 419,039원 30% / 2차 398,087원 30% / 3차 425,325원 40%","415,268원",1.83%,"44,948원",투입금액 한도 기준,2.62,"419,039원","423,675원","417,269원 ~ 425,120원","453,229원 ~ 462,104원",-3.76%,-2.55%,"407,802원",+2.68%,"448,516원",+7.03%,"457,298원","435,418원","405,279원 ~ 474,782원",정상,주문기준 정상범위,지지존 기반: 단기 핵심 지지존 상단/중심 근사 / 예상시초가 기준 3.4% 이내 / 검증학습 -1.04% 진입가 보정,대형 이벤트일: 변동성 확대 | 이벤트·매크로 고변동 구간 (risk_mult 1.90) | 검증학습 주의: 최근 손절 빈도 높음 / 가상매매 평균 -2.5%,주의사유 존재 / 앙상블 약함(9점 < 45점) / 방어적 판정(관망 우위) / 매수행동이 관망/제외,"보정신뢰도 50점 미만이라 신규매수 금지, 관망 우위입니다. / 매수금지: 주의사유 존재 / 앙상블 약함(9점 < 45점) / 방어적 판정(관망 우위) / 매수행동이 관망/제외",LG에너지솔루션,LG에너지솔루션,LG에너지솔루션,LG에너지솔루션,LG에너지솔루션,LG에너지솔루션,LG에너지솔루션,미국주식,"386,297원","386,297원","386,297원",,,,,,,,"362,159원","362,159원","394,141원","394,141원","394,141원","394,141원",,,1:1.45,1:1.45,,,0.0,0.0,0.0,0.0,실적 데이터 없음,실적 데이터 없음,실적 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,0.0,0.0,0.0,,,,,,,저장된 후보 기준
한국주식,2026-05-14,-43.6,관망 우위,매수금지/리스크 조건 우선,🔴,관망/제외,True,HPSP,관망 우위,-,-,실시간 미적용,학습기록 부족,-,0,재무 데이터 제한,수급 중립/확인,국장 재무 자동수집 제한 / 외국인 보유율 7.80% / 네이버 수급 페이지 조회 가능하나 방향성 자동판독 제한,0,15,4,성과보정 약함,32주,"1,736,992원","1차 54,281원 30% / 2차 51,567원 30% / 3차 55,095원 40%","53,792원",3.14%,"68,064원",손절 리스크 한도 기준,2.09,"54,281원","54,182원","52,928원 ~ 54,596원","58,724원 ~ 60,392원",-3.44%,-1.84%,"52,154원",+3.92%,"58,724원",+8.19%,"60,392원","56,212원","52,639원 ~ 63,174원",정상,주문기준 정상범위,지지존 기반: 단기 핵심 지지존 상단/중심 근사 / 예상시초가 기준 5.0% 이내,대형 이벤트일: 변동성 확대 | 이벤트·매크로 고변동 구간 (risk_mult 1.90),주의사유 존재 / 앙상블 약함(4점 < 45점) / 방어적 판정(관망 우위) / 매수행동이 관망/제외,"보정신뢰도 50점 미만이라 신규매수 금지, 관망 우위입니다. / 매수금지: 주의사유 존재 / 앙상블 약함(4점 < 45점) / 방어적 판정(관망 우위) / 매수행동이 관망/제외",HPSP,HPSP,HPSP,HPSP,HPSP,HPSP,HPSP,미국주식,"47,877원","47,877원","47,877원",,,,,,,,"44,898원","44,898원","51,298원","51,298원","51,298원","51,298원",,,1:1.84,1:1.84,,,0.0,0.0,0.0,0.0,실적 데이터 없음,실적 데이터 없음,실적 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,5.0,5.0,5.0,,,,,,,저장된 후보 기준
한국주식,2026-05-14,-43.7,관망 우위,매수금지/리스크 조건 우선,🔴,관망/제외,True,DL이앤씨,관망 우위,-,-,실시간 미적용,학습기록 부족,-,2,재무 데이터 제한,수급 중립/확인,국장 재무 자동수집 제한 / 외국인 보유율 18.00% / 네이버 수급 페이지 조회 가능하나 방향성 자동판독 제한,0,8,9,성과보정 약함,20주,"1,617,020원","1차 80,851원 30% / 2차 76,808원 30% / 3차 82,064원 40%","80,123원",3.40%,"67,320원",손절 리스크 한도 기준,4.12,"80,851원","81,152원","79,165원 ~ 81,830원","95,285원 ~ 97,951원",-4.03%,-2.82%,"77,485원",+4.16%,"94,728원",+17.16%,"97,378원","84,248원","77,137원 ~ 94,130원",진입가 대기,예상시초가보다 4.0% 낮음,지지존 기반: 단기 핵심 지지존 상단/중심 근사 / 예상시초가 기준 5.3% 이내 / 검증학습 -0.59% 진입가 보정,대형 이벤트일: 변동성 확대 | 이벤트·매크로 고변동 구간 (risk_mult 1.90) | 검증학습 주의: 최근 손절 빈도 높음,주의사유 존재 / 앙상블 약함(9점 < 45점) / 방어적 판정(관망 우위) / 매수행동이 관망/제외,"보정신뢰도 50점 미만이라 신규매수 금지, 관망 우위입니다. / 매수금지: 주의사유 존재 / 앙상블 약함(9점 < 45점) / 방어적 판정(관망 우위) / 매수행동이 관망/제외",DL이앤씨,DL이앤씨,DL이앤씨,DL이앤씨,DL이앤씨,DL이앤씨,DL이앤씨,미국주식,"73,504원","73,504원","73,504원",,,,,,,,"69,810원","69,810원","78,979원","78,979원","78,979원","78,979원",,,1:1.77,1:1.77,,,0.0,0.0,0.0,0.0,실적 데이터 없음,실적 데이터 없음,실적 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,5.0,5.0,5.0,,,,,,,저장된 후보 기준
한국주식,2026-05-14,-43.8,관망 우위,매수금지/리스크 조건 우선,🔴,관망/제외,True,HD현대일렉트릭,관망 우위,-,-,실시간 미적용,학습기록 부족,-,2,재무 데이터 제한,수급 중립/확인,국장 재무 자동수집 제한 / 외국인 보유율 120.00% / 네이버 수급 페이지 조회 가능하나 방향성 자동판독 제한,0,12,3,성과보정 약함,1주,"1,271,178원","1차 1,271,178원 30% / 2차 1,207,619원 30% / 3차 1,290,246원 40%","1,259,737원",2.83%,"46,076원",손절 리스크 한도 기준,3.18,"1,271,178원","955,005원","1,249,721원 ~ 1,277,927원","1,417,663원 ~ 1,453,375원",-2.30%,-0.69%,"1,225,102원",+3.62%,"1,417,663원",+11.52%,"1,453,375원","1,301,120원","1,231,800원 ~ 1,442,987원",정상,주문기준 정상범위,지지존 기반: 단기 핵심 지지존 상단/중심 근사 / 예상시초가 기준 4.6% 이내,대형 이벤트일: 변동성 확대 | 이벤트·매크로 고변동 구간 (risk_mult 1.90),주의사유 존재 / 앙상블 약함(3점 < 45점) / 방어적 판정(관망 우위) / 매수행동이 관망/제외,"보정신뢰도 50점 미만이라 신규매수 금지, 관망 우위입니다. / 매수금지: 주의사유 존재 / 앙상블 약함(3점 < 45점) / 방어적 판정(관망 우위) / 매수행동이 관망/제외",HD현대일렉트릭,HD현대일렉트릭,HD현대일렉트릭,HD현대일렉트릭,HD현대일렉트릭,HD현대일렉트릭,HD현대일렉트릭,미국주식,"1,056,294원","1,056,294원","1,056,294원",,,,,,,,"996,395원","996,395원","1,103,052원","1,103,052원","1,103,052원","1,103,052원",,,1:1.32,1:1.32,,,0.0,0.0,0.0,0.0,실적 데이터 없음,실적 데이터 없음,실적 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,0.0,0.0,0.0,,,,,,,저장된 후보 기준
한국주식,2026-05-14,-44.0,관망 우위,매수금지/리스크 조건 우선,🔴,관망/제외,True,한화에어로스페이스,관망 우위,-,-,실시간 미적용,학습기록 부족,-,2,재무 데이터 제한,수급 중립/확인,국장 재무 자동수집 제한 / 외국인 보유율 20.00% / 네이버 수급 페이지 조회 가능하나 방향성 자동판독 제한,0,9,6,성과보정 약함,1주,"1,287,591원","1차 1,287,591원 30% / 2차 1,223,211원 30% / 3차 1,306,905원 40%","1,276,003원",2.04%,"37,053원",투입금액 한도 기준,2.84,"1,287,591원","1,260,060원","1,267,776원 ~ 1,292,974원","1,392,775원 ~ 1,421,259원",-1.00%,+0.12%,"1,250,538원",+2.88%,"1,392,775원",+8.17%,"1,421,259원","1,300,532원","1,219,473원 ~ 1,401,777원",정상,주문기준 정상범위,지지존 기반: 단기 핵심 지지존 상단/중심 근사 / 예상시초가 기준 3.7% 이내,대형 이벤트일: 변동성 확대 | 이벤트·매크로 고변동 구간 (risk_mult 1.90),주의사유 존재 / 앙상블 약함(6점 < 45점) / 방어적 판정(관망 우위) / 매수행동이 관망/제외,"보정신뢰도 50점 미만이라 신규매수 금지, 관망 우위입니다. / 매수금지: 주의사유 존재 / 앙상블 약함(6점 < 45점) / 방어적 판정(관망 우위) / 매수행동이 관망/제외",한화에어로스페이스,한화에어로스페이스,한화에어로스페이스,한화에어로스페이스,한화에어로스페이스,한화에어로스페이스,한화에어로스페이스,미국주식,"1,252,183원","1,252,183원","1,252,183원",,,,,,,,"1,146,570원","1,146,570원","1,349,547원","1,349,547원","1,349,547원","1,349,547원",,,1:1.36,1:1.36,,,0.0,0.0,0.0,0.0,실적 데이터 없음,실적 데이터 없음,실적 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,0.0,0.0,0.0,,,,,,,저장된 후보 기준
한국주식,2026-05-14,-44.6,관망 우위,매수금지/리스크 조건 우선,🔴,관망/제외,True,삼성바이오로직스,관망 우위,-,-,실시간 미적용,학습기록 부족,-,2,재무 데이터 제한,수급 중립/확인,국장 재무 자동수집 제한 / 외국인 보유율 20.00% / 네이버 수급 페이지 조회 가능하나 방향성 자동판독 제한,2,6,4,성과보정 약함,1주,"1,402,215원","1차 1,402,215원 30% / 2차 1,332,104원 30% / 3차 1,423,248원 40%","1,389,595원",0.43%,"18,518원",투입금액 한도 기준,5.09,"1,402,215원","1,404,746원","1,392,245원 ~ 1,404,924원","1,512,238원 ~ 1,526,571원",-1.66%,-0.55%,"1,383,697원",+1.32%,"1,496,492원",+6.72%,"1,526,571원","1,425,933원","1,385,145원 ~ 1,476,878원",손익비 이상,손익비 5.09로 이상치 가능,지지존 기반: 단기 핵심 지지존 상단/중심 근사 / 예상시초가 기준 1.8% 이내,대형 이벤트일: 변동성 확대 | 주봉 강한 하락 추세 | 이벤트·매크로 고변동 구간 (risk_mult 1.90),주의사유 존재 / 앙상블 약함(4점 < 45점) / 방어적 판정(관망 우위) / 매수행동이 관망/제외 / 주문기준 확인 필요(손익비 이상),"보정신뢰도 50점 미만이라 신규매수 금지, 관망 우위입니다. / 주문검증: 손익비 이상 / 매수금지: 주의사유 존재 / 앙상블 약함(4점 < 45점) / 방어적 판정(관망 우위) / 매수행동이 관망/제외 / 주문기준 확인 필요(손익비 이상)",삼성바이오로직스,삼성바이오로직스,삼성바이오로직스,삼성바이오로직스,삼성바이오로직스,삼성바이오로직스,삼성바이오로직스,미국주식,"1,322,824원","1,322,824원","1,322,824원",,,,,,,,"1,279,937원","1,279,937원","1,328,675원","1,328,675원","1,328,675원","1,328,675원",,,1:1.13,1:1.13,,,0.0,0.0,0.0,0.0,실적 데이터 없음,실적 데이터 없음,실적 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,0.0,0.0,0.0,,,,,,,저장된 후보 기준
한국주식,2026-05-14,-44.8,관망 우위,매수금지/리스크 조건 우선,🔴,관망/제외,True,기아,관망 우위,-,-,실시간 미적용,학습기록 부족,-,2,재무 데이터 제한,수급 중립/확인,국장 재무 자동수집 제한 / 외국인 보유율 20.00% / 네이버 수급 페이지 조회 가능하나 방향성 자동판독 제한,0,8,3,성과보정 약함,6주,"1,089,294원","1차 181,549원 30% / 2차 172,472원 30% / 3차 184,272원 40%","179,915원",5.35%,"64,602원",손절 리스크 한도 기준,2.11,"181,549원","180,941원","171,986원 ~ 175,020원","211,326원 ~ 214,725원",-0.50%,+1.14%,"170,782원",+5.93%,"204,286원",+12.52%,"214,725원","182,462원","175,038원 ~ 196,790원",정상,주문기준 정상범위,지지존 기반: 단기 핵심 지지존 상단/중심 근사 / 예상시초가 기준 3.1% 이내,대형 이벤트일: 변동성 확대 | 이벤트·매크로 고변동 구간 (risk_mult 1.90),주의사유 존재 / 앙상블 약함(3점 < 45점) / 방어적 판정(관망 우위) / 매수행동이 관망/제외,"보정신뢰도 50점 미만이라 신규매수 금지, 관망 우위입니다. / 매수금지: 주의사유 존재 / 앙상블 약함(3점 < 45점) / 방어적 판정(관망 우위) / 매수행동이 관망/제외",기아,기아,기아,기아,기아,기아,기아,미국주식,"148,052원","148,052원","148,052원",,,,,,,,"138,864원","138,864원","151,628원","151,628원","151,628원","151,628원",,,1:1.30,1:1.30,,,0.0,0.0,0.0,0.0,실적 데이터 없음,실적 데이터 없음,실적 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,0.0,0.0,0.0,,,,,,,저장된 후보 기준
