시장,예측대상일,실전우선순위,실전최종판정,실전판정이유,상태,매수행동,매수금지,종목,판정,실시간현재가,실시간괴리,실시간판정,학습보정,학습요약,품질점수,재무,수급,품질요약,보정신뢰도,매매적합도,앙상블추정점수,성과보정,추천수량,주문예상금액,3분할계획,예상평단,평단손절위험,1R위험금액,매수단위근거,손익비,우선진입가,보수대기선,지지존,저항존,진입거리,전일대비진입,손절가,손절폭,1차익절가,익절거리,2차익절가,예상시초가,예상종가범위,주문검증,주문검증메모,진입근거,주의사유,금지사유,행동이유,symbol,ticker,code,종목코드,name,stock_name,종목명,market,현재가,last_price,current_price,관찰 기준가,active_scenario_pullback_price,조건부 진입가,매수가,entry,entry_price,buy_price,stop,stop_loss,1차 목표가,목표가,tp1,target_price,2차 목표가,tp2,rr,risk_reward,기대수익률,expected_return,수급점수,수급 점수,supply_score,flow_score,실적점수,실적 점수,earnings_score,밸류에이션점수,밸류에이션 점수,벨류에이션점수,valuation_score,차트점수,차트 점수,chart_score,실적상태,earnings_data_status,밸류상태,valuation_data_status,수급상태,flow_data_status,price_data_status
한국주식,2026-05-13,-37.5,관망 우위,매수금지/리스크 조건 우선,🔴,관망/제외,True,삼성전자,관망 우위,-,-,실시간 미적용,학습기록 부족,-,0,재무 데이터 제한,수급 확인 제한,국장 재무 자동수집 제한 / 외국인 보유율 5.00% / 네이버 수급 데이터 확인 제한,0,17,12,성과보정 중립,7주,"1,920,856원","1차 274,408원 30% / 2차 260,688원 30% / 3차 278,524원 40%","271,938원",1.81%,"51,121원",투입금액 한도 기준,2.07,"274,408원","167,917원","271,471원 ~ 275,488원","289,526원 ~ 295,241원",-2.44%,-1.65%,"267,105원",+2.66%,"289,526원",+5.51%,"295,241원","281,260원","267,862원 ~ 306,268원",정상,주문기준 정상범위,지지존 기반: 단기 보통 지지존 상단/중심 근사 / 예상시초가 기준 3.4% 이내,RSI 75 이상 과열 | 대형 이벤트일: 변동성 확대,주의사유 존재 / 앙상블 약함(12점 < 45점) / 방어적 판정(관망 우위) / 매수행동이 관망/제외,주의사유가 있어 신규 진입은 보수적으로 봅니다. / 매수금지: 주의사유 존재 / 앙상블 약함(12점 < 45점) / 방어적 판정(관망 우위) / 매수행동이 관망/제외,삼성전자,삼성전자,삼성전자,삼성전자,삼성전자,삼성전자,삼성전자,미국주식,"274,457원","274,457원","274,457원",,,,,,,,"245,034원","245,034원","295,278원","295,278원","295,278원","295,278원",,,1:2.34,1:2.34,,,0.0,0.0,0.0,0.0,실적 데이터 없음,실적 데이터 없음,실적 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,8.8,8.8,8.8,,,,,,,저장된 후보 기준
한국주식,2026-05-13,-38.8,관망 우위,매수금지/리스크 조건 우선,🔴,관망/제외,True,현대차,관망 우위,-,-,실시간 미적용,학습기록 부족,-,0,재무 데이터 제한,수급 확인 제한,국장 재무 자동수집 제한 / 외국인 보유율 2.00% / 네이버 수급 데이터 확인 제한,0,12,11,성과보정 중립,2주,"1,251,606원","1차 625,803원 30% / 2차 594,513원 30% / 3차 635,190원 40%","620,171원",4.56%,"65,304원",손절 리스크 한도 기준,2.19,"625,803원","545,646원","598,557원 ~ 610,677원","697,230원 ~ 712,485원",-3.90%,-3.13%,"593,151원",+5.22%,"697,230원",+11.41%,"712,485원","651,233원","615,469원 ~ 717,986원",정상,주문기준 정상범위,지지존 기반: 단기 강함 지지존 상단/중심 근사 / 예상시초가 기준 3.9% 이내,RSI 75 이상 과열 | 대형 이벤트일: 변동성 확대,주의사유 존재 / 앙상블 약함(11점 < 45점) / 방어적 판정(관망 우위) / 매수행동이 관망/제외,주의사유가 있어 신규 진입은 보수적으로 봅니다. / 매수금지: 주의사유 존재 / 앙상블 약함(11점 < 45점) / 방어적 판정(관망 우위) / 매수행동이 관망/제외,현대차,현대차,현대차,현대차,현대차,현대차,현대차,미국주식,"588,363원","588,363원","588,363원",,,,,,,,"555,485원","555,485원","642,637원","642,637원","642,637원","642,637원",,,1:2.14,1:2.14,,,0.0,0.0,0.0,0.0,실적 데이터 없음,실적 데이터 없음,실적 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,7.5,7.5,7.5,,,,,,,저장된 후보 기준
한국주식,2026-05-13,-42.0,관망 우위,매수금지/리스크 조건 우선,🔴,관망/제외,True,HD한국조선해양,관망 우위,-,-,실시간 미적용,학습기록 부족,-,0,재무 데이터 제한,수급 확인 제한,국장 재무 자동수집 제한 / 외국인 보유율 7.00% / 네이버 수급 데이터 확인 제한,0,16,5,성과보정 중립,4주,"1,856,748원","1차 464,187원 30% / 2차 440,978원 30% / 3차 471,150원 40%","460,009원",1.74%,"48,212원",투입금액 한도 기준,1.67,"464,187원","464,494원","457,729원 ~ 465,941원","484,358원 ~ 493,641원",-0.61%,-0.07%,"452,134원",+2.60%,"484,358원",+4.35%,"493,641원","467,055원","431,305원 ~ 515,523원",정상,주문기준 정상범위,지지존 기반: 단기 핵심 지지존 상단/중심 근사 / 예상시초가 기준 3.3% 이내,대형 이벤트일: 변동성 확대,주의사유 존재 / 앙상블 약함(5점 < 45점) / 방어적 판정(관망 우위) / 매수행동이 관망/제외,주의사유가 있어 신규 진입은 보수적으로 봅니다. / 매수금지: 주의사유 존재 / 앙상블 약함(5점 < 45점) / 방어적 판정(관망 우위) / 매수행동이 관망/제외,HD한국조선해양,HD한국조선해양,HD한국조선해양,HD한국조선해양,HD한국조선해양,HD한국조선해양,HD한국조선해양,미국주식,"396,824원","396,824원","396,824원",,,,,,,,"382,306원","382,306원","415,538원","415,538원","415,538원","415,538원",,,1:1.45,1:1.45,,,0.0,0.0,0.0,0.0,실적 데이터 없음,실적 데이터 없음,실적 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,0.0,0.0,0.0,,,,,,,저장된 후보 기준
한국주식,2026-05-13,-42.3,관망 우위,매수금지/리스크 조건 우선,🔴,관망/제외,True,한국항공우주,관망 우위,-,-,실시간 미적용,학습기록 부족,-,0,재무 데이터 제한,수급 확인 제한,국장 재무 자동수집 제한 / 외국인 보유율 2.12% / 네이버 수급 데이터 확인 제한,0,5,1,성과보정 중립,12주,"1,928,160원","1차 160,680원 30% / 2차 152,646원 30% / 3차 163,090원 40%","159,234원",1.88%,"52,548원",투입금액 한도 기준,2.72,"160,680원","160,249원","157,519원 ~ 160,957원","172,603원 ~ 176,041원",-3.43%,-3.15%,"156,301원",+2.73%,"172,603원",+7.42%,"176,041원","166,381원","157,433원 ~ 177,765원",정상,주문기준 정상범위,지지존 기반: 단기 핵심 지지존 상단/중심 근사 / 예상시초가 기준 3.4% 이내,대형 이벤트일: 변동성 확대,주의사유 존재 / 앙상블 약함(1점 < 45점) / 방어적 판정(관망 우위) / 매수행동이 관망/제외,주의사유가 있어 신규 진입은 보수적으로 봅니다. / 매수금지: 주의사유 존재 / 앙상블 약함(1점 < 45점) / 방어적 판정(관망 우위) / 매수행동이 관망/제외,한국항공우주,한국항공우주,한국항공우주,한국항공우주,한국항공우주,한국항공우주,한국항공우주,미국주식,"157,374원","157,374원","157,374원",,,,,,,,"148,572원","148,572원","161,661원","161,661원","161,661원","161,661원",,,1:1.45,1:1.45,,,0.0,0.0,0.0,0.0,실적 데이터 없음,실적 데이터 없음,실적 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,0.0,0.0,0.0,,,,,,,저장된 후보 기준
한국주식,2026-05-13,-42.4,관망 우위,매수금지/리스크 조건 우선,🔴,관망/제외,True,DL이앤씨,관망 우위,-,-,실시간 미적용,학습기록 부족,-,0,재무 데이터 제한,수급 확인 제한,국장 재무 자동수집 제한 / 외국인 보유율 5.91% / 네이버 수급 데이터 확인 제한,0,4,2,성과보정 중립,19주,"1,583,536원","1차 83,344원 30% / 2차 79,177원 30% / 3차 84,594원 40%","82,594원",3.56%,"68,267원",손절 리스크 한도 기준,2.68,"83,344원","46,653원","81,618원 ~ 83,882원","92,965원 ~ 95,815원",-3.26%,-2.98%,"79,751원",+4.31%,"92,965원",+11.54%,"95,815원","86,149원","78,157원 ~ 96,160원",정상,주문기준 정상범위,지지존 기반: 단기 강함 지지존 상단/중심 근사 / 예상시초가 기준 5.5% 이내,대형 이벤트일: 변동성 확대,주의사유 존재 / 앙상블 약함(2점 < 45점) / 방어적 판정(관망 우위) / 매수행동이 관망/제외,주의사유가 있어 신규 진입은 보수적으로 봅니다. / 매수금지: 주의사유 존재 / 앙상블 약함(2점 < 45점) / 방어적 판정(관망 우위) / 매수행동이 관망/제외,DL이앤씨,DL이앤씨,DL이앤씨,DL이앤씨,DL이앤씨,DL이앤씨,DL이앤씨,미국주식,"73,504원","73,504원","73,504원",,,,,,,,"69,810원","69,810원","78,979원","78,979원","78,979원","78,979원",,,1:1.77,1:1.77,,,0.0,0.0,0.0,0.0,실적 데이터 없음,실적 데이터 없음,실적 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,5.0,5.0,5.0,,,,,,,저장된 후보 기준
한국주식,2026-05-13,-43.7,관망 우위,매수금지/리스크 조건 우선,🔴,관망/제외,True,한국전력,관망 우위,-,-,실시간 미적용,학습기록 부족,-,0,재무 데이터 제한,수급 확인 제한,국장 재무 자동수집 제한 / 외국인 보유율 4.51% / 네이버 수급 데이터 확인 제한,0,0,0,성과보정 중립,49주,"1,974,553원","1차 40,297원 30% / 2차 38,282원 30% / 3차 40,901원 40%","39,934원",2.40%,"63,700원",투입금액 한도 기준,2.33,"40,297원","39,769원","39,226원 ~ 39,874원","43,326원 ~ 43,974원",-2.59%,-2.31%,"38,997원",+3.23%,"43,326원",+7.52%,"43,974원","41,370원","38,664원 ~ 44,534원",정상,주문기준 정상범위,지지존 기반: 중기 핵심 지지존 상단/중심 근사 / 예상시초가 기준 2.6% 이내,대형 이벤트일: 변동성 확대,주의사유 존재 / 앙상블 약함(0점 < 45점) / 방어적 판정(관망 우위) / 매수행동이 관망/제외,주의사유가 있어 신규 진입은 보수적으로 봅니다. / 매수금지: 주의사유 존재 / 앙상블 약함(0점 < 45점) / 방어적 판정(관망 우위) / 매수행동이 관망/제외,한국전력,한국전력,한국전력,한국전력,한국전력,한국전력,한국전력,미국주식,"36,645원","36,645원","36,645원",,,,,,,,"35,047원","35,047원","38,133원","38,133원","38,133원","38,133원",,,1:1.98,1:1.98,,,0.0,0.0,0.0,0.0,실적 데이터 없음,실적 데이터 없음,실적 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,5.0,5.0,5.0,,,,,,,저장된 후보 기준
한국주식,2026-05-13,-46.7,관망 우위,매수금지/리스크 조건 우선,🔴,관망/제외,True,한미반도체,관망 우위,-,-,실시간 미적용,학습기록 부족,-,0,재무 데이터 제한,수급 확인 제한,국장 재무 자동수집 제한 / 외국인 보유율 1.00% / 네이버 수급 데이터 확인 제한,0,0,0,성과보정 중립,1주,"361,177원","1차 361,177원 30% / 2차 343,118원 30% / 3차 366,595원 40%","357,926원",10.79%,"38,101원",손절 리스크 한도 기준,1.61,"361,177원","303,370원","294,852원 ~ 306,479원","422,643원 ~ 434,269원",-5.09%,-4.32%,"323,076원",+10.55%,"422,643원",+17.02%,"443,095원","380,558원","355,645원 ~ 429,090원",진입가 대기,예상시초가보다 5.1% 낮음,지지존 기반: 단기 핵심 지지존 상단/중심 근사 / 예상시초가 기준 5.1% 이내,RSI 75 이상 과열 | 대형 이벤트일: 변동성 확대,주의사유 존재 / 앙상블 약함(0점 < 45점) / 방어적 판정(관망 우위) / 매수행동이 관망/제외,주의사유가 있어 신규 진입은 보수적으로 봅니다. / 매수금지: 주의사유 존재 / 앙상블 약함(0점 < 45점) / 방어적 판정(관망 우위) / 매수행동이 관망/제외,한미반도체,한미반도체,한미반도체,한미반도체,한미반도체,한미반도체,한미반도체,미국주식,"285,344원","285,344원","285,344원",,,,,,,,"260,724원","260,724원","303,768원","303,768원","303,768원","303,768원",,,1:1.45,1:1.45,,,0.0,0.0,0.0,0.0,실적 데이터 없음,실적 데이터 없음,실적 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,0.0,0.0,0.0,,,,,,,저장된 후보 기준
한국주식,2026-05-13,-49.7,관망 우위,매수금지/리스크 조건 우선,🔴,관망/제외,True,LG에너지솔루션,관망 우위,-,-,실시간 미적용,학습기록 부족,-,0,재무 데이터 제한,수급 확인 제한,국장 재무 자동수집 제한 / 외국인 보유율 2.00% / 네이버 수급 데이터 확인 제한,0,0,0,성과보정 중립,2주,"884,126원","1차 442,063원 30% / 2차 419,960원 30% / 3차 448,694원 40%","438,084원",6.32%,"60,048원",손절 리스크 한도 기준,1.45,"442,063원","456,718원","415,494원 ~ 425,246원","451,984원 ~ 461,735원",-0.50%,-0.21%,"412,039원",+6.79%,"485,599원",+9.85%,"506,616원","444,285원","403,505원 ~ 491,975원",정상,주문기준 정상범위,지지존 기반: 단기 핵심 지지존 상단/중심 근사 / 예상시초가 기준 3.6% 이내,대형 이벤트일: 변동성 확대 | 손익비 부족: 1차 R:R 1.45,주의사유 존재 / 앙상블 약함(0점 < 45점) / 방어적 판정(관망 우위) / 매수행동이 관망/제외,주의사유가 있어 신규 진입은 보수적으로 봅니다. / 매수금지: 주의사유 존재 / 앙상블 약함(0점 < 45점) / 방어적 판정(관망 우위) / 매수행동이 관망/제외,LG에너지솔루션,LG에너지솔루션,LG에너지솔루션,LG에너지솔루션,LG에너지솔루션,LG에너지솔루션,LG에너지솔루션,미국주식,"386,297원","386,297원","386,297원",,,,,,,,"362,159원","362,159원","394,141원","394,141원","394,141원","394,141원",,,1:1.45,1:1.45,,,0.0,0.0,0.0,0.0,실적 데이터 없음,실적 데이터 없음,실적 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,0.0,0.0,0.0,,,,,,,저장된 후보 기준
한국주식,2026-05-13,-49.7,관망 우위,매수금지/리스크 조건 우선,🔴,관망/제외,True,대한항공,관망 우위,-,-,실시간 미적용,학습기록 부족,-,0,재무 데이터 제한,수급 확인 제한,국장 재무 자동수집 제한 / 외국인 보유율 4.50% / 네이버 수급 데이터 확인 제한,0,0,0,성과보정 중립,64주,"1,591,168원","1차 24,862원 30% / 2차 23,619원 30% / 3차 25,235원 40%","24,638원",3.60%,"69,184원",손절 리스크 한도 기준,1.45,"24,862원","25,007원","23,919원 ~ 24,311원","25,544원 ~ 25,935원",-0.50%,+0.05%,"23,781원",+4.35%,"26,429원",+6.30%,"27,186원","24,987원","23,479원 ~ 27,031원",정상,주문기준 정상범위,지지존 기반: 단기 핵심 지지존 상단/중심 근사 / 예상시초가 기준 2.6% 이내,시초 예상가가 1차 저항선 1% 이내 | 대형 이벤트일: 변동성 확대 | 손익비 부족: 1차 R:R 1.45,주의사유 존재 / 앙상블 약함(0점 < 45점) / 방어적 판정(관망 우위) / 매수행동이 관망/제외,주의사유가 있어 신규 진입은 보수적으로 봅니다. / 매수금지: 주의사유 존재 / 앙상블 약함(0점 < 45점) / 방어적 판정(관망 우위) / 매수행동이 관망/제외,대한항공,대한항공,대한항공,대한항공,대한항공,대한항공,대한항공,미국주식,"24,567원","24,567원","24,567원",,,,,,,,"23,397원","23,397원","25,323원","25,323원","25,323원","25,323원",,,1:1.79,1:1.79,,,0.0,0.0,0.0,0.0,실적 데이터 없음,실적 데이터 없음,실적 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,5.5,5.5,5.5,,,,,,,저장된 후보 기준
한국주식,2026-05-13,-49.7,관망 우위,매수금지/리스크 조건 우선,🔴,관망/제외,True,SK하이닉스,관망 우위,-,-,실시간 미적용,학습기록 부족,-,0,재무 데이터 제한,수급 확인 제한,국장 재무 자동수집 제한 / 외국인 보유율 5.00% / 네이버 수급 데이터 확인 제한,0,0,0,성과보정 중립,-,0원,"1차 1,779,700원 30% / 2차 1,690,715원 30% / 3차 1,806,395원 40%","1,763,683원",7.55%,0원,계좌/리스크 한도상 매수 단위 0,1.45,"1,779,700원","806,097원","1,233,511원 ~ 1,266,952원","1,948,305원 ~ 1,990,397원",-3.79%,-3.01%,"1,639,873원",+7.86%,"1,982,448원",+11.39%,"2,080,327원","1,849,864원","1,751,187원 ~ 2,034,048원",정상,주문기준 정상범위,지지존 기반: 단기 강함 지지존 상단/중심 근사 / 예상시초가 기준 3.8% 이내,RSI 75 이상 과열 | 대형 이벤트일: 변동성 확대 | 손익비 부족: 1차 R:R 1.45,주의사유 존재 / 앙상블 약함(0점 < 45점) / 방어적 판정(관망 우위) / 매수행동이 관망/제외,주의사유가 있어 신규 진입은 보수적으로 봅니다. / 매수금지: 주의사유 존재 / 앙상블 약함(0점 < 45점) / 방어적 판정(관망 우위) / 매수행동이 관망/제외,SK하이닉스,SK하이닉스,SK하이닉스,SK하이닉스,SK하이닉스,SK하이닉스,SK하이닉스,미국주식,"1,729,215원","1,729,215원","1,729,215원",,,,,,,,"1,499,933원","1,499,933원","1,968,768원","1,968,768원","1,968,768원","1,968,768원",,,1:2.55,1:2.55,,,0.0,0.0,0.0,0.0,실적 데이터 없음,실적 데이터 없음,실적 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,5.5,5.5,5.5,,,,,,,저장된 후보 기준
