strategy,전략,status,symbols,days,total_return_pct,avg_daily_return_pct,mdd_pct,win_rate_pct
breakout_20,20일 고점 돌파,DATA_SHORT,0,0,0.0,0.0,0.0,0.0
ma10_ma20,MA10 > MA20 추세,DATA_SHORT,0,0,0.0,0.0,0.0,0.0
mean_reversion_rsi,RSI 저점 반등,DATA_SHORT,0,0,0.0,0.0,0.0,0.0
pullback_ma20,20일선 눌림목,DATA_SHORT,0,0,0.0,0.0,0.0,0.0
