symbol,ticker,code,종목코드,name,종목명,market,시장,current_price,last_price,현재가,가격기준시각,가격출처,quote_source_label,data_status,price_data_status,기준가,손절가,목표가,다음행동,updated_at
067310,067310,067310,067310,하나마이크론,하나마이크론,한국주식,한국주식,52500.0,52500.0,"₩52,500",05-26 09:29 KST,KIS 현재가 · 05-26 09:29 KST,KIS 현재가,현재가 반영,success,-,-,-,현재가·기준가·손절가 확인 후 판단,2026-05-26 09:41:41 KST
036930,036930,036930,036930,주성엔지니어링,주성엔지니어링,한국주식,한국주식,225500.0,225500.0,"₩225,500",05-26 09:29 KST,KIS 현재가 · 05-26 09:29 KST,KIS 현재가,현재가 반영,success,-,-,-,현재가·기준가·손절가 확인 후 판단,2026-05-26 09:41:41 KST
000990,000990,000990,000990,DB하이텍,DB하이텍,한국주식,한국주식,217500.0,217500.0,"₩217,500",05-26 09:29 KST,KIS 현재가 · 05-26 09:29 KST,KIS 현재가,현재가 반영,success,-,-,-,현재가·기준가·손절가 확인 후 판단,2026-05-26 09:41:41 KST
009150,009150,009150,009150,삼성전기,삼성전기,한국주식,한국주식,1480000.0,1480000.0,"₩1,480,000",05-26 09:29 KST,KIS 현재가 · 05-26 09:29 KST,KIS 현재가,현재가 반영,success,-,-,-,현재가·기준가·손절가 확인 후 판단,2026-05-26 09:41:41 KST
011070,011070,011070,011070,LG이노텍,LG이노텍,한국주식,한국주식,1058000.0,1058000.0,"₩1,058,000",05-26 09:29 KST,KIS 현재가 · 05-26 09:29 KST,KIS 현재가,현재가 반영,success,-,-,-,현재가·기준가·손절가 확인 후 판단,2026-05-26 09:41:41 KST
267260,267260,267260,267260,HD현대일렉트릭,HD현대일렉트릭,한국주식,한국주식,1177000.0,1177000.0,"₩1,177,000",2026-05-26 09:37:07 KST,KIS 현재가 · 2026-05-26 09:37:07 KST,KIS 현재가,현재가 반영,success,-,-,-,현재가·기준가·손절가 확인 후 판단,2026-05-26 09:41:41 KST
010120,010120,010120,010120,LS ELECTRIC,LS ELECTRIC,한국주식,한국주식,281250.0,281250.0,"₩281,250",05-26 09:29 KST,KIS 현재가 · 05-26 09:29 KST,KIS 현재가,현재가 반영,success,-,-,-,현재가·기준가·손절가 확인 후 판단,2026-05-26 09:41:41 KST
298040,298040,298040,298040,효성중공업,효성중공업,한국주식,한국주식,3938000.0,3938000.0,"₩3,938,000",2026-05-26 09:37:07 KST,KIS 현재가 · 2026-05-26 09:37:07 KST,KIS 현재가,현재가 반영,success,-,-,-,현재가·기준가·손절가 확인 후 판단,2026-05-26 09:41:41 KST
006260,006260,006260,006260,LS,LS,한국주식,한국주식,595000.0,595000.0,"₩595,000",05-26 09:29 KST,KIS 현재가 · 05-26 09:29 KST,KIS 현재가,현재가 반영,success,-,-,-,현재가·기준가·손절가 확인 후 판단,2026-05-26 09:41:41 KST
001440,001440,001440,001440,대한전선,대한전선,한국주식,한국주식,55300.0,55300.0,"₩55,300",05-26 09:29 KST,KIS 현재가 · 05-26 09:29 KST,KIS 현재가,현재가 반영,success,-,-,-,현재가·기준가·손절가 확인 후 판단,2026-05-26 09:41:41 KST
103590,103590,103590,103590,일진전기,일진전기,한국주식,한국주식,108100.0,108100.0,"₩108,100",2026-05-26 09:37:07 KST,KIS 현재가 · 2026-05-26 09:37:07 KST,KIS 현재가,현재가 반영,success,-,-,-,현재가·기준가·손절가 확인 후 판단,2026-05-26 09:41:41 KST
034020,034020,034020,034020,두산에너빌리티,두산에너빌리티,한국주식,한국주식,113400.0,113400.0,"₩113,400",05-26 09:29 KST,KIS 현재가 · 05-26 09:29 KST,KIS 현재가,현재가 반영,success,-,-,-,현재가·기준가·손절가 확인 후 판단,2026-05-26 09:41:41 KST
012450,012450,012450,012450,한화에어로스페이스,한화에어로스페이스,한국주식,한국주식,1263000.0,1263000.0,"₩1,263,000",05-26 09:29 KST,KIS 현재가 · 05-26 09:29 KST,KIS 현재가,현재가 반영,success,-,-,-,현재가·기준가·손절가 확인 후 판단,2026-05-26 09:41:41 KST
079550,079550,079550,079550,LIG넥스원,LIG넥스원,한국주식,한국주식,918000.0,918000.0,"₩918,000",05-26 09:29 KST,KIS 현재가 · 05-26 09:29 KST,KIS 현재가,현재가 반영,success,-,-,-,현재가·기준가·손절가 확인 후 판단,2026-05-26 09:41:41 KST
064350,064350,064350,064350,현대로템,현대로템,한국주식,한국주식,208500.0,208500.0,"₩208,500",05-26 09:29 KST,KIS 현재가 · 05-26 09:29 KST,KIS 현재가,현재가 반영,success,-,-,-,현재가·기준가·손절가 확인 후 판단,2026-05-26 09:41:41 KST
272210,272210,272210,272210,한화시스템,한화시스템,한국주식,한국주식,113100.0,113100.0,"₩113,100",2026-05-26 09:37:07 KST,KIS 현재가 · 2026-05-26 09:37:07 KST,KIS 현재가,현재가 반영,success,-,-,-,현재가·기준가·손절가 확인 후 판단,2026-05-26 09:41:41 KST
329180,329180,329180,329180,HD현대중공업,HD현대중공업,한국주식,한국주식,713000.0,713000.0,"₩713,000",2026-05-26 09:37:07 KST,KIS 현재가 · 2026-05-26 09:37:07 KST,KIS 현재가,현재가 반영,success,-,-,-,현재가·기준가·손절가 확인 후 판단,2026-05-26 09:41:41 KST
010140,010140,010140,010140,삼성중공업,삼성중공업,한국주식,한국주식,30350.0,30350.0,"₩30,350",05-26 09:29 KST,KIS 현재가 · 05-26 09:29 KST,KIS 현재가,현재가 반영,success,-,-,-,현재가·기준가·손절가 확인 후 판단,2026-05-26 09:41:41 KST
042660,042660,042660,042660,한화오션,한화오션,한국주식,한국주식,129900.0,129900.0,"₩129,900",05-26 09:29 KST,KIS 현재가 · 05-26 09:29 KST,KIS 현재가,현재가 반영,success,-,-,-,현재가·기준가·손절가 확인 후 판단,2026-05-26 09:41:41 KST
277810,277810,277810,277810,레인보우로보틱스,레인보우로보틱스,한국주식,한국주식,785000.0,785000.0,"₩785,000",2026-05-26 09:37:07 KST,KIS 현재가 · 2026-05-26 09:37:07 KST,KIS 현재가,현재가 반영,success,-,-,-,현재가·기준가·손절가 확인 후 판단,2026-05-26 09:41:41 KST
454910,454910,454910,454910,두산로보틱스,두산로보틱스,한국주식,한국주식,108800.0,108800.0,"₩108,800",2026-05-26 09:37:07 KST,KIS 현재가 · 2026-05-26 09:37:07 KST,KIS 현재가,현재가 반영,success,-,-,-,현재가·기준가·손절가 확인 후 판단,2026-05-26 09:41:41 KST
108490,108490,108490,108490,로보티즈,로보티즈,한국주식,한국주식,317500.0,317500.0,"₩317,500",2026-05-26 09:37:07 KST,KIS 현재가 · 2026-05-26 09:37:07 KST,KIS 현재가,현재가 반영,success,-,-,-,현재가·기준가·손절가 확인 후 판단,2026-05-26 09:41:41 KST
090360,090360,090360,090360,로보스타,로보스타,한국주식,한국주식,87100.0,87100.0,"₩87,100",05-26 09:29 KST,KIS 현재가 · 05-26 09:29 KST,KIS 현재가,현재가 반영,success,-,-,-,현재가·기준가·손절가 확인 후 판단,2026-05-26 09:41:41 KST
000270,000270,000270,000270,기아,기아,한국주식,한국주식,167900.0,167900.0,"₩167,900",05-26 09:29 KST,KIS 현재가 · 05-26 09:29 KST,KIS 현재가,현재가 반영,success,-,-,-,현재가·기준가·손절가 확인 후 판단,2026-05-26 09:41:41 KST
012330,012330,012330,012330,현대모비스,현대모비스,한국주식,한국주식,661000.0,661000.0,"₩661,000",05-26 09:29 KST,KIS 현재가 · 05-26 09:29 KST,KIS 현재가,현재가 반영,success,-,-,-,현재가·기준가·손절가 확인 후 판단,2026-05-26 09:41:41 KST
035420,035420,035420,035420,NAVER,NAVER,한국주식,한국주식,203750.0,203750.0,"₩203,750",05-26 09:29 KST,KIS 현재가 · 05-26 09:29 KST,KIS 현재가,현재가 반영,success,-,-,-,현재가·기준가·손절가 확인 후 판단,2026-05-26 09:41:41 KST
035720,035720,035720,035720,카카오,카카오,한국주식,한국주식,41950.0,41950.0,"₩41,950",05-26 09:29 KST,KIS 현재가 · 05-26 09:29 KST,KIS 현재가,현재가 반영,success,-,-,-,현재가·기준가·손절가 확인 후 판단,2026-05-26 09:41:41 KST
018260,018260,018260,018260,삼성에스디에스,삼성에스디에스,한국주식,한국주식,200500.0,200500.0,"₩200,500",05-26 09:29 KST,KIS 현재가 · 05-26 09:29 KST,KIS 현재가,현재가 반영,success,-,-,-,현재가·기준가·손절가 확인 후 판단,2026-05-26 09:41:41 KST
402340,402340,402340,402340,SK스퀘어,SK스퀘어,한국주식,한국주식,1216000.0,1216000.0,"₩1,216,000",2026-05-26 09:37:07 KST,KIS 현재가 · 2026-05-26 09:37:07 KST,KIS 현재가,현재가 반영,success,-,-,-,현재가·기준가·손절가 확인 후 판단,2026-05-26 09:41:41 KST
207940,207940,207940,207940,삼성바이오로직스,삼성바이오로직스,한국주식,한국주식,1433000.0,1433000.0,"₩1,433,000",2026-05-26 09:37:07 KST,KIS 현재가 · 2026-05-26 09:37:07 KST,KIS 현재가,현재가 반영,success,-,-,-,현재가·기준가·손절가 확인 후 판단,2026-05-26 09:41:41 KST
068270,068270,068270,068270,셀트리온,셀트리온,한국주식,한국주식,198600.0,198600.0,"₩198,600",05-26 09:29 KST,KIS 현재가 · 05-26 09:29 KST,KIS 현재가,현재가 반영,success,-,-,-,현재가·기준가·손절가 확인 후 판단,2026-05-26 09:41:41 KST
196170,196170,196170,196170,알테오젠,알테오젠,한국주식,한국주식,379500.0,379500.0,"₩379,500",2026-05-26 09:37:07 KST,KIS 현재가 · 2026-05-26 09:37:07 KST,KIS 현재가,현재가 반영,success,-,-,-,현재가·기준가·손절가 확인 후 판단,2026-05-26 09:41:41 KST
000100,000100,000100,000100,유한양행,유한양행,한국주식,한국주식,88200.0,88200.0,"₩88,200",05-26 09:29 KST,KIS 현재가 · 05-26 09:29 KST,KIS 현재가,현재가 반영,success,-,-,-,현재가·기준가·손절가 확인 후 판단,2026-05-26 09:41:41 KST
214450,214450,214450,214450,파마리서치,파마리서치,한국주식,한국주식,315000.0,315000.0,"₩315,000",2026-05-26 09:37:07 KST,KIS 현재가 · 2026-05-26 09:37:07 KST,KIS 현재가,현재가 반영,success,-,-,-,현재가·기준가·손절가 확인 후 판단,2026-05-26 09:41:41 KST
214150,214150,214150,214150,클래시스,클래시스,한국주식,한국주식,51800.0,51800.0,"₩51,800",2026-05-26 09:37:07 KST,KIS 현재가 · 2026-05-26 09:37:07 KST,KIS 현재가,현재가 반영,success,-,-,-,현재가·기준가·손절가 확인 후 판단,2026-05-26 09:41:41 KST
006400,006400,006400,006400,삼성SDI,삼성SDI,한국주식,한국주식,655000.0,655000.0,"₩655,000",05-26 09:29 KST,KIS 현재가 · 05-26 09:29 KST,KIS 현재가,현재가 반영,success,-,-,-,현재가·기준가·손절가 확인 후 판단,2026-05-26 09:41:41 KST
051910,051910,051910,051910,LG화학,LG화학,한국주식,한국주식,356500.0,356500.0,"₩356,500",05-26 09:29 KST,KIS 현재가 · 05-26 09:29 KST,KIS 현재가,현재가 반영,success,-,-,-,현재가·기준가·손절가 확인 후 판단,2026-05-26 09:41:41 KST
005490,005490,005490,005490,POSCO홀딩스,POSCO홀딩스,한국주식,한국주식,455500.0,455500.0,"₩455,500",05-26 09:29 KST,KIS 현재가 · 05-26 09:29 KST,KIS 현재가,현재가 반영,success,-,-,-,현재가·기준가·손절가 확인 후 판단,2026-05-26 09:41:41 KST
003670,003670,003670,003670,포스코퓨처엠,포스코퓨처엠,한국주식,한국주식,247500.0,247500.0,"₩247,500",05-26 09:29 KST,KIS 현재가 · 05-26 09:29 KST,KIS 현재가,현재가 반영,success,-,-,-,현재가·기준가·손절가 확인 후 판단,2026-05-26 09:41:41 KST
247540,247540,247540,247540,에코프로비엠,에코프로비엠,한국주식,한국주식,229000.0,229000.0,"₩229,000",2026-05-26 09:37:07 KST,KIS 현재가 · 2026-05-26 09:37:07 KST,KIS 현재가,현재가 반영,success,-,-,-,현재가·기준가·손절가 확인 후 판단,2026-05-26 09:41:41 KST
086520,086520,086520,086520,에코프로,에코프로,한국주식,한국주식,153700.0,153700.0,"₩153,700",05-26 09:29 KST,KIS 현재가 · 05-26 09:29 KST,KIS 현재가,현재가 반영,success,-,-,-,현재가·기준가·손절가 확인 후 판단,2026-05-26 09:41:41 KST
066970,066970,066970,066970,엘앤에프,엘앤에프,한국주식,한국주식,163300.0,163300.0,"₩163,300",05-26 09:29 KST,KIS 현재가 · 05-26 09:29 KST,KIS 현재가,현재가 반영,success,-,-,-,현재가·기준가·손절가 확인 후 판단,2026-05-26 09:41:41 KST
000720,000720,000720,000720,현대건설,현대건설,한국주식,한국주식,156900.0,156900.0,"₩156,900",05-26 09:29 KST,KIS 현재가 · 05-26 09:29 KST,KIS 현재가,현재가 반영,success,-,-,-,현재가·기준가·손절가 확인 후 판단,2026-05-26 09:41:41 KST
006360,006360,006360,006360,GS건설,GS건설,한국주식,한국주식,32550.0,32550.0,"₩32,550",05-26 09:29 KST,KIS 현재가 · 05-26 09:29 KST,KIS 현재가,현재가 반영,success,-,-,-,현재가·기준가·손절가 확인 후 판단,2026-05-26 09:41:41 KST
105560,105560,105560,105560,KB금융,KB금융,한국주식,한국주식,161100.0,161100.0,"₩161,100",2026-05-26 09:37:07 KST,KIS 현재가 · 2026-05-26 09:37:07 KST,KIS 현재가,현재가 반영,success,-,-,-,현재가·기준가·손절가 확인 후 판단,2026-05-26 09:41:41 KST
055550,055550,055550,055550,신한지주,신한지주,한국주식,한국주식,98200.0,98200.0,"₩98,200",05-26 09:29 KST,KIS 현재가 · 05-26 09:29 KST,KIS 현재가,현재가 반영,success,-,-,-,현재가·기준가·손절가 확인 후 판단,2026-05-26 09:41:41 KST
086790,086790,086790,086790,하나금융지주,하나금융지주,한국주식,한국주식,122500.0,122500.0,"₩122,500",05-26 09:29 KST,KIS 현재가 · 05-26 09:29 KST,KIS 현재가,현재가 반영,success,-,-,-,현재가·기준가·손절가 확인 후 판단,2026-05-26 09:41:41 KST
138040,138040,138040,138040,메리츠금융지주,메리츠금융지주,한국주식,한국주식,108800.0,108800.0,"₩108,800",2026-05-26 09:37:07 KST,KIS 현재가 · 2026-05-26 09:37:07 KST,KIS 현재가,현재가 반영,success,-,-,-,현재가·기준가·손절가 확인 후 판단,2026-05-26 09:41:41 KST
222800,222800,222800,222800,심텍,심텍,한국주식,한국주식,131300.0,131300.0,"₩131,300",2026-05-26 09:41:41 KST,KIS 현재가 · 2026-05-26 09:41:41 KST,KIS 현재가,현재가 반영,success,-,-,-,현재가·기준가·손절가 확인 후 판단,2026-05-26 09:41:41 KST
131970,131970,131970,131970,두산테스나,두산테스나,한국주식,한국주식,174700.0,174700.0,"₩174,700",2026-05-26 09:41:41 KST,KIS 현재가 · 2026-05-26 09:41:41 KST,KIS 현재가,현재가 반영,success,-,-,-,현재가·기준가·손절가 확인 후 판단,2026-05-26 09:41:41 KST
