market,symbol,name,corp_code,title,date,rcept_no,source,url,collection_status,collection_message,collected_at
kr,001800,오리온홀딩스,00117577,[기재정정]타법인주식및출자증권취득결정(자율공시)(종속회사의주요경영사항)              ,20260716,20260716801075,DART,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260716801075,000,정상,2026-07-20 09:35:20
kr,213420,덕산네오룩스,01061558,주식등의대량보유상황보고서(일반),20260716,20260716000835,DART,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260716000835,000,정상,2026-07-20 09:35:20
kr,011000,진원생명과학,00118521,기타시장안내              (상장적격성 실질심사 사유 발생),20260716,20260716801068,DART,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260716801068,000,정상,2026-07-20 09:35:20
kr,,에스피글로벌디벨롭먼트,02000891,특수관계인의유상증자참여,20260716,20260716000834,DART,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260716000834,000,정상,2026-07-20 09:35:20
kr,032080,아즈텍WB,00201131,임원ㆍ주요주주특정증권등소유상황보고서,20260716,20260716000833,DART,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260716000833,000,정상,2026-07-20 09:35:20
kr,180400,DXVX,00995993,임원ㆍ주요주주특정증권등소유상황보고서,20260716,20260716000831,DART,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260716000831,000,정상,2026-07-20 09:35:20
kr,320000,한울반도체,01359815,[기재정정]증권신고서(지분증권),20260716,20260716000830,DART,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260716000830,000,정상,2026-07-20 09:35:20
kr,032080,아즈텍WB,00201131,임원ㆍ주요주주특정증권등소유상황보고서,20260716,20260716000829,DART,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260716000829,000,정상,2026-07-20 09:35:20
kr,,신한자산운용,00243553,[기재정정]증권신고서(집합투자증권-신탁형)(신한지수연계증권투자신탁SEK-66호(온라인전용)[ELS-파생형]),20260714,20260714000513,DART,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260714000513,000,정상,2026-07-20 09:35:20
kr,,남양개발,00456722,특수관계인으로부터자금차입,20260716,20260716000828,DART,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260716000828,000,정상,2026-07-20 09:35:20
kr,,에이더블유피,01928305,특수관계인으로부터받은담보,20260716,20260716000827,DART,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260716000827,000,정상,2026-07-20 09:35:20
kr,011000,진원생명과학,00118521,투자판단관련주요경영사항              ,20260716,20260716801020,DART,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260716801020,000,정상,2026-07-20 09:35:20
kr,,대방이노베이션,01158386,특수관계인으로부터자금차입,20260716,20260716000826,DART,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260716000826,000,정상,2026-07-20 09:35:20
kr,,디비건설,01158359,특수관계인에대한자금대여,20260716,20260716000825,DART,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260716000825,000,정상,2026-07-20 09:35:20
kr,097230,HJ중공업,00633835,[기재정정]단일판매ㆍ공급계약체결              ,20260716,20260716801014,DART,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260716801014,000,정상,2026-07-20 09:35:20
kr,,노블랜드,01020056,특수관계인으로부터자금차입,20260716,20260716000824,DART,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260716000824,000,정상,2026-07-20 09:35:20
kr,001720,신영증권,00136721,일괄신고서(기타파생결합증권),20260716,20260716000687,DART,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260716000687,000,정상,2026-07-20 09:35:20
kr,,지에스이앤알,00429889,특수관계인에대한담보제공,20260716,20260716000823,DART,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260716000823,000,정상,2026-07-20 09:35:20
kr,001720,신영증권,00136721,일괄신고서(파생결합증권-주가연계증권),20260716,20260716000682,DART,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260716000682,000,정상,2026-07-20 09:35:20
kr,,남양개발,00456722,특수관계인으로부터자금차입,20260716,20260716000822,DART,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260716000822,000,정상,2026-07-20 09:35:20
kr,143540,영우디에스피,00569646,임원ㆍ주요주주특정증권등소유상황보고서,20260716,20260716000821,DART,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260716000821,000,정상,2026-07-20 09:35:20
kr,065420,에스아이리소스,00120906,[기재정정]주식병합결정              (주식병합결정(정정)),20260716,20260716901042,DART,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260716901042,000,정상,2026-07-20 09:35:20
kr,002020,코오롱,00152862,타인에대한채무보증결정(자회사의 주요경영사항)              ,20260716,20260716801010,DART,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260716801010,000,정상,2026-07-20 09:35:20
kr,084370,유진테크,00531014,임원ㆍ주요주주특정증권등소유상황보고서,20260716,20260716000820,DART,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260716000820,000,정상,2026-07-20 09:35:20
kr,213420,덕산네오룩스,01061558,임원ㆍ주요주주특정증권등소유상황보고서,20260716,20260716000819,DART,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260716000819,000,정상,2026-07-20 09:35:20
kr,042940,상지건설,00232007,[기재정정]주요사항보고서(유상증자결정),20260716,20260716000809,DART,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260716000809,000,정상,2026-07-20 09:35:20
kr,028260,삼성물산,00149655,결산실적공시예고(안내공시)              ,20260716,20260716801019,DART,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260716801019,000,정상,2026-07-20 09:35:20
kr,366030,나인앤컴퍼니,01307335,타법인주식및출자증권취득결정(자율공시)              ,20260716,20260716900946,DART,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260716900946,000,정상,2026-07-20 09:35:20
kr,030610,교보증권,00113359,주주명부폐쇄기간또는기준일설정              ,20260716,20260716800986,DART,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260716800986,000,정상,2026-07-20 09:35:20
kr,,에스피글로벌디벨롭먼트,02000891,유상증자결정,20260716,20260716000817,DART,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260716000817,000,정상,2026-07-20 09:35:20
kr,083650,비에이치아이,00409788,주식등의대량보유상황보고서(일반),20260716,20260716000816,DART,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260716000816,000,정상,2026-07-20 09:35:20
kr,018260,삼성에스디에스,00126186,임원ㆍ주요주주특정증권등소유상황보고서,20260716,20260716000815,DART,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260716000815,000,정상,2026-07-20 09:35:20
kr,,그래핀스퀘어,01536955,주요사항보고서(유상증자결정),20260716,20260716000814,DART,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260716000814,000,정상,2026-07-20 09:35:20
kr,083640,인콘,00475976,주식병합결정              ,20260716,20260716901021,DART,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260716901021,000,정상,2026-07-20 09:35:20
kr,,남양개발,00456722,특수관계인으로부터자금차입,20260716,20260716000813,DART,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260716000813,000,정상,2026-07-20 09:35:20
kr,083640,인콘,00475976,[기재정정]주주총회소집결의              ,20260716,20260716901007,DART,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260716901007,000,정상,2026-07-20 09:35:20
