market,symbol,name,inHoldings,inWatchlist,inTargets,inRecommendations,inCurrentPriceFile,dataStatus,missingReason,source
us,GLD,Gold ETF,false,false,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_us.csv|kis_collection_targets_us.csv
us,GOOGL,Alphabet,false,true,true,true,true,NORMAL,,candidate_universe_us.csv|kis_collection_targets_us.csv|mone_v36_final_recommendations_us_aggressive_mid.csv|mone_v36_final_recommendations_us_aggressive_short.csv|mone_v36_final_recommendations_us_aggressive_swing.csv|mone_v36_final_recommendations_us_balanced_short.csv|mone_v36_final_recommendations_us_balanced_swing.csv|mone_v36_final_recommendations_us_conservative_mid.csv|mone_v36_final_recommendations_us_conservative_short.csv|mone_v36_final_recommendations_us_conservative_swing.csv|watchlist_us.csv|watchlist_us_growth.csv
us,HIMS,Hims & Hers,false,true,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_us.csv|kis_collection_targets_us.csv|watchlist_us.csv|watchlist_us_growth.csv
us,HOOD,Robinhood,false,true,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_us.csv|kis_collection_targets_us.csv|watchlist_us.csv|watchlist_us_growth.csv
us,HPE,HPE,false,false,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_us.csv|kis_collection_targets_us.csv
us,HUT,Hut 8,false,true,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_us.csv|kis_collection_targets_us.csv|watchlist_us.csv|watchlist_us_growth.csv
us,IBIT,iShares Bitcoin Trust,false,false,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_us.csv|kis_collection_targets_us.csv
us,INTC,Intel,true,true,true,true,true,NORMAL,,candidate_universe_us.csv|holdings_us.csv|kis_collection_targets_us.csv|watchlist_us.csv|watchlist_us_growth.csv
us,IONQ,IONQ,false,true,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_us.csv|kis_collection_targets_us.csv|watchlist_us.csv|watchlist_us_growth.csv
us,IREN,IREN,false,true,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_us.csv|kis_collection_targets_us.csv|watchlist_us.csv|watchlist_us_growth.csv
us,ISRG,Intuitive Surgical,false,false,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_us.csv|kis_collection_targets_us.csv
us,IWM,Russell 2000 ETF,false,true,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_us.csv|kis_collection_targets_us.csv|watchlist_us.csv|watchlist_us_growth.csv
us,JOBY,Joby Aviation,false,true,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_us.csv|kis_collection_targets_us.csv|watchlist_us.csv|watchlist_us_growth.csv
us,KLAC,KLA,false,false,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_us.csv|kis_collection_targets_us.csv
us,KTOS,Kratos Defense,false,true,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_us.csv|kis_collection_targets_us.csv|watchlist_us.csv|watchlist_us_growth.csv
us,LITE,Lumentum,true,true,true,true,true,NORMAL,,candidate_universe_us.csv|holdings_us.csv|kis_collection_targets_us.csv|mone_v36_final_recommendations_us_aggressive_mid.csv|mone_v36_final_recommendations_us_aggressive_short.csv|mone_v36_final_recommendations_us_aggressive_swing.csv|mone_v36_final_recommendations_us_balanced_mid.csv|mone_v36_final_recommendations_us_balanced_short.csv|watchlist_us.csv|watchlist_us_growth.csv
us,LLY,Eli Lilly,false,false,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_us.csv|kis_collection_targets_us.csv
us,LRCX,Lam Research,false,false,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_us.csv|kis_collection_targets_us.csv
us,LUNR,Intuitive Machines,false,true,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_us.csv|kis_collection_targets_us.csv|watchlist_us.csv|watchlist_us_growth.csv
us,MARA,MARA Holdings,false,false,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_us.csv|kis_collection_targets_us.csv
us,MDB,MongoDB,false,true,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_us.csv|kis_collection_targets_us.csv|watchlist_us.csv|watchlist_us_growth.csv
us,MELI,MercadoLibre,false,false,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_us.csv|kis_collection_targets_us.csv
us,META,Meta Platforms,false,true,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_us.csv|kis_collection_targets_us.csv|mone_v36_final_recommendations_us_aggressive_mid.csv|mone_v36_final_recommendations_us_aggressive_short.csv|mone_v36_final_recommendations_us_aggressive_swing.csv|mone_v36_final_recommendations_us_balanced_mid.csv|watchlist_us.csv|watchlist_us_growth.csv
us,MPWR,Monolithic Power,false,false,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_us.csv|kis_collection_targets_us.csv
us,MRVL,Marvell,false,true,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_us.csv|kis_collection_targets_us.csv|watchlist_us.csv|watchlist_us_growth.csv
us,MSFT,Microsoft,false,true,true,true,true,NORMAL,,candidate_universe_us.csv|kis_collection_targets_us.csv|mone_v36_final_recommendations_us_balanced_swing.csv|watchlist_us.csv|watchlist_us_growth.csv
us,MSTR,MicroStrategy,false,false,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_us.csv|kis_collection_targets_us.csv
us,MU,Micron,false,true,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_us.csv|kis_collection_targets_us.csv|watchlist_us.csv|watchlist_us_growth.csv
us,NBIS,네비우스 그룹,true,true,true,true,true,NORMAL,,candidate_universe_us.csv|holdings_us.csv|kis_collection_targets_us.csv|watchlist_us.csv|watchlist_us_growth.csv
us,NET,Cloudflare,false,true,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_us.csv|kis_collection_targets_us.csv|watchlist_us.csv|watchlist_us_growth.csv
us,NOW,ServiceNow,false,false,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_us.csv|kis_collection_targets_us.csv
us,NVDA,NVIDIA,false,true,true,true,true,NORMAL,,candidate_universe_us.csv|kis_collection_targets_us.csv|mone_v36_final_recommendations_us_aggressive_mid.csv|mone_v36_final_recommendations_us_aggressive_short.csv|mone_v36_final_recommendations_us_aggressive_swing.csv|mone_v36_final_recommendations_us_balanced_mid.csv|mone_v36_final_recommendations_us_balanced_short.csv|mone_v36_final_recommendations_us_balanced_swing.csv|mone_v36_final_recommendations_us_conservative_mid.csv|mone_v36_final_recommendations_us_conservative_short.csv|mone_v36_final_recommendations_us_conservative_swing.csv|watchlist_us.csv|watchlist_us_growth.csv
us,NVO,Novo Nordisk,false,false,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_us.csv|kis_collection_targets_us.csv
us,OKLO,OKLO,false,true,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_us.csv|kis_collection_targets_us.csv|watchlist_us.csv|watchlist_us_growth.csv
us,OKTA,OKTA,false,false,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_us.csv|kis_collection_targets_us.csv
us,ON,ON Semiconductor,false,false,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_us.csv|kis_collection_targets_us.csv
us,ORCL,Oracle,false,false,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_us.csv|kis_collection_targets_us.csv
us,PANW,Palo Alto Networks,false,false,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_us.csv|kis_collection_targets_us.csv
us,PATH,UiPath,false,false,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_us.csv|kis_collection_targets_us.csv
us,PLTR,Palantir,false,true,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_us.csv|kis_collection_targets_us.csv|watchlist_us.csv|watchlist_us_growth.csv
us,QQQ,Nasdaq 100 ETF,false,true,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_us.csv|kis_collection_targets_us.csv|watchlist_us.csv|watchlist_us_growth.csv
us,QUBT,Quantum Computing,false,true,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_us.csv|kis_collection_targets_us.csv|watchlist_us.csv|watchlist_us_growth.csv
us,RDDT,Reddit,false,true,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_us.csv|kis_collection_targets_us.csv|watchlist_us.csv|watchlist_us_growth.csv
us,RGTI,Rigetti,false,true,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_us.csv|kis_collection_targets_us.csv|watchlist_us.csv|watchlist_us_growth.csv
us,RIOT,Riot Platforms,false,false,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_us.csv|kis_collection_targets_us.csv
us,RKLB,Rocket Lab,true,true,true,true,true,NORMAL,,candidate_universe_us.csv|holdings_us.csv|kis_collection_targets_us.csv|watchlist_us.csv|watchlist_us_growth.csv
us,RXRX,Recursion,false,false,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_us.csv|kis_collection_targets_us.csv
us,S,SentinelOne,false,false,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_us.csv|kis_collection_targets_us.csv
us,SE,Sea Limited,false,false,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_us.csv|kis_collection_targets_us.csv
us,SHOP,Shopify,false,false,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_us.csv|kis_collection_targets_us.csv
us,SIMO,Silicon Motion,true,false,true,false,true,NORMAL,,holdings_us.csv|kis_collection_targets_us.csv
us,SMCI,Super Micro Computer,false,true,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_us.csv|kis_collection_targets_us.csv|watchlist_us.csv|watchlist_us_growth.csv
us,SMH,VanEck Semiconductor ETF,false,true,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_us.csv|kis_collection_targets_us.csv|mone_v36_final_recommendations_us_aggressive_mid.csv|mone_v36_final_recommendations_us_aggressive_short.csv|watchlist_us.csv|watchlist_us_growth.csv
us,SMR,NuScale Power,false,true,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_us.csv|kis_collection_targets_us.csv|watchlist_us.csv|watchlist_us_growth.csv
us,SNDK,샌디스크,true,true,true,true,true,NORMAL,,candidate_universe_us.csv|holdings_us.csv|kis_collection_targets_us.csv|watchlist_us.csv|watchlist_us_growth.csv
us,SNOW,Snowflake,false,true,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_us.csv|kis_collection_targets_us.csv|watchlist_us.csv|watchlist_us_growth.csv
us,SOUN,SoundHound AI,false,false,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_us.csv|kis_collection_targets_us.csv
us,SOXX,Semiconductor ETF,false,true,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_us.csv|kis_collection_targets_us.csv|mone_v36_final_recommendations_us_aggressive_mid.csv|mone_v36_final_recommendations_us_aggressive_short.csv|mone_v36_final_recommendations_us_aggressive_swing.csv|watchlist_us.csv|watchlist_us_growth.csv
us,SPY,S&P 500 ETF,false,true,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_us.csv|kis_collection_targets_us.csv|mone_v36_final_recommendations_us_aggressive_swing.csv|watchlist_us.csv|watchlist_us_growth.csv
us,STX,Seagate,false,false,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_us.csv|kis_collection_targets_us.csv
us,TEM,Tempus AI,false,true,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_us.csv|kis_collection_targets_us.csv|watchlist_us.csv|watchlist_us_growth.csv
us,TER,Teradyne,false,false,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_us.csv|kis_collection_targets_us.csv
us,TLT,20Y Treasury ETF,false,false,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_us.csv|kis_collection_targets_us.csv
us,TMDX,TransMedics,false,true,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_us.csv|kis_collection_targets_us.csv|mone_v36_final_recommendations_us_aggressive_mid.csv|mone_v36_final_recommendations_us_aggressive_short.csv|mone_v36_final_recommendations_us_aggressive_swing.csv|mone_v36_final_recommendations_us_balanced_mid.csv|mone_v36_final_recommendations_us_balanced_short.csv|watchlist_us.csv|watchlist_us_growth.csv
us,TSLA,Tesla,false,true,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_us.csv|kis_collection_targets_us.csv|mone_v36_final_recommendations_us_aggressive_mid.csv|mone_v36_final_recommendations_us_aggressive_short.csv|mone_v36_final_recommendations_us_aggressive_swing.csv|mone_v36_final_recommendations_us_balanced_mid.csv|mone_v36_final_recommendations_us_balanced_short.csv|mone_v36_final_recommendations_us_conservative_mid.csv|mone_v36_final_recommendations_us_conservative_short.csv|mone_v36_final_recommendations_us_conservative_swing.csv|watchlist_us.csv|watchlist_us_growth.csv
us,TSM,TSMC,false,false,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_us.csv|kis_collection_targets_us.csv
us,VRT,Vertiv,false,true,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_us.csv|kis_collection_targets_us.csv|mone_v36_final_recommendations_us_aggressive_mid.csv|mone_v36_final_recommendations_us_aggressive_short.csv|mone_v36_final_recommendations_us_aggressive_swing.csv|mone_v36_final_recommendations_us_balanced_mid.csv|mone_v36_final_recommendations_us_balanced_short.csv|mone_v36_final_recommendations_us_conservative_mid.csv|mone_v36_final_recommendations_us_conservative_short.csv|mone_v36_final_recommendations_us_conservative_swing.csv|watchlist_us.csv|watchlist_us_growth.csv
us,VRTX,Vertex,false,false,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_us.csv|kis_collection_targets_us.csv
us,WDC,Western Digital,false,false,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_us.csv|kis_collection_targets_us.csv
us,WMT,Walmart,false,false,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_us.csv|kis_collection_targets_us.csv
us,XLE,Energy ETF,false,false,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_us.csv|kis_collection_targets_us.csv
us,XLF,Financial ETF,false,false,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_us.csv|kis_collection_targets_us.csv
us,ZS,Zscaler,false,false,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_us.csv|kis_collection_targets_us.csv
