시장,예측대상일,실전우선순위,실전최종판정,실전판정이유,상태,매수행동,매수금지,종목,판정,실시간현재가,실시간괴리,실시간판정,학습보정,학습요약,품질점수,재무,수급,품질요약,보정신뢰도,매매적합도,앙상블추정점수,성과보정,추천수량,주문예상금액,3분할계획,예상평단,평단손절위험,1R위험금액,매수단위근거,손익비,우선진입가,보수대기선,지지존,저항존,진입거리,전일대비진입,손절가,손절폭,1차익절가,익절거리,2차익절가,예상시초가,예상종가범위,주문검증,주문검증메모,진입근거,주의사유,금지사유,행동이유,symbol,ticker,code,종목코드,name,stock_name,종목명,market,현재가,last_price,current_price,관찰 기준가,active_scenario_pullback_price,조건부 진입가,매수가,entry,entry_price,buy_price,stop,stop_loss,1차 목표가,목표가,tp1,target_price,2차 목표가,tp2,rr,risk_reward,기대수익률,expected_return,수급점수,수급 점수,supply_score,flow_score,실적점수,실적 점수,earnings_score,밸류에이션점수,밸류에이션 점수,벨류에이션점수,valuation_score,차트점수,차트 점수,chart_score,실적상태,earnings_data_status,밸류상태,valuation_data_status,수급상태,flow_data_status,price_data_status
미국주식,2026-05-12,-37.4,관망 우위,매수금지/리스크 조건 우선,🔴,관망/제외,True,MDB,관망 우위,$308.02,+1.09%,진입가 근처,학습기록 부족,-,14,재무 우호,수급 데이터 제한,"분기 매출 3연속 증가 / 3년 매출 성장 91.9% / 영업이익률 개선 +9.8%p / 미장은 현재 Finnhub quote 중심, 기관/외국",10,0,0,성과보정 중립,6주,"$1,828.26",1차 $304.71 30% / 2차 $289.47 30% / 3차 $309.28 40%,$301.97,2.13%,$54.24,투입금액 한도 기준,1.45,$304.71,$303.79,$300.87 ~ $307.10,$316.63 ~ $323.68,-0.20%,-1.34%,$295.67,+2.97%,$317.81,+4.30%,$324.14,$305.32,$281.42 ~ $326.55,정상,주문기준 정상범위,지지존 기반: 단기 핵심 지지존 상단/중심 근사 / 예상시초가 기준 3.8% 이내,대형 이벤트일: 변동성 확대 | 손익비 부족: 1차 R:R 1.45,주의사유 존재 / 앙상블 약함(0점 < 45점) / 예상중앙등락 약세(-1.57%) / 방어적 판정(관망 우위) / 매수행동이 관망/제외,주의사유가 있어 신규 진입은 보수적으로 봅니다. / 매수금지: 주의사유 존재 / 앙상블 약함(0점 < 45점) / 예상중앙등락 약세(-1.57%) / 방어적 판정(관망 우위) / 매수행동이 관망/제외,MDB,MDB,MDB,MDB,MongoDB,MongoDB,MongoDB,미국주식,$329.14,$329.14,$329.14,,,,,,,,$320.02,$320.02,$341.85,$341.85,$341.85,$341.85,,,1:1.25,1:1.25,,,0.0,0.0,0.0,0.0,9.4,9.4,9.4,2.0,2.0,2.0,2.0,0.0,0.0,0.0,partial,partial,ok,ok,success,success,저장된 후보 기준
