scan_time_kst,market,symbol,name,theme,sector,grade,grade_label,score,reason,upgrade_condition,exclude_reason,normalized_exclude_reason,normalized_exclude_labels,last_price,change_pct,weekly_trend,daily_setup,liquidity,volume_ratio,sector_strength,market_score,rr,entry,stop,tp1,tp2,news_risk,news_risk_level,news_risk_title,risk_final_decision,risk_confidence_score,rr_level,rr_pass,overheat_level,chase_risk,market_risk_level,news_grade,sell_the_news_risk,prediction_result,decision_success,failure_reason,actual_review_ready,bad_review_failure_count,recent_failure_pattern,latest_review_target_date,trade_allowed,high_probability_candidate,실전등급,실전등급점수,실전등급사유,실전경고,gap_chase,expectancy,app_reliability,turnover,atr_pct,observation_reason,insufficient_conditions,a_grade_upgrade_hint,pullback_wait_price,main_risks,score_before_filter,hard_filter_triggered,hard_filter_reason,gap_pct_vs_entry,final_decision,has_major_event,event_type,event_date,event_timing,event_result,event_window,market_reaction_score,sector_reaction_score,price_reaction_score,volume_reaction_score,news_reaction_score,rates_reaction_score,fx_reaction_score,no_chase_flag,pullback_wait_flag,retest_entry_flag,event_decision,event_reason,event_scenarios_json,active_scenario_type,active_scenario_entry_price,active_scenario_pullback_price,active_scenario_no_chase_price,active_scenario_stop_loss,active_scenario_take_profit_1,active_scenario_take_profit_2,active_scenario_risk_reward,active_scenario_decision,active_scenario_reason,event_summary_label,event_pre_msg,post_event_upgrade_hint,gap_reaction_note,event_ui_blurb,original_grade,performance_penalty_score,performance_penalty_reasons,recent_fail_pattern_hit,adjusted_score_after_review,catalyst_score,news_importance_score,news_freshness_score,disclosure_score,earnings_score,supply_score,catalyst_reasons,catalyst_warnings,decision_change_log,catalyst_data_status,news_data_status,disclosure_data_status,earnings_data_status,supply_data_status,catalyst_score_source,earnings_reason,earnings_warning,earnings_source,revenue_growth,operating_income_growth,net_income_growth,valuation_score,valuation_data_status,valuation_reason,valuation_warning,valuation_source,per,pbr,psr,roe,market_cap,stock_attractiveness_score,stock_quality_level,stock_quality_reasons,stock_quality_warnings,trade_fit_score,price_fit_level,entry_gap_pct,stop_clarity_score,resistance_room_pct,trade_fit_reasons,trade_fit_warnings,entry_position_type,entry_position_score,entry_position_reason,entry_position_warning,review_penalty_reason,strategy_mode,strategy_adjustment_score,strategy_adjusted_score,strategy_adjusted_grade,strategy_trade_allowed,strategy_reasons,strategy_warnings,position_size_pct,position_risk_level,position_action,position_reasons,position_warnings,candidate_up_ratio,candidate_down_ratio,candidate_avg_change_pct,candidate_median_change_pct,candidate_volume_strength,breadth_risk_score,market_breadth_warning,sector_internal_strength,sector_spread_score,market_hardblock,hardblock_level,hardblock_reasons,new_buy_blocked,sector_momentum_score,sector_relative_strength_score,sector_breadth_score,sector_money_flow_score,weak_market_strong_sector_flag,sector_attack_reasons,market_regime,risk_level,nasdaq_change_pct,kosdaq_change_pct,sp500_change_pct,kospi_change_pct,aggressive_score,market_relative_strength,sector_relative_strength,down_market_resilience_score,weak_market_leader_flag,strong_watch_candidate,aggressive_reasons,aggressive_warnings,condition_key,historical_condition_key,historical_sample_count,historical_tp1_hit_rate_5d,historical_stop_hit_rate_5d,historical_expected_return_5d,historical_pattern_note,prob_up_1d,prob_up_3d,prob_up_5d,prob_up_10d,prob_down_5d,prob_tp1_5d,prob_stop_5d,prob_tp_first,prob_stop_first,prob_market_outperform_5d,prob_sector_outperform_5d,expected_return_5d,forecast_label,forecast_confidence,forecast_reasons,forecast_warnings,sell_timing_label,profit_taking_plan,hold_or_sell_decision,trailing_stop_level,exit_invalid_condition,sell_reasons,sell_warnings,final_grade,grade_change_reason,regime_downgrade_reason,hard_block_reason,intraday_price_change_pct,intraday_volume,intraday_trading_value,intraday_volume_ratio,intraday_trading_value_ratio,intraday_money_flow_score,intraday_order_strength_score,intraday_signal_score,intraday_action_label,intraday_entry_confirmed,intraday_chase_risk,intraday_warning,intraday_reason,intraday_updated_at,intraday_fetch_status,intraday_failure_reason,intraday_market_session,intraday_composite_score,intraday_final_label,intraday_final_reason,intraday_final_warning,bid_total_volume,ask_total_volume,bid_ask_ratio,orderbook_imbalance,spread_pct,execution_strength,orderbook_imbalance_score,execution_strength_score,order_strength_score,order_strength_label,order_strength_warning,order_strength_reason,orderbook_data_available,orderbook_updated_at,foreign_net_buy,institution_net_buy,individual_net_buy,program_net_buy,foreign_flow_score,institution_flow_score,program_flow_score,intraday_flow_score,sector_intraday_strength_score,sector_flow_label,sector_flow_alignment_score,intraday_flow_label,intraday_flow_warning,intraday_flow_reason,flow_data_available,flow_updated_at,portfolio_risk_level,total_exposure_pct,sector_concentration_warning,portfolio_expected_return,max_expected_loss_pct,portfolio_action,portfolio_warnings,ticker,code,종목코드,stock_name,종목명,종목,시장,current_price,현재가,basis_price,관찰 기준가,entry_price,preferred_entry,buy_price,조건부 진입가,매수가,stop_loss,손절가,target1,target_price,1차 목표가,목표가,target2,take_profit2,2차 목표가,risk_reward,손익비,수급점수,수급 점수,flow_score,실적점수,실적 점수,밸류에이션점수,밸류에이션 점수,벨류에이션점수,chart_score,차트점수,차트 점수,total_score,종합점수,종합 점수,risk_penalty,리스크감점,risk_deduction,risk_deduction_score,price_data_status,flow_data_status,데이터 상태,수급상태,실적상태,밸류상태
2026-06-01 08:56:17 KST,한국주식,017670,SK텔레콤,통신·AI,통신,C,매수 금지,94,SK텔레콤: 손익비·차트 위치는 참고 가능하나 거래량 확인 필요; 유사 조건 n=0로 기대값은 참고 수준,A급 전환 조건: 거래량 증가 / risk_confidence_score 70 이상 / risk_final_decision 매수 가능/돌파 접근,-,거래량 부족,거래량 부족|손익비 부족|기대값 부족,98100,+0.00%,상승,"지지선 근처, 일봉 눌림목","20일 평균 거래대금 115,023,132,660원",0.00배,0,0,3.58,100016,97032,110702,113012,-,0,,관망 우위,0.0,우수,True,보통,False,보통,,False,,,,False,0,False,,False,False,B급,94,risk_confidence_score 70 이상 / risk_final_decision 매수 가능/돌파 접근,risk_confidence_score 70 이상 / risk_final_decision 매수 가능/돌파 접근,추격 아님,"성과 기록 부족 (+0.00%, n=0)",94,115023132660.0,5.42,거래량 배율 0.00배 / 유사 조건 표본 n=0,거래량 증가 / risk_confidence_score 70 이상 / risk_final_decision 매수 가능/돌파 접근,눌림 대기 가격 부근에서 거래량 회복·기대값 표본 확대·뉴스 리스크 완화,99417,눌림·돌파 실패 시 추가 하락 / 거래량 부족 시 추세 약화 / 이벤트 변동성 확대,,-,-,,성장 관찰 후보·눌림 대기·돌파 확인 후 접근,N,NORMAL,,none,unknown,none,50,48,72,35,88,50,50,N,Y,N,이벤트 후 확인,시장 반응이 명확하지 않음 — 재평가·눌림 확인,"{""positive_scenario"": {""scenario_type"": ""positive"", ""scenario_entry_price"": ""100,016원"", ""scenario_pullback_price"": ""99,616원"", ""scenario_no_chase_price"": ""104,517원"", ""scenario_stop_loss"": ""97,032원"", ""scenario_take_profit_1"": ""110,702원"", ""scenario_take_profit_2"": ""113,012원"", ""scenario_risk_reward"": ""3.58"", ""scenario_decision"": ""조건부 진입 가능 (시나리오)"", ""scenario_reason"": ""지수·섹터 강세·거래량 동반 가정 시 우선진입가 부근 검토"", ""scenario_ref_price"": ""100,600원""}, ""neutral_scenario"": {""scenario_type"": ""neutral"", ""scenario_entry_price"": ""99,816원"", ""scenario_pullback_price"": ""99,417원"", ""scenario_no_chase_price"": ""104,308원"", ""scenario_stop_loss"": ""97,032원"", ""scenario_take_profit_1"": ""110,702원"", ""scenario_take_profit_2"": ""113,012원"", ""scenario_risk_reward"": ""3.58"", ""scenario_decision"": ""관망 또는 눌림 대기"", ""scenario_reason"": ""이벤트 결과가 애매할 때는 추격 없이 눌림·재테스트 확인"", ""scenario_ref_price"": ""100,600원""}, ""negative_scenario"": {""scenario_type"": ""negative"", ""scenario_entry_price"": ""-"", ""scenario_pullback_price"": ""-"", ""scenario_no_chase_price"": ""-"", ""scenario_stop_loss"": ""97,032원"", ""scenario_take_profit_1"": ""110,702원"", ""scenario_take_profit_2"": ""113,012원"", ""scenario_risk_reward"": ""3.58"", ""scenario_decision"": ""매수금지 또는 C급 제외 (시나리오)"", ""scenario_reason"": ""결과 부정·급락·손익비 훼손 가정 시 신규 매수 시나리오 보류"", ""scenario_ref_price"": ""100,600원""}}",neutral,100016,99417,"104,308원",97032,110702,113012,3.58,관망 또는 눌림 대기,이벤트 결과가 애매할 때는 추격 없이 눌림·재테스트 확인,주요 이벤트 없음,,이벤트 후 1~2일 눌림·재테스트·손익비 1:1.5 이상 재확인 시 A급 검토,갭 중립,NORMAL/none · 이벤트 후 확인,B,0,,False,98.0,56,50,50,50,56.0,10.0,최근 뉴스 없음: 중립 유지 / 공시 특이사항 없음: 중립 유지 / 거래대금 충분 / 거래대금 강함,거래량 부진,최근 뉴스 없음: 중립 유지 / 공시 특이사항 없음: 중립 유지 / 실적 데이터 부족: 보수 점수 적용 / 후보 기본 점수 우위 반영: 가산 / 거래대금 증가 반영: 가산 / 섹터/테마 모멘텀 반영: 소폭 가산,mixed_row_fallback,no_recent_issue,no_recent_issue,partial,neutral_confirmed,row_fallback,영업이익 성장 6.3%,"실적 일부 부족, 보수 반영",DART,-1.46,6.28,,,data_missing,PER/PBR/PSR 원자료 없음,밸류 데이터 없음,DART,,,,,,43,낮음,종목 매력도 중립,거래량 부족,74,보통,0.0,30,0.0,손익비 3.0 이상 / 진입가 근접,진입가/현재가 확인 부족 / 손절가 확인 부족,눌림 중,68,진입가 근처의 눌림 구간,확인 전 소액/관찰,,위험장,-25,44,금지,False,하락장: 시장 하드블록 / 거시 위험: growth index drop / 위험장: 신규매수 금지,"하락장 -> 위험장: 거시 위험 보수 조정 / 신규매수 금지, 비중 축소/손절 기준 우선",0,매우 보수적,신규매수 금지,강제 0% 조건,strategy_trade_allowed=False / 위험장,0.0,0.0,0.0,0.0,0.0,0,정상,"[{""sector"": ""2차전지"", ""sector_up_ratio"": 0.0, ""sector_avg_change_pct"": 0.0, ""sector_volume_strength"": 0.0, ""sector_breadth_score"": 0, ""sector_spread_score"": 0}, {""sector"": ""IT부품"", ""sector_up_ratio"": 0.0, ""sector_avg_change_pct"": 0.0, ""sector_volume_strength"": 0.0, ""sector_breadth_score"": 0, ""sector_spread_score"": 0}, {""sector"": ""건설"", ""sector_up_ratio"": 0.0, ""sector_avg_change_pct"": 0.0, ""sector_volume_strength"": 0.0, ""sector_breadth_score"": 0, ""sector_spread_score"": 0}, {""sector"": ""금융"", ""sector_up_ratio"": 0.0, ""sector_avg_change_pct"": 0.0, ""sector_volume_strength"": 0.0, ""sector_breadth_score"": 0, ""sector_spread_score"": 0}, {""sector"": ""로봇"", ""sector_up_ratio"": 0.0, ""sector_avg_change_pct"": 0.0, ""sector_volume_strength"": 0.0, ""sector_breadth_score"": 0, ""sector_spread_score"": 0}, {""sector"": ""바이오"", ""sector_up_ratio"": 0.0, ""sector_avg_change_pct"": 0.0, ""sector_volume_strength"": 0.0, ""sector_breadth_score"": 0, ""sector_spread_score"": 0}, {""sector"": ""반도체"", ""sector_up_ratio"": 0.0, ""sector_avg_change_pct"": 0.0, ""sector_volume_strength"": 0.0, ""sector_breadth_score"": 0, ""sector_spread_score"": 0}, {""sector"": ""반도체 부품"", ""sector_up_ratio"": 0.0, ""sector_avg_change_pct"": 0.0, ""sector_volume_strength"": 0.0, ""sector_breadth_score"": 0, ""sector_spread_score"": 0}, {""sector"": ""반도체 장비"", ""sector_up_ratio"": 0.0, ""sector_avg_change_pct"": 0.0, ""sector_volume_strength"": 0.0, ""sector_breadth_score"": 0, ""sector_spread_score"": 0}, {""sector"": ""반도체 후공정"", ""sector_up_ratio"": 0.0, ""sector_avg_change_pct"": 0.0, ""sector_volume_strength"": 0.0, ""sector_breadth_score"": 0, ""sector_spread_score"": 0}]",0,True,강함,코스닥 급락 / 원달러 급등,True,43,47,0,69,False,거래량/거래대금 유입,이벤트 변동성장,위험,0.2048797158850313,-2.6766576945494225,0.21722606785117282,3.5534519873386516,66,0.0,0.0,55,False,False,거래량/거래대금 증가 / 20일 고점 근접/돌파,"약세장: 즉시매수 금지, 관찰 우선","score_<45|rr_3+|entry_near|sector=통신|chart=지지선 근처, 일봉 눌림목|news_low|market=위험장|entry=눌림 중|agg_50_69","score_<45|rr_3+|entry_near|sector=통신|chart=지지선 근처, 일봉 눌림목|news_low|market=위험장|entry=눌림 중|agg_50_69",0,0.0,0.0,0.0,표본 부족: 유사조건 통계 미적용,38.8,37.08,36.22,37.6,71.78,35.61,71.78,32.66,74.66,61.88,59.24,0.24,신규매수 금지,보통,손익비 통과 / 손익비 우호 / 가격 적합도 양호 / 상대강도 관찰 후보 / 표본 부족: 유사조건 통계 미적용,위험장/하드블록: 즉시매수 확률 하향 / 상승확률은 있으나 시장/전략/하드블록 조건으로 즉시매수 금지,보유자만 관리,"신규 진입 금지, 보유자는 손절선/트레일링 스탑 기준만 관리",신규매수 금지/관망,0.0,손절/무효 가격 재확인 필요,신규매수 금지 상태: 보유자만 매도 기준 관리,시장/전략 금지 상태에서는 신규 진입 금지,C,B -> C,하락장: 시장 하드블록 / 거시 위험: growth index drop / 위험장: 신규매수 금지,위험장 / 전략 금지,0.0,0.0,0.0,0.0,0.0,40,50,43,장중 판단 보류,False,False,,,,,,,43,장중 판단 보류,,,0.0,0.0,0.0,0.0,0.0,0.0,50,50,50,호가 판단 보류,,,False,,0.0,0.0,0.0,0.0,50,50,50,45,50,,50,수급 판단 보류,,,False,,매우 높음,100.0,전기차/성장주: 3개/0.0653% / 반도체/AI: 5개/0.1485% / 반도체: 1개/49.5814% / 반도체 부품: 1개/50.0915%,0.0,9.0044,C/금지 후보는 신규 편입 목록에서 제외 / 추가 편입 전 현금 비중 확인 / 전기차/성장주 섹터 신규 편입 제한 / 반도체/AI 섹터 신규 편입 제한 / 반도체 섹터 신규 편입 제한 / 반도체 부품 섹터 신규 편입 제한 / 손절 기준 재점검 및 포지션 축소,C/금지 후보 99개는 포트폴리오 편입 불가 / 총 포지션 노출 80% 초과 / 전기차/성장주 섹터 과집중 / 반도체/AI 섹터 과집중 / 반도체 섹터 과집중 / 반도체 부품 섹터 과집중 / 예상 최대 손실 6% 이상,,017670,017670,SK텔레콤,SK텔레콤,SK텔레콤,한국주식,98100,98100,99417,99417,100016,100016,100016,100016,100016,97032,97032,110702,110702,110702,110702,,113012,113012,3.58,3.58,10.0,10.0,10.0,56.0,56.0,,,,25.0,25.0,25.0,94,94,94,35.0,35.0,35.0,35.0,저장된 후보 기준,False,저장된 후보 기준,False,partial,data_missing
2026-06-01 08:56:18 KST,한국주식,000810,삼성화재,보험,금융,C,매수 금지,66,삼성화재: 손익비·차트 위치는 참고 가능하나 거래량 확인 필요; 유사 조건 n=0로 기대값은 참고 수준,A급 전환 조건: 거래량 증가 / rr >= 2.0 / risk_confidence_score 70 이상 / risk_final_decision 매수 가능/돌파 접근,-,거래량 부족,거래량 부족|손익비 부족|기대값 부족,543000,+0.00%,상승,고점 재돌파 확인,"20일 평균 거래대금 116,719,510,550원",0.00배,0,0,1.84,562365,546853,590919,603000,-,0,,관망 우위,0.0,우수,True,보통,False,보통,,False,,,,False,0,False,,False,False,B급,66,rr >= 2.0 / risk_confidence_score 70 이상 / risk_final_decision 매수 가능/돌파 접근,rr >= 2.0 / risk_confidence_score 70 이상 / risk_final_decision 매수 가능/돌파 접근,추격 아님,"성과 기록 부족 (+0.00%, n=0)",94,116719510550.0,5.02,거래량 배율 0.00배 / 유사 조건 표본 n=0,거래량 증가 / rr >= 2.0 / risk_confidence_score 70 이상 / risk_final_decision 매수 가능/돌파 접근,눌림 대기 가격 부근에서 거래량 회복·기대값 표본 확대·뉴스 리스크 완화,558995,눌림·돌파 실패 시 추가 하락 / 거래량 부족 시 추세 약화 / 이벤트 변동성 확대,,-,-,,성장 관찰 후보·눌림 대기·돌파 확인 후 접근,N,NORMAL,,none,unknown,none,50,48,72,35,88,50,50,N,Y,N,이벤트 후 확인,시장 반응이 명확하지 않음 — 재평가·눌림 확인,"{""positive_scenario"": {""scenario_type"": ""positive"", ""scenario_entry_price"": ""562,365원"", ""scenario_pullback_price"": ""560,115원"", ""scenario_no_chase_price"": ""587,671원"", ""scenario_stop_loss"": ""546,853원"", ""scenario_take_profit_1"": ""590,919원"", ""scenario_take_profit_2"": ""603,000원"", ""scenario_risk_reward"": ""1.84"", ""scenario_decision"": ""조건부 진입 가능 (시나리오)"", ""scenario_reason"": ""지수·섹터 강세·거래량 동반 가정 시 우선진입가 부근 검토"", ""scenario_ref_price"": ""569,000원""}, ""neutral_scenario"": {""scenario_type"": ""neutral"", ""scenario_entry_price"": ""561,240원"", ""scenario_pullback_price"": ""558,995원"", ""scenario_no_chase_price"": ""586,496원"", ""scenario_stop_loss"": ""546,853원"", ""scenario_take_profit_1"": ""590,919원"", ""scenario_take_profit_2"": ""603,000원"", ""scenario_risk_reward"": ""1.84"", ""scenario_decision"": ""관망 또는 눌림 대기"", ""scenario_reason"": ""이벤트 결과가 애매할 때는 추격 없이 눌림·재테스트 확인"", ""scenario_ref_price"": ""569,000원""}, ""negative_scenario"": {""scenario_type"": ""negative"", ""scenario_entry_price"": ""-"", ""scenario_pullback_price"": ""-"", ""scenario_no_chase_price"": ""-"", ""scenario_stop_loss"": ""546,853원"", ""scenario_take_profit_1"": ""590,919원"", ""scenario_take_profit_2"": ""603,000원"", ""scenario_risk_reward"": ""1.84"", ""scenario_decision"": ""매수금지 또는 C급 제외 (시나리오)"", ""scenario_reason"": ""결과 부정·급락·손익비 훼손 가정 시 신규 매수 시나리오 보류"", ""scenario_ref_price"": ""569,000원""}}",neutral,562365,558995,"586,496원",546853,590919,603000,1.84,관망 또는 눌림 대기,이벤트 결과가 애매할 때는 추격 없이 눌림·재테스트 확인,주요 이벤트 없음,,이벤트 후 1~2일 눌림·재테스트·손익비 1:1.5 이상 재확인 시 A급 검토,갭 중립,NORMAL/none · 이벤트 후 확인,B,0,,False,96.0,55,50,50,50,74.0,10.0,최근 뉴스 없음: 중립 유지 / 공시 특이사항 없음: 중립 유지 / 거래대금 충분 / 거래대금 강함,거래량 부진,최근 뉴스 없음: 중립 유지 / 공시 특이사항 없음: 중립 유지 / 실적 데이터 부족: 보수 점수 적용 / 후보 기본 점수 우위 반영: 가산 / 거래대금 증가 반영: 가산,mixed_row_fallback,no_recent_issue,no_recent_issue,partial,neutral_confirmed,row_fallback,매출 성장 양호 17.4% / 영업이익 성장 양호 50.7%,"실적 일부 부족, 보수 반영",DART,17.45,50.66,,,data_missing,PER/PBR/PSR 원자료 없음,밸류 데이터 없음,DART,,,,,,43,낮음,종목 매력도 중립,거래량 부족,62,보통,0.0,30,0.0,손익비 기본 통과 / 진입가 근접,진입가/현재가 확인 부족 / 손절가 확인 부족,눌림 중,68,진입가 근처의 눌림 구간,확인 전 소액/관찰,,위험장,-25,44,금지,False,하락장: 시장 하드블록 / 거시 위험: growth index drop / 위험장: 신규매수 금지,"하락장 -> 위험장: 거시 위험 보수 조정 / 신규매수 금지, 비중 축소/손절 기준 우선",0,매우 보수적,신규매수 금지,강제 0% 조건,strategy_trade_allowed=False / 위험장,0.0,0.0,0.0,0.0,0.0,0,정상,"[{""sector"": ""2차전지"", ""sector_up_ratio"": 0.0, ""sector_avg_change_pct"": 0.0, ""sector_volume_strength"": 0.0, ""sector_breadth_score"": 0, ""sector_spread_score"": 0}, {""sector"": ""IT부품"", ""sector_up_ratio"": 0.0, ""sector_avg_change_pct"": 0.0, ""sector_volume_strength"": 0.0, ""sector_breadth_score"": 0, ""sector_spread_score"": 0}, {""sector"": ""건설"", ""sector_up_ratio"": 0.0, ""sector_avg_change_pct"": 0.0, ""sector_volume_strength"": 0.0, ""sector_breadth_score"": 0, ""sector_spread_score"": 0}, {""sector"": ""금융"", ""sector_up_ratio"": 0.0, ""sector_avg_change_pct"": 0.0, ""sector_volume_strength"": 0.0, ""sector_breadth_score"": 0, ""sector_spread_score"": 0}, {""sector"": ""로봇"", ""sector_up_ratio"": 0.0, ""sector_avg_change_pct"": 0.0, ""sector_volume_strength"": 0.0, ""sector_breadth_score"": 0, ""sector_spread_score"": 0}, {""sector"": ""바이오"", ""sector_up_ratio"": 0.0, ""sector_avg_change_pct"": 0.0, ""sector_volume_strength"": 0.0, ""sector_breadth_score"": 0, ""sector_spread_score"": 0}, {""sector"": ""반도체"", ""sector_up_ratio"": 0.0, ""sector_avg_change_pct"": 0.0, ""sector_volume_strength"": 0.0, ""sector_breadth_score"": 0, ""sector_spread_score"": 0}, {""sector"": ""반도체 부품"", ""sector_up_ratio"": 0.0, ""sector_avg_change_pct"": 0.0, ""sector_volume_strength"": 0.0, ""sector_breadth_score"": 0, ""sector_spread_score"": 0}, {""sector"": ""반도체 장비"", ""sector_up_ratio"": 0.0, ""sector_avg_change_pct"": 0.0, ""sector_volume_strength"": 0.0, ""sector_breadth_score"": 0, ""sector_spread_score"": 0}, {""sector"": ""반도체 후공정"", ""sector_up_ratio"": 0.0, ""sector_avg_change_pct"": 0.0, ""sector_volume_strength"": 0.0, ""sector_breadth_score"": 0, ""sector_spread_score"": 0}]",0,True,강함,코스닥 급락 / 원달러 급등,True,43,47,0,69,False,거래량/거래대금 유입,이벤트 변동성장,위험,0.2048797158850313,-2.6766576945494225,0.21722606785117282,3.5534519873386516,66,0.0,0.0,55,False,False,거래량/거래대금 증가 / 20일 고점 근접/돌파,"약세장: 즉시매수 금지, 관찰 우선",score_<45|rr_1.5_1.99|entry_near|sector=금융|chart=고점 재돌파 확인|news_low|market=위험장|entry=눌림 중|agg_50_69,score_<45|rr_1.5_1.99|entry_near|sector=금융|chart=고점 재돌파 확인|news_low|market=위험장|entry=눌림 중|agg_50_69,0,0.0,0.0,0.0,표본 부족: 유사조건 통계 미적용,34.48,30.17,26.62,28.96,81.38,25.84,81.38,20.5,86.21,61.88,59.24,-2.64,신규매수 금지,보통,손익비 통과 / 상대강도 관찰 후보 / 표본 부족: 유사조건 통계 미적용,위험장/하드블록: 즉시매수 확률 하향 / 상승확률은 있으나 시장/전략/하드블록 조건으로 즉시매수 금지,보유자만 관리,"신규 진입 금지, 보유자는 손절선/트레일링 스탑 기준만 관리",신규매수 금지/관망,0.0,손절/무효 가격 재확인 필요,신규매수 금지 상태: 보유자만 매도 기준 관리,시장/전략 금지 상태에서는 신규 진입 금지,C,B -> C,하락장: 시장 하드블록 / 거시 위험: growth index drop / 위험장: 신규매수 금지,위험장 / 전략 금지,0.0,0.0,0.0,0.0,0.0,40,50,43,장중 판단 보류,False,False,,,,,,,43,장중 판단 보류,,,0.0,0.0,0.0,0.0,0.0,0.0,50,50,50,호가 판단 보류,,,False,,0.0,0.0,0.0,0.0,50,50,50,45,50,,50,수급 판단 보류,,,False,,매우 높음,100.0,전기차/성장주: 3개/0.0653% / 반도체/AI: 5개/0.1485% / 반도체: 1개/49.5814% / 반도체 부품: 1개/50.0915%,0.0,9.0044,C/금지 후보는 신규 편입 목록에서 제외 / 추가 편입 전 현금 비중 확인 / 전기차/성장주 섹터 신규 편입 제한 / 반도체/AI 섹터 신규 편입 제한 / 반도체 섹터 신규 편입 제한 / 반도체 부품 섹터 신규 편입 제한 / 손절 기준 재점검 및 포지션 축소,C/금지 후보 99개는 포트폴리오 편입 불가 / 총 포지션 노출 80% 초과 / 전기차/성장주 섹터 과집중 / 반도체/AI 섹터 과집중 / 반도체 섹터 과집중 / 반도체 부품 섹터 과집중 / 예상 최대 손실 6% 이상,,000810,000810,삼성화재해상보험,삼성화재해상보험,삼성화재해상보험,한국주식,543000,543000,558995,558995,562365,562365,562365,562365,562365,546853,546853,590919,590919,590919,590919,,603000,603000,1.84,1.84,10.0,10.0,10.0,74.0,74.0,,,,16.5,16.5,16.5,66,66,66,20.0,20.0,20.0,20.0,저장된 후보 기준,False,저장된 후보 기준,False,partial,data_missing
