시장,종목코드,종목명,분류,1일상승확률,3일상승확률,5일상승확률,신뢰도점수,데이터충분도,근거1,근거2,다음행동,current_price,last_price,현재가,quote_fallback_price,실시간현재가,quote_source,quote_source_label,data_status,price_data_status,current_price_source
미국주식,SNDK,SanDisk,실적저평가,57%,60%,62%,60.0,낮음,기준가·재무·후보 분류 확인,실제 outcome_history가 쌓이면 자동 보정,확률만 보지 말고 현재가·수급·뉴스를 함께 확인,1478.69,1478.69,"$1,478.69",1478.69,"$1,478.69",KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,KIS 해외 현재가
미국주식,NBIS,Nebius,실적저평가,57%,60%,62%,60.0,낮음,기준가·재무·후보 분류 확인,실제 outcome_history가 쌓이면 자동 보정,확률만 보지 말고 현재가·수급·뉴스를 함께 확인,214.77,214.77,$214.77,214.77,$214.77,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,KIS 해외 현재가
미국주식,CRCL,Circle,실적저평가,57%,60%,62%,60.0,낮음,기준가·재무·후보 분류 확인,실제 outcome_history가 쌓이면 자동 보정,확률만 보지 말고 현재가·수급·뉴스를 함께 확인,113.12,113.12,$113.12,113.12,$113.12,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,KIS 해외 현재가
미국주식,BMNR,BMNR,실적저평가,57%,60%,62%,60.0,낮음,기준가·재무·후보 분류 확인,실제 outcome_history가 쌓이면 자동 보정,확률만 보지 말고 현재가·수급·뉴스를 함께 확인,18.88,18.88,$18.88,18.88,$18.88,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,KIS 해외 현재가
미국주식,NVDA,NVIDIA,실적저평가,57%,60%,62%,60.0,낮음,기준가·재무·후보 분류 확인,실제 outcome_history가 쌓이면 자동 보정,확률만 보지 말고 현재가·수급·뉴스를 함께 확인,215.33,215.33,$215.33,215.33,$215.33,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,KIS 해외 현재가
미국주식,GOOGL,Alphabet,실적저평가,57%,60%,62%,60.0,낮음,기준가·재무·후보 분류 확인,실제 outcome_history가 쌓이면 자동 보정,확률만 보지 말고 현재가·수급·뉴스를 함께 확인,382.97,382.97,$382.97,382.97,$382.97,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,KIS 해외 현재가
미국주식,MSFT,Microsoft,실적저평가,57%,60%,62%,60.0,낮음,기준가·재무·후보 분류 확인,실제 outcome_history가 쌓이면 자동 보정,확률만 보지 말고 현재가·수급·뉴스를 함께 확인,418.57,418.57,$418.57,418.57,$418.57,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,KIS 해외 현재가
미국주식,AAPL,Apple,실적저평가,57%,60%,62%,60.0,낮음,기준가·재무·후보 분류 확인,실제 outcome_history가 쌓이면 자동 보정,확률만 보지 말고 현재가·수급·뉴스를 함께 확인,308.82,308.82,$308.82,308.82,$308.82,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,KIS 해외 현재가
미국주식,AMZN,Amazon,실적저평가,57%,60%,62%,60.0,낮음,기준가·재무·후보 분류 확인,실제 outcome_history가 쌓이면 자동 보정,확률만 보지 말고 현재가·수급·뉴스를 함께 확인,266.32,266.32,$266.32,266.32,$266.32,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,KIS 해외 현재가
