symbol,market,source_group,quote_available,quote_partial_available,quote_full_available,orderbook_available,flow_available,sector_flow_available,quote_status,orderbook_status,flow_status,quote_source,quote_failure_reason,orderbook_failure_reason,flow_failure_reason,normalized_symbol,symbol_format_valid,market_session,likely_root_cause,recoverable,recommended_action,updated_at
007660,한국주식,unknown,False,False,False,False,False,False,market_closed,market_closed,unknown,missing,market_closed,market_closed,unknown,007660,True,closed,market_closed,False,장마감 시간: 장중 재확인 필요,2026-05-20 22:54:55
009150,한국주식,unknown,False,False,False,False,False,False,market_closed,market_closed,unknown,missing,market_closed,market_closed,unknown,009150,True,closed,market_closed,False,장마감 시간: 장중 재확인 필요,2026-05-20 22:54:55
009540,한국주식,unknown,False,False,False,False,False,False,market_closed,market_closed,unknown,missing,market_closed,market_closed,unknown,009540,True,closed,market_closed,False,장마감 시간: 장중 재확인 필요,2026-05-20 22:54:55
010120,한국주식,unknown,False,False,False,False,False,False,market_closed,market_closed,market_closed,missing,market_closed,market_closed,market_closed,010120,True,closed,market_closed,False,장마감 시간: 장중 재확인 필요,2026-05-20 22:54:55
010140,한국주식,unknown,False,False,False,False,False,False,market_closed,market_closed,unknown,missing,market_closed,market_closed,unknown,010140,True,closed,market_closed,False,장마감 시간: 장중 재확인 필요,2026-05-20 22:54:55
010950,한국주식,unknown,False,False,False,False,False,False,market_closed,market_closed,market_closed,missing,market_closed,market_closed,market_closed,010950,True,closed,market_closed,False,장마감 시간: 장중 재확인 필요,2026-05-20 22:54:55
011070,한국주식,unknown,False,False,False,False,False,False,market_closed,market_closed,market_closed,missing,market_closed,market_closed,market_closed,011070,True,closed,market_closed,False,장마감 시간: 장중 재확인 필요,2026-05-20 22:54:55
012330,한국주식,unknown,False,False,False,False,False,False,market_closed,market_closed,unknown,missing,market_closed,market_closed,unknown,012330,True,closed,market_closed,False,장마감 시간: 장중 재확인 필요,2026-05-20 22:54:55
012450,한국주식,unknown,False,False,False,False,False,False,market_closed,market_closed,market_closed,missing,market_closed,market_closed,market_closed,012450,True,closed,market_closed,False,장마감 시간: 장중 재확인 필요,2026-05-20 22:54:55
015760,한국주식,unknown,False,False,False,False,False,False,market_closed,market_closed,unknown,missing,market_closed,market_closed,unknown,015760,True,closed,market_closed,False,장마감 시간: 장중 재확인 필요,2026-05-20 22:54:55
018260,한국주식,unknown,False,False,False,False,False,False,market_closed,market_closed,market_closed,missing,market_closed,market_closed,market_closed,018260,True,closed,market_closed,False,장마감 시간: 장중 재확인 필요,2026-05-20 22:54:55
028670,한국주식,unknown,False,False,False,False,False,False,market_closed,market_closed,market_closed,missing,market_closed,market_closed,market_closed,028670,True,closed,market_closed,False,장마감 시간: 장중 재확인 필요,2026-05-20 22:54:55
034020,한국주식,unknown,False,False,False,False,False,False,market_closed,market_closed,market_closed,missing,market_closed,market_closed,market_closed,034020,True,closed,market_closed,False,장마감 시간: 장중 재확인 필요,2026-05-20 22:54:55
035420,한국주식,unknown,False,False,False,False,False,False,market_closed,market_closed,unknown,missing,market_closed,market_closed,unknown,035420,True,closed,market_closed,False,장마감 시간: 장중 재확인 필요,2026-05-20 22:54:55
035720,한국주식,unknown,False,False,False,False,False,False,market_closed,market_closed,unknown,missing,market_closed,market_closed,unknown,035720,True,closed,market_closed,False,장마감 시간: 장중 재확인 필요,2026-05-20 22:54:55
036930,한국주식,unknown,False,False,False,False,False,False,market_closed,market_closed,unknown,missing,market_closed,market_closed,unknown,036930,True,closed,market_closed,False,장마감 시간: 장중 재확인 필요,2026-05-20 22:54:55
042660,한국주식,unknown,False,False,False,False,False,False,market_closed,market_closed,unknown,missing,market_closed,market_closed,unknown,042660,True,closed,market_closed,False,장마감 시간: 장중 재확인 필요,2026-05-20 22:54:55
042700,한국주식,unknown,False,False,False,False,False,False,market_closed,market_closed,unknown,missing,market_closed,market_closed,unknown,042700,True,closed,market_closed,False,장마감 시간: 장중 재확인 필요,2026-05-20 22:54:55
047810,한국주식,unknown,False,False,False,False,False,False,market_closed,market_closed,unknown,missing,market_closed,market_closed,unknown,047810,True,closed,market_closed,False,장마감 시간: 장중 재확인 필요,2026-05-20 22:54:55
051910,한국주식,unknown,False,False,False,False,False,False,market_closed,market_closed,unknown,missing,market_closed,market_closed,unknown,051910,True,closed,market_closed,False,장마감 시간: 장중 재확인 필요,2026-05-20 22:54:55
055550,한국주식,unknown,False,False,False,False,False,False,market_closed,market_closed,unknown,missing,market_closed,market_closed,unknown,055550,True,closed,market_closed,False,장마감 시간: 장중 재확인 필요,2026-05-20 22:54:55
058470,한국주식,unknown,False,False,False,False,False,False,market_closed,market_closed,unknown,missing,market_closed,market_closed,unknown,058470,True,closed,market_closed,False,장마감 시간: 장중 재확인 필요,2026-05-20 22:54:55
064350,한국주식,unknown,False,False,False,False,False,False,market_closed,market_closed,unknown,missing,market_closed,market_closed,unknown,064350,True,closed,market_closed,False,장마감 시간: 장중 재확인 필요,2026-05-20 22:54:55
066970,한국주식,unknown,False,False,False,False,False,False,market_closed,market_closed,unknown,missing,market_closed,market_closed,unknown,066970,True,closed,market_closed,False,장마감 시간: 장중 재확인 필요,2026-05-20 22:54:55
067310,한국주식,unknown,False,False,False,False,False,False,market_closed,market_closed,unknown,missing,market_closed,market_closed,unknown,067310,True,closed,market_closed,False,장마감 시간: 장중 재확인 필요,2026-05-20 22:54:55
068270,한국주식,unknown,False,False,False,False,False,False,market_closed,market_closed,unknown,missing,market_closed,market_closed,unknown,068270,True,closed,market_closed,False,장마감 시간: 장중 재확인 필요,2026-05-20 22:54:55
079550,한국주식,unknown,False,False,False,False,False,False,market_closed,market_closed,market_closed,missing,market_closed,market_closed,market_closed,079550,True,closed,market_closed,False,장마감 시간: 장중 재확인 필요,2026-05-20 22:54:55
086520,한국주식,unknown,False,False,False,False,False,False,market_closed,market_closed,unknown,missing,market_closed,market_closed,unknown,086520,True,closed,market_closed,False,장마감 시간: 장중 재확인 필요,2026-05-20 22:54:55
086790,한국주식,unknown,False,False,False,False,False,False,market_closed,market_closed,unknown,missing,market_closed,market_closed,unknown,086790,True,closed,market_closed,False,장마감 시간: 장중 재확인 필요,2026-05-20 22:54:55
090360,한국주식,unknown,False,False,False,False,False,False,market_closed,market_closed,unknown,missing,market_closed,market_closed,unknown,090360,True,closed,market_closed,False,장마감 시간: 장중 재확인 필요,2026-05-20 22:54:55
095340,한국주식,unknown,False,False,False,False,False,False,market_closed,market_closed,market_closed,missing,market_closed,market_closed,market_closed,095340,True,closed,market_closed,False,장마감 시간: 장중 재확인 필요,2026-05-20 22:54:55
103590,한국주식,C_excluded_sample,False,False,False,False,False,True,market_closed,market_closed,unknown,missing,market_closed,market_closed,unknown,103590,True,closed,market_closed,False,장마감 시간: 장중 재확인 필요,2026-05-20 22:54:55
105560,한국주식,C_excluded_sample,False,False,False,False,False,True,market_closed,market_closed,unknown,missing,market_closed,market_closed,unknown,105560,True,closed,market_closed,False,장마감 시간: 장중 재확인 필요,2026-05-20 22:54:55
108490,한국주식,C_excluded_sample,False,False,False,False,False,True,market_closed,market_closed,unknown,missing,market_closed,market_closed,unknown,108490,True,closed,market_closed,False,장마감 시간: 장중 재확인 필요,2026-05-20 22:54:55
131970,한국주식,B_watch,False,False,False,False,False,True,market_closed,market_closed,market_closed,missing,market_closed,market_closed,market_closed,131970,True,closed,market_closed,False,장마감 시간: 장중 재확인 필요,2026-05-20 22:54:55
138040,한국주식,C_excluded_sample,False,False,False,False,False,True,market_closed,market_closed,unknown,missing,market_closed,market_closed,unknown,138040,True,closed,market_closed,False,장마감 시간: 장중 재확인 필요,2026-05-20 22:54:55
196170,한국주식,C_excluded_sample,False,False,False,False,False,True,market_closed,market_closed,unknown,missing,market_closed,market_closed,unknown,196170,True,closed,market_closed,False,장마감 시간: 장중 재확인 필요,2026-05-20 22:54:55
207940,한국주식,C_excluded_sample,False,False,False,False,False,True,market_closed,market_closed,unknown,missing,market_closed,market_closed,unknown,207940,True,closed,market_closed,False,장마감 시간: 장중 재확인 필요,2026-05-20 22:54:55
214150,한국주식,C_excluded_sample,False,False,False,False,False,True,market_closed,market_closed,unknown,missing,market_closed,market_closed,unknown,214150,True,closed,market_closed,False,장마감 시간: 장중 재확인 필요,2026-05-20 22:54:55
214450,한국주식,C_excluded_sample,False,False,False,False,False,True,market_closed,market_closed,unknown,missing,market_closed,market_closed,unknown,214450,True,closed,market_closed,False,장마감 시간: 장중 재확인 필요,2026-05-20 22:54:55
222800,한국주식,C_excluded_sample,False,False,False,False,False,True,market_closed,market_closed,market_closed,missing,market_closed,market_closed,market_closed,222800,True,closed,market_closed,False,장마감 시간: 장중 재확인 필요,2026-05-20 22:54:55
247540,한국주식,C_excluded_sample,False,False,False,False,False,True,market_closed,market_closed,unknown,missing,market_closed,market_closed,unknown,247540,True,closed,market_closed,False,장마감 시간: 장중 재확인 필요,2026-05-20 22:54:55
259960,한국주식,B_watch,False,False,False,False,False,True,market_closed,market_closed,market_closed,missing,market_closed,market_closed,market_closed,259960,True,closed,market_closed,False,장마감 시간: 장중 재확인 필요,2026-05-20 22:54:55
267260,한국주식,C_excluded_sample,False,False,False,False,False,True,market_closed,market_closed,unknown,missing,market_closed,market_closed,unknown,267260,True,closed,market_closed,False,장마감 시간: 장중 재확인 필요,2026-05-20 22:54:55
272210,한국주식,C_excluded_sample,False,False,False,False,False,True,market_closed,market_closed,unknown,missing,market_closed,market_closed,unknown,272210,True,closed,market_closed,False,장마감 시간: 장중 재확인 필요,2026-05-20 22:54:55
277810,한국주식,B_watch,False,False,False,False,False,True,market_closed,market_closed,market_closed,missing,market_closed,market_closed,market_closed,277810,True,closed,market_closed,False,장마감 시간: 장중 재확인 필요,2026-05-20 22:54:55
278470,한국주식,B_watch,False,False,False,False,False,True,market_closed,market_closed,market_closed,missing,market_closed,market_closed,market_closed,278470,True,closed,market_closed,False,장마감 시간: 장중 재확인 필요,2026-05-20 22:54:55
298040,한국주식,C_excluded_sample,False,False,False,False,False,True,market_closed,market_closed,unknown,missing,market_closed,market_closed,unknown,298040,True,closed,market_closed,False,장마감 시간: 장중 재확인 필요,2026-05-20 22:54:55
329180,한국주식,C_excluded_sample,False,False,False,False,False,True,market_closed,market_closed,unknown,missing,market_closed,market_closed,unknown,329180,True,closed,market_closed,False,장마감 시간: 장중 재확인 필요,2026-05-20 22:54:55
373220,한국주식,C_excluded_sample,False,False,False,False,False,True,market_closed,market_closed,unknown,missing,market_closed,market_closed,unknown,373220,True,closed,market_closed,False,장마감 시간: 장중 재확인 필요,2026-05-20 22:54:55
375500,한국주식,C_excluded_sample,False,False,False,False,False,True,market_closed,market_closed,unknown,missing,market_closed,market_closed,unknown,375500,True,closed,market_closed,False,장마감 시간: 장중 재확인 필요,2026-05-20 22:54:55
402340,한국주식,C_excluded_sample,False,False,False,False,False,True,market_closed,market_closed,unknown,missing,market_closed,market_closed,unknown,402340,True,closed,market_closed,False,장마감 시간: 장중 재확인 필요,2026-05-20 22:54:55
403870,한국주식,C_excluded_sample,False,False,False,False,False,True,market_closed,market_closed,unknown,missing,market_closed,market_closed,unknown,403870,True,closed,market_closed,False,장마감 시간: 장중 재확인 필요,2026-05-20 22:54:55
454910,한국주식,C_excluded_sample,False,False,False,False,False,True,market_closed,market_closed,unknown,missing,market_closed,market_closed,unknown,454910,True,closed,market_closed,False,장마감 시간: 장중 재확인 필요,2026-05-20 22:54:55
AAOI,미국주식,unknown,False,False,False,False,True,False,no_data,api_response_empty,success,missing,api_response_empty,api_response_empty,unknown,AAOI,True,regular,us_quote_api_response_empty,True,미국주식 현재가 API endpoint/파라미터/fallback 확인 (AAOI),2026-05-20 22:54:55
AAPL,미국주식,C_excluded_sample,False,False,False,False,True,True,no_data,api_response_empty,success,missing,api_response_empty,api_response_empty,unknown,AAPL,True,regular,us_quote_api_response_empty,True,미국주식 현재가 API endpoint/파라미터/fallback 확인 (AAPL),2026-05-20 22:54:55
ACHR,미국주식,C_excluded_sample,False,False,False,False,False,True,no_data,api_response_empty,unknown,missing,api_response_empty,api_response_empty,unknown,ACHR,True,regular,us_quote_api_response_empty,True,미국주식 현재가 API endpoint/파라미터/fallback 확인 (ACHR),2026-05-20 22:54:55
ALAB,미국주식,C_excluded_sample,False,False,False,False,True,True,no_data,api_response_empty,success,missing,api_response_empty,api_response_empty,unknown,ALAB,True,regular,us_quote_api_response_empty,True,미국주식 현재가 API endpoint/파라미터/fallback 확인 (ALAB),2026-05-20 22:54:55
AMD,미국주식,C_excluded_sample,False,False,False,False,True,True,no_data,api_response_empty,success,missing,api_response_empty,api_response_empty,unknown,AMD,True,regular,us_quote_api_response_empty,True,미국주식 현재가 API endpoint/파라미터/fallback 확인 (AMD),2026-05-20 22:54:55
AMZN,미국주식,C_excluded_sample,False,False,False,False,True,True,no_data,api_response_empty,success,missing,api_response_empty,api_response_empty,unknown,AMZN,True,regular,us_quote_api_response_empty,True,미국주식 현재가 API endpoint/파라미터/fallback 확인 (AMZN),2026-05-20 22:54:55
ANET,미국주식,C_excluded_sample,False,False,False,False,True,True,no_data,api_response_empty,success,missing,api_response_empty,api_response_empty,unknown,ANET,True,regular,us_quote_api_response_empty,True,미국주식 현재가 API endpoint/파라미터/fallback 확인 (ANET),2026-05-20 22:54:55
APP,미국주식,strong_watch,True,True,False,False,True,True,success,api_response_empty,success,csv_fallback,fallback_used,api_response_empty,unknown,APP,True,regular,quote_partial_fallback,False,저장 가격 fallback 사용(csv_fallback): 거래량/거래대금 미수신,2026-05-20 22:54:55
ARM,미국주식,C_excluded_sample,False,False,False,False,True,True,no_data,api_response_empty,success,missing,api_response_empty,api_response_empty,unknown,ARM,True,regular,us_quote_api_response_empty,True,미국주식 현재가 API endpoint/파라미터/fallback 확인 (ARM),2026-05-20 22:54:55
ASTS,미국주식,C_excluded_sample,False,False,False,False,True,True,no_data,api_response_empty,success,missing,api_response_empty,api_response_empty,unknown,ASTS,True,regular,us_quote_api_response_empty,True,미국주식 현재가 API endpoint/파라미터/fallback 확인 (ASTS),2026-05-20 22:54:55
AVAV,미국주식,strong_watch,False,False,False,False,False,True,no_data,api_response_empty,unknown,missing,api_response_empty,api_response_empty,unknown,AVAV,True,regular,us_quote_api_response_empty,True,미국주식 현재가 API endpoint/파라미터/fallback 확인 (AVAV),2026-05-20 22:54:55
AVGO,미국주식,C_excluded_sample,False,False,False,False,True,True,no_data,api_response_empty,success,missing,api_response_empty,api_response_empty,unknown,AVGO,True,regular,us_quote_api_response_empty,True,미국주식 현재가 API endpoint/파라미터/fallback 확인 (AVGO),2026-05-20 22:54:55
BMNR,미국주식,C_excluded_sample,False,False,False,False,True,True,no_data,api_response_empty,success,missing,api_response_empty,api_response_empty,unknown,BMNR,True,regular,us_quote_api_response_empty,True,미국주식 현재가 API endpoint/파라미터/fallback 확인 (BMNR),2026-05-20 22:54:55
BTC-USD,미국주식,unknown,False,False,False,False,True,False,no_data,api_response_empty,success,missing,unsupported_quote_api,api_response_empty,unknown,BTC-USD,True,regular,unsupported_quote_api,False,미국주식 현재가 API가 해당 심볼을 지원하지 않습니다. 후보 CSV 가격 fallback만 검토하세요.,2026-05-20 22:54:55
CAT,미국주식,C_excluded_sample,False,False,False,False,True,True,no_data,api_response_empty,success,missing,api_response_empty,api_response_empty,unknown,CAT,True,regular,us_quote_api_response_empty,True,미국주식 현재가 API endpoint/파라미터/fallback 확인 (CAT),2026-05-20 22:54:55
CEG,미국주식,C_excluded_sample,False,False,False,False,False,True,no_data,api_response_empty,unknown,missing,api_response_empty,api_response_empty,unknown,CEG,True,regular,us_quote_api_response_empty,True,미국주식 현재가 API endpoint/파라미터/fallback 확인 (CEG),2026-05-20 22:54:55
COHR,미국주식,C_excluded_sample,False,False,False,False,True,True,no_data,api_response_empty,success,missing,api_response_empty,api_response_empty,unknown,COHR,True,regular,us_quote_api_response_empty,True,미국주식 현재가 API endpoint/파라미터/fallback 확인 (COHR),2026-05-20 22:54:55
COIN,미국주식,C_excluded_sample,False,False,False,False,True,True,no_data,api_response_empty,success,missing,api_response_empty,api_response_empty,unknown,COIN,True,regular,us_quote_api_response_empty,True,미국주식 현재가 API endpoint/파라미터/fallback 확인 (COIN),2026-05-20 22:54:55
COST,미국주식,strong_watch,True,True,False,False,True,True,success,api_response_empty,success,csv_fallback,fallback_used,api_response_empty,unknown,COST,True,regular,quote_partial_fallback,False,저장 가격 fallback 사용(csv_fallback): 거래량/거래대금 미수신,2026-05-20 22:54:55
CRCL,미국주식,C_excluded_sample,False,False,False,False,True,True,no_data,api_response_empty,success,missing,api_response_empty,api_response_empty,unknown,CRCL,True,regular,us_quote_api_response_empty,True,미국주식 현재가 API endpoint/파라미터/fallback 확인 (CRCL),2026-05-20 22:54:55
CRDO,미국주식,C_excluded_sample,False,False,False,False,True,True,no_data,api_response_empty,success,missing,api_response_empty,api_response_empty,unknown,CRDO,True,regular,us_quote_api_response_empty,True,미국주식 현재가 API endpoint/파라미터/fallback 확인 (CRDO),2026-05-20 22:54:55
CRM,미국주식,strong_watch,True,True,False,False,True,True,success,api_response_empty,success,csv_fallback,fallback_used,api_response_empty,unknown,CRM,True,regular,quote_partial_fallback,False,저장 가격 fallback 사용(csv_fallback): 거래량/거래대금 미수신,2026-05-20 22:54:55
CRWD,미국주식,strong_watch,True,True,False,False,True,True,success,api_response_empty,success,csv_fallback,fallback_used,api_response_empty,unknown,CRWD,True,regular,quote_partial_fallback,False,저장 가격 fallback 사용(csv_fallback): 거래량/거래대금 미수신,2026-05-20 22:54:55
DDOG,미국주식,strong_watch,True,True,False,False,True,True,success,api_response_empty,success,csv_fallback,fallback_used,api_response_empty,unknown,DDOG,True,regular,quote_partial_fallback,False,저장 가격 fallback 사용(csv_fallback): 거래량/거래대금 미수신,2026-05-20 22:54:55
DUOL,미국주식,strong_watch,True,True,False,False,True,True,success,api_response_empty,success,csv_fallback,fallback_used,api_response_empty,unknown,DUOL,True,regular,quote_partial_fallback,False,저장 가격 fallback 사용(csv_fallback): 거래량/거래대금 미수신,2026-05-20 22:54:55
ESTC,미국주식,strong_watch,True,True,False,False,True,True,success,api_response_empty,success,csv_fallback,fallback_used,api_response_empty,unknown,ESTC,True,regular,quote_partial_fallback,False,저장 가격 fallback 사용(csv_fallback): 거래량/거래대금 미수신,2026-05-20 22:54:55
ETN,미국주식,C_excluded_sample,False,False,False,False,False,True,no_data,api_response_empty,unknown,missing,api_response_empty,api_response_empty,unknown,ETN,True,regular,us_quote_api_response_empty,True,미국주식 현재가 API endpoint/파라미터/fallback 확인 (ETN),2026-05-20 22:54:55
GE,미국주식,C_excluded_sample,False,False,False,False,False,True,no_data,api_response_empty,unknown,missing,api_response_empty,api_response_empty,unknown,GE,True,regular,us_quote_api_response_empty,True,미국주식 현재가 API endpoint/파라미터/fallback 확인 (GE),2026-05-20 22:54:55
GOOGL,미국주식,C_excluded_sample,False,False,False,False,True,True,no_data,api_response_empty,success,missing,api_response_empty,api_response_empty,unknown,GOOGL,True,regular,us_quote_api_response_empty,True,미국주식 현재가 API endpoint/파라미터/fallback 확인 (GOOGL),2026-05-20 22:54:55
HIMS,미국주식,C_excluded_sample,False,False,False,False,False,True,no_data,api_response_empty,unknown,missing,api_response_empty,api_response_empty,unknown,HIMS,True,regular,us_quote_api_response_empty,True,미국주식 현재가 API endpoint/파라미터/fallback 확인 (HIMS),2026-05-20 22:54:55
HOOD,미국주식,C_excluded_sample,False,False,False,False,True,True,no_data,api_response_empty,success,missing,api_response_empty,api_response_empty,unknown,HOOD,True,regular,us_quote_api_response_empty,True,미국주식 현재가 API endpoint/파라미터/fallback 확인 (HOOD),2026-05-20 22:54:55
HUT,미국주식,C_excluded_sample,False,False,False,False,True,True,no_data,api_response_empty,success,missing,api_response_empty,api_response_empty,unknown,HUT,True,regular,us_quote_api_response_empty,True,미국주식 현재가 API endpoint/파라미터/fallback 확인 (HUT),2026-05-20 22:54:55
INTC,미국주식,C_excluded_sample,False,False,False,False,True,True,no_data,api_response_empty,success,missing,api_response_empty,api_response_empty,unknown,INTC,True,regular,us_quote_api_response_empty,True,미국주식 현재가 API endpoint/파라미터/fallback 확인 (INTC),2026-05-20 22:54:55
IONQ,미국주식,C_excluded_sample,False,False,False,False,True,True,no_data,api_response_empty,success,missing,api_response_empty,api_response_empty,unknown,IONQ,True,regular,us_quote_api_response_empty,True,미국주식 현재가 API endpoint/파라미터/fallback 확인 (IONQ),2026-05-20 22:54:55
IREN,미국주식,C_excluded_sample,False,False,False,False,True,True,no_data,api_response_empty,success,missing,api_response_empty,api_response_empty,unknown,IREN,True,regular,us_quote_api_response_empty,True,미국주식 현재가 API endpoint/파라미터/fallback 확인 (IREN),2026-05-20 22:54:55
IWM,미국주식,C_excluded_sample,False,False,False,False,True,True,no_data,api_response_empty,success,missing,api_response_empty,api_response_empty,unknown,IWM,True,regular,us_quote_api_response_empty,True,미국주식 현재가 API endpoint/파라미터/fallback 확인 (IWM),2026-05-20 22:54:55
JOBY,미국주식,C_excluded_sample,False,False,False,False,False,True,no_data,api_response_empty,unknown,missing,api_response_empty,api_response_empty,unknown,JOBY,True,regular,us_quote_api_response_empty,True,미국주식 현재가 API endpoint/파라미터/fallback 확인 (JOBY),2026-05-20 22:54:55
KTOS,미국주식,strong_watch,False,False,False,False,False,True,no_data,api_response_empty,unknown,missing,api_response_empty,api_response_empty,unknown,KTOS,True,regular,us_quote_api_response_empty,True,미국주식 현재가 API endpoint/파라미터/fallback 확인 (KTOS),2026-05-20 22:54:55
LITE,미국주식,C_excluded_sample,False,False,False,False,True,True,no_data,api_response_empty,success,missing,api_response_empty,api_response_empty,unknown,LITE,True,regular,us_quote_api_response_empty,True,미국주식 현재가 API endpoint/파라미터/fallback 확인 (LITE),2026-05-20 22:54:55
LLY,미국주식,strong_watch,True,True,False,False,True,True,success,api_response_empty,success,csv_fallback,fallback_used,api_response_empty,unknown,LLY,True,regular,quote_partial_fallback,False,저장 가격 fallback 사용(csv_fallback): 거래량/거래대금 미수신,2026-05-20 22:54:55
LUNR,미국주식,C_excluded_sample,False,False,False,False,True,True,no_data,api_response_empty,success,missing,api_response_empty,api_response_empty,unknown,LUNR,True,regular,us_quote_api_response_empty,True,미국주식 현재가 API endpoint/파라미터/fallback 확인 (LUNR),2026-05-20 22:54:55
MDB,미국주식,strong_watch,True,True,False,False,True,True,success,api_response_empty,success,csv_fallback,fallback_used,api_response_empty,unknown,MDB,True,regular,quote_partial_fallback,False,저장 가격 fallback 사용(csv_fallback): 거래량/거래대금 미수신,2026-05-20 22:54:55
META,미국주식,C_excluded_sample,False,False,False,False,True,True,no_data,api_response_empty,success,missing,api_response_empty,api_response_empty,unknown,META,True,regular,us_quote_api_response_empty,True,미국주식 현재가 API endpoint/파라미터/fallback 확인 (META),2026-05-20 22:54:55
MRVL,미국주식,C_excluded_sample,False,False,False,False,True,True,no_data,api_response_empty,success,missing,api_response_empty,api_response_empty,unknown,MRVL,True,regular,us_quote_api_response_empty,True,미국주식 현재가 API endpoint/파라미터/fallback 확인 (MRVL),2026-05-20 22:54:55
MSFT,미국주식,strong_watch,True,True,False,False,True,True,success,api_response_empty,success,csv_fallback,fallback_used,api_response_empty,unknown,MSFT,True,regular,quote_partial_fallback,False,저장 가격 fallback 사용(csv_fallback): 거래량/거래대금 미수신,2026-05-20 22:54:55
MU,미국주식,C_excluded_sample,False,False,False,False,True,True,no_data,api_response_empty,success,missing,api_response_empty,api_response_empty,unknown,MU,True,regular,us_quote_api_response_empty,True,미국주식 현재가 API endpoint/파라미터/fallback 확인 (MU),2026-05-20 22:54:55
NBIS,미국주식,C_excluded_sample,False,False,False,False,True,True,no_data,api_response_empty,success,missing,api_response_empty,api_response_empty,unknown,NBIS,True,regular,us_quote_api_response_empty,True,미국주식 현재가 API endpoint/파라미터/fallback 확인 (NBIS),2026-05-20 22:54:55
