시장,예측대상일,실전우선순위,실전최종판정,실전판정이유,상태,매수행동,매수금지,종목,판정,실시간현재가,실시간괴리,실시간판정,학습보정,학습요약,품질점수,재무,수급,품질요약,보정신뢰도,매매적합도,앙상블추정점수,성과보정,추천수량,주문예상금액,3분할계획,예상평단,평단손절위험,1R위험금액,매수단위근거,손익비,우선진입가,보수대기선,지지존,저항존,진입거리,전일대비진입,손절가,손절폭,1차익절가,익절거리,2차익절가,예상시초가,예상종가범위,주문검증,주문검증메모,진입근거,주의사유,금지사유,행동이유,created_at,session_type,session_label,basis_ohlc_date,basis_open,basis_high,basis_low,basis_close,basis_volume,basis_source,current_price_at_prediction,current_price_source,stock_code,stock_name,prediction_freshness,prediction_freshness_issue,basis_ohlc_valid,basis_ohlc_issue,invalidation_condition,data_status,risk_reward_ratio,final_judgment,suggested_action,reason,risk_reason,buy_reason,report_generated_at
미국주식,2026-05-22,-33.4,관망 우위,매수금지/리스크 조건 우선,🔴,관망/제외,True,NVDA,관망 우위,$217.25,-0.14%,손절가 근접 - 위험구간,학습 부담,익절 약함 0% / 방향부진 0% / 종가오차 낮음 2.1%,23,재무 우호,수급 데이터 제한,"분기 매출 3연속 증가 / 3년 매출 성장 700.5% / 영업이익률 양호 65.6% / 미장은 현재 Finnhub quote 중심, 기관/외국",35,31,29,성과보정 중립,9주,"$1,958.04",1차 $217.56 30% / 2차 $206.68 30% / 3차 $220.82 40%,$215.60,1.22%,$40.95,투입금액 한도 기준,3.60,$217.56,$194.96,$215.44 ~ $218.22,$235.21 ~ $238.74,-1.71%,-0.89%,$213.01,+2.09%,$233.92,+7.52%,$237.43,$221.34,$212.69 ~ $233.34,정상,주문기준 정상범위,지지존 기반: 단기 강함 지지존 상단/중심 근사 / 예상시초가 기준 2.7% 이내,대형 이벤트일: 변동성 확대 | 이벤트·매크로 고변동 구간 (risk_mult 1.90),주의사유 존재 / 앙상블 약함(29점 < 45점) / 방어적 판정(관망 우위) / 매수행동이 관망/제외,"보정신뢰도 50점 미만이라 신규매수 금지, 관망 우위입니다. / 실시간방어: 손절가 근접 - 위험구간 / 매수금지: 주의사유 존재 / 앙상블 약함(29점 < 45점) / 방어적 판정(관망 우위) / 매수행동이 관망/제외",2026-05-22 23:01:58,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-22 23:02:03
