시장,종목코드,종목명,거장식 해석,다음행동,current_price,last_price,현재가,quote_fallback_price,실시간현재가,quote_source,quote_source_label,data_status,price_data_status,current_price_source
미국주식,SNDK,SanDisk,가치·성장·안정성 점수가 함께 높은지 확인하는 참고 카드입니다. 실제 대가 매수 데이터는 별도 13F/DART 지분공시 연결이 필요합니다.,관심 유지 · 눌림 확인,1478.69,1478.69,"$1,478.69",1478.69,"$1,478.69",KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,KIS 해외 현재가
미국주식,NBIS,Nebius,가치·성장·안정성 점수가 함께 높은지 확인하는 참고 카드입니다. 실제 대가 매수 데이터는 별도 13F/DART 지분공시 연결이 필요합니다.,관심 유지 · 눌림 확인,214.77,214.77,$214.77,214.77,$214.77,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,KIS 해외 현재가
미국주식,BMNR,BMNR,가치·성장·안정성 점수가 함께 높은지 확인하는 참고 카드입니다. 실제 대가 매수 데이터는 별도 13F/DART 지분공시 연결이 필요합니다.,무리한 추격 금지,18.88,18.88,$18.88,18.88,$18.88,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,KIS 해외 현재가
미국주식,CRCL,Circle,가치·성장·안정성 점수가 함께 높은지 확인하는 참고 카드입니다. 실제 대가 매수 데이터는 별도 13F/DART 지분공시 연결이 필요합니다.,무리한 추격 금지,113.12,113.12,$113.12,113.12,$113.12,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,KIS 해외 현재가
미국주식,NVDA,NVIDIA,가치·성장·안정성 점수가 함께 높은지 확인하는 참고 카드입니다. 실제 대가 매수 데이터는 별도 13F/DART 지분공시 연결이 필요합니다.,관심 유지 · 눌림 확인,215.33,215.33,$215.33,215.33,$215.33,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,KIS 해외 현재가
미국주식,GOOGL,Alphabet,가치·성장·안정성 점수가 함께 높은지 확인하는 참고 카드입니다. 실제 대가 매수 데이터는 별도 13F/DART 지분공시 연결이 필요합니다.,관심 유지 · 눌림 확인,382.97,382.97,$382.97,382.97,$382.97,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,KIS 해외 현재가
미국주식,MSFT,Microsoft,가치·성장·안정성 점수가 함께 높은지 확인하는 참고 카드입니다. 실제 대가 매수 데이터는 별도 13F/DART 지분공시 연결이 필요합니다.,관심 유지 · 눌림 확인,418.57,418.57,$418.57,418.57,$418.57,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,KIS 해외 현재가
미국주식,AMZN,Amazon,가치·성장·안정성 점수가 함께 높은지 확인하는 참고 카드입니다. 실제 대가 매수 데이터는 별도 13F/DART 지분공시 연결이 필요합니다.,관심 유지 · 눌림 확인,266.32,266.32,$266.32,266.32,$266.32,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,KIS 해외 현재가
미국주식,AAPL,Apple,가치·성장·안정성 점수가 함께 높은지 확인하는 참고 카드입니다. 실제 대가 매수 데이터는 별도 13F/DART 지분공시 연결이 필요합니다.,관심 유지 · 눌림 확인,308.82,308.82,$308.82,308.82,$308.82,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,KIS 해외 현재가
