시장,예측대상일,실전우선순위,실전최종판정,실전판정이유,상태,매수행동,매수금지,종목,판정,실시간현재가,실시간괴리,실시간판정,학습보정,학습요약,품질점수,재무,수급,품질요약,보정신뢰도,매매적합도,앙상블추정점수,성과보정,추천수량,주문예상금액,3분할계획,예상평단,평단손절위험,1R위험금액,매수단위근거,손익비,우선진입가,보수대기선,지지존,저항존,진입거리,전일대비진입,손절가,손절폭,1차익절가,익절거리,2차익절가,예상시초가,예상종가범위,주문검증,주문검증메모,진입근거,주의사유,금지사유,행동이유,symbol,ticker,code,종목코드,name,stock_name,종목명,market,현재가,last_price,current_price,관찰 기준가,active_scenario_pullback_price,조건부 진입가,매수가,entry,entry_price,buy_price,stop,stop_loss,1차 목표가,목표가,tp1,target_price,2차 목표가,tp2,rr,risk_reward,기대수익률,expected_return,수급점수,수급 점수,supply_score,flow_score,실적점수,실적 점수,earnings_score,밸류에이션점수,밸류에이션 점수,벨류에이션점수,valuation_score,차트점수,차트 점수,chart_score,실적상태,earnings_data_status,밸류상태,valuation_data_status,수급상태,flow_data_status,price_data_status
한국주식,2026-05-15,-32.8,관망 우위,매수금지/리스크 조건 우선,🔴,관망/제외,True,KB금융,관망 우위,-,-,실시간 미적용,학습기록 부족,-,2,재무 데이터 제한,수급 중립/확인,국장 재무 자동수집 제한 / 외국인 보유율 87.00% / 네이버 수급 페이지 조회 가능하나 방향성 자동판독 제한,12,19,6,성과보정 중립,12주,"1,864,404원","1차 155,367원 30% / 2차 147,599원 30% / 3차 157,698원 40%","153,969원",0.56%,"27,000원",투입금액 한도 기준,3.61,"155,367원","155,018원","154,157원 ~ 155,695원","163,484원 ~ 165,222원",-0.28%,-0.41%,"153,117원",+1.45%,"163,484원",+5.22%,"165,222원","155,797원","149,465원 ~ 159,747원",정상,주문기준 정상범위,지지존 기반: 단기 핵심 지지존 상단/중심 근사 / 예상시초가 기준 1.8% 이내,대형 이벤트일: 변동성 확대 | 이벤트·매크로 고변동 구간 (risk_mult 1.90),주의사유 존재 / 앙상블 약함(6점 < 45점) / 예상중앙등락 약세(-0.89%) / 방어적 판정(관망 우위) / 매수행동이 관망/제외,"보정신뢰도 50점 미만이라 신규매수 금지, 관망 우위입니다. / 매수금지: 주의사유 존재 / 앙상블 약함(6점 < 45점) / 예상중앙등락 약세(-0.89%) / 방어적 판정(관망 우위) / 매수행동이 관망/제외",KB금융,KB금융,KB금융,KB금융,KB금융,KB금융,KB금융,미국주식,"151,044원","151,044원","151,044원",,,,,,,,"146,820원","146,820원","153,079원","153,079원","153,079원","153,079원",,,1:1.16,1:1.16,,,0.0,0.0,0.0,0.0,실적 데이터 없음,실적 데이터 없음,실적 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,0.0,0.0,0.0,,,,,,,저장된 후보 기준
한국주식,2026-05-15,-35.8,관망 우위,매수금지/리스크 조건 우선,🔴,관망/제외,True,하나금융지주,관망 우위,-,-,실시간 미적용,학습기록 부족,-,0,재무 데이터 제한,수급 중립/확인,국장 재무 자동수집 제한 / 외국인 보유율 9.00% / 네이버 수급 페이지 조회 가능하나 방향성 자동판독 제한,0,20,8,성과보정 중립,15주,"1,875,345원","1차 125,023원 30% / 2차 118,772원 30% / 3차 126,898원 40%","123,898원",0.98%,"34,830원",투입금액 한도 기준,2.31,"125,023원","125,186원","123,765원 ~ 125,364원","130,375원 ~ 132,184원",-1.30%,-1.17%,"122,701원",+1.86%,"130,375원",+4.28%,"132,184원","126,664원","122,117원 ~ 133,690원",정상,주문기준 정상범위,지지존 기반: 단기 핵심 지지존 상단/중심 근사 / 예상시초가 기준 2.4% 이내,대형 이벤트일: 변동성 확대 | 이벤트·매크로 고변동 구간 (risk_mult 1.90),주의사유 존재 / 앙상블 약함(8점 < 45점) / 방어적 판정(관망 우위) / 매수행동이 관망/제외,"보정신뢰도 50점 미만이라 신규매수 금지, 관망 우위입니다. / 매수금지: 주의사유 존재 / 앙상블 약함(8점 < 45점) / 방어적 판정(관망 우위) / 매수행동이 관망/제외",하나금융지주,하나금융지주,하나금융지주,하나금융지주,하나금융지주,하나금융지주,하나금융지주,미국주식,"115,756원","115,756원","115,756원",,,,,,,,"112,108원","112,108원","121,144원","121,144원","121,144원","121,144원",,,1:2.10,1:2.10,,,1.5,1.5,1.5,1.5,실적 데이터 없음,실적 데이터 없음,실적 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,7.8,7.8,7.8,,,,,,,저장된 후보 기준
한국주식,2026-05-15,-36.5,관망 우위,매수금지/리스크 조건 우선,🔴,관망/제외,True,NAVER,관망 우위,-,-,실시간 미적용,학습기록 부족,-,0,재무 데이터 제한,수급 중립/확인,국장 재무 자동수집 제한 / 외국인 보유율 0.00% / 네이버 수급 페이지 조회 가능하나 방향성 자동판독 제한,0,17,8,성과보정 중립,9주,"1,918,143원","1차 213,127원 30% / 2차 202,471원 30% / 3차 216,324원 40%","211,209원",1.15%,"38,880원",투입금액 한도 기준,3.06,"213,127원","212,486원","210,983원 ~ 213,923원","226,352원 ~ 229,675원",-0.20%,+0.06%,"208,807원",+2.03%,"226,352원",+6.21%,"229,675원","213,554원","205,745원 ~ 227,014원",정상,주문기준 정상범위,지지존 기반: 단기 핵심 지지존 상단/중심 근사 / 예상시초가 기준 2.6% 이내,대형 이벤트일: 변동성 확대 | 주봉 강한 하락 추세 | 이벤트·매크로 고변동 구간 (risk_mult 1.90),주의사유 존재 / 앙상블 약함(8점 < 45점) / 방어적 판정(관망 우위) / 매수행동이 관망/제외,"보정신뢰도 50점 미만이라 신규매수 금지, 관망 우위입니다. / 매수금지: 주의사유 존재 / 앙상블 약함(8점 < 45점) / 방어적 판정(관망 우위) / 매수행동이 관망/제외",NAVER,NAVER,NAVER,NAVER,NAVER,NAVER,NAVER,미국주식,"191,140원","191,140원","191,140원",,,,,,,,"184,505원","184,505원","203,747원","203,747원","203,747원","203,747원",,,1:2.66,1:2.66,,,0.0,0.0,0.0,0.0,실적 데이터 없음,실적 데이터 없음,실적 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,6.2,6.2,6.2,,,,,,,저장된 후보 기준
한국주식,2026-05-15,-36.8,관망 우위,매수금지/리스크 조건 우선,🔴,관망/제외,True,HPSP,관망 우위,-,-,실시간 미적용,학습기록 부족,-,0,재무 데이터 제한,수급 중립/확인,국장 재무 자동수집 제한 / 외국인 보유율 0.00% / 네이버 수급 페이지 조회 가능하나 방향성 자동판독 제한,0,15,9,성과보정 중립,36주,"1,951,956원","1차 54,221원 30% / 2차 51,510원 30% / 3차 55,034원 40%","53,733원",2.76%,"69,480원",손절 리스크 한도 기준,2.41,"54,221원","54,208원","53,178원 ~ 54,504원","58,875원 ~ 60,373원",-1.00%,-0.88%,"52,291원",+3.56%,"58,875원",+8.58%,"60,373원","54,771원","51,065원 ~ 60,530원",정상,주문기준 정상범위,지지존 기반: 단기 핵심 지지존 상단/중심 근사 / 예상시초가 기준 4.5% 이내,대형 이벤트일: 변동성 확대 | 이벤트·매크로 고변동 구간 (risk_mult 1.90),주의사유 존재 / 앙상블 약함(9점 < 45점) / 방어적 판정(관망 우위) / 매수행동이 관망/제외,"보정신뢰도 50점 미만이라 신규매수 금지, 관망 우위입니다. / 매수금지: 주의사유 존재 / 앙상블 약함(9점 < 45점) / 방어적 판정(관망 우위) / 매수행동이 관망/제외",HPSP,HPSP,HPSP,HPSP,HPSP,HPSP,HPSP,미국주식,"47,877원","47,877원","47,877원",,,,,,,,"44,898원","44,898원","51,298원","51,298원","51,298원","51,298원",,,1:1.84,1:1.84,,,0.0,0.0,0.0,0.0,실적 데이터 없음,실적 데이터 없음,실적 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,5.0,5.0,5.0,,,,,,,저장된 후보 기준
한국주식,2026-05-15,-37.9,관망 우위,매수금지/리스크 조건 우선,🔴,관망/제외,True,HD현대중공업,관망 우위,-,-,실시간 미적용,학습기록 부족,-,0,재무 데이터 제한,수급 중립/확인,국장 재무 자동수집 제한 / 외국인 보유율 8.00% / 네이버 수급 페이지 조회 가능하나 방향성 자동판독 제한,0,12,7,성과보정 중립,3주,"1,945,329원","1차 648,443원 30% / 2차 616,021원 30% / 3차 658,170원 40%","642,607원",2.35%,"61,845원",투입금액 한도 기준,3.88,"648,443원","647,812원","635,127원 ~ 651,546원","728,328원 ~ 744,747원",-3.49%,-3.36%,"627,828원",+3.18%,"728,328원",+12.32%,"744,747원","671,872원","608,640원 ~ 757,600원",정상,주문기준 정상범위,지지존 기반: 단기 핵심 지지존 상단/중심 근사 / 예상시초가 기준 4.0% 이내,대형 이벤트일: 변동성 확대 | 이벤트·매크로 고변동 구간 (risk_mult 1.90),주의사유 존재 / 앙상블 약함(7점 < 45점) / 방어적 판정(관망 우위) / 매수행동이 관망/제외,"보정신뢰도 50점 미만이라 신규매수 금지, 관망 우위입니다. / 매수금지: 주의사유 존재 / 앙상블 약함(7점 < 45점) / 방어적 판정(관망 우위) / 매수행동이 관망/제외",HD현대중공업,HD현대중공업,HD현대중공업,HD현대중공업,HD현대중공업,HD현대중공업,HD현대중공업,미국주식,"633,326원","633,326원","633,326원",,,,,,,,"590,961원","590,961원","650,212원","650,212원","650,212원","650,212원",,,1:1.48,1:1.48,,,0.0,0.0,0.0,0.0,실적 데이터 없음,실적 데이터 없음,실적 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,0.0,0.0,0.0,,,,,,,저장된 후보 기준
한국주식,2026-05-15,-38.0,관망 우위,매수금지/리스크 조건 우선,🔴,관망/제외,True,POSCO홀딩스,관망 우위,-,-,실시간 미적용,학습기록 부족,-,0,재무 데이터 제한,수급 중립/확인,국장 재무 자동수집 제한 / 외국인 보유율 0.00% / 네이버 수급 페이지 조회 가능하나 방향성 자동판독 제한,0,12,6,성과보정 중립,4주,"1,944,632원","1차 486,158원 30% / 2차 461,850원 30% / 3차 493,450원 40%","481,783원",2.09%,"56,924원",투입금액 한도 기준,3.66,"486,158원","389,033원","481,188원 ~ 488,891원","538,213원 ~ 549,175원",-0.20%,-0.07%,"471,927원",+2.93%,"538,213원",+10.71%,"549,175원","487,132원","459,564원 ~ 529,718원",정상,주문기준 정상범위,지지존 기반: 중기 강함 지지존 상단/중심 근사 / 예상시초가 기준 3.7% 이내,대형 이벤트일: 변동성 확대 | 이벤트·매크로 고변동 구간 (risk_mult 1.90),주의사유 존재 / 앙상블 약함(6점 < 45점) / 방어적 판정(관망 우위) / 매수행동이 관망/제외,"보정신뢰도 50점 미만이라 신규매수 금지, 관망 우위입니다. / 매수금지: 주의사유 존재 / 앙상블 약함(6점 < 45점) / 방어적 판정(관망 우위) / 매수행동이 관망/제외",POSCO홀딩스,POSCO홀딩스,POSCO홀딩스,POSCO홀딩스,POSCO홀딩스,POSCO홀딩스,POSCO홀딩스,미국주식,"416,249원","416,249원","416,249원",,,,,,,,"371,734원","371,734원","413,273원","413,273원","413,273원","413,273원",,,1:1.32,1:1.32,,,0.0,0.0,0.0,0.0,실적 데이터 없음,실적 데이터 없음,실적 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,0.0,0.0,0.0,,,,,,,저장된 후보 기준
한국주식,2026-05-15,-38.5,관망 우위,매수금지/리스크 조건 우선,🔴,관망/제외,True,LS,관망 우위,-,-,실시간 미적용,학습기록 부족,-,0,재무 데이터 제한,수급 중립/확인,국장 재무 자동수집 제한 / 외국인 보유율 0.00% / 네이버 수급 페이지 조회 가능하나 방향성 자동판독 제한,0,8,9,성과보정 중립,2주,"972,754원","1차 486,377원 30% / 2차 462,058원 30% / 3차 493,673원 40%","482,000원",4.23%,"47,902원",손절 리스크 한도 기준,3.93,"486,377원","242,470원","474,787원 ~ 489,994원","580,388원 ~ 599,529원",-3.94%,-3.69%,"462,426원",+4.92%,"580,388원",+19.33%,"599,529원","506,313원","461,338원 ~ 583,842원",정상,주문기준 정상범위,지지존 기반: 중기 강함 지지존 상단/중심 근사 / 예상시초가 기준 6.3% 이내,대형 이벤트일: 변동성 확대 | 이벤트·매크로 고변동 구간 (risk_mult 1.90),주의사유 존재 / 앙상블 약함(9점 < 45점) / 방어적 판정(관망 우위) / 매수행동이 관망/제외,"보정신뢰도 50점 미만이라 신규매수 금지, 관망 우위입니다. / 매수금지: 주의사유 존재 / 앙상블 약함(9점 < 45점) / 방어적 판정(관망 우위) / 매수행동이 관망/제외",LS,LS,LS,LS,LS,LS,LS,미국주식,"495,552원","495,552원","495,552원",,,,,,,,"458,295원","458,295원","530,750원","530,750원","530,750원","530,750원",,,1:1.45,1:1.45,,,0.0,0.0,0.0,0.0,실적 데이터 없음,실적 데이터 없음,실적 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,0.0,0.0,0.0,,,,,,,저장된 후보 기준
한국주식,2026-05-15,-39.0,관망 우위,매수금지/리스크 조건 우선,🔴,관망/제외,True,대한전선,관망 우위,-,-,실시간 미적용,학습기록 부족,-,2,재무 데이터 제한,수급 중립/확인,국장 재무 자동수집 제한 / 외국인 보유율 27.00% / 네이버 수급 페이지 조회 가능하나 방향성 자동판독 제한,0,8,2,성과보정 중립,18주,"1,142,298원","1차 63,461원 30% / 2차 60,288원 30% / 3차 64,413원 40%","62,890원",5.34%,"67,662원",손절 리스크 한도 기준,3.08,"63,461원","30,318원","61,503원 ~ 64,025원","75,029원 ~ 77,551원",-3.36%,-3.11%,"59,702원",+5.92%,"75,029원",+18.23%,"77,551원","65,670원","58,654원 ~ 77,765원",정상,주문기준 정상범위,지지존 기반: 단기 핵심 지지존 상단/중심 근사 / 예상시초가 기준 6.5% 이내,RSI 75 이상 과열 | 대형 이벤트일: 변동성 확대 | 갭·과열 구간: 눌림 대기 또는 매수금지 | 이벤트·매크로 고변동 구간 (risk_mult 1.90),주의사유 존재 / 앙상블 약함(2점 < 45점) / 방어적 판정(관망 우위) / 매수행동이 관망/제외,"보정신뢰도 50점 미만이라 신규매수 금지, 관망 우위입니다. / 매수금지: 주의사유 존재 / 앙상블 약함(2점 < 45점) / 방어적 판정(관망 우위) / 매수행동이 관망/제외",대한전선,대한전선,대한전선,대한전선,대한전선,대한전선,대한전선,미국주식,"51,597원","51,597원","51,597원",,,,,,,,"45,408원","45,408원","54,407원","54,407원","54,407원","54,407원",,,1:1.44,1:1.44,,,0.0,0.0,0.0,0.0,실적 데이터 없음,실적 데이터 없음,실적 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,0.0,0.0,0.0,,,,,,,저장된 후보 기준
한국주식,2026-05-15,-39.4,관망 우위,매수금지/리스크 조건 우선,🔴,관망/제외,True,메리츠금융지주,관망 우위,-,-,실시간 미적용,학습기록 부족,-,2,재무 데이터 제한,수급 중립/확인,국장 재무 자동수집 제한 / 외국인 보유율 50.00% / 네이버 수급 페이지 조회 가능하나 방향성 자동판독 제한,6,2,0,성과보정 중립,18주,"1,966,500원","1차 109,250원 30% / 2차 103,788원 30% / 3차 110,889원 40%","108,267원",1.04%,"37,764원",투입금액 한도 기준,2.07,"109,250원","103,946원","108,118원 ~ 109,557원","113,600원 ~ 115,227원",-0.64%,-0.77%,"107,152원",+1.92%,"113,600원",+3.98%,"115,227원","109,957원","104,032원 ~ 113,653원",정상,주문기준 정상범위,지지존 기반: 단기 핵심 지지존 상단/중심 근사 / 예상시초가 기준 2.4% 이내,대형 이벤트일: 변동성 확대 | 주봉 강한 하락 추세 | 이벤트·매크로 고변동 구간 (risk_mult 1.90),주의사유 존재 / 앙상블 약함(0점 < 45점) / 예상중앙등락 약세(-1.14%) / 방어적 판정(관망 우위) / 매수행동이 관망/제외,"보정신뢰도 50점 미만이라 신규매수 금지, 관망 우위입니다. / 매수금지: 주의사유 존재 / 앙상블 약함(0점 < 45점) / 예상중앙등락 약세(-1.14%) / 방어적 판정(관망 우위) / 매수행동이 관망/제외",메리츠금융지주,메리츠금융지주,메리츠금융지주,메리츠금융지주,메리츠금융지주,메리츠금융지주,메리츠금융지주,미국주식,"107,988원","107,988원","107,988원",,,,,,,,"105,208원","105,208원","111,648원","111,648원","111,648원","111,648원",,,1:1.51,1:1.51,,,0.0,0.0,0.0,0.0,실적 데이터 없음,실적 데이터 없음,실적 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,5.0,5.0,5.0,,,,,,,저장된 후보 기준
한국주식,2026-05-15,-39.8,관망 우위,매수금지/리스크 조건 우선,🔴,관망/제외,True,두산에너빌리티,관망 우위,-,-,실시간 미적용,학습기록 부족,-,0,재무 데이터 제한,수급 중립/확인,국장 재무 자동수집 제한 / 외국인 보유율 4.00% / 네이버 수급 페이지 조회 가능하나 방향성 자동판독 제한,0,9,0,성과보정 중립,17주,"1,947,112원","1차 114,536원 30% / 2차 108,809원 30% / 3차 116,254원 40%","113,505원",1.92%,"53,788원",투입금액 한도 기준,2.26,"114,536원","92,094원","113,029원 ~ 115,007원","121,699원 ~ 124,189원",-2.06%,-2.19%,"111,372원",+2.76%,"121,699원",+6.25%,"124,189원","116,948원","107,273원 ~ 123,210원",정상,주문기준 정상범위,지지존 기반: 중기 강함 지지존 상단/중심 근사 / 예상시초가 기준 3.5% 이내,대형 이벤트일: 변동성 확대 | 이벤트·매크로 고변동 구간 (risk_mult 1.90),주의사유 존재 / 앙상블 약함(0점 < 45점) / 예상중앙등락 약세(-1.59%) / 방어적 판정(관망 우위) / 매수행동이 관망/제외,"보정신뢰도 50점 미만이라 신규매수 금지, 관망 우위입니다. / 매수금지: 주의사유 존재 / 앙상블 약함(0점 < 45점) / 예상중앙등락 약세(-1.59%) / 방어적 판정(관망 우위) / 매수행동이 관망/제외",두산에너빌리티,두산에너빌리티,두산에너빌리티,두산에너빌리티,두산에너빌리티,두산에너빌리티,두산에너빌리티,미국주식,"100,815원","100,815원","100,815원",,,,,,,,"95,398원","95,398원","104,857원","104,857원","104,857원","104,857원",,,1:1.31,1:1.31,,,0.0,0.0,0.0,0.0,실적 데이터 없음,실적 데이터 없음,실적 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,0.0,0.0,0.0,,,,,,,저장된 후보 기준
