checked_at,market,target_date,score,label,action,failed_checks
2026-05-15 08:30:39 KST,미국주식,2026-05-14,100,95점권 운영준비,자동 예측/업데이트 흐름은 매우 양호. 그래도 최종 매매 판단은 직접 확인.,
