시장,종목코드,종목명,분류,현재가,기준가,손절가,목표가,손익비,신뢰도점수,핵심근거,주의점,다음행동,current_price,last_price,quote_fallback_price,실시간현재가,quote_source,quote_source_label,data_status,price_data_status,current_price_source
미국주식,QUBT,QUBT,우선확인,$12.31,11.55195506093469,9.75338900756742,14.49334980869293,1.45,80.0,latest predictions.csv 기반: 관망 우위,TP1 터치율 20% 미만 / 평균 최종 손익 양수 / 거래량 부족 또는 데이터 부족 / 대형 이벤트일: 변동성 확대 / 손익비 부족: 1차 R:R 1.45 / 우선진입가가 예상시초가와 -6.5% 괴리: 즉시매수 금지 / 현재가가 우선진입가 대비 +6.6% (한도 5%) / 이벤트·매크로 고변동 구간 (risk_mult 1.90),기준가·손절가·목표가 확인,12.31,12.31,12.31,$12.31,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,KIS 해외 현재가
미국주식,NBIS,NBIS,우선확인,$214.77,200.6667950507845,172.6841323628646,234.4311857147217,1.45,70.0,latest predictions.csv 기반: 관망 우위,TP1 터치율 20% 미만 / 거래량 부족 또는 데이터 부족 / 대형 이벤트일: 변동성 확대 / 손익비 부족: 1차 R:R 1.45 / 우선진입가가 예상시초가와 -6.5% 괴리: 즉시매수 금지 / 현재가가 우선진입가 대비 +6.4% (한도 5%) / 이벤트·매크로 고변동 구간 (risk_mult 1.90) / 검증학습 주의: 가상매매 평균 -1.9%,기준가·손절가·목표가 확인,214.77,214.77,214.77,$214.77,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,KIS 해외 현재가
미국주식,NVDA,NVDA,우선확인,$215.33,215.0397087631877,210.4887095319654,237.159960007474,4.1541,66.0,latest predictions.csv 기반: 관망 우위,TP1 터치율 20% 미만 / 거래량 부족 또는 데이터 부족 / 대형 이벤트일: 변동성 확대 / 이벤트·매크로 고변동 구간 (risk_mult 1.90),기준가·손절가·목표가 확인,215.33,215.33,215.33,$215.33,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,KIS 해외 현재가
미국주식,TSLA,TSLA,우선확인,$426.01,423.1158365882845,413.1726712255414,454.802923392977,2.5329,65.0,latest predictions.csv 기반: 관망 우위,방향 적중률 35% 미만 / TP1 터치율 20% 미만 / 평균 최종 손익 음수 / 거래량 부족 또는 데이터 부족 / 최근 보정 성과 개선 / 대형 이벤트일: 변동성 확대 / 이벤트·매크로 고변동 구간 (risk_mult 1.90),기준가·손절가·목표가 확인,426.01,426.01,426.01,$426.01,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,KIS 해외 현재가
미국주식,CRCL,CRCL,우선확인,$113.12,111.42004722428554,105.31516117707967,117.98406822852868,1.3416,65.0,latest predictions.csv 기반: 관망 우위,TP1 터치율 20% 미만 / 거래량 부족 또는 데이터 부족 / 최근 보정 후 성과 악화 / 대형 이벤트일: 변동성 확대 / 손익비 부족: 1차 R:R 1.45 / 이벤트·매크로 고변동 구간 (risk_mult 1.90),기준가·손절가·목표가 확인,113.12,113.12,113.12,$113.12,KIS Overseas Open API,KIS 해외 현재가,API 현재가 수신,success,KIS 해외 현재가
