시장,제목,요약,감성,초보자 해석,다음 행동,출처,링크
전체,수집된 뉴스가 없습니다,GNEWS_API_KEY/NEWS_API_KEY가 없거나 API 호출 결과가 비어 있습니다.,확인 필요,뉴스가 없으면 뉴스 재료는 매수 판단에서 제외하고 가격·거래량·수급 중심으로 보세요.,GitHub Secrets의 GNEWS_API_KEY 확인 → Actions 실행 → start 앱 동기화 확인,-,-
