시장,예측대상일,상태,매수행동,매수금지,종목,판정,보정신뢰도,매매적합도,앙상블추정점수,성과보정,추천수량,주문예상금액,1R위험금액,매수단위근거,손익비,우선진입가,보수대기선,지지존,저항존,진입거리,전일대비진입,손절가,손절폭,1차익절가,익절거리,2차익절가,예상시초가,예상종가범위,주문검증,주문검증메모,진입근거,주의사유,금지사유,행동이유,symbol,ticker,code,종목코드,name,stock_name,종목명,market,현재가,last_price,current_price,관찰 기준가,active_scenario_pullback_price,조건부 진입가,매수가,entry,entry_price,buy_price,stop,stop_loss,1차 목표가,목표가,tp1,target_price,2차 목표가,tp2,rr,risk_reward,기대수익률,expected_return,수급점수,수급 점수,supply_score,flow_score,실적점수,실적 점수,earnings_score,밸류에이션점수,밸류에이션 점수,벨류에이션점수,valuation_score,차트점수,차트 점수,chart_score,실적상태,earnings_data_status,밸류상태,valuation_data_status,수급상태,flow_data_status,price_data_status
한국주식,2026-05-11,🔴,관망/제외,True,005930,관망 우위,0,3,0,성과기록 부족,7주,"1,861,811원","41,538원",투입금액 한도 기준,1.59,"265,973원","224,212원","263,604원 ~ 266,845원","275,407원 ~ 280,018원",-0.78%,-0.94%,"260,039원",+2.23%,"275,407원",+3.55%,"280,018원","268,070원","252,442원 ~ 281,956원",정상,주문기준 정상범위,지지존 기반: 단기 강함 지지존 상단/중심 근사 / 예상시초가 기준 2.8% 이내,RSI 75 이상 과열 | 대형 이벤트일: 변동성 확대,주의사유 존재 / 앙상블 약함(0점 < 45점) / 방어적 판정(관망 우위) / 매수행동이 관망/제외,주의사유가 있어 신규 진입은 보수적으로 봅니다. / 매수금지: 주의사유 존재 / 앙상블 약함(0점 < 45점) / 방어적 판정(관망 우위) / 매수행동이 관망/제외,005930,,005930,005930,삼성전자,삼성전자,삼성전자,한국주식,"274,457원","274,457원","274,457원","263,162원","263,162원","264,748원","264,748원","264,748원","264,748원","264,748원","245,034원","245,034원","295,278원","295,278원","295,278원","295,278원","321,459원","321,459원",1:2.34,1:2.34,,,10.0,10.0,10.0,10.0,19.0,19.0,19.0,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,3.0,3.0,3.0,partial,partial,data_missing,data_missing,kr_flow_response_empty,kr_flow_response_empty,저장된 후보 기준
한국주식,2026-05-11,🔴,관망/제외,True,000660,관망 우위,0,0,0,성과기록 부족,-,0원,0원,계좌/리스크 한도상 매수 단위 0,1.50,"1,634,331원","856,815원","1,081,003원 ~ 1,104,570원",-,-2.91%,-3.06%,"1,535,841원",+6.03%,"1,782,066원",+9.04%,"1,860,857원","1,683,302원","1,582,771원 ~ 1,772,622원",정상,주문기준 정상범위,지지존 기반: 단기 강함 지지존 상단/중심 근사 / 예상시초가 기준 2.9% 이내,RSI 75 이상 과열 | 대형 이벤트일: 변동성 확대,주의사유 존재 / 앙상블 약함(0점 < 45점) / 방어적 판정(관망 우위) / 매수행동이 관망/제외,주의사유가 있어 신규 진입은 보수적으로 봅니다. / 매수금지: 주의사유 존재 / 앙상블 약함(0점 < 45점) / 방어적 판정(관망 우위) / 매수행동이 관망/제외,000660,,000660,000660,SK하이닉스,SK하이닉스,SK하이닉스,한국주식,"1,729,215원","1,729,215원","1,729,215원","1,654,711원","1,654,711원","1,664,686원","1,664,686원","1,664,686원","1,664,686원","1,664,686원","1,499,933원","1,499,933원","1,968,768원","1,968,768원","1,968,768원","1,968,768원","2,027,018원","2,027,018원",1:2.55,1:2.55,,,10.0,10.0,10.0,10.0,19.0,19.0,19.0,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,0.4,0.4,0.4,partial,partial,data_missing,data_missing,success,success,저장된 후보 기준
한국주식,2026-05-11,🔴,관망/제외,True,010120,관망 우위,0,0,0,성과기록 부족,2주,"596,624원","56,108원",손절 리스크 한도 기준,1.45,"298,312원","109,406원","176,280원 ~ 184,874원","332,534원 ~ 341,128원",-4.54%,-4.69%,"270,258원",+9.40%,"338,990원",+13.64%,"358,627원","312,499원","283,375원 ~ 338,376원",진입가 대기,예상시초가보다 4.5% 낮음,지지존 기반: 단기 강함 지지존 상단/중심 근사 / 예상시초가 기준 4.5% 이내,RSI 75 이상 과열 | 대형 이벤트일: 변동성 확대 | 손익비 부족: 1차 R:R 1.45,주의사유 존재 / 앙상블 약함(0점 < 45점) / 예상중앙등락 약세(-0.68%) / 방어적 판정(관망 우위) / 매수행동이 관망/제외,주의사유가 있어 신규 진입은 보수적으로 봅니다. / 매수금지: 주의사유 존재 / 앙상블 약함(0점 < 45점) / 예상중앙등락 약세(-0.68%) / 방어적 판정(관망 우위) / 매수행동이 관망/제외,010120,,010120,010120,LS ELECTRIC,LS ELECTRIC,LS ELECTRIC,한국주식,"238,500원","238,500원","238,500원","232,387원","232,387원","233,788원","233,788원","233,788원","233,788원","233,788원","221,677원","221,677원","251,349원","251,349원","251,349원","251,349원","259,827원","259,827원",1:1.45,1:1.45,,,10.0,10.0,10.0,10.0,10.4,10.4,10.4,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,14.0,14.0,14.0,partial,partial,data_missing,data_missing,False,False,저장된 후보 기준
한국주식,2026-05-11,🔴,관망/제외,True,012450,관망 우위,0,0,0,성과기록 부족,1주,"1,284,200원","34,277원",투입금액 한도 기준,1.45,"1,284,200원","1,284,912원","1,265,521원 ~ 1,289,275원","1,312,636원 ~ 1,336,389원",-1.33%,-1.74%,"1,249,923원",+2.67%,"1,333,902원",+3.87%,"1,357,896원","1,301,511원","1,201,630원 ~ 1,373,483원",정상,주문기준 정상범위,지지존 기반: 단기 핵심 지지존 상단/중심 근사 / 예상시초가 기준 3.4% 이내,대형 이벤트일: 변동성 확대 | 손익비 부족: 1차 R:R 1.45,주의사유 존재 / 앙상블 약함(0점 < 45점) / 예상중앙등락 약세(-1.49%) / 방어적 판정(관망 우위) / 매수행동이 관망/제외,주의사유가 있어 신규 진입은 보수적으로 봅니다. / 매수금지: 주의사유 존재 / 앙상블 약함(0점 < 45점) / 예상중앙등락 약세(-1.49%) / 방어적 판정(관망 우위) / 매수행동이 관망/제외,012450,,012450,012450,한화에어로스페이스,한화에어로스페이스,한화에어로스페이스,한국주식,"1,249,000원","1,249,000원","1,249,000원","1,243,923원","1,243,923원","1,251,421원","1,251,421원","1,251,421원","1,251,421원","1,251,421원","1,210,760원","1,210,760원","1,338,365원","1,338,365원","1,338,365원","1,338,365원","1,369,601원","1,369,601원",1:2.14,1:2.14,,,10.0,10.0,10.0,10.0,7.0,7.0,7.0,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,25.0,25.0,25.0,partial,partial,data_missing,data_missing,success,success,저장된 후보 기준
한국주식,2026-05-11,🔴,관망/제외,True,042700,관망 우위,0,0,0,성과기록 부족,2주,"747,002원","63,084원",손절 리스크 한도 기준,1.45,"373,501원","179,301원","292,401원 ~ 302,017원","410,056원 ~ 419,672원",-4.08%,-4.23%,"341,959원",+8.44%,"419,238원",+12.25%,"441,318원","389,376원","356,788원 ~ 418,330원",진입가 대기,예상시초가보다 4.1% 낮음,지지존 기반: 단기 핵심 지지존 상단/중심 근사 / 예상시초가 기준 4.1% 이내,RSI 75 이상 과열 | 대형 이벤트일: 변동성 확대 | 손익비 부족: 1차 R:R 1.45,주의사유 존재 / 앙상블 약함(0점 < 45점) / 예상중앙등락 약세(-0.63%) / 방어적 판정(관망 우위) / 매수행동이 관망/제외,주의사유가 있어 신규 진입은 보수적으로 봅니다. / 매수금지: 주의사유 존재 / 앙상블 약함(0점 < 45점) / 예상중앙등락 약세(-0.63%) / 방어적 판정(관망 우위) / 매수행동이 관망/제외,042700,,042700,042700,한미반도체,한미반도체,한미반도체,한국주식,"287,500원","287,500원","287,500원","278,582원","278,582원","280,261원","280,261원","280,261원","280,261원","280,261원","263,296원","263,296원","304,861원","304,861원","304,861원","304,861원","316,737원","316,737원",1:1.45,1:1.45,,,10.0,10.0,10.0,10.0,17.8,17.8,17.8,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,21.5,21.5,21.5,partial,partial,data_missing,data_missing,success,success,저장된 후보 기준
한국주식,2026-05-11,🔴,관망/제외,True,267260,관망 우위,0,0,0,성과기록 부족,1주,"1,393,751원","61,501원",손절 리스크 한도 기준,1.45,"1,393,751원","1,434,290원","1,343,415원 ~ 1,368,448원","1,420,371원 ~ 1,448,244원",-0.50%,-0.66%,"1,332,250원",+4.41%,"1,482,928원",+6.40%,"1,525,978원","1,400,755원","1,293,973원 ~ 1,495,629원",정상,주문기준 정상범위,지지존 기반: 단기 강함 지지존 상단/중심 근사 / 예상시초가 기준 3.7% 이내,RSI 75 이상 과열 | 대형 이벤트일: 변동성 확대 | 손익비 부족: 1차 R:R 1.45,주의사유 존재 / 앙상블 약함(0점 < 45점) / 예상중앙등락 약세(-0.58%) / 방어적 판정(관망 우위) / 매수행동이 관망/제외,주의사유가 있어 신규 진입은 보수적으로 봅니다. / 매수금지: 주의사유 존재 / 앙상블 약함(0점 < 45점) / 예상중앙등락 약세(-0.58%) / 방어적 판정(관망 우위) / 매수행동이 관망/제외,267260,,267260,267260,HD현대일렉트릭,HD현대일렉트릭,HD현대일렉트릭,한국주식,"1,066,000원","1,066,000원","1,066,000원","1,035,928원","1,035,928원","1,042,172원","1,042,172원","1,042,172원","1,042,172원","1,042,172원","998,157원","998,157원","1,105,994원","1,105,994원","1,105,994원","1,105,994원","1,136,805원","1,136,805원",1:1.45,1:1.45,,,10.0,10.0,10.0,10.0,16.0,16.0,16.0,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,21.0,21.0,21.0,partial,partial,data_missing,data_missing,False,False,저장된 후보 기준
