시장,예측대상일,실전우선순위,실전최종판정,실전판정이유,상태,매수행동,매수금지,종목,판정,실시간현재가,실시간괴리,실시간판정,학습보정,학습요약,품질점수,재무,수급,품질요약,보정신뢰도,매매적합도,앙상블추정점수,성과보정,추천수량,주문예상금액,3분할계획,예상평단,평단손절위험,1R위험금액,매수단위근거,손익비,우선진입가,보수대기선,지지존,저항존,진입거리,전일대비진입,손절가,손절폭,1차익절가,익절거리,2차익절가,예상시초가,예상종가범위,주문검증,주문검증메모,진입근거,주의사유,금지사유,행동이유,created_at,session_type,session_label,basis_ohlc_date,basis_open,basis_high,basis_low,basis_close,basis_volume,basis_source,current_price_at_prediction,current_price_source,stock_code,stock_name,prediction_freshness,prediction_freshness_issue,basis_ohlc_valid,basis_ohlc_issue,invalidation_condition,data_status,risk_reward_ratio,final_judgment,suggested_action,reason,risk_reason,buy_reason,report_generated_at
미국주식,2026-05-22,-62.3,관망 우위,매수금지/리스크 조건 우선,🔴,관망/제외,True,MU,관망 우위,$751.00,+5.85%,진입가 크게 위 - 추격금지,학습 부담,익절 약함 0% / 손절 낮음 0% / 방향부진 0%,25,재무 우호,수급 데이터 제한,"분기 매출 3연속 증가 / 3년 매출 성장 21.5% / 영업이익률 양호 67.6% / 미장은 현재 Finnhub quote 중심, 기관/외국인",0,0,0,성과보정 중립,-,$0.00,1차 $709.51 30% / 2차 $674.03 30% / 3차 $720.15 40%,$703.12,12.11%,$0.00,계좌/리스크 한도상 매수 단위 0,1.39,$709.51,$440.80,$641.38 ~ $661.89,$809.06 ~ $834.88,-6.41%,-6.90%,$627.17,+11.61%,$824.34,+16.18%,$881.66,$758.07,$660.94 ~ $882.52,진입가 대기,예상시초가보다 6.4% 낮음,지지존 기반: 단기 강함 지지존 상단/중심 근사 / 예상시초가 기준 5.6% 이내 / 검증학습 -1.04% 진입가 보정,대형 이벤트일: 변동성 확대 | 손익비 부족: 1차 R:R 1.45 | 현재가가 우선진입가 대비 +5.1% (한도 5%) | 이벤트·매크로 고변동 구간 (risk_mult 1.90) | 검증학습 주의: 방향 적중률 낮음 / 최근 손절 빈도 높음 / 가상매매 평균 -2.4% | 매수금지 필터: 관망 우위 · 방향 적중률 35% 미만 / TP1 터치율 20% 미만 / 평균 최종 손익 음수 / 거래량 부족 또는 데이터 부족 / 대형 이벤트일: 변동성 확대 / 손익비 부족: 1차 R:R 1.45 / 현재가가 우선진입가 대비 +5.1% (한도 5%) / 이벤트·매크로 고변동 구간 (risk_mult 1.90) / 검증학습 주의: 방향 적중률 낮음 / 최근 손절 빈도 높음 / 가상매매 평균 -2.4%,거래량 부족 / 주의사유 존재 / 앙상블 약함(0점 < 45점) / 방어적 판정(관망 우위) / 매수행동이 관망/제외,"보정신뢰도 50점 미만이라 신규매수 금지, 관망 우위입니다. / 실시간방어: 진입가 크게 위 - 추격금지 / 매수금지: 거래량 부족 / 주의사유 존재 / 앙상블 약함(0점 < 45점) / 방어적 판정(관망 우위) / 매수행동이 관망/제외",2026-05-22 23:10:13,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 14:21:49
미국주식,2026-05-22,-62.4,관망 우위,매수금지/리스크 조건 우선,🔴,관망/제외,True,GE,관망 우위,$302.84,+0.42%,손절가 근접 - 위험구간,학습 중립,익절 약함 0% / 손절 낮음 0% / 방향부진 0% / 종가오차 낮음 2.4%,14,재무 우호,수급 데이터 제한,"3년 매출 성장 57.4% / 영업이익률 양호 18.7% / ROE 양호 45.4% / 미장은 현재 Finnhub quote 중심, 기관/외국인",29,4,0,성과보정 중립,6주,"$1,809.48",1차 $301.58 30% / 2차 $286.50 30% / 3차 $306.10 40%,$298.87,0.90%,$32.22,투입금액 한도 기준,1.13,$301.58,$301.15,$297.86 ~ $301.51,$307.58 ~ $311.72,-2.03%,-0.06%,$296.21,+1.78%,$307.66,+2.02%,$311.39,$307.82,$302.39 ~ $323.59,정상,주문기준 정상범위,지지존 기반: 중기 핵심 지지존 상단/중심 근사 / 예상시초가 기준 2.3% 이내 / 검증학습 +0.23% 진입가 보정,대형 이벤트일: 변동성 확대 | 손익비 부족: 1차 R:R 1.45 | 이벤트·매크로 고변동 구간 (risk_mult 1.90),주의사유 존재 / 앙상블 약함(0점 < 45점) / 방어적 판정(관망 우위) / 매수행동이 관망/제외,"보정신뢰도 50점 미만이라 신규매수 금지, 관망 우위입니다. / 실시간방어: 손절가 근접 - 위험구간 / 매수금지: 주의사유 존재 / 앙상블 약함(0점 < 45점) / 방어적 판정(관망 우위) / 매수행동이 관망/제외",2026-05-22 23:16:21,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 14:21:49
미국주식,2026-05-22,-62.4,관망 우위,매수금지/리스크 조건 우선,🔴,관망/제외,True,CEG,관망 우위,$294.07,+3.36%,진입가 위 - 추격주의,학습 위험,익절 약함 0% / 방향부진 0%,14,재무 우호,수급 데이터 제한,"분기 매출 증가 83.1% / 영업이익률 양호 20.4% / 영업이익률 개선 +12.1%p / 미장은 현재 Finnhub quote 중심, 기관",28,0,0,성과보정 주의,5주,"$1,422.60",1차 $284.52 30% / 2차 $270.29 30% / 3차 $288.79 40%,$281.96,3.73%,$63.45,손절 리스크 한도 기준,1.45,$284.52,$286.94,$273.91 ~ $279.76,$291.52 ~ $297.38,-0.60%,-0.46%,$271.83,+4.46%,$302.93,+6.47%,$311.81,$286.23,$265.89 ~ $295.93,정상,주문기준 정상범위,지지존 기반: 단기 핵심 지지존 상단/중심 근사 / 예상시초가 기준 3.4% 이내,시초 예상가가 1차 저항선 1% 이내 | 대형 이벤트일: 변동성 확대 | 손익비 부족: 1차 R:R 1.45 | 주봉 강한 하락 추세 | 이벤트·매크로 고변동 구간 (risk_mult 1.90),주의사유 존재 / 앙상블 약함(0점 < 45점) / 예상중앙등락 약세(-1.72%) / 방어적 판정(관망 우위) / 매수행동이 관망/제외,"보정신뢰도 50점 미만이라 신규매수 금지, 관망 우위입니다. / 자동학습 위험(-8) / 매수금지: 주의사유 존재 / 앙상블 약함(0점 < 45점) / 예상중앙등락 약세(-1.72%) / 방어적 판정(관망 우위) / 매수행동이 관망/제외",2026-05-22 23:15:22,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 14:21:49
미국주식,2026-05-22,-62.9,관망 우위,매수금지/리스크 조건 우선,🔴,관망/제외,True,CAT,관망 우위,$879.89,+4.13%,진입가 위 - 추격주의,학습 위험,익절 약함 0% / 손절 우위 67% / 방향부진 0%,2,재무 보통+,수급 데이터 제한,"영업이익률 양호 17.7% / ROE 양호 51.3% / 최근 FCF 양호 / 미장은 현재 Finnhub quote 중심, 기관/외국인 수급은 ",22,21,10,성과보정 주의,2주,"$1,689.92",1차 $844.96 30% / 2차 $802.71 30% / 3차 $857.63 40%,$837.36,0.93%,$30.68,투입금액 한도 기준,4.73,$844.96,$666.84,$837.83 ~ $848.63,$926.79 ~ $938.89,-2.61%,-2.42%,$829.62,+1.82%,$917.49,+8.58%,$929.47,$867.62,$818.27 ~ $888.68,정상,주문기준 정상범위,지지존 기반: 단기 핵심 지지존 상단/중심 근사 / 예상시초가 기준 2.3% 이내 / 검증학습 -0.45% 진입가 보정,대형 이벤트일: 변동성 확대 | 이벤트·매크로 고변동 구간 (risk_mult 1.90) | 검증학습 주의: 가상매매 평균 -1.7%,주의사유 존재 / 앙상블 약함(10점 < 45점) / 예상중앙등락 약세(-1.44%) / 방어적 판정(관망 우위) / 매수행동이 관망/제외,"보정신뢰도 50점 미만이라 신규매수 금지, 관망 우위입니다. / 자동학습 위험(-15) / 매수금지: 주의사유 존재 / 앙상블 약함(10점 < 45점) / 예상중앙등락 약세(-1.44%) / 방어적 판정(관망 우위) / 매수행동이 관망/제외",2026-05-22 23:07:02,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 14:21:49
미국주식,2026-05-22,-63.2,관망 우위,매수금지/리스크 조건 우선,🔴,관망/제외,True,RDDT,관망 우위,$141.67,-4.21%,손절가 근접 - 위험구간,학습 부담,익절 약함 0% / 손절 낮음 0% / 방향부진 0%,14,재무 우호,수급 데이터 제한,"3년 매출 성장 230.4% / 영업이익률 양호 27.6% / 영업이익률 개선 +14.0%p / 미장은 현재 Finnhub quote 중심, 기",0,0,0,성과보정 중립,13주,"$1,922.57",1차 $147.89 30% / 2차 $140.50 30% / 3차 $150.11 40%,$146.56,2.42%,$62.27,투입금액 한도 기준,1.58,$147.89,$147.45,$145.34 ~ $148.65,$155.46 ~ $159.20,-0.46%,-1.43%,$143.10,+3.24%,$155.46,+5.12%,$159.20,$148.58,$135.69 ~ $165.66,정상,주문기준 정상범위,지지존 기반: 단기 핵심 지지존 상단/중심 근사 / 예상시초가 기준 4.1% 이내,대형 이벤트일: 변동성 확대 | 주봉 강한 하락 추세 | 이벤트·매크로 고변동 구간 (risk_mult 1.90) | 검증학습 주의: 방향 적중률 낮음,주의사유 존재 / 앙상블 약함(0점 < 45점) / 방어적 판정(관망 우위) / 매수행동이 관망/제외,"보정신뢰도 50점 미만이라 신규매수 금지, 관망 우위입니다. / 실시간방어: 손절가 근접 - 위험구간 / 매수금지: 주의사유 존재 / 앙상블 약함(0점 < 45점) / 방어적 판정(관망 우위) / 매수행동이 관망/제외",2026-05-22 23:13:56,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 14:21:49
미국주식,2026-05-22,-64.2,관망 우위,매수금지/리스크 조건 우선,🔴,관망/제외,True,SMCI,관망 우위,$35.58,+5.64%,진입가 크게 위 - 추격금지,학습 부담,익절 약함 0% / 손절 낮음 0% / 방향부진 0%,11,재무 보통+,수급 데이터 제한,"3년 매출 성장 322.9% / 영업이익률 개선 +2.1%p / ROE 양호 17.9% / 미장은 현재 Finnhub quote 중심, 기관/외",2,0,0,성과보정 중립,27주,$909.36,1차 $33.68 30% / 2차 $32.00 30% / 3차 $34.19 40%,$33.38,7.15%,$68.31,손절 리스크 한도 기준,1.37,$33.68,$36.51,$31.52 ~ $32.58,$36.04 ~ $37.09,-0.30%,+0.66%,$31.15,+7.51%,$37.16,+10.33%,$38.92,$33.78,$29.45 ~ $37.65,정상,주문기준 정상범위,지지존 기반: 단기 핵심 지지존 상단/중심 근사 / 예상시초가 기준 5.2% 이내,대형 이벤트일: 변동성 확대 | 손익비 부족: 1차 R:R 1.45 | 이벤트·매크로 고변동 구간 (risk_mult 1.90),주의사유 존재 / 앙상블 약함(0점 < 45점) / 방어적 판정(관망 우위) / 매수행동이 관망/제외,"보정신뢰도 50점 미만이라 신규매수 금지, 관망 우위입니다. / 실시간방어: 진입가 크게 위 - 추격금지 / 매수금지: 주의사유 존재 / 앙상블 약함(0점 < 45점) / 방어적 판정(관망 우위) / 매수행동이 관망/제외",2026-05-22 23:10:53,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 14:21:49
미국주식,2026-05-22,-64.2,관망 우위,매수금지/리스크 조건 우선,🔴,관망/제외,True,RKLB,관망 우위,$135.76,+7.05%,진입가 크게 위 - 추격금지,학습 부담,익절 약함 0% / 손절 낮음 0% / 방향부진 0%,5,재무 보통+,수급 데이터 제한,"분기 매출 3연속 증가 / 3년 매출 성장 185.2% / 영업이익률 개선 +13.3%p / 미장은 현재 Finnhub quote 중심, 기관/",0,0,0,성과보정 중립,4주,$507.28,1차 $126.82 30% / 2차 $120.48 30% / 3차 $128.72 40%,$125.68,12.80%,$61.60,손절 리스크 한도 기준,1.40,$126.82,$138.80,$113.19 ~ $117.15,$136.71 ~ $141.54,-0.46%,+1.09%,$111.42,+12.14%,$148.34,+16.97%,$159.07,$127.40,$110.26 ~ $141.25,정상,주문기준 정상범위,지지존 기반: 중기 강함 지지존 상단/중심 근사 / 예상시초가 기준 6.5% 이내,프리마켓 +5% 이상 급등: 추격매수 금지 | 대형 이벤트일: 변동성 확대 | 손익비 부족: 1차 R:R 1.45 | 현재가가 우선진입가 대비 +5.6% (한도 5%) | 이벤트·매크로 고변동 구간 (risk_mult 1.90),주의사유 존재 / 앙상블 약함(0점 < 45점) / 방어적 판정(관망 우위) / 매수행동이 관망/제외,"보정신뢰도 50점 미만이라 신규매수 금지, 관망 우위입니다. / 실시간방어: 진입가 크게 위 - 추격금지 / 매수금지: 주의사유 존재 / 앙상블 약함(0점 < 45점) / 방어적 판정(관망 우위) / 매수행동이 관망/제외",2026-05-22 23:07:41,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 14:21:49
미국주식,2026-05-22,-64.8,관망 우위,매수금지/리스크 조건 우선,🔴,관망/제외,True,RGTI,관망 우위,$26.42,+16.44%,익절가 근접 - 신규매수 금지,학습 부담,손절 낮음 20% / 방향부진 0% / 종가오차 큼 6.6%,-5,재무 부담,수급 데이터 제한,"분기 매출 증가 135.5% / 영업이익률 개선 +514.1%p / 부채 부담 낮음 1% / 미장은 현재 Finnhub quote 중심, 기관/",0,0,0,성과보정 강함,28주,$635.32,1차 $22.69 30% / 2차 $21.56 30% / 3차 $23.03 40%,$22.49,11.15%,$68.88,손절 리스크 한도 기준,1.45,$22.69,$22.20,$20.65 ~ $21.50,$23.25 ~ $23.83,-1.18%,+2.95%,$20.23,+10.84%,$26.24,+15.65%,$27.96,$22.96,$19.37 ~ $26.09,정상,주문기준 정상범위,지지존 기반: 단기 핵심 지지존 상단/중심 근사 / 예상시초가 기준 6.3% 이내 / 검증학습 -0.59% 진입가 보정,프리마켓 +5% 이상 급등: 추격매수 금지 | 대형 이벤트일: 변동성 확대 | 손익비 부족: 1차 R:R 1.45 | 현재가가 우선진입가 대비 +12.7% (한도 5%) | 이벤트·매크로 고변동 구간 (risk_mult 1.90) | 검증학습 주의: 최근 손절 빈도 높음,주의사유 존재 / 앙상블 약함(0점 < 45점) / 방어적 판정(관망 우위) / 매수행동이 관망/제외,"보정신뢰도 50점 미만이라 신규매수 금지, 관망 우위입니다. / 실시간방어: 익절가 근접 - 신규매수 금지 / 매수금지: 주의사유 존재 / 앙상블 약함(0점 < 45점) / 방어적 판정(관망 우위) / 매수행동이 관망/제외",2026-05-22 23:15:53,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 14:21:49
미국주식,2026-05-22,-65.6,관망 우위,매수금지/리스크 조건 우선,🔴,관망/제외,True,AVGO,관망 우위,$414.14,+2.13%,익절가 근접 - 신규매수 금지,학습 위험,익절 약함 0% / 방향부진 0%,22,재무 우호,수급 데이터 제한,"분기 매출 3연속 증가 / 3년 매출 성장 92.4% / 영업이익률 양호 44.9% / 미장은 현재 Finnhub quote 중심, 기관/외국인",4,0,0,성과보정 중립,4주,"$1,622.04",1차 $405.51 30% / 2차 $385.23 30% / 3차 $411.59 40%,$401.86,1.36%,$36.12,투입금액 한도 기준,1.45,$405.51,$405.61,$399.75 ~ $406.85,$414.97 ~ $421.25,-1.17%,-2.19%,$396.48,+2.23%,$418.61,+3.23%,$424.93,$410.31,$375.76 ~ $436.88,정상,주문기준 정상범위,지지존 기반: 단기 핵심 지지존 상단/중심 근사 / 예상시초가 기준 2.8% 이내,대형 이벤트일: 변동성 확대 | 손익비 부족: 1차 R:R 1.45 | 이벤트·매크로 고변동 구간 (risk_mult 1.90),주의사유 존재 / 앙상블 약함(0점 < 45점) / 예상중앙등락 약세(-1.99%) / 방어적 판정(관망 우위) / 매수행동이 관망/제외,"보정신뢰도 50점 미만이라 신규매수 금지, 관망 우위입니다. / 자동학습 위험(-8) / 실시간방어: 익절가 근접 - 신규매수 금지 / 매수금지: 주의사유 존재 / 앙상블 약함(0점 < 45점) / 예상중앙등락 약세(-1.99%) / 방어적 판정(관망 우위) / 매수행동이 관망/제외",2026-05-22 23:10:00,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 14:21:49
미국주식,2026-05-22,-67.0,관망 우위,매수금지/리스크 조건 우선,🔴,관망/제외,True,SNDK,관망 우위,"$1,478.69",+3.81%,진입가 위 - 추격주의,학습 위험,익절 약함 0% / 진입가 과도하게 보수 / 방향부진 0% / 종가오차 큼 6.0%,25,재무 우호,수급 데이터 제한,"분기 매출 3연속 증가 / 3년 매출 성장 20.9% / 영업이익률 양호 70.0% / 미장은 현재 Finnhub quote 중심, 기관/외국인",0,0,0,성과보정 중립,-,$0.00,"1차 $1,424.46 30% / 2차 $1,353.24 30% / 3차 $1,445.83 40%","$1,411.64",12.68%,$0.00,계좌/리스크 한도상 매수 단위 0,1.40,"$1,424.46",$677.16,$909.42 ~ $963.70,"$1,581.25 ~ $1,635.53",-6.06%,-7.64%,"$1,252.75",+12.05%,"$1,664.24",+16.83%,"$1,783.77","$1,516.43","$1,267.25 ~ $1,718.66",진입가 대기,예상시초가보다 6.1% 낮음,지지존 기반: 단기 강함 지지존 상단/중심 근사 / 예상시초가 기준 5.8% 이내 / 검증학습 -0.45% 진입가 보정,대형 이벤트일: 변동성 확대 | 손익비 부족: 1차 R:R 1.45 | 이벤트·매크로 고변동 구간 (risk_mult 1.90) | 검증학습 주의: 방향 적중률 낮음 / 가상매매 평균 -2.6%,주의사유 존재 / 앙상블 약함(0점 < 45점) / 예상중앙등락 약세(-3.20%) / 방어적 판정(관망 우위) / 매수행동이 관망/제외,"보정신뢰도 50점 미만이라 신규매수 금지, 관망 우위입니다. / 자동학습 위험(-15) / 매수금지: 주의사유 존재 / 앙상블 약함(0점 < 45점) / 예상중앙등락 약세(-3.20%) / 방어적 판정(관망 우위) / 매수행동이 관망/제외",2026-05-22 23:06:48,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 14:21:49
미국주식,2026-05-22,-67.1,관망 우위,매수금지/리스크 조건 우선,🔴,관망/제외,True,KTOS,관망 우위,$56.18,+8.04%,익절가 근접 - 신규매수 금지,학습 위험,익절 약함 0% / 방향부진 0%,8,재무 우호,수급 데이터 제한,"분기 매출 증가 7.5% / 3년 매출 성장 49.9% / 부채 부담 낮음 5% / 미장은 현재 Finnhub quote 중심, 기관/외국인 수",6,0,0,성과보정 중립,38주,"$1,976.00",1차 $52.00 30% / 2차 $49.40 30% / 3차 $52.78 40%,$51.53,2.51%,$65.74,투입금액 한도 기준,1.76,$52.00,$51.81,$50.75 ~ $52.14,$54.90 ~ $55.88,-4.02%,-4.88%,$50.27,+3.33%,$55.03,+5.83%,$56.01,$54.18,$49.50 ~ $59.48,진입가 대기,예상시초가보다 4.0% 낮음,지지존 기반: 중기 핵심 지지존 상단/중심 근사 / 예상시초가 기준 4.2% 이내 / 검증학습 +0.23% 진입가 보정,대형 이벤트일: 변동성 확대 | 주봉 강한 하락 추세 | 현재가가 우선진입가 대비 +6.2% (한도 5%) | 이벤트·매크로 고변동 구간 (risk_mult 1.90),주의사유 존재 / 앙상블 약함(0점 < 45점) / 방어적 판정(관망 우위) / 매수행동이 관망/제외,"보정신뢰도 50점 미만이라 신규매수 금지, 관망 우위입니다. / 자동학습 위험(-8) / 실시간방어: 익절가 근접 - 신규매수 금지 / 매수금지: 주의사유 존재 / 앙상블 약함(0점 < 45점) / 방어적 판정(관망 우위) / 매수행동이 관망/제외",2026-05-22 23:16:34,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 14:21:49
미국주식,2026-05-22,-68.5,관망 우위,매수금지/리스크 조건 우선,🔴,관망/제외,True,IONQ,관망 우위,$63.64,+7.39%,진입가 크게 위 - 추격금지,학습 부담,익절 약함 0% / 손절 낮음 0% / 방향부진 0%,0,재무 중립,수급 데이터 제한,"분기 매출 3연속 증가 / 3년 매출 성장 1068.1% / 영업이익률 개선 +356.2%p / 미장은 현재 Finnhub quote 중심, 기",0,0,0,성과보정 중립,8주,$474.08,1차 $59.26 30% / 2차 $56.30 30% / 3차 $60.15 40%,$58.73,14.37%,$63.28,손절 리스크 한도 기준,1.40,$59.26,$61.30,$50.98 ~ $53.25,$64.96 ~ $66.52,-0.69%,+0.63%,$51.35,+13.35%,$70.34,+18.70%,$75.85,$59.67,$49.24 ~ $66.75,정상,주문기준 정상범위,지지존 기반: 단기 핵심 지지존 상단/중심 근사 / 예상시초가 기준 6.4% 이내 / 검증학습 -0.45% 진입가 보정,프리마켓 +5% 이상 급등: 추격매수 금지 | 대형 이벤트일: 변동성 확대 | 손익비 부족: 1차 R:R 1.45 | 현재가가 우선진입가 대비 +5.5% (한도 5%) | 이벤트·매크로 고변동 구간 (risk_mult 1.90) | 검증학습 주의: 가상매매 평균 -2.4%,주의사유 존재 / 앙상블 약함(0점 < 45점) / 예상중앙등락 약세(-1.51%) / 방어적 판정(관망 우위) / 매수행동이 관망/제외,"보정신뢰도 50점 미만이라 신규매수 금지, 관망 우위입니다. / 실시간방어: 진입가 크게 위 - 추격금지 / 매수금지: 주의사유 존재 / 앙상블 약함(0점 < 45점) / 예상중앙등락 약세(-1.51%) / 방어적 판정(관망 우위) / 매수행동이 관망/제외",2026-05-22 23:08:08,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 14:21:49
미국주식,2026-05-22,-69.8,관망 우위,매수금지/리스크 조건 우선,🔴,관망/제외,True,HUT,관망 우위,$105.90,+9.13%,진입가 크게 위 - 추격금지,학습 부담,익절 약함 0% / 손절 낮음 0% / 방향부진 0%,-9,재무 위험,수급 데이터 제한,"3년 매출 성장 196.9% / 부채 부담 낮음 25% / 어닝 서프라이즈 127.6% / 미장은 현재 Finnhub quote 중심, 기관/외",6,0,0,성과보정 중립,8주,$776.32,1차 $97.04 30% / 2차 $92.19 30% / 3차 $98.50 40%,$96.17,8.58%,$67.76,손절 리스크 한도 기준,1.56,$97.04,$68.55,$90.14 ~ $94.19,$110.86 ~ $114.91,-6.34%,-7.81%,$88.57,+8.73%,$110.25,+13.61%,$114.62,$103.61,$80.99 ~ $113.53,진입가 대기,예상시초가보다 6.3% 낮음,지지존 기반: 단기 강함 지지존 상단/중심 근사 / 예상시초가 기준 6.5% 이내,대형 이벤트일: 변동성 확대 | 우선진입가가 예상시초가와 -6.5% 괴리: 즉시매수 금지 | 현재가가 우선진입가 대비 +6.6% (한도 5%) | 이벤트·매크로 고변동 구간 (risk_mult 1.90) / 품질위험: 3년 매출 성장 196.9% / 부채 부담 낮음 25% / 어닝 서프라이,주의사유 존재 / 앙상블 약함(0점 < 45점) / 예상중앙등락 약세(-7.60%) / 방어적 판정(관망 우위) / 매수행동이 관망/제외,"보정신뢰도 50점 미만이라 신규매수 금지, 관망 우위입니다. / 품질위험(-9) / 실시간방어: 진입가 크게 위 - 추격금지 / 매수금지: 주의사유 존재 / 앙상블 약함(0점 < 45점) / 예상중앙등락 약세(-7.60%) / 방어적 판정(관망 우위) / 매수행동이 관망/제외",2026-05-22 23:08:45,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 14:21:49
미국주식,2026-05-22,-70.2,관망 우위,매수금지/리스크 조건 우선,🔴,관망/제외,True,ASTS,관망 우위,$105.86,+8.19%,진입가 크게 위 - 추격금지,학습 부담,익절 약함 0% / 손절 낮음 0% / 방향부진 0%,-12,재무 위험,수급 데이터 제한,"3년 매출 성장 413.0% / 영업이익률 개선 +5283.3%p / 미장은 현재 Finnhub quote 중심, 기관/외국인 수급은 미반영 /",0,0,0,성과보정 중립,7주,$684.95,1차 $97.85 30% / 2차 $92.96 30% / 3차 $99.32 40%,$96.97,8.91%,$61.67,손절 리스크 한도 기준,1.45,$97.85,$98.49,$90.71 ~ $94.27,$102.76 ~ $105.59,-1.06%,+1.68%,$89.04,+9.00%,$110.63,+13.06%,$116.80,$98.90,$88.85 ~ $119.70,정상,주문기준 정상범위,지지존 기반: 단기 핵심 지지존 상단/중심 근사 / 예상시초가 기준 6.1% 이내 / 검증학습 -0.45% 진입가 보정,프리마켓 +5% 이상 급등: 추격매수 금지 | 시초 예상가가 1차 저항선 1% 이내 | 대형 이벤트일: 변동성 확대 | 손익비 부족: 1차 R:R 1.45 | 현재가가 우선진입가 대비 +5.6% (한도 5%) | 이벤트·매크로 고변동 구간 (risk_mult 1.90) | 검증학습 주의: 가상매매 평균 -1.1% / 품질위험: 3년 매출 성장 413.0% / 영업이익률 개선 +5283.3%p / 미,주의사유 존재 / 앙상블 약함(0점 < 45점) / 방어적 판정(관망 우위) / 매수행동이 관망/제외,"보정신뢰도 50점 미만이라 신규매수 금지, 관망 우위입니다. / 품질위험(-12) / 실시간방어: 진입가 크게 위 - 추격금지 / 매수금지: 주의사유 존재 / 앙상블 약함(0점 < 45점) / 방어적 판정(관망 우위) / 매수행동이 관망/제외",2026-05-22 23:07:55,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 14:21:49
미국주식,2026-05-22,-70.4,관망 우위,매수금지/리스크 조건 우선,🔴,관망/제외,True,AVAV,관망 우위,$174.23,+11.38%,익절가 근접 - 신규매수 금지,학습 위험,익절 약함 0% / 방향부진 0%,-13,재무 위험,수급 데이터 제한,"3년 매출 성장 84.1% / 부채 부담 낮음 19% / 미장은 현재 Finnhub quote 중심, 기관/외국인 수급은 미반영 / 사이클 확인",9,9,4,성과보정 중립,12주,"$1,877.16",1차 $156.43 30% / 2차 $148.61 30% / 3차 $158.78 40%,$155.02,2.12%,$55.44,투입금액 한도 기준,3.38,$156.43,$156.70,$153.81 ~ $157.50,$172.84 ~ $176.54,-4.17%,-4.08%,$151.81,+2.95%,$172.06,+9.99%,$175.73,$163.23,$153.40 ~ $172.39,진입가 대기,예상시초가보다 4.2% 낮음,지지존 기반: 단기 핵심 지지존 상단/중심 근사 / 예상시초가 기준 3.7% 이내 / 검증학습 -0.45% 진입가 보정,대형 이벤트일: 변동성 확대 | 주봉 강한 하락 추세 | 현재가가 우선진입가 대비 +6.4% (한도 5%) | 이벤트·매크로 고변동 구간 (risk_mult 1.90) | 검증학습 주의: 가상매매 평균 -2.9% / 품질위험: 3년 매출 성장 84.1% / 부채 부담 낮음 19% / 미장은 현재 F,주의사유 존재 / 앙상블 약함(4점 < 45점) / 방어적 판정(관망 우위) / 매수행동이 관망/제외,"보정신뢰도 50점 미만이라 신규매수 금지, 관망 우위입니다. / 품질위험(-13) / 자동학습 위험(-8) / 실시간방어: 익절가 근접 - 신규매수 금지 / 매수금지: 주의사유 존재 / 앙상블 약함(4점 < 45점) / 방어적 판정(관망 우위) / 매수행동이 관망/제외",2026-05-22 23:16:47,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 14:21:49
