시장,제목,3줄요약,출처,다음행동,종목코드,종목명
한국주식,"코스피, 기관 매수 힘입어 1%대 상승···'중동 변수' 상승폭은 축소 - 서울파이낸스","코스피, 기관 매수 힘입어 1%대 상승···'중동 변수' 상승폭은 축소    서울파이낸스",서울파이낸스,뉴스만으로 매수하지 말고 가격·수급·재무를 함께 확인,,종목
