runner_status,status,market,symbol,name,source,updated_at,latest_year,sales_growth,revenue_cagr_3y,operating_profit_improving,operating_margin_change,debt_ratio,operating_cash_flow,PER,PBR,PSR,industry_discount,drawdown_52w,institution_foreign_flow,fundamental_score,valuation_score,risk_penalty,reason,risk_reason,ticker,code,종목코드,stock_name,종목명,종목,시장,현재가,last_price,current_price,관찰 기준가,active_scenario_pullback_price,조건부 진입가,매수가,entry,entry_price,buy_price,손절가,stop,stop_loss,1차 목표가,목표가,tp1,target_price,2차 목표가,tp2,손익비,rr,risk_reward,기대수익률,expected_return,수급점수,수급 점수,supply_score,flow_score,실적점수,실적 점수,earnings_score,밸류에이션점수,밸류에이션 점수,벨류에이션점수,차트점수,차트 점수,chart_score,실적상태,earnings_data_status,밸류상태,valuation_data_status,수급상태,flow_data_status,price_data_status
OK,OK,한국주식,003490,대한항공,DART,2026-05-14 20:38:05 KST,2025,,,악화/둔화,,339.88,최근 3년 중 흑자 있음,,,,,,,20.0,밸류 데이터 없음,20.0,"DART 2023~2025년 재무 반영. 매출 CAGR N/A, 영업이익 확인 필요.",부채비율 200% 초과,,003490,003490,대한항공,대한항공,대한항공,한국주식,"24,800원","24,800원","24,800원","24,653원","24,653원","24,802원","24,802원","24,802원","24,802원","24,802원","23,732원","23,732원","23,732원","26,353원","26,353원","26,353원","26,353원","27,102원","27,102원",1:1.45,1:1.45,1:1.45,,,5.0,5.0,5.0,5.0,4.0,4.0,4.0,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,24.5,24.5,24.5,partial,partial,data_missing,data_missing,False,False,저장된 후보 기준
OK,OK,한국주식,005380,현대자동차,DART,2026-05-14 20:38:06 KST,2025,+7.01%,7.01,악화/둔화,+6.16%,188.95,확인 필요,,,,,,,47.0,밸류 데이터 없음,0.0,"DART 2023~2025년 재무 반영. 매출 CAGR +7.01%, 영업이익 확인 필요.",,,005380,005380,현대자동차,현대자동차,현대자동차,한국주식,확인 필요,확인 필요,확인 필요,"588,392원","588,392원","591,939원","591,939원","591,939원","591,939원","591,939원",확인 필요,확인 필요,확인 필요,확인 필요,확인 필요,확인 필요,확인 필요,"650,889원","650,889원",1:1.45,1:1.45,1:1.45,,,10.0,10.0,10.0,10.0,9.4,9.4,9.4,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,23.5,23.5,23.5,partial,partial,data_missing,data_missing,False,False,저장된 후보 기준
OK,OK,한국주식,000270,기아,DART,2026-05-14 20:38:08 KST,2025,+6.94%,6.94,악화/둔화,+7.95%,61.76,최근 3년 중 흑자 있음,,,,,,,63.0,밸류 데이터 없음,0.0,"DART 2023~2025년 재무 반영. 매출 CAGR +6.94%, 영업이익 확인 필요.",,,000270,000270,기아,기아,기아,한국주식,"149,400원","149,400원","149,400원","146,149원","146,149원","147,030원","147,030원","147,030원","147,030원","147,030원","141,509원","141,509원","141,509원","155,035원","155,035원","155,035원","155,035원","158,900원","158,900원",1:1.45,1:1.45,1:1.45,,,10.0,10.0,10.0,10.0,12.6,12.6,12.6,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,14.0,14.0,14.0,partial,partial,data_missing,data_missing,False,False,저장된 후보 기준
OK,OK,한국주식,012330,현대모비스,DART,2026-05-14 20:38:09 KST,2025,+1.56%,1.56,개선,+5.49%,143.05,최근 3년 중 흑자 있음,,,,,,,72.0,밸류 데이터 없음,0.0,"DART 2023~2025년 재무 반영. 매출 CAGR +1.56%, 영업이익 개선.",,,012330,012330,현대모비스,현대모비스,현대모비스,한국주식,"535,000원","535,000원","535,000원","500,882원","500,882원","503,901원","503,901원","503,901원","503,901원","503,901원","475,724원","475,724원","475,724원","553,413원","553,413원","553,413원","553,413원","571,708원","571,708원",1:1.76,1:1.76,1:1.76,,,10.0,10.0,10.0,10.0,14.4,14.4,14.4,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,18.2,18.2,18.2,partial,partial,data_missing,data_missing,False,False,저장된 후보 기준
OK,OK,한국주식,015760,한국전력공사,DART,2026-05-14 20:38:10 KST,2025,+5.09%,5.09,개선,+13.85%,516.85,최근 3년 중 흑자 있음,,,,,,,70.0,밸류 데이터 없음,20.0,"DART 2023~2025년 재무 반영. 매출 CAGR +5.09%, 영업이익 개선.",부채비율 200% 초과,,015760,015760,한국전력,한국전력,한국전력,한국주식,"36,900원","36,900원","36,900원","36,061원","36,061원","36,279원","36,279원","36,279원","36,279원","36,279원","35,271원","35,271원","35,271원","41,411원","41,411원","41,411원","41,411원","43,977원","43,977원",1:5.09,1:5.09,1:5.09,,,10.0,10.0,10.0,10.0,14.0,14.0,14.0,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,16.2,16.2,16.2,partial,partial,data_missing,data_missing,False,False,저장된 후보 기준
OK,OK,한국주식,035420,NAVER,DART,2026-05-14 20:38:11 KST,2025,+11.56%,11.56,개선,+18.35%,141.9,최근 3년 중 흑자 있음,,,,,,,89.0,밸류 데이터 없음,0.0,"DART 2023~2025년 재무 반영. 매출 CAGR +11.56%, 영업이익 개선.",,,035420,035420,NAVER,NAVER,NAVER,한국주식,"191,500원","191,500원","191,500원","190,188원","190,188원","191,335원","191,335원","191,335원","191,335원","191,335원","186,367원","186,367원","186,367원","204,767원","204,767원","204,767원","204,767원","208,594원","208,594원",1:2.70,1:2.70,1:2.70,,,10.0,10.0,10.0,10.0,17.8,17.8,17.8,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,18.2,18.2,18.2,partial,partial,data_missing,data_missing,False,False,저장된 후보 기준
OK,OK,한국주식,035720,카카오,DART,2026-05-14 20:38:12 KST,2025,+3.52%,3.52,개선,+9.04%,182.49,최근 3년 중 흑자 있음,,,,,,,72.0,밸류 데이터 없음,0.0,"DART 2023~2025년 재무 반영. 매출 CAGR +3.52%, 영업이익 개선.",,,035720,035720,카카오,카카오,카카오,한국주식,"40,150원","40,150원","40,150원","39,647원","39,647원","39,886원","39,886원","39,886원","39,886원","39,886원","38,764원","38,764원","38,764원","45,598원","45,598원","45,598원","45,598원","48,454원","48,454원",1:5.09,1:5.09,1:5.09,,,10.0,10.0,10.0,10.0,14.4,14.4,14.4,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,18.2,18.2,18.2,partial,partial,data_missing,data_missing,False,False,저장된 후보 기준
OK,OK,한국주식,018260,삼성에스디에스,DART,2026-05-14 20:38:14 KST,2025,+2.43%,2.43,개선,+6.87%,31.09,최근 3년 중 흑자 있음,,,,,,,78.0,밸류 데이터 없음,0.0,"DART 2023~2025년 재무 반영. 매출 CAGR +2.43%, 영업이익 개선.",,,018260,018260,삼성에스디에스,삼성에스디에스,삼성에스디에스,한국주식,"164,800원","164,800원","164,800원","160,066원","160,066원","161,031원","161,031원","161,031원","161,031원","161,031원","155,472원","155,472원","155,472원","169,091원","169,091원","169,091원","169,091원","172,982원","172,982원",1:1.45,1:1.45,1:1.45,,,10.0,10.0,10.0,10.0,15.6,15.6,15.6,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,22.2,22.2,22.2,partial,partial,data_missing,data_missing,False,False,저장된 후보 기준
OK,OK,한국주식,402340,SK스퀘어,DART,2026-05-14 20:38:15 KST,2025,-21.26%,-21.26,개선,+623.26%,109.01,최근 3년 중 흑자 있음,,,,,,,59.0,밸류 데이터 없음,0.0,"DART 2023~2025년 재무 반영. 매출 CAGR -21.26%, 영업이익 개선.",,,402340,402340,SK스퀘어,SK스퀘어,SK스퀘어,한국주식,"1,027,808원","1,027,808원","1,027,808원","984,776원","984,776원","990,712원","990,712원","990,712원","990,712원","990,712원","932,211원","932,211원","932,211원","1,210,619원","1,210,619원","1,210,619원","1,210,619원","1,097,650원","1,097,650원",1:4.41,1:4.41,1:4.41,,,10.0,10.0,10.0,10.0,11.8,11.8,11.8,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,2.0,2.0,2.0,partial,partial,data_missing,data_missing,False,False,저장된 후보 기준
OK,OK,한국주식,207940,삼성바이오로직스,DART,2026-05-14 20:38:16 KST,2025,+11.06%,11.06,개선,+45.41%,48.44,최근 3년 중 흑자 있음,,,,,,,95.0,밸류 데이터 없음,0.0,"DART 2023~2025년 재무 반영. 매출 CAGR +11.06%, 영업이익 개선.",,,207940,207940,삼성바이오로직스,삼성바이오로직스,삼성바이오로직스,한국주식,"1,337,000원","1,337,000원","1,337,000원","1,299,713원","1,299,713원","1,307,548원","1,307,548원","1,307,548원","1,307,548원","1,307,548원","1,283,069원","1,283,069원","1,283,069원","1,416,103원","1,416,103원","1,416,103원","1,416,103원","1,464,831원","1,464,831원",1:4.43,1:4.43,1:4.43,,,10.0,10.0,10.0,10.0,19.0,19.0,19.0,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,16.2,16.2,16.2,partial,partial,data_missing,data_missing,False,False,저장된 후보 기준
OK,OK,한국주식,068270,셀트리온,DART,2026-05-14 20:38:17 KST,2025,+38.29%,38.29,개선,+28.07%,28.71,최근 3년 중 흑자 있음,,,,,,,95.0,밸류 데이터 없음,0.0,"DART 2023~2025년 재무 반영. 매출 CAGR +38.29%, 영업이익 개선.",,,068270,068270,셀트리온,셀트리온,셀트리온,한국주식,"179,400원","179,400원","179,400원","177,083원","177,083원","178,150원","178,150원","178,150원","178,150원","178,150원","174,218원","174,218원","174,218원","198,170원","198,170원","198,170원","198,170원","205,631원","205,631원",1:5.09,1:5.09,1:5.09,,,10.0,10.0,10.0,10.0,19.0,19.0,19.0,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,16.2,16.2,16.2,partial,partial,data_missing,data_missing,False,False,저장된 후보 기준
OK,OK,한국주식,196170,알테오젠,DART,2026-05-14 20:38:18 KST,2025,+49.54%,49.54,개선,+49.52%,153.76,최근 3년 중 흑자 있음,,,,,,,89.0,밸류 데이터 없음,0.0,"DART 2023~2025년 재무 반영. 매출 CAGR +49.54%, 영업이익 개선.",,,196170,196170,알테오젠,알테오젠,알테오젠,한국주식,"359,500원","359,500원","359,500원","355,559원","355,559원","357,702원","357,702원","357,702원","357,702원","357,702원","344,002원","344,002원","344,002원","381,298원","381,298원","381,298원","381,298원","391,896원","391,896원",1:1.72,1:1.72,1:1.72,,,10.0,10.0,10.0,10.0,17.8,17.8,17.8,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,14.8,14.8,14.8,partial,partial,data_missing,data_missing,False,False,저장된 후보 기준
OK,OK,한국주식,000100,유한양행,DART,2026-05-14 20:38:20 KST,2025,+8.46%,8.46,개선,+4.77%,36.35,최근 3년 중 흑자 있음,,,,,,,78.0,밸류 데이터 없음,0.0,"DART 2023~2025년 재무 반영. 매출 CAGR +8.46%, 영업이익 개선.",,,000100,000100,유한양행,유한양행,유한양행,한국주식,"81,152원","81,152원","81,152원","79,677원","79,677원","80,157원","80,157원","80,157원","80,157원","80,157원","77,942원","77,942원","77,942원","81,805원","81,805원","81,805원","81,805원","83,862원","83,862원",1:1.19,1:1.19,1:1.19,,,5.0,5.0,5.0,5.0,15.6,15.6,15.6,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,0.0,0.0,0.0,partial,partial,data_missing,data_missing,False,False,저장된 후보 기준
OK,OK,한국주식,214450,파마리서치,DART,2026-05-14 20:38:21 KST,2025,+43.34%,43.34,개선,+39.98%,144.21,최근 3년 중 흑자 있음,,,,,,,89.0,밸류 데이터 없음,0.0,"DART 2023~2025년 재무 반영. 매출 CAGR +43.34%, 영업이익 개선.",,,214450,214450,파마리서치,파마리서치,파마리서치,한국주식,"291,955원","291,955원","291,955원","286,901원","286,901원","288,631원","288,631원","288,631원","288,631원","288,631원","277,862원","277,862원","277,862원","308,559원","308,559원","308,559원","308,559원","314,208원","314,208원",1:1.45,1:1.45,1:1.45,,,5.0,5.0,5.0,5.0,17.8,17.8,17.8,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,0.0,0.0,0.0,partial,partial,data_missing,data_missing,False,False,저장된 후보 기준
OK,OK,한국주식,214150,클래시스,DART,2026-05-14 20:38:22 KST,2025,,,개선,+50.65%,127.73,최근 3년 중 흑자 있음,,,,,,,59.0,밸류 데이터 없음,0.0,"DART 2023~2025년 재무 반영. 매출 CAGR N/A, 영업이익 개선.",,,214150,214150,클래시스,클래시스,클래시스,한국주식,"46,550원","46,550원","46,550원","46,118원","46,118원","46,397원","46,397원","46,397원","46,397원","46,397원","44,746원","44,746원","44,746원","53,750원","53,750원","53,750원","53,750원","55,024원","55,024원",1:4.46,1:4.46,1:4.46,,,5.0,5.0,5.0,5.0,11.8,11.8,11.8,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,16.2,16.2,16.2,partial,partial,data_missing,data_missing,False,False,저장된 후보 기준
OK,OK,한국주식,373220,LG에너지솔루션,DART,2026-05-14 20:38:24 KST,2025,+55.98%,55.98,악화/둔화,+81.74%,129.0,최근 3년 중 흑자 있음,,,,,,,74.0,밸류 데이터 없음,0.0,"DART 2023~2025년 재무 반영. 매출 CAGR +55.98%, 영업이익 확인 필요.",,,373220,373220,LG에너지솔루션,LG에너지솔루션,LG에너지솔루션,한국주식,"384,500원","384,500원","384,500원","380,708원","380,708원","383,003원","383,003원","383,003원","383,003원","383,003원","370,148원","370,148원","370,148원","401,643원","401,643원","401,643원","401,643원","410,642원","410,642원",1:1.45,1:1.45,1:1.45,,,10.0,10.0,10.0,10.0,14.8,14.8,14.8,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,12.0,12.0,12.0,partial,partial,data_missing,data_missing,False,False,저장된 후보 기준
OK,OK,한국주식,006400,삼성SDI,DART,2026-05-14 20:38:25 KST,2025,-88.99%,-88.99,악화/둔화,+105.38%,,최근 3년 중 흑자 있음,,,,,,,35.0,밸류 데이터 없음,0.0,"DART 2023~2025년 재무 반영. 매출 CAGR -88.99%, 영업이익 확인 필요.",,,006400,006400,삼성SDI,삼성SDI,삼성SDI,한국주식,"570,000원","570,000원","570,000원","546,729원","546,729원","550,025원","550,025원","550,025원","550,025원","550,025원","529,895원","529,895원","529,895원","644,623원","644,623원","644,623원","644,623원","657,379원","657,379원",1:4.70,1:4.70,1:4.70,,,10.0,10.0,10.0,10.0,7.0,7.0,7.0,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,16.8,16.8,16.8,partial,partial,data_missing,data_missing,False,False,저장된 후보 기준
OK,OK,한국주식,051910,LG화학,DART,2026-05-14 20:38:26 KST,2025,+55.98%,55.98,악화/둔화,+71.71%,114.54,최근 3년 중 흑자 있음,,,,,,,74.0,밸류 데이터 없음,0.0,"DART 2023~2025년 재무 반영. 매출 CAGR +55.98%, 영업이익 확인 필요.",,,051910,051910,LG화학,LG화학,LG화학,한국주식,"332,000원","332,000원","332,000원","329,750원","329,750원","331,738원","331,738원","331,738원","331,738원","331,738원","318,018원","318,018원","318,018원","351,631원","351,631원","351,631원","351,631원","361,235원","361,235원",1:1.45,1:1.45,1:1.45,,,10.0,10.0,10.0,10.0,14.8,14.8,14.8,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,19.5,19.5,19.5,partial,partial,data_missing,data_missing,False,False,저장된 후보 기준
OK,OK,한국주식,005490,POSCO홀딩스,DART,2026-05-14 20:38:29 KST,2025,-5.35%,-5.35,악화/둔화,+2.64%,68.64,최근 3년 중 흑자 있음,,,,,,,43.0,밸류 데이터 없음,0.0,"DART 2023~2025년 재무 반영. 매출 CAGR -5.35%, 영업이익 확인 필요.",,,005490,005490,POSCO홀딩스,POSCO홀딩스,POSCO홀딩스,한국주식,"417,000원","417,000원","417,000원","394,699원","394,699원","397,078원","397,078원","397,078원","397,078원","397,078원","376,104원","376,104원","376,104원","427,491원","427,491원","427,491원","427,491원","442,173원","442,173원",1:1.45,1:1.45,1:1.45,,,10.0,10.0,10.0,10.0,8.6,8.6,8.6,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,13.0,13.0,13.0,partial,partial,data_missing,data_missing,False,False,저장된 후보 기준
OK,OK,한국주식,003670,포스코퓨처엠,DART,2026-05-14 20:38:30 KST,2025,-94.89%,-94.89,악화/둔화,+264.01%,202.65,최근 3년 중 흑자 있음,,,,,,,35.0,밸류 데이터 없음,20.0,"DART 2023~2025년 재무 반영. 매출 CAGR -94.89%, 영업이익 확인 필요.",부채비율 200% 초과,,003670,003670,포스코퓨처엠,포스코퓨처엠,포스코퓨처엠,한국주식,"216,500원","216,500원","216,500원","214,812원","214,812원","216,107원","216,107원","216,107원","216,107원","216,107원","201,151원","201,151원","201,151원","237,792원","237,792원","237,792원","237,792원","248,261원","248,261원",1:1.45,1:1.45,1:1.45,,,10.0,10.0,10.0,10.0,7.0,7.0,7.0,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,18.2,18.2,18.2,partial,partial,data_missing,data_missing,False,False,저장된 후보 기준
OK,OK,한국주식,247540,에코프로비엠,DART,2026-05-14 20:38:32 KST,2025,-39.43%,-39.43,악화/둔화,+5.66%,242.16,최근 3년 중 흑자 있음,,,,,,,28.0,밸류 데이터 없음,20.0,"DART 2023~2025년 재무 반영. 매출 CAGR -39.43%, 영업이익 확인 필요.",부채비율 200% 초과,,247540,247540,에코프로비엠,에코프로비엠,에코프로비엠,한국주식,"176,700원","176,700원","176,700원","173,883원","173,883원","174,931원","174,931원","174,931원","174,931원","174,931원","167,254원","167,254원","167,254원","186,064원","186,064원","186,064원","186,064원","191,438원","191,438원",1:1.45,1:1.45,1:1.45,,,10.0,10.0,10.0,10.0,5.6,5.6,5.6,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,12.2,12.2,12.2,partial,partial,data_missing,data_missing,False,False,저장된 후보 기준
OK,OK,한국주식,086520,에코프로,DART,2026-05-14 20:38:33 KST,2025,-31.44%,-31.44,악화/둔화,+6.26%,217.92,최근 3년 중 흑자 있음,,,,,,,28.0,밸류 데이터 없음,20.0,"DART 2023~2025년 재무 반영. 매출 CAGR -31.44%, 영업이익 확인 필요.",부채비율 200% 초과,,086520,086520,에코프로,에코프로,에코프로,한국주식,"118,700원","118,700원","118,700원","114,800원","114,800원","115,492원","115,492원","115,492원","115,492원","115,492원","110,901원","110,901원","110,901원","138,862원","138,862원","138,862원","138,862원","150,548원","150,548원",1:5.09,1:5.09,1:5.09,,,10.0,10.0,10.0,10.0,5.6,5.6,5.6,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,17.0,17.0,17.0,partial,partial,data_missing,data_missing,False,False,저장된 후보 기준
OK,OK,한국주식,066970,엘앤에프,DART,2026-05-14 20:38:34 KST,2025,-31.88%,-31.88,개선,-7.28%,,최근 3년 중 흑자 있음,,,,,,,35.0,밸류 데이터 없음,0.0,"DART 2023~2025년 재무 반영. 매출 CAGR -31.88%, 영업이익 개선.",,,066970,066970,엘앤에프,엘앤에프,엘앤에프,한국주식,"148,500원","148,500원","148,500원","146,142원","146,142원","147,023원","147,023원","147,023원","147,023원","147,023원","138,999원","138,999원","138,999원","158,658원","158,658원","158,658원","158,658원","164,275원","164,275원",1:1.45,1:1.45,1:1.45,,,10.0,10.0,10.0,10.0,7.0,7.0,7.0,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,10.2,10.2,10.2,partial,partial,data_missing,data_missing,False,False,저장된 후보 기준
OK,OK,한국주식,375500,DL이앤씨,DART,2026-05-14 20:38:35 KST,2025,-3.75%,-3.75,개선,+5.23%,184.38,최근 3년 중 흑자 있음,,,,,,,52.0,밸류 데이터 없음,0.0,"DART 2023~2025년 재무 반영. 매출 CAGR -3.75%, 영업이익 개선.",,,375500,375500,DL이앤씨,DL이앤씨,DL이앤씨,한국주식,"74,400원","74,400원","74,400원","72,568원","72,568원","73,006원","73,006원","73,006원","73,006원","73,006원","69,883원","69,883원","69,883원","79,743원","79,743원","79,743원","79,743원","81,689원","81,689원",1:2.16,1:2.16,1:2.16,,,10.0,10.0,10.0,10.0,10.4,10.4,10.4,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,25.0,25.0,25.0,partial,partial,data_missing,data_missing,success,success,저장된 후보 기준
OK,OK,한국주식,000720,현대건설,DART,2026-05-14 20:38:36 KST,2025,+2.35%,2.35,악화/둔화,+2.10%,274.82,확인 필요,,,,,,,38.0,밸류 데이터 없음,20.0,"DART 2023~2025년 재무 반영. 매출 CAGR +2.35%, 영업이익 확인 필요.",부채비율 200% 초과,,000720,000720,현대건설,현대건설,현대건설,한국주식,"136,200원","136,200원","136,200원","135,120원","135,120원","135,935원","135,935원","135,935원","135,935원","135,935원","130,304원","130,304원","130,304원","144,099원","144,099원","144,099원","144,099원","148,040원","148,040원",1:1.45,1:1.45,1:1.45,,,10.0,10.0,10.0,10.0,7.6,7.6,7.6,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,20.2,20.2,20.2,partial,partial,data_missing,data_missing,False,False,저장된 후보 기준
OK,OK,한국주식,006360,GS건설,DART,2026-05-14 20:38:38 KST,2025,-3.74%,-3.74,개선,+3.52%,334.2,최근 3년 중 흑자 있음,,,,,,,43.0,밸류 데이터 없음,20.0,"DART 2023~2025년 재무 반영. 매출 CAGR -3.74%, 영업이익 개선.",부채비율 200% 초과,,006360,006360,GS건설,GS건설,GS건설,한국주식,"29,000원","29,000원","29,000원","28,227원","28,227원","28,397원","28,397원","28,397원","28,397원","28,397원","27,007원","27,007원","27,007원","30,414원","30,414원","30,414원","30,414원","31,387원","31,387원",1:1.45,1:1.45,1:1.45,,,10.0,10.0,10.0,10.0,8.6,8.6,8.6,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,20.2,20.2,20.2,partial,partial,data_missing,data_missing,False,False,저장된 후보 기준
OK,OK,한국주식,105560,KB금융,DART,2026-05-14 20:38:40 KST,2025,,,개선,,1211.73,확인 필요,,,,,,,25.0,밸류 데이터 없음,20.0,"DART 2023~2025년 재무 반영. 매출 CAGR N/A, 영업이익 개선.",부채비율 200% 초과,,105560,105560,KB금융,KB금융,KB금융,한국주식,"151,700원","151,700원","151,700원","149,244원","149,244원","150,144원","150,144원","150,144원","150,144원","150,144원","147,356원","147,356원","147,356원","154,186원","154,186원","154,186원","154,186원","156,347원","156,347원",1:1.45,1:1.45,1:1.45,,,10.0,10.0,10.0,10.0,5.0,5.0,5.0,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,19.8,19.8,19.8,partial,partial,data_missing,data_missing,False,False,저장된 후보 기준
DATA_MISSING,DATA_MISSING,한국주식,055550,신한지주,DART,2026-05-14 21:08:20 KST,,,,,,,,,,,,,,,밸류 데이터 없음,0.0,재무 캐시 대기: 다음 runner에서 순차 조회,,,055550,055550,신한지주,신한지주,신한지주,한국주식,"94,000원","94,000원","94,000원","92,970원","92,970원","93,530원","93,530원","93,530원","93,530원","93,530원","89,742원","89,742원","89,742원","99,023원","99,023원","99,023원","99,023원","101,675원","101,675원",1:1.45,1:1.45,1:1.45,,,10.0,10.0,10.0,10.0,50,50,50,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,21.5,21.5,21.5,data_missing,data_missing,data_missing,data_missing,False,False,저장된 후보 기준
OK,OK,한국주식,086790,하나금융지주,DART,2026-05-14 21:05:03 KST,2023,,,악화/둔화,+1194.78%,1373.12,확인 필요,,,,,,,25.0,밸류 데이터 없음,20.0,"DART 2023~2023년 재무 반영. 매출 CAGR N/A, 영업이익 확인 필요.",부채비율 200% 초과,,086790,086790,하나금융지주,하나금융지주,하나금융지주,한국주식,"115,600원","115,600원","115,600원","114,678원","114,678원","115,369원","115,369원","115,369원","115,369원","115,369원","112,609원","112,609원","112,609원","122,311원","122,311원","122,311원","122,311원","124,440원","124,440원",1:2.52,1:2.52,1:2.52,,,10.0,10.0,10.0,10.0,5.0,5.0,5.0,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,24.5,24.5,24.5,partial,partial,data_missing,data_missing,False,False,저장된 후보 기준
OK,OK,한국주식,138040,메리츠금융지주,DART,2026-05-14 21:05:04 KST,2025,,,개선,,1202.87,확인 필요,,,,,,,25.0,밸류 데이터 없음,20.0,"DART 2023~2025년 재무 반영. 매출 CAGR N/A, 영업이익 개선.",부채비율 200% 초과,,138040,138040,메리츠금융지주,메리츠금융지주,메리츠금융지주,한국주식,"108,200원","108,200원","108,200원","107,002원","107,002원","107,647원","107,647원","107,647원","107,647원","107,647원","105,189원","105,189원","105,189원","111,212원","111,212원","111,212원","111,212원","112,933원","112,933원",1:1.45,1:1.45,1:1.45,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,0.5,0.5,0.5,partial,partial,data_missing,data_missing,False,False,저장된 후보 기준
OK,OK,한국주식,240810,원익IPS,DART,2026-05-14 21:05:05 KST,2025,+14.80%,14.8,,,20.06,최근 3년 중 흑자 있음,,,,,,,55.0,밸류 데이터 없음,0.0,"DART 2023~2025년 재무 반영. 매출 CAGR +14.80%, 영업이익 확인 필요.",,,240810,240810,원익IPS,원익IPS,원익IPS,한국주식,"111,900원","111,900원","111,900원","111,238원","111,238원","111,908원","111,908원","111,908원","111,908원","111,908원","103,095원","103,095원","103,095원","124,688원","124,688원","124,688원","124,688원","130,858원","130,858원",1:1.45,1:1.45,1:1.45,,,10.0,10.0,10.0,10.0,11.0,11.0,11.0,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,20.0,20.0,20.0,partial,partial,data_missing,data_missing,False,False,저장된 후보 기준
OK,OK,한국주식,089030,테크윙,DART,2026-05-14 21:05:06 KST,2025,+9.13%,9.13,개선,+9.95%,298.75,최근 3년 중 흑자 있음,,,,,,,63.0,밸류 데이터 없음,20.0,"DART 2023~2025년 재무 반영. 매출 CAGR +9.13%, 영업이익 개선.",부채비율 200% 초과,,089030,089030,테크윙,테크윙,테크윙,한국주식,확인 필요,확인 필요,확인 필요,"47,778원","47,778원","48,066원","48,066원","48,066원","48,066원","48,066원",확인 필요,확인 필요,확인 필요,확인 필요,확인 필요,확인 필요,확인 필요,"56,094원","56,094원",1:1.45,1:1.45,1:1.45,,,10.0,10.0,10.0,10.0,12.6,12.6,12.6,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,11.8,11.8,11.8,partial,partial,data_missing,data_missing,False,False,저장된 후보 기준
OK,OK,한국주식,039030,이오테크닉스,DART,2026-05-14 21:05:07 KST,2025,+9.72%,9.72,개선,+21.20%,113.06,최근 3년 중 흑자 있음,,,,,,,79.0,밸류 데이터 없음,0.0,"DART 2023~2025년 재무 반영. 매출 CAGR +9.72%, 영업이익 개선.",,,039030,039030,이오테크닉스,이오테크닉스,이오테크닉스,한국주식,확인 필요,확인 필요,확인 필요,"459,266원","459,266원","462,034원","462,034원","462,034원","462,034원","462,034원",확인 필요,확인 필요,확인 필요,확인 필요,확인 필요,확인 필요,확인 필요,"533,230원","533,230원",1:1.45,1:1.45,1:1.45,,,5.0,5.0,5.0,5.0,15.8,15.8,15.8,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,20.2,20.2,20.2,partial,partial,data_missing,data_missing,False,False,저장된 후보 기준
