date,checked_at,key,action,due,cutoff,status,detail,runner_log,exit_code
2026-05-19,2026-05-19 23:15:05,us_update,us_update,07:10,14:00,정상,오늘 실행 로그 확인,C:\Users\minbo\OneDrive\바탕 화면\stock_app\stock_app\logs\runner_us_update.log,
2026-05-19,2026-05-19 23:15:05,us_update_retry,us_update,08:30,14:00,정상,오늘 실행 로그 확인,C:\Users\minbo\OneDrive\바탕 화면\stock_app\stock_app\logs\runner_us_update.log,
2026-05-19,2026-05-19 23:15:05,kr_predict,kr_predict,08:50,09:03,정상,오늘 실행 로그 확인,C:\Users\minbo\OneDrive\바탕 화면\stock_app\stock_app\logs\runner_kr_predict.log,
2026-05-19,2026-05-19 23:15:05,kr_update,kr_update,16:20,23:00,정상,오늘 실행 로그 확인,C:\Users\minbo\OneDrive\바탕 화면\stock_app\stock_app\logs\runner_kr_update.log,
2026-05-19,2026-05-19 23:15:05,us_predict,us_predict,22:20,23:55,정상,오늘 실행 로그 확인,C:\Users\minbo\OneDrive\바탕 화면\stock_app\stock_app\logs\runner_us_predict.log,
