시장,종목코드,종목명,분류,1일상승확률,3일상승확률,5일상승확률,다음행동
한국주식,131970,두산테스나,실적저평가,60%,63%,65%,초기 추정치입니다. 실제 결과 누적 후 자동 보정
한국주식,222800,심텍,실적저평가,60%,63%,65%,초기 추정치입니다. 실제 결과 누적 후 자동 보정
한국주식,005930,삼성전자,실적저평가,60%,63%,65%,초기 추정치입니다. 실제 결과 누적 후 자동 보정
한국주식,000660,SK하이닉스,실적저평가,60%,63%,65%,초기 추정치입니다. 실제 결과 누적 후 자동 보정
한국주식,005380,현대차,실적저평가,60%,63%,65%,초기 추정치입니다. 실제 결과 누적 후 자동 보정
