시장,종목코드,종목명,분류,1일상승확률,3일상승확률,5일상승확률,신뢰도점수,데이터충분도,근거1,근거2,다음행동,current_price,last_price,현재가,quote_fallback_price,실시간현재가,quote_source,quote_source_label,data_status,price_data_status,current_price_source
한국주식,131970,두산테스나,실적저평가,57%,60%,62%,60.0,낮음,기준가·재무·후보 분류 확인,실제 outcome_history가 쌓이면 자동 보정,확률만 보지 말고 현재가·수급·뉴스를 함께 확인,169000.0,169000.0,"169,000원",169000.0,"169,000원",KIS Open API,KIS 현재가,API 현재가 수신,success,KIS 현재가
한국주식,222800,심텍,실적저평가,57%,60%,62%,60.0,낮음,기준가·재무·후보 분류 확인,실제 outcome_history가 쌓이면 자동 보정,확률만 보지 말고 현재가·수급·뉴스를 함께 확인,132400.0,132400.0,"132,400원",132400.0,"132,400원",KIS Open API,KIS 현재가,API 현재가 수신,success,KIS 현재가
한국주식,005930,삼성전자,실적저평가,57%,60%,62%,60.0,낮음,기준가·재무·후보 분류 확인,실제 outcome_history가 쌓이면 자동 보정,확률만 보지 말고 현재가·수급·뉴스를 함께 확인,299500.0,299500.0,"299,500원",299500.0,"299,500원",KIS Open API,KIS 현재가,API 현재가 수신,success,KIS 현재가
한국주식,000660,SK하이닉스,실적저평가,57%,60%,62%,60.0,낮음,기준가·재무·후보 분류 확인,실제 outcome_history가 쌓이면 자동 보정,확률만 보지 말고 현재가·수급·뉴스를 함께 확인,2064000.0,2064000.0,"2,064,000원",2064000.0,"2,064,000원",KIS Open API,KIS 현재가,API 현재가 수신,success,KIS 현재가
한국주식,005380,현대차,실적저평가,57%,60%,62%,60.0,낮음,기준가·재무·후보 분류 확인,실제 outcome_history가 쌓이면 자동 보정,확률만 보지 말고 현재가·수급·뉴스를 함께 확인,682000.0,682000.0,"682,000원",682000.0,"682,000원",KIS Open API,KIS 현재가,API 현재가 수신,success,KIS 현재가
한국주식,035420,NAVER,실적저평가,57%,60%,62%,60.0,낮음,기준가·재무·후보 분류 확인,실제 outcome_history가 쌓이면 자동 보정,확률만 보지 말고 현재가·수급·뉴스를 함께 확인,201000.0,201000.0,"201,000원",201000.0,"201,000원",KIS Open API,KIS 현재가,API 현재가 수신,success,KIS 현재가
