시장,예측대상일,실전우선순위,실전최종판정,실전판정이유,상태,매수행동,매수금지,종목,판정,실시간현재가,실시간괴리,실시간판정,학습보정,학습요약,품질점수,재무,수급,품질요약,보정신뢰도,매매적합도,앙상블추정점수,성과보정,추천수량,주문예상금액,3분할계획,예상평단,평단손절위험,1R위험금액,매수단위근거,손익비,우선진입가,보수대기선,지지존,저항존,진입거리,전일대비진입,손절가,손절폭,1차익절가,익절거리,2차익절가,예상시초가,예상종가범위,주문검증,주문검증메모,진입근거,주의사유,금지사유,행동이유,symbol,ticker,code,종목코드,name,stock_name,종목명,market,현재가,last_price,current_price,관찰 기준가,active_scenario_pullback_price,조건부 진입가,매수가,entry,entry_price,buy_price,stop,stop_loss,1차 목표가,목표가,tp1,target_price,2차 목표가,tp2,rr,risk_reward,기대수익률,expected_return,수급점수,수급 점수,supply_score,flow_score,실적점수,실적 점수,earnings_score,밸류에이션점수,밸류에이션 점수,벨류에이션점수,valuation_score,차트점수,차트 점수,chart_score,실적상태,earnings_data_status,밸류상태,valuation_data_status,수급상태,flow_data_status,price_data_status
한국주식,2026-05-14,-42.8,관망 우위,매수금지/리스크 조건 우선,🔴,관망/제외,True,LG에너지솔루션,관망 우위,-,-,실시간 미적용,학습기록 부족,-,0,재무 데이터 제한,수급 확인 제한,국장 재무 자동수집 제한 / 외국인 보유율 2.00% / 네이버 수급 데이터 확인 제한,0,13,11,성과보정 약함,4주,"1,678,548원","1차 419,637원 30% / 2차 398,655원 30% / 3차 425,932원 40%","415,860원",1.83%,"45,012원",투입금액 한도 기준,2.57,"419,637원","423,675원","417,269원 ~ 425,120원","453,229원 ~ 462,104원",-4.42%,-2.41%,"408,384원",+2.68%,"448,516원",+6.88%,"457,298원","439,030원","408,891원 ~ 478,394원",진입가 대기,예상시초가보다 4.4% 낮음,지지존 기반: 단기 핵심 지지존 상단/중심 근사 / 예상시초가 기준 3.4% 이내 / 검증학습 -1.04% 진입가 보정,대형 이벤트일: 변동성 확대 | 검증학습 주의: 최근 손절 빈도 높음 / 가상매매 평균 -2.5%,주의사유 존재 / 앙상블 약함(11점 < 45점) / 방어적 판정(관망 우위) / 매수행동이 관망/제외,"보정신뢰도 50점 미만이라 신규매수 금지, 관망 우위입니다. / 매수금지: 주의사유 존재 / 앙상블 약함(11점 < 45점) / 방어적 판정(관망 우위) / 매수행동이 관망/제외",LG에너지솔루션,LG에너지솔루션,LG에너지솔루션,LG에너지솔루션,LG에너지솔루션,LG에너지솔루션,LG에너지솔루션,미국주식,"386,297원","386,297원","386,297원",,,,,,,,"362,159원","362,159원","394,141원","394,141원","394,141원","394,141원",,,1:1.45,1:1.45,,,0.0,0.0,0.0,0.0,실적 데이터 없음,실적 데이터 없음,실적 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,0.0,0.0,0.0,,,,,,,저장된 후보 기준
한국주식,2026-05-14,-44.8,관망 우위,매수금지/리스크 조건 우선,🔴,관망/제외,True,DL이앤씨,관망 우위,-,-,실시간 미적용,학습기록 부족,-,2,재무 데이터 제한,수급 확인 제한,국장 재무 자동수집 제한 / 외국인 보유율 18.00% / 네이버 수급 데이터 확인 제한,0,8,3,성과보정 약함,20주,"1,617,020원","1차 80,851원 30% / 2차 76,808원 30% / 3차 82,064원 40%","80,123원",3.40%,"67,320원",손절 리스크 한도 기준,4.12,"80,851원","81,152원","79,165원 ~ 81,830원","95,285원 ~ 97,951원",-4.82%,-2.82%,"77,485원",+4.16%,"94,728원",+17.16%,"97,378원","84,947원","77,836원 ~ 94,829원",진입가 대기,예상시초가보다 4.8% 낮음,지지존 기반: 단기 핵심 지지존 상단/중심 근사 / 예상시초가 기준 5.3% 이내 / 검증학습 -0.59% 진입가 보정,대형 이벤트일: 변동성 확대 | 검증학습 주의: 최근 손절 빈도 높음,주의사유 존재 / 앙상블 약함(3점 < 45점) / 방어적 판정(관망 우위) / 매수행동이 관망/제외,"보정신뢰도 50점 미만이라 신규매수 금지, 관망 우위입니다. / 매수금지: 주의사유 존재 / 앙상블 약함(3점 < 45점) / 방어적 판정(관망 우위) / 매수행동이 관망/제외",DL이앤씨,DL이앤씨,DL이앤씨,DL이앤씨,DL이앤씨,DL이앤씨,DL이앤씨,미국주식,"73,504원","73,504원","73,504원",,,,,,,,"69,810원","69,810원","78,979원","78,979원","78,979원","78,979원",,,1:1.77,1:1.77,,,0.0,0.0,0.0,0.0,실적 데이터 없음,실적 데이터 없음,실적 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,5.0,5.0,5.0,,,,,,,저장된 후보 기준
한국주식,2026-05-14,-49.9,관망 우위,매수금지/리스크 조건 우선,🔴,관망/제외,True,이수페타시스,관망 우위,-,-,실시간 미적용,학습기록 부족,-,0,재무 데이터 제한,수급 확인 제한,국장 재무 자동수집 제한 / 외국인 보유율 3.66% / 네이버 수급 데이터 확인 제한,0,2,3,성과보정 약함,12주,"1,560,180원","1차 130,015원 30% / 2차 123,514원 30% / 3차 131,965원 40%","128,845원",3.68%,"68,976원",손절 리스크 한도 기준,1.73,"130,015원","129,695원","126,342원 ~ 130,871원","139,970원 ~ 144,500원",-4.20%,-2.32%,"124,267원",+4.42%,"139,970원",+7.66%,"144,500원","135,722원","116,780원 ~ 157,874원",진입가 대기,예상시초가보다 4.2% 낮음,지지존 기반: 단기 핵심 지지존 상단/중심 근사 / 예상시초가 기준 5.6% 이내,대형 이벤트일: 변동성 확대,주의사유 존재 / 앙상블 약함(3점 < 45점) / 방어적 판정(관망 우위) / 매수행동이 관망/제외,"보정신뢰도 50점 미만이라 신규매수 금지, 관망 우위입니다. / 매수금지: 주의사유 존재 / 앙상블 약함(3점 < 45점) / 방어적 판정(관망 우위) / 매수행동이 관망/제외",이수페타시스,이수페타시스,이수페타시스,이수페타시스,이수페타시스,이수페타시스,이수페타시스,미국주식,"122,510원","122,510원","122,510원",,,,,,,,"115,833원","115,833원","129,741원","129,741원","129,741원","129,741원",,,1:1.45,1:1.45,,,0.0,0.0,0.0,0.0,실적 데이터 없음,실적 데이터 없음,실적 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,0.0,0.0,0.0,,,,,,,저장된 후보 기준
한국주식,2026-05-14,-50.5,관망 우위,매수금지/리스크 조건 우선,🔴,관망/제외,True,SK하이닉스,관망 우위,-,-,실시간 미적용,학습기록 부족,-,0,재무 데이터 제한,수급 확인 제한,국장 재무 자동수집 제한 / 외국인 보유율 7.68% / 네이버 수급 데이터 확인 제한,0,2,0,성과보정 약함,-,0원,"1차 2,015,076원 30% / 2차 1,914,322원 30% / 3차 2,045,302원 40%","1,996,940원",4.58%,0원,계좌/리스크 한도상 매수 단위 0,1.50,"2,015,076원","1,995,970원","1,926,020원 ~ 1,958,727원",-,-0.50%,+1.98%,"1,909,531원",+5.24%,"2,173,395원",+7.86%,"2,257,831원","2,025,202원","1,880,049원 ~ 2,264,894원",정상,주문기준 정상범위,지지존 기반: 단기 강함 지지존 상단/중심 근사 / 예상시초가 기준 3.9% 이내,RSI 75 이상 과열 | 대형 이벤트일: 변동성 확대 | 검증학습 주의: 방향 적중률 낮음,주의사유 존재 / 앙상블 약함(0점 < 45점) / 방어적 판정(관망 우위) / 매수행동이 관망/제외,"보정신뢰도 50점 미만이라 신규매수 금지, 관망 우위입니다. / 매수금지: 주의사유 존재 / 앙상블 약함(0점 < 45점) / 방어적 판정(관망 우위) / 매수행동이 관망/제외",SK하이닉스,SK하이닉스,SK하이닉스,SK하이닉스,SK하이닉스,SK하이닉스,SK하이닉스,미국주식,"1,729,215원","1,729,215원","1,729,215원",,,,,,,,"1,499,933원","1,499,933원","1,968,768원","1,968,768원","1,968,768원","1,968,768원",,,1:2.55,1:2.55,,,0.0,0.0,0.0,0.0,실적 데이터 없음,실적 데이터 없음,실적 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,5.5,5.5,5.5,,,,,,,저장된 후보 기준
한국주식,2026-05-14,-51.0,관망 우위,매수금지/리스크 조건 우선,🔴,관망/제외,True,한미반도체,관망 우위,-,-,실시간 미적용,학습기록 부족,-,0,재무 데이터 제한,수급 확인 제한,국장 재무 자동수집 제한 / 외국인 보유율 1.00% / 네이버 수급 데이터 확인 제한,0,0,0,성과보정 약함,4주,"1,557,376원","1차 389,344원 30% / 2차 369,877원 30% / 3차 395,184원 40%","385,840원",3.27%,"62,860원",손절 리스크 한도 기준,1.78,"389,344원","293,288원","385,902원 ~ 395,787원","421,702원 ~ 434,145원",-5.03%,-2.79%,"373,629원",+4.04%,"417,316원",+7.18%,"429,629원","409,952원","375,878원 ~ 465,188원",진입가 대기,예상시초가보다 5.0% 낮음,지지존 기반: 단기 강함 지지존 상단/중심 근사 / 예상시초가 기준 5.1% 이내 / 검증학습 -1.04% 진입가 보정,RSI 75 이상 과열 | 대형 이벤트일: 변동성 확대 | 검증학습 주의: 최근 손절 빈도 높음 / 가상매매 평균 -3.2%,주의사유 존재 / 앙상블 약함(0점 < 45점) / 방어적 판정(관망 우위) / 매수행동이 관망/제외,"보정신뢰도 50점 미만이라 신규매수 금지, 관망 우위입니다. / 매수금지: 주의사유 존재 / 앙상블 약함(0점 < 45점) / 방어적 판정(관망 우위) / 매수행동이 관망/제외",한미반도체,한미반도체,한미반도체,한미반도체,한미반도체,한미반도체,한미반도체,미국주식,"285,344원","285,344원","285,344원",,,,,,,,"260,724원","260,724원","303,768원","303,768원","303,768원","303,768원",,,1:1.45,1:1.45,,,0.0,0.0,0.0,0.0,실적 데이터 없음,실적 데이터 없음,실적 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,0.0,0.0,0.0,,,,,,,저장된 후보 기준
한국주식,2026-05-14,-51.0,관망 우위,매수금지/리스크 조건 우선,🔴,관망/제외,True,현대차,관망 우위,-,-,실시간 미적용,학습기록 부족,-,0,재무 데이터 제한,수급 확인 제한,국장 재무 자동수집 제한 / 외국인 보유율 9.91% / 네이버 수급 데이터 확인 제한,0,0,0,성과보정 약함,1주,"720,746원","1차 720,746원 30% / 2차 684,709원 30% / 3차 731,557원 40%","714,259원",7.77%,"57,984원",손절 리스크 한도 기준,1.50,"720,746원","733,494원","551,901원 ~ 565,150원",-,-0.95%,+1.51%,"662,762원",+8.04%,"807,722원",+12.07%,"854,110원","727,679원","680,950원 ~ 808,286원",정상,주문기준 정상범위,지지존 기반: 단기 강함 지지존 상단/중심 근사 / 예상시초가 기준 3.9% 이내 / 검증학습 -0.45% 진입가 보정,RSI 75 이상 과열 | 시초 예상가가 1차 저항선 1% 이내 | 대형 이벤트일: 변동성 확대 | 검증학습 주의: 가상매매 평균 -2.4%,주의사유 존재 / 앙상블 약함(0점 < 45점) / 방어적 판정(관망 우위) / 매수행동이 관망/제외,"보정신뢰도 50점 미만이라 신규매수 금지, 관망 우위입니다. / 매수금지: 주의사유 존재 / 앙상블 약함(0점 < 45점) / 방어적 판정(관망 우위) / 매수행동이 관망/제외",현대차,현대차,현대차,현대차,현대차,현대차,현대차,미국주식,"588,363원","588,363원","588,363원",,,,,,,,"555,485원","555,485원","642,637원","642,637원","642,637원","642,637원",,,1:2.14,1:2.14,,,0.0,0.0,0.0,0.0,실적 데이터 없음,실적 데이터 없음,실적 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,7.5,7.5,7.5,,,,,,,저장된 후보 기준
한국주식,2026-05-14,-53.2,관망 우위,매수금지/리스크 조건 우선,🔴,관망/제외,True,HD한국조선해양,관망 우위,-,-,실시간 미적용,학습기록 부족,-,2,재무 데이터 제한,수급 확인 제한,국장 재무 자동수집 제한 / 외국인 보유율 30.00% / 네이버 수급 데이터 확인 제한,0,0,0,성과보정 약함,2주,"927,088원","1차 463,544원 30% / 2차 440,367원 30% / 3차 470,497원 40%","459,372원",5.18%,"53,560원",손절 리스크 한도 기준,1.45,"463,544원","464,773원","444,777원 ~ 453,403원","484,228원 ~ 493,889원",-1.53%,+0.66%,"436,764원",+5.78%,"502,374원",+8.38%,"521,120원","470,769원","439,557원 ~ 515,217원",정상,주문기준 정상범위,지지존 기반: 단기 핵심 지지존 상단/중심 근사 / 예상시초가 기준 3.5% 이내 / 검증학습 -1.04% 진입가 보정,대형 이벤트일: 변동성 확대 | 손익비 부족: 1차 R:R 1.45 | 검증학습 주의: 방향 적중률 낮음 / 최근 손절 빈도 높음 / 가상매매 평균 -3.6%,주의사유 존재 / 앙상블 약함(0점 < 45점) / 방어적 판정(관망 우위) / 매수행동이 관망/제외,"보정신뢰도 50점 미만이라 신규매수 금지, 관망 우위입니다. / 매수금지: 주의사유 존재 / 앙상블 약함(0점 < 45점) / 방어적 판정(관망 우위) / 매수행동이 관망/제외",HD한국조선해양,HD한국조선해양,HD한국조선해양,HD한국조선해양,HD한국조선해양,HD한국조선해양,HD한국조선해양,미국주식,"396,824원","396,824원","396,824원",,,,,,,,"382,306원","382,306원","415,538원","415,538원","415,538원","415,538원",,,1:1.45,1:1.45,,,0.0,0.0,0.0,0.0,실적 데이터 없음,실적 데이터 없음,실적 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,0.0,0.0,0.0,,,,,,,저장된 후보 기준
한국주식,2026-05-14,-54.0,관망 우위,매수금지/리스크 조건 우선,🔴,관망/제외,True,한국전력,관망 우위,-,-,실시간 미적용,학습기록 부족,-,0,재무 데이터 제한,수급 확인 제한,국장 재무 자동수집 제한 / 외국인 보유율 1.21% / 네이버 수급 데이터 확인 제한,0,0,0,성과보정 약함,29주,"1,191,987원","1차 41,103원 30% / 2차 39,048원 30% / 3차 41,720원 40%","40,733원",5.17%,"68,759원",손절 리스크 한도 기준,1.45,"41,103원","41,601원","39,201원 ~ 39,887원","43,319원 ~ 43,930원",-1.08%,+0.87%,"38,732원",+5.77%,"44,542원",+8.37%,"46,202원","41,553원","39,108원 ~ 44,484원",정상,주문기준 정상범위,지지존 기반: 중기 핵심 지지존 상단/중심 근사 / 예상시초가 기준 2.8% 이내 / 검증학습 -0.59% 진입가 보정,시초 예상가가 1차 저항선 1% 이내 | 대형 이벤트일: 변동성 확대 | 손익비 부족: 1차 R:R 1.45 | 검증학습 주의: 방향 적중률 낮음 / 최근 손절 빈도 높음,주의사유 존재 / 앙상블 약함(0점 < 45점) / 방어적 판정(관망 우위) / 매수행동이 관망/제외,"보정신뢰도 50점 미만이라 신규매수 금지, 관망 우위입니다. / 매수금지: 주의사유 존재 / 앙상블 약함(0점 < 45점) / 방어적 판정(관망 우위) / 매수행동이 관망/제외",한국전력,한국전력,한국전력,한국전력,한국전력,한국전력,한국전력,미국주식,"36,645원","36,645원","36,645원",,,,,,,,"35,047원","35,047원","38,133원","38,133원","38,133원","38,133원",,,1:1.98,1:1.98,,,0.0,0.0,0.0,0.0,실적 데이터 없음,실적 데이터 없음,실적 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,5.0,5.0,5.0,,,,,,,저장된 후보 기준
한국주식,2026-05-14,-54.0,관망 우위,매수금지/리스크 조건 우선,🔴,관망/제외,True,한국항공우주,관망 우위,-,-,실시간 미적용,학습기록 부족,-,0,재무 데이터 제한,수급 확인 제한,국장 재무 자동수집 제한 / 외국인 보유율 1.45% / 네이버 수급 데이터 확인 제한,0,0,0,성과보정 약함,7주,"1,149,134원","1차 164,162원 30% / 2차 155,954원 30% / 3차 166,624원 40%","162,685원",5.16%,"66,248원",손절 리스크 한도 기준,1.45,"164,162원","168,356원","157,568원 ~ 161,082원","170,434원 ~ 173,947원",-1.53%,+0.40%,"154,698원",+5.77%,"177,886원",+8.36%,"184,511원","166,721원","156,002원 ~ 179,929원",정상,주문기준 정상범위,지지존 기반: 단기 핵심 지지존 상단/중심 근사 / 예상시초가 기준 3.6% 이내 / 검증학습 -1.04% 진입가 보정,시초 예상가가 1차 저항선 1% 이내 | 대형 이벤트일: 변동성 확대 | 손익비 부족: 1차 R:R 1.45 | 검증학습 주의: 최근 손절 빈도 높음 / 가상매매 평균 -2.5%,주의사유 존재 / 앙상블 약함(0점 < 45점) / 방어적 판정(관망 우위) / 매수행동이 관망/제외,"보정신뢰도 50점 미만이라 신규매수 금지, 관망 우위입니다. / 매수금지: 주의사유 존재 / 앙상블 약함(0점 < 45점) / 방어적 판정(관망 우위) / 매수행동이 관망/제외",한국항공우주,한국항공우주,한국항공우주,한국항공우주,한국항공우주,한국항공우주,한국항공우주,미국주식,"157,374원","157,374원","157,374원",,,,,,,,"148,572원","148,572원","161,661원","161,661원","161,661원","161,661원",,,1:1.45,1:1.45,,,0.0,0.0,0.0,0.0,실적 데이터 없음,실적 데이터 없음,실적 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,0.0,0.0,0.0,,,,,,,저장된 후보 기준
한국주식,2026-05-14,-54.0,관망 우위,매수금지/리스크 조건 우선,🔴,관망/제외,True,대한항공,관망 우위,-,-,실시간 미적용,학습기록 부족,-,0,재무 데이터 제한,수급 확인 제한,국장 재무 자동수집 제한 / 외국인 보유율 3.62% / 네이버 수급 데이터 확인 제한,0,0,0,성과보정 약함,70주,"1,831,550원","1차 26,165원 30% / 2차 24,857원 30% / 3차 26,557원 40%","25,930원",3.01%,"69,580원",손절 리스크 한도 기준,1.45,"26,165원","26,028원","25,405원 ~ 25,766원","27,181원 ~ 27,588원",-0.86%,+1.61%,"25,171원",+3.80%,"27,607원",+5.51%,"28,304원","26,391원","24,651원 ~ 28,959원",정상,주문기준 정상범위,지지존 기반: 단기 핵심 지지존 상단/중심 근사 / 예상시초가 기준 2.6% 이내 / 검증학습 -0.36% 진입가 보정,대형 이벤트일: 변동성 확대 | 손익비 부족: 1차 R:R 1.45 | 검증학습 주의: 방향 적중률 낮음 / 최근 손절 빈도 높음,주의사유 존재 / 앙상블 약함(0점 < 45점) / 방어적 판정(관망 우위) / 매수행동이 관망/제외,"보정신뢰도 50점 미만이라 신규매수 금지, 관망 우위입니다. / 매수금지: 주의사유 존재 / 앙상블 약함(0점 < 45점) / 방어적 판정(관망 우위) / 매수행동이 관망/제외",대한항공,대한항공,대한항공,대한항공,대한항공,대한항공,대한항공,미국주식,"24,567원","24,567원","24,567원",,,,,,,,"23,397원","23,397원","25,323원","25,323원","25,323원","25,323원",,,1:1.79,1:1.79,,,0.0,0.0,0.0,0.0,실적 데이터 없음,실적 데이터 없음,실적 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,5.5,5.5,5.5,,,,,,,저장된 후보 기준
